"","date","p_w_country","p_m_country"
"1","2020/04/07",NA,NA
"2","2020/04/08",NA,NA
"3","2020/04/09",NA,NA
"4","2020/04/10",NA,NA
"5","2020/04/11",0.00538986282830523,0.0055893372987718
"6","2020/04/12",0.00628357661311881,0.00819150986102461
"7","2020/04/13",0.00744647951713052,0.0108740163512553
"8","2020/04/14",0.00754441756128377,0.0118350404510993
"9","2020/04/15",0.00760220871103924,0.011717854696404
"10","2020/04/16",0.00764553697088633,0.0120384589943751
"11","2020/04/17",0.00775857975668285,0.0121568563521028
"12","2020/04/18",0.00776588975226304,0.0121239701031548
"13","2020/04/19",0.00773893850845594,0.0122142275991714
"14","2020/04/20",0.00760022076473021,0.0119376742367465
"15","2020/04/21",0.00745025225367312,0.0118316144655006
"16","2020/04/23",0.00743025505040542,0.0118060860892747
"17","2020/04/24",0.00741834751306192,0.0117908849589386
"18","2020/04/25",0.00757361361774157,0.0123078410749512
"19","2020/04/26",0.00756643687784037,0.0120935188846344
"20","2020/04/29",0.00754353945654991,0.0119125695801716
"21","2020/04/30",0.00756756391678426,0.0119316634178238
"22","2020/05/02",0.00752640124104193,0.0116999678434453
"23","2020/05/12",0.00781135341535991,0.0124364573418732
"24","2020/05/17",NA,NA
"25","2020/06/20",NA,NA
