date,region,yhat_p_cli_smooth,yhat_p_cliWHO_smooth,yhat_p_cli_local_smooth,yhat_lower_p_cli_smooth,yhat_lower_p_cliWHO_smooth,yhat_lower_p_cli_local_smooth,yhat_upper_p_cli_smooth,yhat_upper_p_cliWHO_smooth,yhat_upper_p_cli_local_smooth,trend_p_cli_smooth,trend_p_cliWHO_smooth,trend_p_cli_local_smooth,trend_lower_p_cli_smooth,trend_lower_p_cliWHO_smooth,trend_lower_p_cli_local_smooth,trend_upper_p_cli_smooth,trend_upper_p_cliWHO_smooth,trend_upper_p_cli_local_smooth,ISO2,ISO_3,country,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
2020-06-21T00:00:00Z,Dakhlet Nouadhibou,0.00884897152214413,1.6747562219563295e-4,0.002186237876056397,0.007459183899698029,-8.771581944659534e-4,0.0013506625296249605,0.010249807712148243,0.0012295335796730276,0.003013303548965949,0.00897080340983139,2.0114294474650837e-4,0.002152152590354803,0.00897080340983139,2.0114294474650837e-4,0.002152152590354803,0.00897080340983139,2.0114294474650837e-4,0.002152152590354803,MR,MRT,Mauritania,2020-05-03,100,3,42,0.01,0.0195013954179879,0.00905260497973544,1.33672114913698e-4,0,0,0,0,0.00145201103528387,8.99295621069523e-4,1,0,NA,NA,0.00989490876045895,0.0192779940625146,0.00865130844233635,1.27683674225278e-4,0,0,0,0,0.00215461491127758,0.00108872759861604,NA,NA,NA,NA,NA,NA,NA,0.00989490876045895
2020-06-22T00:00:00Z,Dakhlet Nouadhibou,0.009472323003793094,1.8548622955903254e-4,0.0022863389054522142,0.007966623065225033,-8.31232797438647e-4,0.0014872355729290622,0.010898141394943139,0.001337259825410055,0.003080618250461167,0.009250784328767263,1.3223671745961715e-4,0.0021782883480341783,0.009250784328767263,1.3223671745961715e-4,0.0021782883480341783,0.009250784328767263,1.3223671745961715e-4,0.0021782883480341783,MR,MRT,Mauritania,2020-05-07,101,3,41,0.0099009900990099,0.0193092777830645,0.00893323379334895,1.319174069551e-4,0,0,0,0,0.00188761434586903,0.00102513109394056,1,0,NA,NA,0.00990136200624004,0.0192781546521767,0.00861774791647487,1.2713318770804e-4,0,0,0,0,0.00218289722316614,0.00109592050314475,NA,NA,NA,NA,NA,NA,NA,0.00990136200624004
2020-06-23T00:00:00Z,Dakhlet Nouadhibou,0.009553787304559757,-5.837973760647688e-5,0.002163423169400258,0.008112972641644726,-0.001108226480217165,0.0013214737709463993,0.010956889886554867,9.262201914969285e-4,0.0029760746298454982,0.009530765247703136,6.333049017272595e-5,0.0022044241057135538,0.009530765247703136,6.333049017272595e-5,0.0022044241057135538,0.009530765247703136,6.333049017272595e-5,0.0022044241057135538,MR,MRT,Mauritania,2020-05-11,100,3,39,0.01,0.0195013954179879,0.00914820248282015,1.35077205922707e-4,0,0,0,0,0.00234741784037559,0.00114886279678716,1,0,NA,NA,0.00991321692894623,0.0192832240384097,0.00858395829642706,1.26554782602716e-4,0,0,0,0,0.00221254552933901,0.00110345158273523,NA,NA,NA,NA,NA,NA,NA,0.00991321692894623
2020-06-24T00:00:00Z,Dakhlet Nouadhibou,0.009787388895911776,3.5178594058746986e-5,0.002198960776333318,0.008457452968587072,-0.0010128159812858506,0.0013935092071353154,0.011096094573280557,0.0010291644011121922,0.0030583143072805017,0.00981074616663901,-5.57573711416527e-6,0.002230559863392929,0.00981074616663901,-5.57573711416527e-6,0.002230559863392929,0.00981074616663901,-5.57573711416527e-6,0.002230559863392929,MR,MRT,Mauritania,2020-05-11,102,2,40,0.00980392156862745,0.0191209083686488,0.0090443495960575,1.33550770976242e-4,0,0,0,0,0.00229951135383731,0.00112544363774366,1,0,NA,NA,0.00993478914178641,0.0192966615165256,0.00855261284390411,1.25962784214857e-4,0,0,0,0,0.00224358728991864,0.00111133270968928,NA,NA,NA,NA,NA,NA,NA,0.00993478914178641
2020-06-25T00:00:00Z,Dakhlet Nouadhibou,0.010115424291175871,-5.4488646937315687e-05,0.0022638613838469306,0.008725801560961848,-0.001077169217108168,0.0014649740114710404,0.01153406151706213,0.0011173126940644126,0.0030304066560814936,0.010090727085574883,-7.448196440105646e-5,0.0022566956210723042,0.010090727085574883,-7.448196440105646e-5,0.0022566956210723042,0.010090727085574883,-7.448196440105646e-5,0.0022566956210723042,MR,MRT,Mauritania,2020-05-15,101,2,40,0.0099009900990099,0.0193092777830645,0.00816293970082521,1.20589280414313e-4,0,0,0,0,0.00232321765645419,0.0011370326407494,1,0,NA,NA,0.00996890162186445,0.0193209567013663,0.0085254159926959,1.2537005982496e-4,0,0,0,0,0.00227590462174155,0.00111953920638491,NA,NA,NA,NA,NA,NA,NA,0.00996890162186445
2020-06-26T00:00:00Z,Dakhlet Nouadhibou,0.01036158038080351,-1.2637663744042324e-4,0.0022916320644611613,0.008966059157170298,-0.001197491835689323,0.001498761506802526,0.01176333577947847,8.448042019751315e-4,0.0030744434416424492,0.010370708004510756,-1.4338819168794768e-4,0.0022828313787516797,0.010370708004510756,-1.4338819168794768e-4,0.0022828313787516797,0.010370708004510756,-1.4338819168794768e-4,0.0022828313787516797,MR,MRT,Mauritania,2020-05-15,103,2,41,0.00970873786407767,0.018936178546626,0.00810856300097874,1.19789269145127e-4,0,0,0,0,0.00227628396642481,0.00111408848846795,1,0,NA,NA,0.01002145856971,0.0193608385235255,0.00850628275854226,1.24801593561638e-4,0,0,0,0,0.00230929291744783,0.00112802562808774,NA,NA,NA,NA,NA,NA,NA,0.01002145856971
2020-06-27T00:00:00Z,Dakhlet Nouadhibou,0.010535747768084509,-1.879255836282101e-4,0.002223464868199618,0.009157940832355166,-0.001313593306057212,0.0014039724257327894,0.01187783453128286,9.001915866388027e-4,0.0029824554399044815,0.010650688923446628,-2.122944189748389e-4,0.0023089671364310547,0.010650688923446628,-2.122944189748389e-4,0.0023089671364310547,0.010650688923446628,-2.122944189748389e-4,0.0023089671364310547,MR,MRT,Mauritania,2020-05-15,104,1,42,0.00961538461538462,0.0187549838461375,0.0080621562236992,1.19106479591925e-4,0,0,0,0,0.00225352112676056,0.00110296018526087,2,0,NA,NA,0.0100995232236357,0.0194218956800838,0.00850004275006932,1.24289479212021e-4,0,0,0,0,0.00234338895096001,0.00113670635782463,3.41024105294553e-5,-2.52109487111713e-5,0,0,3.14623399470716e-5,NA,NA,0.0100995232236357
2020-06-29T00:00:00Z,Dakhlet Nouadhibou,0.011432189436344262,-2.968573614492288e-4,0.0024692892092078407,0.010115330895879187,-0.0013850980553531216,0.0016378433937165675,0.012839716613115986,7.074554310473972e-4,0.003241706170552519,0.011210650761318374,-3.501068735486213e-4,0.002361238651789806,0.011210650761318374,-3.501068735486213e-4,0.002361238651789806,0.011210650761318374,-3.501068735486213e-4,0.002361238651789806,MR,MRT,Mauritania,2020-05-19,100,4,40,0.01,0.0195013954179879,0.00817107200712755,1.20708922290866e-4,0,0,0,0,0.00264084507042254,0.00121837379924112,2,0,NA,NA,0.0103717787257313,0.0196378097533093,0.00855412881791573,1.23613672084086e-4,0,0,0,0,0.00241156471064857,0.00115412952193354,7.8402786581876e-5,-1.0603183093189e-5,0,0,3.81112479137396e-5,NA,NA,0.0103717787257313
2020-07-01T00:00:00Z,Dakhlet Nouadhibou,0.011747255328462823,-4.4716499694983096e-4,0.0023819110800887364,0.010360282580062925,-0.0014365391632409584,0.001548525720090042,0.01307881444167103,5.166988826286947e-4,0.0031946880847489372,0.011770612599190121,-4.879193281224037e-4,0.0024135101671485565,0.011770612599190121,-4.879193281224037e-4,0.0024135101671485565,0.011770612599190121,-4.879193281224037e-4,0.0024135101671485565,MR,MRT,Mauritania,2020-05-19,101,1,41,0.0099009900990099,0.0193092777830645,0.00808299870227584,1.19413141936967e-4,0,0,0,0,0.00261361986351096,0.00120582970221729,2,0,NA,NA,0.0108771447817009,0.020036768619731,0.00875361358527854,1.23759657017373e-4,0,0,0,0,0.00247496020824777,0.00117044698541284,1.60654642125778e-4,2.82758814752479e-5,0,0,4.37357798181268e-5,NA,NA,0.0108771447817009
2020-07-02T00:00:00Z,Dakhlet Nouadhibou,0.012075290723727164,-5.368322379454459e-4,0.0024468116876026035,0.010761178027518947,-0.0016040907169162547,0.0016495239956882282,0.013572245895556802,4.793904597450924e-4,0.003264750061428698,0.012050593518125994,-5.56825555409295e-4,0.002439645924827932,0.012050593518125994,-5.56825555409295e-4,0.002439645924827932,0.012050593518125994,-5.56825555409295e-4,0.002439645924827932,MR,MRT,Mauritania,2020-05-19,102,1,42,0.00980392156862745,0.0191209083686488,0.00805417519742141,1.18989050371475e-4,0,0,0,0,0.00258695027306697,0.00119354127451567,2,0,NA,NA,0.0112526520784267,0.0203300354191736,0.00893391988324353,1.24290995401054e-4,0,0,0,0,0.00250315517418249,0.00117775277589497,2.19643822773383e-4,6.35511732232369e-5,0,0,4.32613140439743e-5,NA,NA,0.0112526520784267
