date,region,yhat_p_cli_smooth,yhat_p_cliWHO_smooth,yhat_p_cli_local_smooth,yhat_lower_p_cli_smooth,yhat_lower_p_cliWHO_smooth,yhat_lower_p_cli_local_smooth,yhat_upper_p_cli_smooth,yhat_upper_p_cliWHO_smooth,yhat_upper_p_cli_local_smooth,trend_p_cli_smooth,trend_p_cliWHO_smooth,trend_p_cli_local_smooth,trend_lower_p_cli_smooth,trend_lower_p_cliWHO_smooth,trend_lower_p_cli_local_smooth,trend_upper_p_cli_smooth,trend_upper_p_cliWHO_smooth,trend_upper_p_cli_local_smooth,ISO2,ISO_3,country,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
2020-08-09T00:00:00Z,Ċentrali,0.006373284557179679,-1.6796754339230943e-4,0.0019220421853798845,0.0052071723333314375,-0.0010926313795318638,0.0017203201860568286,0.007543817977950255,7.584891417249476e-4,0.002109235038884826,0.006314056645569364,-1.490955141493131e-4,0.001890418381173419,0.006314056645569364,-1.490955141493131e-4,0.001890418381173419,0.006314056645569364,-1.490955141493131e-4,0.001890418381173419,MT,MLT,Malta,2020-05-06,100,5,55,0.01,0.0195013954179879,0.00527796281739419,1.16716462835416e-4,0,0,0,0,0.00174241324234064,9.84985734816623e-4,8,0,NA,NA,0.00662871624633234,0.0129271988717023,0.00341609979208554,7.55527715108865e-5,2.31467218468772e-6,4.51393375366131e-6,7.29855291930295e-7,2.01026613604642e-8,0.00183068755038819,0.00100551138331524,NA,NA,NA,NA,NA,NA,NA,0.00662871624633234
2020-08-10T00:00:00Z,Ċentrali,0.006001374017298887,-4.533654253066467e-5,0.0019140175903972743,0.004883264501280876,-8.818052875949186e-4,0.0017244968763474742,0.007114852802319534,7.813799258353303e-4,0.002129876492767693,0.0058273300414026,-1.3697656695443584e-4,0.001889898770659381,0.0058273300414026,-1.3697656695443584e-4,0.001889898770659381,0.0058273300414026,-1.3697656695443584e-4,0.001889898770659381,MT,MLT,Malta,2020-05-06,101,1,56,0.0099009900990099,0.0193092777830645,0.00519449619352788,1.14875507619792e-4,0,0,0,0,0.00172463351537798,9.74943542098626e-4,9,0,NA,NA,0.00614908772953274,0.0119918318576481,0.00316467744833245,6.99952554114502e-5,3.84040233734837e-6,7.48932045447955e-6,1.21094381640627e-6,3.33534520293486e-8,0.00184678142203426,0.00100985877638645,NA,NA,NA,NA,NA,NA,NA,0.00614908772953274
2020-08-11T00:00:00Z,Ċentrali,0.0051665638706688164,-2.2137987003082943e-4,0.0018594302849773603,0.004063564230999328,-0.0011142186049014125,0.0016599285621558793,0.006309893345382646,6.07010586704492e-4,0.002043679665113934,0.005340603437235836,-1.248576197595586e-4,0.0018893791601453428,0.005340603437235836,-1.248576197595586e-4,0.0018893791601453428,0.005340603437235836,-1.248576197595586e-4,0.0018893791601453428,MT,MLT,Malta,2020-05-07,101,2,56,0.0099009900990099,0.0193092777830645,0.00510791856437166,1.12965771647774e-4,0,0,0,0,0.00172463351537798,9.74943542098626e-4,9,0,NA,NA,0.00563677676279428,0.0109927282834754,0.00289667649885913,6.40734163895602e-5,6.74838969453495e-6,1.31603015867801e-5,2.1253199297388e-6,5.85385450220213e-8,0.00186316787578636,0.00101429750241971,NA,NA,NA,NA,NA,NA,NA,0.00563677676279428
2020-08-12T00:00:00Z,Ċentrali,0.004893323858236781,-4.1454899242967334e-5,0.0018417930905260502,0.003755537322810123,-8.776217686244865e-4,0.00164575114254346,0.006022802474830908,8.102655449433816e-4,0.002040521322237096,0.004853876833069072,-1.1273867256468133e-4,0.0018888595496313046,0.004853876833069072,-1.1273867256468133e-4,0.0018888595496313046,0.004853876833069072,-1.1273867256468133e-4,0.0018888595496313046,MT,MLT,Malta,2020-05-13,100,5,54,0.01,0.0195013954179879,0.00507655878429085,1.12273994057074e-4,0,0,0,0,0.00159721213881226,9.43120626376037e-4,10,0,NA,NA,0.00510005167301128,0.00994601311191683,0.00261646737920515,5.788377715372e-5,1.09547474558255e-5,2.13632861840251e-5,3.44952990152452e-6,9.50118176682798e-8,0.00187921156982306,0.00101865691816146,NA,NA,NA,NA,NA,NA,NA,0.00510005167301128
2020-08-14T00:00:00Z,Ċentrali,0.003955956915431983,-5.0475722621839774e-5,0.001898788928821976,0.0027978991873064403,-9.239867235262173e-4,0.001703325533776267,0.0050321207023231234,8.651790374333355e-4,0.002108777079751936,0.0038804236247355437,-8.850077817492684e-5,0.0018878203286032283,0.0038804236247355437,-8.850077817492684e-5,0.0018878203286032283,0.0038804236247355437,-8.850077817492684e-5,0.0018878203286032283,MT,MLT,Malta,2020-05-16,100,2,54,0.01,0.0195013954179879,0.00492791070919906,1.08994610560075e-4,0,0,0,0,0.00159721213881226,9.43120626376037e-4,10,0,NA,NA,0.00400111304039725,0.00780287732518326,0.00204325110310538,4.52363669298124e-5,2.81859453141215e-5,5.49665264800466e-5,8.86452666675285e-6,2.44159757759071e-7,0.00190687503871342,0.00102621259472025,NA,NA,NA,NA,NA,NA,NA,0.00400111304039725
2020-08-15T00:00:00Z,Ċentrali,0.0032639610530724224,-1.0658339873881033e-4,0.0018779981735467391,0.0020405681407695505,-0.0010349122527822379,0.0016864266580910244,0.004416983892401777,7.194233227639211e-4,0.002068033711822338,0.0033936970205687795,-7.638183098004957e-5,0.0018873007180891898,0.0033936970205687795,-7.638183098004957e-5,0.0018873007180891898,0.0033936970205687795,-7.638183098004957e-5,0.0018873007180891898,MT,MLT,Malta,2020-05-24,101,5,52,0,0,0,0,0,0,0,0,0.00215579189422248,0.0010897846001604,10,0,NA,NA,0.00346716753011191,0.00676158464796817,0.00176433838875705,3.90944247124876e-5,4.36242866952682e-5,8.50734464672093e-5,1.37148188680967e-5,3.77753815840603e-7,0.00191668777360193,0.00102891211739372,NA,NA,NA,NA,NA,NA,NA,0.00346716753011191
2020-08-16T00:00:00Z,Ċentrali,0.0029661983280131208,-8.313491302768355e-5,0.0019184049117816182,0.0018086097970988564,-9.241449160404139e-4,0.0017165804076840722,0.004155826240604689,7.708023155889028e-4,0.0020970080829763632,0.0029069704164020153,-6.426288378517231e-5,0.0018867811075751518,0.0029069704164020153,-6.426288378517231e-5,0.0018867811075751518,0.0029069704164020153,-6.426288378517231e-5,0.0018867811075751518,MT,MLT,Malta,2020-05-26,100,2,52,0,0,0,0,0,0,0,0,0.0021780165529258,0.00110100723155319,10,0,NA,NA,0.00296420083206683,0.00578070685091699,0.00150051057217758,3.32989037985221e-5,6.66216733092257e-5,1.29921559461122e-4,2.09314428952745e-5,5.76525309354192e-7,0.00192261668572356,0.00103055619787181,-6.10752569044251e-4,-3.19264869984661e-4,1.07178335207563e-5,3.36693126722403e-6,1.53215225558951e-5,NA,NA,0.00296420083206683
2020-08-17T00:00:00Z,Ċentrali,0.002594287788132341,3.9496087833978835e-5,0.0019103803167989438,0.0014438944215210661,-8.085279701942293e-4,0.0017326051188973064,0.0037275845343723636,9.365721953463443e-4,0.0021099249938839105,0.002420243812235251,-5.214393659029507e-5,0.0018862614970611136,0.002420243812235251,-5.214393659029507e-5,0.0018862614970611136,0.002420243812235251,-5.214393659029507e-5,0.0018862614970611136,MT,MLT,Malta,2020-05-28,100,1,52,0,0,0,0,0,0,0,0,0.0021780165529258,0.00110100723155319,10,0,NA,NA,0.00250690660463825,0.00488889909921815,0.00125871008362735,2.80078080034132e-5,9.98091548674054e-5,1.94641811568337e-4,3.13365835949772e-5,8.63120318858538e-7,0.00192392761421731,0.0010309344244334,-6.07030187482414e-4,-3.1766122745085e-4,1.59947920883428e-5,5.02093996309516e-6,1.28576986971762e-5,NA,NA,0.00250690660463825
2020-08-18T00:00:00Z,Ċentrali,0.001759477641501881,-1.3654723966661323e-4,0.0018557930113792798,6.283310478035249e-4,-9.82207132567956e-4,0.001666937952725263,0.002832534229750745,7.490146982999726e-4,0.002067172021975862,0.0019335172080684872,-4.002498939541781e-5,0.0018857418865470754,0.0019335172080684872,-4.002498939541781e-5,0.0018857418865470754,0.0019335172080684872,-4.002498939541781e-5,0.0018857418865470754,MT,MLT,Malta,2020-06-01,100,3,51,0,0,0,0,0,0,0,0,0.0021780165529258,0.00110100723155319,10,0,NA,NA,0.00210823951447865,0.00411142505218586,0.00104482670123421,2.33569432263074e-5,1.46455400449146e-4,2.85608530500184e-4,4.59515335888642e-5,1.26566902592034e-6,0.00192009290665965,0.00102988975051102,-5.88089541385939e-4,-3.08641632937486e-4,2.32845017924351e-5,7.30436894318757e-6,9.48750514554888e-6,NA,NA,0.00210823951447865
2020-08-19T00:00:00Z,Ċentrali,0.0014862376290695602,4.337773112117281e-5,0.0018381558169278205,3.495441874240351e-4,-7.836012624770707e-4,0.0016532090751931708,0.002652304648002057,9.149390595605351e-4,0.0020379586951679105,0.0014467906039017223,-2.790604220054069e-5,0.0018852222760330371,0.0014467906039017223,-2.790604220054069e-5,0.0018852222760330371,0.0014467906039017223,-2.790604220054069e-5,0.0018852222760330371,MT,MLT,Malta,2020-06-07,101,4,50,0,0,0,0,0,0,0,0,0.00215579189422248,0.0010897846001604,10,0,NA,NA,0.00177941988969989,0.00347016607858585,8.63519226020534e-4,1.94574224201158e-5,2.11364743572809e-4,4.12190896343085e-4,6.62635855201315e-5,1.8251376898404e-6,0.00191077685754504,0.00102731357823024,-5.53438630551899e-4,-2.92158025530769e-4,3.34016660194973e-5,1.04690092697678e-5,5.26088128699566e-6,NA,NA,0.00177941988969989
