"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","US","USAK",731545,NA,NA,0,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"2","US","USAL",4903185,NA,NA,4,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"3","US","USAR",3017825,NA,NA,0,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"4","US","USAZ",7278717,NA,NA,24,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"5","US","USCA",39512223,NA,NA,1465,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"6","US","USCO",5758736,NA,NA,188,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"7","US","USCT",3565287,NA,NA,210,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"8","US","USDC",705749,NA,NA,2,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"9","US","USDE",973764,NA,NA,0,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"10","US","USFL",21477737,NA,NA,641,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"11","US","USGA",10617423,NA,NA,2,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"12","US","USHI",1415872,NA,NA,6,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"13","US","USIA",3155070,NA,NA,0,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"14","US","USID",1787065,NA,NA,0,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"15","US","USIL",12671821,NA,NA,556,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"16","US","USIN",6732219,NA,NA,52,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"17","US","USKS",2913314,NA,NA,0,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"18","US","USKY",4467673,NA,NA,40,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"19","US","USLA",4648794,NA,NA,0,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"20","US","USMA",6949503,0.0255754475703325,0.0133333333333333,782,0.0255754475703325,0.0133333333333333,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"21","US","USMD",6045680,NA,NA,283,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"22","US","USME",1344212,NA,NA,0,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"23","US","USMI",9986857,NA,NA,36,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"24","US","USMN",5639632,NA,NA,532,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"25","US","USMO",6137428,NA,NA,31,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"26","US","USMS",2976149,NA,NA,6,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"27","US","USMT",1068778,NA,NA,0,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
"28","US","USNC",10488084,NA,NA,148,NA,NA,328300544,NA,NA,0,0.0260684454607074,0.0210774494750384,1769,NA,NA
