"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/13","CLAI",103158,0,0,NA,NA
"2020/04/14","CLAI",103158,0,0,NA,NA
"2020/04/15","CLAI",103158,0,0,NA,NA
"2020/04/16","CLAI",103158,0,0,NA,NA
"2020/04/17","CLAI",103158,0,0,NA,NA
"2020/04/18","CLAI",103158,0,0,NA,NA
"2020/04/19","CLAI",103158,0,0,NA,NA
"2020/04/20","CLAI",103158,0,0,NA,NA
"2020/04/21","CLAI",103158,0,0,NA,NA
"2020/04/22","CLAI",103158,0,0,NA,NA
"2020/04/23","CLAI",103158,0,0,NA,NA
"2020/04/24","CLAI",103158,0,0,NA,NA
"2020/04/25","CLAI",103158,0,0,NA,NA
"2020/04/26","CLAI",103158,0,0,NA,NA
"2020/04/27","CLAI",103158,0,0,NA,NA
"2020/04/13","CLAN",607534,0,0,NA,NA
"2020/04/14","CLAN",607534,0,0,NA,NA
"2020/04/15","CLAN",607534,0,0,NA,NA
"2020/04/16","CLAN",607534,0,0,NA,NA
"2020/04/17","CLAN",607534,0,0,NA,NA
"2020/04/18","CLAN",607534,0,0,NA,NA
"2020/04/19","CLAN",607534,0,0,NA,NA
"2020/04/20","CLAN",607534,0,0,NA,NA
"2020/04/21","CLAN",607534,0,0,NA,NA
"2020/04/22","CLAN",607534,0,0,NA,NA
"2020/04/23","CLAN",607534,0,0,NA,NA
"2020/04/24","CLAN",607534,0,0,NA,NA
"2020/04/25","CLAN",607534,0,0,NA,NA
"2020/04/26","CLAN",607534,0,0,NA,NA
"2020/04/27","CLAN",607534,0,0,NA,NA
"2020/04/13","CLAP",226068,0,0,NA,NA
"2020/04/14","CLAP",226068,0,0,NA,NA
"2020/04/15","CLAP",226068,0,0,NA,NA
"2020/04/16","CLAP",226068,0,0,NA,NA
"2020/04/17","CLAP",226068,0,0,NA,NA
"2020/04/18","CLAP",226068,0,0,NA,NA
"2020/04/19","CLAP",226068,0,0,NA,NA
"2020/04/20","CLAP",226068,0,0,NA,NA
"2020/04/21","CLAP",226068,0,0,NA,NA
"2020/04/22","CLAP",226068,0,0,NA,NA
"2020/04/23","CLAP",226068,0,0,NA,NA
"2020/04/24","CLAP",226068,0,0,NA,NA
"2020/04/25","CLAP",226068,0,0,NA,NA
"2020/04/26","CLAP",226068,0,0,NA,NA
"2020/04/27","CLAP",226068,0,0,NA,NA
"2020/04/13","CLAR",957224,0,0,NA,NA
"2020/04/14","CLAR",957224,0,0,NA,NA
"2020/04/15","CLAR",957224,0,0,NA,NA
"2020/04/16","CLAR",957224,0,0,NA,NA
"2020/04/17","CLAR",957224,0,0,NA,NA
"2020/04/18","CLAR",957224,0,0,NA,NA
"2020/04/19","CLAR",957224,0,0,NA,NA
"2020/04/20","CLAR",957224,0,0,NA,NA
"2020/04/21","CLAR",957224,0,0,NA,NA
"2020/04/22","CLAR",957224,0,0,NA,NA
"2020/04/23","CLAR",957224,0,0,NA,NA
"2020/04/24","CLAR",957224,0,0,NA,NA
"2020/04/25","CLAR",957224,0,0,NA,NA
"2020/04/26","CLAR",957224,0,0,NA,NA
"2020/04/27","CLAR",957224,0,0,NA,NA
"2020/04/13","CLAT",286168,0,0,NA,NA
"2020/04/14","CLAT",286168,0,0,NA,NA
"2020/04/15","CLAT",286168,0,0,NA,NA
"2020/04/16","CLAT",286168,0,0,NA,NA
"2020/04/17","CLAT",286168,0,0,NA,NA
"2020/04/18","CLAT",286168,0,0,NA,NA
"2020/04/19","CLAT",286168,0,0,NA,NA
"2020/04/20","CLAT",286168,0,0,NA,NA
"2020/04/21","CLAT",286168,0,0,NA,NA
"2020/04/22","CLAT",286168,0,0,NA,NA
"2020/04/23","CLAT",286168,0,0,NA,NA
"2020/04/24","CLAT",286168,0,0,NA,NA
"2020/04/25","CLAT",286168,0,0,NA,NA
"2020/04/26","CLAT",286168,0,0,NA,NA
"2020/04/27","CLAT",286168,0,0,NA,NA
"2020/04/13","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/14","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/15","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/16","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/17","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/18","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/19","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/20","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/21","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/22","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/23","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/24","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/25","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/26","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/27","CLBI",1556805,14,746,0.00268096514745308,0.0037105758648567
"2020/04/13","CLCO",757586,2,100,0,0
"2020/04/14","CLCO",757586,2,100,0,0
"2020/04/15","CLCO",757586,2,100,0,0
"2020/04/16","CLCO",757586,2,100,0,0
"2020/04/17","CLCO",757586,2,100,0,0
"2020/04/18","CLCO",757586,2,100,0,0
"2020/04/19","CLCO",757586,2,100,0,0
"2020/04/20","CLCO",757586,3,125,0,0
"2020/04/21","CLCO",757586,3,125,0,0
"2020/04/22","CLCO",757586,3,125,0,0
"2020/04/23","CLCO",757586,3,125,0,0
"2020/04/24","CLCO",757586,3,125,0,0
"2020/04/25","CLCO",757586,3,125,0,0
"2020/04/26","CLCO",757586,3,125,0,0
"2020/04/27","CLCO",757586,3,125,0,0
"2020/04/13","CLLI",914555,0,0,NA,NA
"2020/04/14","CLLI",914555,0,0,NA,NA
"2020/04/15","CLLI",914555,0,0,NA,NA
"2020/04/16","CLLI",914555,0,0,NA,NA
"2020/04/17","CLLI",914555,0,0,NA,NA
"2020/04/18","CLLI",914555,0,0,NA,NA
"2020/04/19","CLLI",914555,0,0,NA,NA
"2020/04/20","CLLI",914555,0,0,NA,NA
"2020/04/21","CLLI",914555,0,0,NA,NA
"2020/04/22","CLLI",914555,0,0,NA,NA
"2020/04/23","CLLI",914555,0,0,NA,NA
"2020/04/24","CLLI",914555,0,0,NA,NA
"2020/04/25","CLLI",914555,0,0,NA,NA
"2020/04/26","CLLI",914555,0,0,NA,NA
