"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2021/07/28","CLAI",103158,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLAN",607534,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLAP",226068,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLAR",957224,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLAT",286168,1,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLBI",1556805,24,1208,0,0,0.00413907284768212,0.00362047460386221,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLCO",757586,7,245,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLLI",914555,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLLL",828708,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLLR",384837,6,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLMA",166533,1,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLML",1044950,1,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLNB",480609,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLRM",7112808,50,4713,0,0,0.0265223848928496,0.00458742146648244,0.0428571428571429,0.0474459404807572,NA,NA,NA,NA,NA,NA
"2021/07/28","CLTA",330558,1,70,0,0,0.157142857142857,0.0852556911334535,NA,NA,NA,NA,NA,NA,NA,NA
"2021/07/28","CLVS",1815902,2,105,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
