ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
KZ,KAZ,Kazakhstan,3,2021-01-03,2021-01-01,100,0,0,0,0,31,98,8,0,5028802.65126197,98,0,98,2,16,82,2,3,95,2,19,80,1,15,83,2,9,90,1,11,87,2,3,94,3,6,92,2,1,97,2,6,92,2,11,87,2,10,90,0,3,7,90,42,58,0,8,34,58,0,8,0,92,32,67,1,64,34,2,30,68,2,51,47,2,16,81,3,22,76,2,57,43,0,39,12,1,5,43,11,89,0,63,18,7,4,3,5,0,29,26,26,19,0,1,6,11,20,60,2,0,4,17,25,53,1,27,44,15,12,2,10,13,37,40,0,52,48,0,0,0,0,0,100,0,0,0,0,0,51,27,18,4,19.6597353497164,37.1081190838418,46.875,60.7799015182768,4.22014105676957,2.34208087880126,0,0,0,0,0,0,0,0,0.00445530324805979,0.0015648578583114
KZ,KAZ,Kazakhstan,3,2021-01-04,2021-01-02,100,0,0,0,0,20,95,10,0,4853660.05429218,99,2,96,2,15,83,2,3,95,2,19,79,2,20,78,2,7,91,2,9,89,2,2,96,2,4,94,2,1,97,2,6,92,2,8,90,2,8,91,1,2,6,92,47,53,0,10,36,54,0,9,1,90,30,69,1,55,45,0,26,73,1,48,51,1,17,82,1,21,78,1,52,48,0,33,13,2,4,48,9,91,0,66,22,4,5,1,2,0,35,23,27,15,0,0,5,13,19,60,3,0,3,13,22,61,1,23,51,11,13,2,7,19,32,42,0,48,51,0,1,0,0,0,100,0,0,0,0,0,56,27,15,2,17.7777777777778,36.1348018636315,125,168.325082306035,3.96675900277008,2.13004801217922,0,0,0,0,0,0,0,0,0.00296515937731653,0.00129758645116903
KZ,KAZ,Kazakhstan,4,2021-01-04,2021-01-02,100,2,120045.038586488,1,53433.6160462046,19,93,9,0,5045143.68950666,96,2,93,5,9,86,5,4,93,3,23,74,3,16,78,6,8,86,6,5,89,6,4,90,6,4,92,4,1,94,5,5,88,7,13,81,6,19,81,0,7,12,81,37,63,0,9,28,63,0,9,0,91,35,61,4,61,36,3,28,67,5,49,46,5,16,77,7,25,72,3,56,43,1,28,12,8,8,44,11,89,0,61,20,9,4,2,4,0,28,12,39,21,0,0,2,16,12,70,0,0,3,16,16,64,1,28,40,16,15,1,12,13,27,48,0,45,53,0,0,2,0,0,0,100,0,0,0,0,43,37,14,6,18.8578227245687,23.7915820915459,13.1944444444444,6.60801217582299,3.38123415046492,2.30641728385605,0.02,0.0274394957835608,0.0237941763355855,0.000132989500882549,0.01,0.0195013954179879,0.0105910989527098,8.93243244807272e-05,0.00287747993336362,0.00129198614586845
KZ,KAZ,Kazakhstan,2,2021-01-05,2021-01-02,100,1,43141.0267113897,1,43141.0267113897,15,99,18,1,5025225.25772427,98,1,98,1,8,91,1,4,95,1,26,74,0,17,82,1,10,89,1,8,91,1,8,90,2,9,90,1,4,95,1,5,94,1,10,89,1,10,90,0,3,7,90,48,52,0,18,30,52,1,17,0,82,26,72,2,65,33,2,31,67,2,49,49,2,14,84,2,22,77,1,54,46,0,33,12,5,3,47,11,88,1,57,28,5,5,1,4,0,30,17,38,15,0,3,3,13,24,56,1,1,5,17,21,56,0,29,46,15,9,1,8,29,32,31,0,42,55,0,1,2,0,100,0,0,0,0,0,0,52,32,12,4,11.5017361111111,30.9634903285855,18.5185185185185,7.85674201318386,3.24807605251245,1.68290898347632,0.01,0.0195013954179879,0.00858489410899098,8.06613639192988e-05,0.01,0.0195013954179879,0.00858489410899098,8.06613639192988e-05,0.00213401621852326,0.0010787884457632
KZ,KAZ,Kazakhstan,3,2021-01-05,2021-01-03,100,1,47246.1755626893,0,0,8,96,8,1,5037118.54602176,97,4,94,2,17,81,2,2,96,2,28,71,1,21,77,2,9,88,3,7,91,2,3,95,2,5,93,2,2,95,3,7,91,2,13,85,2,7,92,1,2,5,93,44,56,0,8,34,58,1,6,1,92,36,62,2,54,45,1,21,76,3,52,46,2,17,80,3,17,80,3,49,51,0,29,15,3,2,51,10,90,0,69,12,7,7,0,5,0,34,21,30,15,0,0,5,11,20,62,2,1,4,13,22,60,0,18,51,11,18,2,7,17,32,44,0,40,57,1,1,1,0,0,100,0,0,0,0,0,58,31,7,4,20.4545454545455,37.0119272660339,50,28.8675134594813,3.71141172389872,1.77618379757346,0.01,0.0195013954179879,0.00937960366249543,8.41788293146126e-05,0,0,0,0,0.00117370892018779,0.000812846397721584
KZ,KAZ,Kazakhstan,4,2021-01-05,2021-01-03,100,1,66611.4225402834,0,0,25,94,8,1,4804806.61726172,96,1,96,3,7,90,3,5,94,1,21,77,2,17,79,4,9,87,4,6,90,4,3,93,4,5,92,3,3,94,3,3,92,5,10,86,4,20,80,0,7,13,80,45,55,0,8,37,55,1,7,0,92,39,60,1,60,38,2,31,66,3,56,42,2,21,74,5,31,68,1,56,43,1,28,10,9,9,44,17,83,0,59,14,8,10,2,7,0,28,17,33,22,0,0,2,15,10,72,1,1,4,8,20,66,1,25,42,16,16,1,9,17,26,48,0,41,57,0,1,1,0,0,0,100,0,0,0,0,48,31,16,5,18.0839002267574,24.1156827265588,12.7551020408163,5.72702661240909,3.27071072883658,1.9748325331239,0.01,0.0195013954179879,0.0138634970866415,0.000104547836441787,0,0,0,0,0.00374587953251423,0.00146560506886212
KZ,KAZ,Kazakhstan,2,2021-01-06,2021-01-02,100,0,0,0,0,23,98,17,1,5165563.21116831,95,0,99,1,11,88,1,3,96,1,25,75,0,15,84,1,7,92,1,7,92,1,5,93,2,8,91,1,3,96,1,8,91,1,8,91,1,13,87,0,6,7,87,47,52,1,17,29,54,1,16,0,83,30,68,2,63,35,2,33,65,2,47,51,2,16,82,2,18,81,1,52,48,0,33,10,5,3,49,13,86,1,64,24,4,4,1,3,0,26,19,36,19,0,2,2,12,22,61,1,1,3,13,25,58,0,32,49,9,9,1,10,24,31,35,0,43,53,0,1,3,0,100,0,0,0,0,0,0,55,30,8,7,13.4449977365324,32.8841602769813,19.0082644628099,13.1454328269313,3.11556575292839,1.59046704782001,0,0,0,0,0,0,0,0,0.00330554757114113,0.00134867903064502
KZ,KAZ,Kazakhstan,3,2021-01-06,2021-01-04,100,3,114946.592863082,2,67700.4173003932,41,98,11,2,5225495.054345,97,4,92,4,18,78,4,2,94,4,30,67,3,24,72,4,11,84,5,8,89,3,5,92,3,7,89,4,4,91,5,8,88,4,21,75,4,11,89,0,4,7,89,40,60,0,11,28,61,2,8,1,89,53,45,2,59,39,2,24,72,4,55,42,3,12,84,4,22,74,4,51,49,0,33,13,2,3,49,12,88,0,65,14,6,6,1,8,0,35,21,29,15,0,0,4,13,22,59,2,2,3,14,21,60,0,20,53,13,13,1,13,18,26,43,0,45,51,1,2,1,0,0,100,0,0,0,0,0,53,33,9,5,18.7618147448015,34.7957665198918,50.6172839506173,68.9674979612447,3.36455081512314,1.86394331960466,0.03,0.0334344809563718,0.0219972637362855,0.000125758901840592,0.02,0.0274394957835608,0.0129557901397496,9.69582180989125e-05,0.00589249784420811,0.00179834193094043
KZ,KAZ,Kazakhstan,4,2021-01-06,2021-01-03,100,1,66611.4225402834,0,0,28,94,9,1,5021301.64822961,94,2,94,4,10,87,3,8,90,2,23,75,2,20,76,4,10,86,4,8,89,3,4,93,3,5,92,3,5,92,3,4,92,4,10,86,4,21,79,0,9,12,79,44,56,0,9,35,56,1,8,0,91,47,52,1,65,32,3,29,66,5,56,40,4,20,74,6,28,68,4,56,43,1,26,11,10,9,44,18,82,0,60,16,7,11,0,6,0,27,17,34,22,0,0,1,19,13,64,3,1,2,14,19,63,1,25,42,15,16,2,7,16,27,50,0,38,60,0,1,1,0,0,0,100,0,0,0,0,46,32,16,6,18.3837429111531,23.4348611299767,12.4444444444444,6.10316944289418,3.20268239102786,1.93508446494262,0.01,0.0195013954179879,0.0132657679635257,0.00010007053715267,0,0,0,0,0.00419538507641594,0.00155070065984004
KZ,KAZ,Kazakhstan,5,2021-01-06,2021-01-01,100,0,0,0,0,35,94,7,1,4774929.85297574,94,1,97,2,10,88,2,4,94,2,15,83,2,16,83,1,13,85,2,7,90,3,3,94,3,3,95,2,3,95,2,7,91,2,14,85,1,18,81,1,6,12,82,45,53,2,7,37,56,1,4,2,93,37,58,5,67,30,3,22,73,5,53,44,3,21,75,4,28,69,3,57,43,0,38,6,6,7,43,21,79,0,71,13,5,2,2,7,0,33,20,31,16,0,0,3,22,20,54,1,1,2,15,22,59,1,30,44,11,14,1,2,12,25,61,0,36,61,0,0,3,0,0,0,0,100,0,0,0,47,39,8,6,32.741617357002,56.8150777229676,20.7100591715976,18.6804899290755,2.75283553875236,1.69352445122684,0,0,0,0,0,0,0,0,0.00524423134551993,0.00173282276167969
