ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
UG,UGA,Uganda,2,2021-04-25,2021-01-01,100,5,306311.670205907,1,18037.2869522213,43,98,28,1,6101862.91975031,99,6,90,4,8,88,4,8,88,4,14,82,4,13,83,4,15,82,3,6,89,5,9,88,3,8,88,4,8,88,4,9,87,4,17,80,3,14,86,0,8,6,86,66,32,2,28,37,35,1,27,0,72,59,36,5,55,37,8,52,41,7,50,44,6,30,61,9,41,51,8,41,59,0,25,6,5,4,60,22,78,0,49,23,9,5,7,7,0,41,18,22,19,0,8,8,15,18,51,0,5,7,20,16,51,1,37,11,18,30,4,29,16,24,28,3,68,27,0,3,2,0,100,0,0,0,0,0,0,32,43,23,2,14.6565711195241,26.3819899931388,29.8611111111111,25.7362136609621,4.26432291666667,3.55768476835729,0.05,0.042716424707947,0.0501996970817629,0.000173254118703651,0.01,0.0195013954179879,0.00295602952564516,4.30753095552999e-05,0.00617993676343777,0.00184141541493554
UG,UGA,Uganda,2,2021-04-26,2021-01-01,100,5,306311.670205907,1,18037.2869522213,43,98,28,1,6101862.91975031,99,6,90,4,8,88,4,8,88,4,14,82,4,13,83,4,15,82,3,6,89,5,9,88,3,8,88,4,8,88,4,9,87,4,17,80,3,14,86,0,8,6,86,66,32,2,28,37,35,1,27,0,72,59,36,5,55,37,8,52,41,7,50,44,6,30,61,9,41,51,8,41,59,0,25,6,5,4,60,22,78,0,49,23,9,5,7,7,0,41,18,22,19,0,8,8,15,18,51,0,5,7,20,16,51,1,37,11,18,30,4,29,16,24,28,3,68,27,0,3,2,0,100,0,0,0,0,0,0,32,43,23,2,14.6565711195241,26.3819899931388,29.8611111111111,25.7362136609621,4.26432291666667,3.55768476835729,0.05,0.042716424707947,0.0501996970817629,0.000173254118703651,0.01,0.0195013954179879,0.00295602952564516,4.30753095552999e-05,0.00617993676343777,0.00184141541493554
UG,UGA,Uganda,2,2021-04-27,2021-01-02,100,5,306311.670205907,1,18037.2869522213,44,98,28,1,6098950.72767527,99,6,90,4,8,88,4,8,88,4,15,81,4,13,83,4,16,81,3,6,89,5,9,88,3,8,88,4,8,88,4,9,87,4,18,79,3,15,85,0,8,7,85,66,32,2,28,37,35,1,27,0,72,59,36,5,56,36,8,52,41,7,51,43,6,30,61,9,42,50,8,42,58,0,26,6,5,4,59,22,78,0,49,23,9,5,7,7,0,41,18,22,19,0,8,8,15,18,51,0,5,7,21,16,50,1,37,10,19,30,4,29,16,24,29,2,67,28,0,3,2,0,100,0,0,0,0,0,0,33,42,23,2,14.7727272727273,25.6545112922549,26.0355029585799,23.4033455561281,4.28602430555556,3.54414835545648,0.05,0.042716424707947,0.0502236669688038,0.000173334658684612,0.01,0.0195013954179879,0.0029574410021667,4.30958471091678e-05,0.0063236562230526,0.00186256947102128
UG,UGA,Uganda,2,2021-04-28,2021-01-02,100,5,306311.670205907,1,18037.2869522213,44,98,28,1,6098950.72767527,99,6,90,4,8,88,4,8,88,4,15,81,4,13,83,4,16,81,3,6,89,5,9,88,3,8,88,4,8,88,4,9,87,4,18,79,3,15,85,0,8,7,85,66,32,2,28,37,35,1,27,0,72,59,36,5,56,36,8,52,41,7,51,43,6,30,61,9,42,50,8,42,58,0,26,6,5,4,59,22,78,0,49,23,9,5,7,7,0,41,18,22,19,0,8,8,15,18,51,0,5,7,21,16,50,1,37,10,19,30,4,29,16,24,29,2,67,28,0,3,2,0,100,0,0,0,0,0,0,33,42,23,2,14.7727272727273,25.6545112922549,26.0355029585799,23.4033455561281,4.28602430555556,3.54414835545648,0.05,0.042716424707947,0.0502236669688038,0.000173334658684612,0.01,0.0195013954179879,0.0029574410021667,4.30958471091678e-05,0.0063236562230526,0.00186256947102128
UG,UGA,Uganda,2,2021-04-29,2021-01-02,100,5,306311.670205907,1,18037.2869522213,44,98,28,1,6098950.72767527,99,6,90,4,8,88,4,8,88,4,15,81,4,13,83,4,16,81,3,6,89,5,9,88,3,8,88,4,8,88,4,9,87,4,18,79,3,15,85,0,8,7,85,66,32,2,28,37,35,1,27,0,72,59,36,5,56,36,8,52,41,7,51,43,6,30,61,9,42,50,8,42,58,0,26,6,5,4,59,22,78,0,49,23,9,5,7,7,0,41,18,22,19,0,8,8,15,18,51,0,5,7,21,16,50,1,37,10,19,30,4,29,16,24,29,2,67,28,0,3,2,0,100,0,0,0,0,0,0,33,42,23,2,14.7727272727273,25.6545112922549,26.0355029585799,23.4033455561281,4.28602430555556,3.54414835545648,0.05,0.042716424707947,0.0502236669688038,0.000173334658684612,0.01,0.0195013954179879,0.0029574410021667,4.30958471091678e-05,0.0063236562230526,0.00186256947102128
UG,UGA,Uganda,2,2021-04-30,2021-01-02,100,5,306311.670205907,1,18037.2869522213,44,98,28,1,6098950.72767527,99,6,90,4,8,88,4,8,88,4,15,81,4,13,83,4,16,81,3,6,89,5,9,88,3,8,88,4,8,88,4,9,87,4,18,79,3,15,85,0,8,7,85,66,32,2,28,37,35,1,27,0,72,59,36,5,56,36,8,52,41,7,51,43,6,30,61,9,42,50,8,42,58,0,26,6,5,4,59,22,78,0,49,23,9,5,7,7,0,41,18,22,19,0,8,8,15,18,51,0,5,7,21,16,50,1,37,10,19,30,4,29,16,24,29,2,67,28,0,3,2,0,100,0,0,0,0,0,0,33,42,23,2,14.7727272727273,25.6545112922549,26.0355029585799,23.4033455561281,4.28602430555556,3.54414835545648,0.05,0.042716424707947,0.0502236669688038,0.000173334658684612,0.01,0.0195013954179879,0.0029574410021667,4.30958471091678e-05,0.0063236562230526,0.00186256947102128
UG,UGA,Uganda,2,2021-05-01,2021-01-02,100,5,306311.670205907,1,18037.2869522213,44,98,28,1,6098950.72767527,99,6,90,4,8,88,4,8,88,4,15,81,4,13,83,4,16,81,3,6,89,5,9,88,3,8,88,4,8,88,4,9,87,4,18,79,3,15,85,0,8,7,85,66,32,2,28,37,35,1,27,0,72,59,36,5,56,36,8,52,41,7,51,43,6,30,61,9,42,50,8,42,58,0,26,6,5,4,59,22,78,0,49,23,9,5,7,7,0,41,18,22,19,0,8,8,15,18,51,0,5,7,21,16,50,1,37,10,19,30,4,29,16,24,29,2,67,28,0,3,2,0,100,0,0,0,0,0,0,33,42,23,2,14.7727272727273,25.6545112922549,26.0355029585799,23.4033455561281,4.28602430555556,3.54414835545648,0.05,0.042716424707947,0.0502236669688038,0.000173334658684612,0.01,0.0195013954179879,0.0029574410021667,4.30958471091678e-05,0.0063236562230526,0.00186256947102128
UG,UGA,Uganda,2,2021-05-03,2021-01-02,100,5,306311.670205907,1,18037.2869522213,44,98,27,1,6143934.26577428,99,6,90,4,8,88,4,8,88,4,15,81,4,13,83,4,16,81,3,6,89,5,9,88,3,8,88,4,8,88,4,10,86,4,17,80,3,15,85,0,8,7,85,65,33,2,27,37,36,1,26,0,73,59,36,5,57,35,8,52,41,7,52,42,6,30,61,9,43,49,8,43,57,0,27,6,5,4,58,22,78,0,48,23,9,5,7,8,0,40,18,23,19,0,8,8,15,17,52,0,5,7,20,17,50,1,37,10,18,30,5,30,16,23,29,2,66,29,0,3,2,0,100,0,0,0,0,0,0,33,42,23,2,14.7727272727273,25.6545112922549,26.0355029585799,23.4033455561281,4.31857638888889,3.55093976507008,0.05,0.042716424707947,0.0498559484778772,0.000172098874081974,0.01,0.0195013954179879,0.0029357877496673,4.27807803283744e-05,0.0063236562230526,0.00186256947102128
UG,UGA,Uganda,2,2021-05-04,2021-01-03,100,5,306311.670205907,1,18037.2869522213,44,98,27,1,6138375.28971186,99,6,90,4,8,88,4,8,88,4,15,81,4,13,83,4,16,81,3,6,89,5,9,88,3,8,88,4,8,88,4,10,86,4,17,80,3,15,85,0,8,7,85,65,33,2,27,37,36,1,26,0,73,60,35,5,58,34,8,53,40,7,53,41,6,31,60,9,43,49,8,43,57,0,27,6,5,4,58,22,78,0,49,22,9,5,7,8,0,39,18,23,20,0,8,8,15,17,52,0,5,7,20,17,50,1,38,10,17,30,5,31,15,23,29,2,66,29,0,3,2,0,100,0,0,0,0,0,0,33,42,23,2,14.7727272727273,25.6545112922549,26.0355029585799,23.4033455561281,4.27517361111111,3.52673311448003,0.05,0.042716424707947,0.0499010985397546,0.000172250635849906,0.01,0.0195013954179879,0.00293844642937561,4.28194659555613e-05,0.0063236562230526,0.00186256947102128
UG,UGA,Uganda,2,2021-05-05,2021-01-05,100,5,306311.670205907,1,18037.2869522213,43,98,27,1,6253896.44560013,99,7,89,4,7,88,5,8,87,5,16,79,5,14,81,5,17,79,4,6,88,6,9,87,4,8,88,4,7,88,5,10,85,5,17,79,4,15,85,0,8,7,85,65,33,2,27,37,36,1,26,0,73,59,36,5,57,35,8,53,40,7,53,41,6,31,60,9,42,50,8,43,57,0,28,6,4,4,58,22,78,0,48,22,10,4,7,9,0,39,18,22,21,0,7,8,15,18,52,0,4,7,20,17,51,1,36,10,18,31,5,30,15,24,29,2,66,29,0,3,2,0,100,0,0,0,0,0,0,33,41,24,2,15.1342975206612,25.7826892435709,25.4437869822485,22.9450538654783,4.31857638888889,3.56378274929348,0.05,0.042716424707947,0.0489793319845277,0.000169150838357375,0.01,0.0195013954179879,0.00288416783186605,4.2029654360014e-05,0.00617993676343777,0.00184141541493554
