ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
AL,ALB,Albania,2,2021-01-06,2021-01-01,100,5,40734.9872889586,3,23937.6461573083,214,92,7,3,1393974.62262012,97,7,92,1,16,83,1,7,91,2,19,78,3,9,90,1,15,84,1,13,85,2,10,89,1,7,92,1,11,88,1,11,89,0,21,77,2,40,60,0,19,21,60,31,68,1,7,24,69,3,4,0,93,45,53,2,76,22,2,63,35,2,55,43,2,15,84,1,22,76,2,60,40,0,36,10,8,6,40,18,82,0,51,21,10,8,5,4,1,30,18,34,18,0,3,8,18,31,40,0,3,5,18,27,46,1,35,43,10,12,0,9,20,25,45,1,53,44,0,0,3,0,100,0,0,0,0,0,0,74,11,10,5,21.4077467721783,29.4893911918758,20.80078125,30.8707774207827,3.15453686200378,1.57934596089612,0.05,0.042716424707947,0.0292221871388109,0.000279599851934399,0.03,0.0334344809563718,0.0171722252104669,0.000215661516925416,0.0327617881200245,0.00431693514750909
AL,ALB,Albania,3,2021-01-06,2021-01-02,100,2,27990.3667520159,2,27990.3667520159,198,89,12,6,1351467.41698856,96,5,94,1,15,83,2,2,95,3,19,79,2,19,79,2,19,79,2,10,88,2,9,89,2,9,90,1,5,93,2,10,88,2,24,74,2,49,51,0,18,31,51,48,51,1,12,34,54,6,6,0,88,30,68,2,73,26,1,65,34,1,59,39,2,15,83,2,14,84,2,56,44,0,32,15,2,7,44,21,78,1,44,32,12,6,3,3,0,22,30,27,20,1,1,5,14,26,53,1,2,5,10,24,59,0,42,33,13,9,3,14,14,21,50,1,58,39,0,1,2,0,0,100,0,0,0,0,0,79,11,7,3,12.9886118805786,22.2578466272428,13.7119113573407,21.3014975420906,3.15655223721968,1.78446849039048,0.02,0.0274394957835608,0.0207110925503377,0.000240105563654378,0.02,0.0274394957835608,0.0207110925503377,0.000240105563654378,0.0313340718468112,0.00429555558128475
AL,ALB,Albania,2,2021-01-07,2021-01-03,100,4,33806.0171880891,2,17008.6760564388,184,94,5,1,1254952.28091122,97,6,93,1,16,83,1,4,94,2,19,78,3,8,91,1,15,84,1,10,88,2,10,89,1,5,94,1,8,91,1,9,91,0,17,81,2,39,61,0,19,20,61,39,61,0,5,34,61,1,4,0,95,44,55,1,78,21,1,63,36,1,62,37,1,15,85,0,21,78,1,56,44,0,29,12,8,7,44,18,79,3,46,21,12,9,6,5,1,27,14,40,19,0,2,6,18,33,41,0,2,4,14,29,50,1,34,42,9,15,0,10,21,22,46,1,51,45,0,1,3,0,100,0,0,0,0,0,0,78,8,10,4,19.4,27.3458574260773,16.8044077134986,23.3019627406844,3.06699864191942,1.64257807696036,0.04,0.0384072934108425,0.0269380897603076,0.000283261870805938,0.02,0.0274394957835608,0.0135532452629106,0.000202298637533365,0.0275696733593048,0.00392825839632731
AL,ALB,Albania,3,2021-01-07,2021-01-03,100,2,27990.3667520159,2,27990.3667520159,144,89,12,6,1306242.34100192,96,6,94,0,12,87,1,2,96,2,23,76,1,17,82,1,19,80,1,8,91,1,9,90,1,8,91,1,5,94,1,12,87,1,27,72,1,47,53,0,17,30,53,48,51,1,12,34,54,6,6,0,88,30,68,2,73,26,1,59,40,1,56,42,2,18,80,2,13,85,2,54,46,0,31,13,3,7,46,21,78,1,44,32,10,6,4,4,0,23,28,29,19,1,0,5,15,25,53,2,1,5,11,24,58,1,40,37,12,8,3,15,14,20,50,1,55,42,0,1,2,0,0,100,0,0,0,0,0,77,12,8,3,10.5616769685568,19.7233499670148,11.033950617284,9.14044134811929,3.10329861111111,1.67609154412244,0.02,0.0274394957835608,0.0214281576040067,0.000248327597025953,0.02,0.0274394957835608,0.0214281576040067,0.000248327597025953,0.02278841588859,0.00367938543618149
AL,ALB,Albania,2,2021-01-08,2021-01-04,100,3,22370.4170522138,1,5573.07592056352,202,93,6,1,1527258.23721186,97,5,93,2,12,86,2,4,93,3,20,78,2,8,90,2,14,84,2,6,91,3,10,88,2,7,91,2,7,91,2,11,88,1,19,78,3,39,60,1,18,21,61,37,63,0,6,31,63,1,5,0,94,48,51,1,80,19,1,58,40,2,63,36,1,13,87,0,20,78,2,53,47,0,29,11,7,6,47,15,81,4,49,20,12,8,5,5,1,26,12,44,18,0,2,5,19,36,38,0,3,8,13,28,47,1,34,40,10,16,0,10,19,22,47,2,46,49,0,2,3,0,100,0,0,0,0,0,0,78,8,10,4,17.1088043060361,26.2513167502559,18.4573002754821,24.411856260924,3.08963331824355,1.63673539464653,0.03,0.0334344809563718,0.014647435847557,0.000190532243278974,0.01,0.0195013954179879,0.00364907242585094,9.56289218148085e-05,0.0305921550810238,0.0041537059003445
AL,ALB,Albania,3,2021-01-08,2021-01-04,100,2,27990.3667520159,2,27990.3667520159,129,88,12,6,1335603.42649916,97,4,96,0,10,89,1,3,95,2,22,77,1,16,83,1,16,83,1,7,92,1,9,90,1,8,91,1,5,94,1,10,89,1,29,70,1,44,56,0,17,27,56,50,49,1,12,36,52,6,6,0,88,36,62,2,71,28,1,54,45,1,56,42,2,18,80,2,11,87,2,52,47,1,32,9,5,6,48,21,78,1,48,29,9,7,4,3,0,26,26,30,17,1,1,4,17,25,51,2,1,5,12,26,55,1,46,31,14,6,3,15,16,20,48,1,48,49,0,1,2,0,0,100,0,0,0,0,0,74,15,8,3,12.6611570247934,22.6063141761813,12.5,11.6386712882029,3.16840277777778,1.5700960583842,0.02,0.0274394957835608,0.0209570941468631,0.000242926964446915,0.02,0.0274394957835608,0.0209570941468631,0.000242926964446915,0.0206466069142125,0.00352591340066365
AL,ALB,Albania,2,2021-01-09,2021-01-05,100,2,11145.6090222147,1,5573.07592056352,219,92,9,2,1554472.4920626,98,3,94,3,12,86,2,4,93,3,19,78,3,10,87,3,12,86,2,5,92,3,8,89,3,8,90,2,6,92,2,9,90,1,21,76,3,43,56,1,19,24,57,41,59,0,9,32,59,2,7,0,91,44,55,1,78,20,2,54,43,3,60,38,2,11,88,1,15,82,3,51,49,0,31,11,5,4,49,17,79,4,51,22,11,6,4,5,1,24,17,44,15,0,1,6,18,38,36,1,3,9,12,29,47,0,38,36,12,14,0,12,22,21,43,2,44,51,0,2,3,0,100,0,0,0,0,0,0,80,8,12,0,20.4881656804734,35.744701638635,16.820987654321,25.7852380799842,2.84256559766764,1.51031496058923,0.02,0.0274394957835608,0.00717002653898741,0.000132633854831208,0.01,0.0195013954179879,0.00358518786856673,9.39577518969597e-05,0.0335272504592774,0.00436534707706949
AL,ALB,Albania,3,2021-01-09,2021-01-05,100,2,15494.061903858,1,9263.40866258441,128,91,12,6,1506070.62620411,98,4,96,0,13,85,2,4,95,1,20,78,2,17,82,1,16,83,1,8,91,1,9,90,1,7,92,1,5,94,1,10,88,2,32,66,2,39,60,1,14,25,61,52,48,0,12,39,49,6,5,1,88,44,56,0,69,31,0,55,45,0,60,40,0,17,83,0,13,87,0,57,42,1,39,8,5,5,43,20,78,2,49,29,9,7,4,2,0,25,23,28,23,1,1,3,20,22,52,2,2,5,9,30,53,1,49,29,14,6,2,12,12,22,54,0,47,48,1,2,2,0,0,100,0,0,0,0,0,76,14,7,3,12.0654984199943,21.3954268817055,13.2154006243496,12.4198390831352,3.43967013888889,1.60037995524732,0.02,0.0274394957835608,0.010287739256232,0.00016115354793472,0.01,0.0195013954179879,0.00615071332075032,0.000124867216235669,0.0198111747407522,0.00339788133865218
AL,ALB,Albania,2,2021-01-10,2021-01-06,100,4,33713.8014133155,2,22536.073063352,188,90,11,4,1568770.97514805,98,5,92,3,11,87,2,5,92,3,24,73,3,15,82,3,17,81,2,4,93,3,10,87,3,10,88,2,7,91,2,10,89,1,24,73,3,45,54,1,19,26,55,44,56,0,11,33,56,4,6,1,89,46,53,1,79,19,2,54,43,3,59,39,2,13,86,1,13,84,3,46,54,0,26,11,5,4,54,18,78,4,55,20,11,5,5,3,1,24,18,43,15,0,1,6,18,38,36,1,4,10,12,30,44,0,42,33,12,12,1,12,21,23,42,2,45,49,0,2,4,0,100,0,0,0,0,0,0,78,9,12,1,20.1652892561984,32.9589122424763,14.429012345679,22.8562280889358,3.01838665107875,1.77472002720092,0.04,0.0384072934108425,0.0214905820845735,0.00022692111696729,0.02,0.0274394957835608,0.014365432188867,0.000186202552336892,0.0294209702660407,0.00414325448708979
AL,ALB,Albania,3,2021-01-10,2021-01-06,100,3,36556.4643814302,0,0,129,91,11,5,1528754.40431768,98,5,95,0,14,85,1,5,95,0,17,82,1,19,81,0,17,83,0,8,92,0,11,89,0,6,94,0,6,94,0,12,87,1,33,66,1,40,59,1,14,25,61,48,52,0,11,37,52,5,5,1,89,49,50,1,71,29,0,59,41,0,60,40,0,18,82,0,17,83,0,58,41,1,37,11,5,5,42,19,79,2,47,28,11,8,4,2,0,28,19,27,25,1,1,4,22,24,47,2,2,6,12,32,47,1,46,30,14,8,2,12,14,20,54,0,53,43,1,2,1,0,0,100,0,0,0,0,0,75,14,8,3,13.1093935790725,21.8349559622295,12.5,11.2253313766734,3.52647569444444,1.67875136120164,0.03,0.0334344809563718,0.0239125815619457,0.000242179188710687,0,0,0,0,0.0199659495434143,0.00341085916520276
