ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
GH,GHA,Ghana,2,2021-01-03,2021-01-02,100,2,159345.076354661,2,159345.076354661,18,100,2,0,5711594.70727025,95,4,95,1,13,86,1,6,93,1,17,82,1,15,84,1,16,83,1,6,93,1,11,89,0,8,91,1,5,94,1,15,84,1,24,76,0,10,90,0,6,4,90,17,82,1,2,15,83,0,2,0,98,42,58,0,64,35,1,48,51,1,60,40,0,59,40,1,50,49,1,59,41,0,33,11,6,9,41,36,61,3,32,34,17,8,8,1,0,21,33,32,14,0,1,5,14,16,61,3,0,7,11,25,56,1,28,15,29,28,0,23,15,29,33,0,73,25,0,1,1,0,100,0,0,0,0,0,0,31,44,22,3,5.98347107438017,5.52892859381433,17,14.9443411809733,2.98650228504623,2.46528190560665,0.02,0.0274394957835608,0.0278985265099136,0.000135056606609366,0.02,0.0274394957835608,0.0278985265099136,0.000135056606609366,0.00253521126760563,0.00116970078590584
GH,GHA,Ghana,2,2021-01-04,2021-01-03,100,0,0,0,0,14,100,4,0,5428623.56488774,96,3,95,2,10,87,3,3,95,2,18,79,3,12,85,3,24,75,1,6,92,2,6,92,2,5,92,3,6,92,2,13,85,2,23,76,1,9,91,0,6,3,91,16,83,1,4,12,84,0,4,0,96,41,56,3,62,35,3,44,52,4,56,44,0,59,38,3,47,49,4,51,49,0,26,12,3,10,49,20,78,2,26,30,27,8,7,2,0,24,29,32,14,1,1,1,9,21,63,5,1,1,12,18,65,3,28,12,26,34,0,21,11,26,42,0,76,23,0,1,0,0,100,0,0,0,0,0,0,34,46,18,2,6.37860082304527,8.63115358508743,17.283950617284,9.79907892986885,4.40441482715535,10.6161252785822,0,0,0,0,0,0,0,0,0.00197183098591549,0.00103187041240234
GH,GHA,Ghana,2,2021-01-05,2021-01-04,100,0,0,0,0,15,100,7,1,5605520.88664153,97,6,92,2,14,83,3,0,97,3,28,69,3,13,84,3,28,71,1,8,90,2,3,94,3,7,90,3,5,93,2,8,90,2,31,67,2,9,91,0,6,3,91,25,73,2,7,18,75,1,6,0,93,45,53,2,60,39,1,43,56,1,51,49,0,46,52,2,53,45,2,43,57,0,27,8,2,6,57,15,84,1,25,30,28,9,4,4,0,26,27,30,17,0,1,5,13,17,62,2,0,3,20,17,58,2,30,14,23,31,2,22,14,28,36,0,73,24,0,2,1,0,100,0,0,0,0,0,0,37,48,11,4,4.736328125,4.06277423906487,18.5185185185185,11.1111111111111,5.13223040695568,11.8457879309641,0,0,0,0,0,0,0,0,0.00211267605633803,0.00106801198126762
GH,GHA,Ghana,3,2021-01-05,2021-01-02,100,4,218484.274192217,2,122595.738351825,49,97,10,2,5905023.76449646,97,6,91,3,18,78,4,1,95,4,25,71,4,10,85,5,20,77,3,7,88,5,6,91,3,4,92,4,5,90,5,9,87,4,22,75,3,17,83,0,13,4,83,29,69,2,10,19,71,2,7,1,90,58,40,2,59,40,1,45,54,1,68,31,1,60,40,0,38,61,1,62,37,1,35,10,6,11,38,24,75,1,38,30,17,7,5,3,0,23,32,31,14,0,2,1,11,14,70,2,1,3,14,14,67,1,33,18,25,24,0,16,12,25,47,0,73,26,0,0,1,0,0,100,0,0,0,0,0,43,43,10,4,9.27894283251939,15.8070990460536,25,22.8897432351024,4.14214576731553,2.74443913596219,0.04,0.0384072934108425,0.0369997281815932,0.00015224734848432,0.02,0.0274394957835608,0.0207612607910104,0.000115002801785683,0.00711485407289095,0.00198502305297068
GH,GHA,Ghana,1,2021-01-06,2021-01-01,100,8,713508.026968283,4,444855.554852277,11,97,2,0,8275534.8293574,96,12,84,4,16,80,4,9,87,4,21,77,2,22,76,2,26,70,4,10,88,2,8,88,4,9,87,4,10,87,3,13,84,3,31,66,3,6,92,2,4,1,95,13,86,1,2,8,90,0,2,0,98,44,54,2,56,40,4,36,57,7,57,39,4,53,42,5,53,44,3,62,38,0,35,12,6,9,38,19,80,1,21,42,19,6,9,3,0,24,32,34,10,0,5,9,20,16,49,1,2,12,16,23,45,2,34,13,24,27,2,22,15,24,39,0,69,27,0,1,3,100,0,0,0,0,0,0,0,33,47,16,4,10.8589485779948,24.1695698979497,44,26.0768096208106,3.83379501385042,4.03881617031653,0.08,0.0531724899927667,0.0862189624816898,0.000191237264386793,0.04,0.0384072934108425,0.0537555051154102,0.000153660843219558,0.00159721213881226,0.000943120626376037
GH,GHA,Ghana,2,2021-01-06,2021-01-05,100,4,216662.052377753,4,216662.052377753,25,97,5,2,6003994.6977895,98,7,92,1,18,81,1,5,94,1,30,68,2,18,82,0,24,75,1,10,89,1,9,89,2,9,89,2,4,94,2,11,88,1,27,72,1,11,89,0,8,3,89,25,72,3,5,19,76,2,2,1,95,50,49,1,54,46,0,40,59,1,56,44,0,40,59,1,46,53,1,50,50,0,25,11,3,11,50,26,74,0,29,29,22,15,2,3,0,20,23,45,12,0,5,5,12,15,63,0,3,9,13,18,56,1,33,19,23,23,2,27,19,25,29,0,66,32,0,0,2,0,100,0,0,0,0,0,0,41,40,14,5,6.32401108591585,8.58342480155652,39.0625,30.9359216769115,3.16799630015031,2.5630810625038,0.04,0.0384072934108425,0.0360863164082277,0.000149182640609618,0.04,0.0384072934108425,0.0360863164082277,0.000149182640609618,0.00363002758820967,0.00142035965490716
GH,GHA,Ghana,3,2021-01-06,2021-01-03,100,5,254640.649641458,2,122595.738351825,39,97,10,2,5890900.2775404,98,7,91,2,17,79,4,1,96,3,23,74,3,10,86,4,19,79,2,6,90,4,3,95,2,4,93,3,5,91,4,8,89,3,23,75,2,16,84,0,10,6,84,27,71,2,10,17,73,2,7,1,90,58,41,1,60,39,1,43,55,2,71,28,1,60,39,1,35,63,2,63,37,0,34,12,6,11,37,24,75,1,37,32,16,7,6,2,0,22,35,30,13,0,2,1,9,15,71,2,1,2,11,16,69,1,33,16,30,21,0,15,13,25,47,0,75,23,0,1,1,0,0,100,0,0,0,0,0,43,42,11,4,9.88429752066116,17.5609956689374,23.0769230769231,22.8622493591372,4.09071180555556,3.1313706688569,0.05,0.042716424707947,0.0432261008749883,0.000164223364890755,0.02,0.0274394957835608,0.0208110361024498,0.000115275592171631,0.00566284303760709,0.00177221801069175
GH,GHA,Ghana,1,2021-01-07,2021-01-02,100,7,514686.065142885,3,246033.593026879,16,97,3,0,8390251.83206825,96,10,86,4,15,81,4,9,87,4,23,75,2,24,74,2,24,71,5,9,89,2,9,87,4,9,87,4,10,87,3,11,86,3,31,66,3,7,91,2,5,1,94,13,86,1,3,7,90,0,3,0,97,46,53,1,55,41,4,35,61,4,53,44,3,50,46,4,50,48,2,57,43,0,35,10,6,6,43,17,82,1,23,39,17,8,9,4,0,24,31,35,10,0,5,8,15,19,52,1,2,9,17,20,50,2,34,12,26,27,1,22,15,25,38,0,69,28,0,1,2,100,0,0,0,0,0,0,0,33,48,15,4,11.2034472145275,25.3558293720124,44.4444444444444,27.2165526975909,3.81163434903047,4.01910609759662,0.07,0.0500078962992033,0.0613433393233457,0.000162366968762967,0.03,0.0334344809563718,0.0293237435480205,0.000114158302545685,0.00232321765645419,0.0011370326407494
GH,GHA,Ghana,2,2021-01-07,2021-01-06,100,7,527641.701029398,7,527641.701029398,12,97,3,0,6726957.37899617,99,12,86,2,22,77,1,8,90,2,21,76,3,19,80,1,21,76,3,10,88,2,11,86,3,8,90,2,11,87,2,13,85,2,32,67,1,6,94,0,3,3,94,16,82,2,3,12,85,0,3,0,97,52,48,0,54,46,0,34,65,1,53,47,0,38,61,1,43,56,1,51,49,0,26,9,6,10,49,30,69,1,25,36,19,12,5,3,0,23,21,38,18,0,4,3,11,23,57,2,5,4,12,29,49,1,37,18,26,18,1,27,22,29,22,0,69,29,0,1,1,0,100,0,0,0,0,0,0,43,41,14,2,7.36111111111111,9.88774882867343,133.333333333333,120.185042515466,3.17780848124136,2.59730269892533,0.07,0.0500078962992033,0.078436902644407,0.000203170902001959,0.07,0.0500078962992033,0.078436902644407,0.000203170902001959,0.00174241324234064,0.000984985734816623
GH,GHA,Ghana,3,2021-01-07,2021-01-04,100,6,433884.515764273,2,247034.837601594,37,95,11,2,6296551.80356265,99,6,91,3,17,78,5,3,94,3,23,73,4,15,81,4,20,77,3,7,88,5,6,91,3,5,91,4,7,88,5,7,89,4,24,73,3,17,83,0,10,7,83,28,72,0,11,17,72,2,8,1,89,57,43,0,61,38,1,45,53,2,68,31,1,57,42,1,37,61,2,61,39,0,33,15,2,11,39,29,70,1,37,35,12,6,7,2,1,18,37,31,13,1,4,2,8,17,67,2,3,3,8,16,68,2,31,19,26,23,1,16,15,21,47,1,73,26,0,1,0,0,0,100,0,0,0,0,0,43,43,12,2,8.96045918367347,16.7011932274706,25.6944444444444,25.4897318733727,3.77967513536027,3.2108371980234,0.06,0.046546565661405,0.0689082738140543,0.000197846612956866,0.02,0.0274394957835608,0.0392333526838959,0.000151646842084483,0.00548554484803558,0.00176267623404307
