ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MM,MMR,Myanmar,2,2021-01-02,2021-01-01,100,1,50529.1512601124,0,0,55,95,8,0,4903771.41875548,96,3,91,6,9,87,4,1,94,5,7,88,5,14,81,5,9,87,4,6,88,6,0,96,4,5,91,4,0,94,6,3,92,5,11,85,4,18,81,1,6,12,82,23,77,0,8,15,77,0,8,0,92,34,65,1,47,49,4,29,66,5,31,65,4,7,87,6,6,89,5,27,73,0,18,4,2,3,73,14,83,3,67,17,2,0,1,12,1,58,25,8,6,3,3,1,19,21,55,1,3,4,10,19,62,2,40,24,23,11,2,19,15,31,33,2,71,29,0,0,0,0,100,0,0,0,0,0,0,50,34,11,5,10.3221564760026,24.9951528536591,27.5510204081633,37.0473352074671,3.19404115641964,2.30330150375694,0.01,0.0195013954179879,0.0103041408224807,8.93798767149888e-05,0,0,0,0,0.00815418828762046,0.00214619690201569
MM,MMR,Myanmar,1,2021-01-03,2021-01-01,100,2,48122.957300072,1,29188.2860723454,36,95,11,0,4069821.81457896,94,4,96,0,16,84,0,3,97,0,10,90,0,26,74,0,19,81,0,11,89,0,8,92,0,7,93,0,0,100,0,9,91,0,14,85,1,15,84,1,5,10,85,19,81,0,11,8,81,0,11,0,89,37,60,3,49,49,2,27,70,3,27,71,2,11,86,3,9,87,4,27,73,0,17,7,2,1,73,14,85,1,56,22,4,0,0,18,0,55,21,16,8,0,2,8,21,23,46,0,2,10,16,25,45,2,55,21,18,5,1,22,23,32,22,1,66,31,0,2,1,100,0,0,0,0,0,0,0,45,23,26,6,7.46618106139438,20.9651665647126,29.7520661157025,23.3871155779491,4.24553812871823,5.28742308385679,0.02,0.0274394957835608,0.0118243401044452,0.000105018527841272,0.01,0.0195013954179879,0.00717188304603086,8.19811538836523e-05,0.00533728687916976,0.00173882272058775
MM,MMR,Myanmar,2,2021-01-03,2021-01-02,100,0,0,0,0,44,97,12,0,5394165.76445775,96,3,95,2,7,91,2,0,98,2,6,92,2,13,85,2,9,89,2,6,92,2,0,98,2,0,98,2,0,98,2,4,94,2,13,85,2,19,81,0,3,16,81,21,79,0,12,9,79,0,12,0,88,37,61,2,57,39,4,32,64,4,31,67,2,8,88,4,10,86,4,30,69,1,19,7,3,1,70,11,87,2,65,21,2,0,1,11,0,58,21,15,6,0,3,1,21,14,60,1,2,5,19,12,60,2,43,29,20,7,1,18,24,27,30,1,63,36,0,1,0,0,100,0,0,0,0,0,0,56,30,10,4,13.6621315192744,31.4599653317382,16.796875,16.4124492256133,3.20179584120983,2.25231375269151,0,0,0,0,0,0,0,0,0.00638884855524902,0.00188170948825332
MM,MMR,Myanmar,3,2021-01-03,2021-01-02,100,0,0,0,0,87,97,8,0,4626651.69850096,94,0,98,2,9,89,2,0,98,2,2,96,2,15,84,1,6,92,2,4,94,2,1,96,3,2,96,2,1,97,2,5,94,1,5,93,2,16,84,0,5,11,84,24,76,0,8,16,76,0,7,1,92,41,58,1,60,39,1,27,70,3,26,70,4,15,82,3,9,88,3,24,76,0,15,6,1,2,76,13,87,0,62,26,1,2,1,8,0,58,16,17,9,0,0,5,15,18,61,1,3,3,15,20,58,1,50,22,17,10,1,16,19,27,38,0,72,26,0,0,2,0,0,100,0,0,0,0,0,59,28,10,3,31.7602040816327,53.278203558386,51.4792899408284,109.930254712836,3.50329517863337,2.06042640863194,0,0,0,0,0,0,0,0,0.0126324960069697,0.00263764928569933
MM,MMR,Myanmar,1,2021-01-04,2021-01-02,100,2,48122.957300072,1,29188.2860723454,29,96,15,1,4310407.89460149,95,3,94,3,19,79,2,7,90,3,9,89,2,31,69,0,14,84,2,12,86,2,9,89,2,10,87,3,2,96,2,15,84,1,17,80,3,15,84,1,7,8,85,21,79,0,15,6,79,1,13,0,86,34,64,2,46,52,2,31,65,4,22,77,1,12,85,3,8,88,4,23,77,0,14,6,2,1,77,14,85,1,58,22,3,1,0,16,0,56,17,16,11,0,2,6,21,26,45,0,3,10,21,28,35,3,53,26,14,5,2,22,23,29,24,2,66,28,2,3,1,100,0,0,0,0,0,0,0,45,23,25,7,9.72222222222222,22.2660819526959,20.1388888888889,13.9707185366744,4.37925170068027,5.36919570471805,0.02,0.0274394957835608,0.0111643627417124,9.91900092055381e-05,0.01,0.0195013954179879,0.00677158329004126,7.74209661781617e-05,0.00425469483568075,0.00154522470113491
MM,MMR,Myanmar,2,2021-01-04,2021-01-03,100,0,0,0,0,36,98,9,2,5216526.99852685,98,2,94,4,9,89,2,0,97,3,12,85,3,12,84,4,13,83,4,3,94,3,4,95,1,7,90,3,1,96,3,6,91,3,12,87,1,17,83,0,4,13,83,20,79,1,9,10,81,2,7,0,91,41,56,3,58,37,5,24,70,6,30,66,4,11,85,4,14,81,5,30,70,0,20,6,3,0,71,11,89,0,67,26,1,0,2,4,0,49,28,14,8,1,2,4,25,18,50,1,2,5,20,27,43,3,59,26,8,4,3,18,18,29,33,2,55,43,2,0,0,0,100,0,0,0,0,0,0,55,27,17,1,12.3125,35.1570993487145,15.1111111111111,18.2516216573129,3.83979206049149,3.06782920546347,0,0,0,0,0,0,0,0,0.00517390054613395,0.00168573188830891
MM,MMR,Myanmar,3,2021-01-04,2021-01-03,100,1,31389.4953532419,0,0,91,97,9,2,4529967.54245713,93,1,98,1,10,89,1,0,99,1,0,99,1,10,90,0,3,96,1,6,93,1,2,97,1,3,96,1,1,98,1,5,95,0,6,93,1,14,86,0,4,10,86,22,78,0,9,13,78,2,7,0,91,32,66,2,53,45,2,27,69,4,21,75,4,9,87,4,6,90,4,20,80,0,15,4,0,1,80,12,88,0,60,28,2,1,1,8,0,60,16,17,6,1,0,5,11,22,62,0,3,5,13,20,59,0,43,28,19,10,0,12,18,27,42,1,71,27,0,0,2,0,0,100,0,0,0,0,0,50,31,13,6,48.9603024574669,91.1274155364617,75.206611570248,139.839985833331,4.24845041322314,3.51622971652599,0.01,0.0195013954179879,0.00692929807091194,7.63897787583651e-05,0,0,0,0,0.0132133004210832,0.00269680998686393
MM,MMR,Myanmar,4,2021-01-04,2021-01-01,100,1,56681.5868415417,1,56681.5868415417,29,99,3,0,9615405.07448175,96,3,96,1,6,92,2,0,99,1,1,97,2,5,94,1,9,90,1,2,98,0,3,96,1,4,94,2,0,99,1,1,98,1,5,93,2,14,86,0,3,11,86,12,88,0,3,9,88,0,3,0,97,42,56,2,59,38,3,27,70,3,28,67,5,11,86,3,11,86,3,23,77,0,17,3,1,2,77,6,93,1,63,25,4,1,1,6,0,48,15,27,8,2,1,2,12,14,70,1,0,1,8,15,76,0,35,30,23,10,2,9,8,34,49,0,78,19,1,0,2,0,0,0,100,0,0,0,0,56,30,9,5,43.4027777777778,88.9494905887968,16.5680473372781,12.1000732903032,4.41522491349481,3.4582264883869,0.01,0.0195013954179879,0.00589487248872838,4.83857707288677e-05,0.01,0.0195013954179879,0.00589487248872838,4.83857707288677e-05,0.00412576468914497,0.00149849671423455
MM,MMR,Myanmar,1,2021-01-05,2021-01-03,100,1,18934.6712277266,0,0,24,96,12,2,4214285.56602141,94,2,95,3,16,81,3,7,89,4,11,86,3,29,70,1,13,84,3,14,83,3,7,90,3,8,88,4,2,95,3,15,82,3,17,80,3,13,86,1,9,4,87,17,83,0,12,5,83,2,9,0,89,30,68,2,49,49,2,30,66,4,24,75,1,16,81,3,14,82,4,21,79,0,14,3,1,3,79,13,86,1,66,15,2,1,0,16,0,58,15,12,15,0,2,6,19,21,52,0,3,5,23,32,34,3,50,26,15,7,2,22,26,28,22,2,61,31,3,4,1,100,0,0,0,0,0,0,0,43,26,24,7,9.65236686390532,10.6596612015162,24,20.6559111797729,3.78131487889273,2.58945431829952,0.01,0.0195013954179879,0.00449297299176673,6.38520991911568e-05,0,0,0,0,0.00352112676056338,0.00140623589011873
MM,MMR,Myanmar,2,2021-01-05,2021-01-04,100,0,0,0,0,13,95,8,1,4346886.31039105,94,2,97,1,7,93,0,2,98,0,9,91,0,15,84,1,13,86,1,1,99,0,1,99,0,5,95,0,0,99,1,5,94,1,11,89,0,12,87,1,5,7,88,20,80,0,8,12,80,1,6,1,92,45,54,1,51,48,1,26,72,2,34,63,3,8,90,2,8,90,2,29,71,0,18,4,2,4,72,16,84,0,61,21,1,4,3,10,0,55,14,24,7,0,0,3,14,21,61,1,0,4,16,31,47,2,59,19,11,10,1,19,16,28,35,2,62,37,1,0,0,0,100,0,0,0,0,0,0,49,25,19,7,17.9556517036236,39.1365694178749,20.3125,17.598574414667,3.54325259515571,2.5895980474501,0,0,0,0,0,0,0,0,0.00192735359525574,0.00104669196385103
