ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
GN,GIN,Guinea,2,2021-01-23,2021-01-01,100,2,129124.011130929,2,129124.011130929,23,96,13,1,5350775.74837309,91,9,85,6,10,83,7,1,92,7,37,60,3,8,86,6,14,79,7,7,87,6,5,89,6,2,91,7,6,87,7,4,89,7,29,64,7,8,91,1,7,1,92,36,62,2,13,23,64,1,12,0,87,65,27,8,39,46,15,42,40,18,43,44,13,28,58,14,42,50,8,49,51,0,29,9,2,9,51,24,74,2,31,33,20,5,10,1,0,43,18,23,16,0,4,2,16,22,56,0,4,1,15,19,58,3,54,12,12,21,1,36,15,20,28,1,87,10,1,1,1,0,100,0,0,0,0,0,0,49,30,11,10,17.0514004309018,28.1225122717402,92,98.5900603509299,3.64229024943311,3.5467265377454,0.02,0.0274394957835608,0.0241318300753286,0.000130026065614239,0.02,0.0274394957835608,0.0241318300753286,0.000130026065614239,0.00337441314553991,0.00137672894615257
GN,GIN,Guinea,2,2021-01-24,2021-01-04,100,2,129124.011130929,2,129124.011130929,16,96,12,1,5668579.63272375,92,9,85,6,11,82,7,2,91,7,37,60,3,7,87,6,14,79,7,7,87,6,5,89,6,3,90,7,6,87,7,4,89,7,28,65,7,8,91,1,8,0,92,33,65,2,12,21,67,1,11,0,88,64,29,7,37,49,14,39,44,17,44,44,12,27,59,14,39,54,7,51,49,0,28,11,3,9,49,24,74,2,28,34,19,8,10,1,0,40,18,26,16,0,4,3,17,22,54,0,4,1,16,21,55,3,49,15,13,22,1,36,17,17,29,1,87,10,1,1,1,0,100,0,0,0,0,0,0,51,32,8,9,15.389350569406,25.501213970713,64,77.9743547584717,3.95847750865052,4.17860859318482,0.02,0.0274394957835608,0.0227789004472157,0.000122821320120759,0.02,0.0274394957835608,0.0227789004472157,0.000122821320120759,0.00234741784037559,0.00114886279678716
GN,GIN,Guinea,2,2021-01-25,2021-01-05,100,1,58224.5375144451,1,58224.5375144451,7,96,14,1,5343328.73186141,92,8,84,8,9,82,9,2,90,8,37,60,3,6,86,8,13,78,9,5,87,8,5,87,8,2,89,9,5,86,9,3,88,9,24,68,8,8,91,1,8,0,92,36,62,2,14,22,64,1,13,0,86,62,31,7,39,47,14,39,43,18,45,42,13,27,58,15,39,53,8,50,50,0,27,12,2,9,50,24,74,2,29,34,18,9,9,1,0,41,16,27,16,0,4,3,16,23,54,0,4,1,16,22,54,3,50,14,13,22,1,37,17,17,28,1,89,8,1,1,1,0,100,0,0,0,0,0,0,53,30,8,9,16.3305785123967,26.8211569635253,28,17.8885438199983,3.88927335640138,4.32271864732489,0.01,0.0195013954179879,0.0108966789123906,8.80258142835388e-05,0.01,0.0195013954179879,0.0108966789123906,8.80258142835388e-05,0.00102699530516432,0.000760404022294218
GN,GIN,Guinea,2,2021-01-26,2021-01-05,100,1,58224.5375144451,1,58224.5375144451,8,96,14,1,5319176.98425866,91,8,85,7,9,83,8,3,90,7,37,60,3,6,87,7,12,80,8,3,89,8,5,88,7,2,90,8,4,88,8,3,89,8,23,70,7,9,90,1,9,0,91,37,61,2,14,23,63,1,13,0,86,62,33,5,37,50,13,39,45,16,46,43,11,27,60,13,35,57,8,47,53,0,23,12,2,10,53,24,73,3,32,31,18,9,9,1,0,42,16,26,16,0,5,3,14,24,53,1,5,1,15,21,55,3,48,14,15,22,1,37,15,19,28,1,89,7,1,1,2,0,100,0,0,0,0,0,0,51,32,8,9,16.7695473251029,27.5694885113231,22.2222222222222,13.6082763487954,3.69897959183673,3.97645009107957,0.01,0.0195013954179879,0.0109461553331939,8.84232842836942e-05,0.01,0.0195013954179879,0.0109461553331939,8.84232842836942e-05,0.00117370892018779,0.000812846397721584
GN,GIN,Guinea,2,2021-01-27,2021-01-06,100,1,58224.5375144451,1,58224.5375144451,8,95,13,1,5329995.60715231,90,8,84,8,9,83,8,4,89,7,38,59,3,7,86,7,13,79,8,3,88,9,5,88,7,4,88,8,5,87,8,3,88,9,24,69,7,10,89,1,10,0,90,37,61,2,13,24,63,1,12,0,87,63,32,5,38,49,13,39,45,16,48,41,11,28,59,13,36,56,8,48,52,0,22,13,2,11,52,26,71,3,33,30,18,10,9,0,0,41,16,24,19,0,4,3,14,27,51,1,4,2,16,22,53,3,46,14,17,22,1,38,15,20,26,1,88,7,1,2,2,0,100,0,0,0,0,0,0,51,30,9,10,16.1352040816327,26.2046593265666,22.2222222222222,13.6082763487954,3.74510088546959,4.04442354310635,0.01,0.0195013954179879,0.0109239372423335,8.82447972037394e-05,0.01,0.0195013954179879,0.0109239372423335,8.82447972037394e-05,0.00118606375092661,0.000821397595468547
GN,GIN,Guinea,2,2021-01-28,2021-01-07,100,1,58224.5375144451,1,58224.5375144451,8,95,12,1,5310305.70950032,90,7,84,9,9,82,9,4,88,8,38,58,4,7,85,8,13,78,9,3,88,9,4,88,8,4,87,9,5,86,9,3,87,10,23,69,8,10,89,1,10,0,90,36,63,1,12,24,64,1,11,0,88,63,31,6,39,48,13,39,44,17,48,40,12,27,59,14,35,56,9,47,53,0,21,13,2,11,53,27,71,2,35,30,17,10,8,0,0,42,16,22,20,0,4,3,14,27,51,1,4,2,14,23,54,3,47,12,17,22,2,38,15,20,25,2,88,7,1,2,2,0,100,0,0,0,0,0,0,52,31,8,9,16.8686224489796,26.5212477452316,22.2222222222222,13.6082763487954,3.71315192743764,3.97811113523385,0.01,0.0195013954179879,0.010964441728897,8.85701834031051e-05,0.01,0.0195013954179879,0.010964441728897,8.85701834031051e-05,0.00118606375092661,0.000821397595468547
GN,GIN,Guinea,2,2021-01-29,2021-01-08,100,1,58224.5375144451,1,58224.5375144451,8,95,11,1,5312209.60708922,89,7,84,9,8,84,8,4,89,7,37,59,4,7,86,7,12,80,8,3,89,8,4,89,7,4,88,8,5,87,8,2,89,9,23,70,7,10,89,1,10,0,90,34,65,1,11,23,66,1,10,0,89,62,32,6,38,50,12,40,44,16,47,42,11,27,60,13,34,58,8,46,54,0,21,12,2,11,54,25,73,2,36,29,17,10,8,0,0,42,17,22,19,0,3,3,14,27,52,1,4,2,12,24,55,3,48,12,17,21,2,37,14,21,26,2,88,7,1,2,2,0,100,0,0,0,0,0,0,50,31,8,11,18.2271270914916,28.7505401453179,22.2222222222222,13.6082763487954,3.80316446508927,4.03772070098779,0.01,0.0195013954179879,0.0109605120695433,8.85386157129325e-05,0.01,0.0195013954179879,0.0109605120695433,8.85386157129325e-05,0.00118606375092661,0.000821397595468547
GN,GIN,Guinea,2,2021-01-30,2021-01-10,100,1,58224.5375144451,1,58224.5375144451,11,95,13,1,5667731.14092635,89,7,84,9,8,84,8,4,89,7,37,59,4,6,87,7,13,79,8,3,89,8,4,89,7,5,87,8,4,88,8,1,90,9,22,71,7,11,88,1,10,1,89,34,65,1,13,21,66,1,12,0,87,61,33,6,37,51,12,39,45,16,46,43,11,29,59,12,33,58,9,43,57,0,20,11,2,10,57,24,73,3,41,25,15,10,9,0,0,45,18,22,15,0,3,4,14,27,51,1,5,2,12,23,55,3,50,11,16,21,2,35,14,23,26,2,85,9,1,3,2,0,100,0,0,0,0,0,0,52,28,9,11,20.0071199715201,31.6118193138769,22.4489795918367,13.9414296135505,5.2498512790006,13.6979592817006,0.01,0.0195013954179879,0.0102729886204392,8.3013664563101e-05,0.01,0.0195013954179879,0.0102729886204392,8.3013664563101e-05,0.00163083765752409,0.000962959581140068
GN,GIN,Guinea,2,2021-01-31,2021-01-11,100,2,110558.429413376,2,110558.429413376,10,95,12,1,5971393.87601182,90,8,83,9,9,83,8,4,89,7,38,58,4,5,88,7,14,78,8,4,88,8,4,89,7,6,86,8,4,88,8,1,90,9,22,71,7,10,89,1,9,1,90,33,66,1,12,21,67,1,11,0,88,63,32,5,36,51,13,39,46,15,45,43,12,28,60,12,35,55,10,41,59,0,20,10,2,9,59,22,75,3,38,26,17,10,9,0,0,45,18,23,14,0,4,3,13,27,52,1,5,2,12,24,55,2,49,13,16,20,2,35,14,23,26,2,85,9,1,3,2,0,100,0,0,0,0,0,0,51,28,10,11,18.0135279458882,24.2039683394487,27.7777777777778,17.2132593164774,5.41344437834622,13.7078860183398,0.02,0.0274394957835608,0.0185146770936531,0.000108121038306436,0.02,0.0274394957835608,0.0185146770936531,0.000108121038306436,0.00148257968865827,0.000918214105445834
GN,GIN,Guinea,2,2021-02-01,2021-01-12,100,2,110558.429413376,2,110558.429413376,12,96,11,1,6059355.93324285,91,7,84,9,9,83,8,3,89,8,38,58,4,5,88,7,14,78,8,4,88,8,4,89,7,6,86,8,4,88,8,1,90,9,23,71,6,10,89,1,9,1,90,31,68,1,11,20,69,1,10,0,89,62,33,5,37,50,13,39,46,15,45,44,11,30,59,11,31,59,10,41,59,0,20,10,3,8,59,23,74,3,40,23,17,11,9,0,0,47,17,22,14,0,5,3,14,27,50,1,6,2,12,25,53,2,49,13,16,20,2,36,14,23,25,2,87,8,0,3,2,0,100,0,0,0,0,0,0,52,28,10,10,17.7287290850837,24.3049437996069,24.4897959183673,13.5884247315906,5.10204081632653,13.2212053187047,0.02,0.0274394957835608,0.0182459044544372,0.000106566062148147,0.02,0.0274394957835608,0.0182459044544372,0.000106566062148147,0.00176056338028169,0.000995236955155568
