ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
DZ,DZA,Algeria,2,2021-01-02,2021-01-01,100,4,120708.847339136,2,42932.6173607054,115,98,7,2,5511213.3413798,93,6,92,2,14,83,3,8,91,1,21,77,2,22,74,4,14,83,3,15,81,4,5,91,4,5,90,5,8,88,4,2,93,5,20,77,3,20,80,0,14,6,80,27,73,0,7,20,73,2,5,0,93,40,56,4,64,32,4,45,50,5,46,50,4,23,72,5,27,70,3,50,50,0,25,13,4,8,50,26,74,0,40,32,9,10,3,6,0,33,16,26,25,0,2,13,21,23,41,0,2,19,20,22,37,0,30,29,20,20,1,13,6,17,64,0,68,28,0,4,0,0,100,0,0,0,0,0,0,47,31,16,6,22.2148760330579,35.8374231062922,35.4938271604938,38.8720266378567,3.96577639033414,3.50576672976708,0.04,0.0384072934108425,0.0219024087550411,0.000122197272974134,0.02,0.0274394957835608,0.0077900481620544,7.3400047367552e-05,0.0165277378557057,0.00299566775380324
DZ,DZA,Algeria,3,2021-01-02,2021-01-01,100,3,110825.690794742,1,26462.3626060818,79,95,11,4,4654890.14179286,95,3,93,4,11,86,3,5,91,4,30,66,4,18,78,4,16,79,5,14,82,4,8,87,5,7,88,5,6,90,4,5,90,5,28,68,4,24,76,0,11,13,76,34,65,1,11,23,66,4,7,0,89,50,48,2,66,32,2,44,54,2,45,52,3,22,77,1,28,69,3,54,46,0,32,8,6,8,46,19,80,1,42,28,17,7,4,2,0,38,20,19,21,2,4,10,17,30,39,0,7,12,20,23,38,0,39,31,13,16,1,8,10,21,61,0,70,21,0,5,4,0,0,100,0,0,0,0,0,51,29,13,7,20.2563189747241,33.8777996272227,21.8836565096953,21.4339126803237,4.83551327784384,3.78039689663147,0.03,0.0334344809563718,0.0238084438985399,0.000138492546897737,0.01,0.0195013954179879,0.00568485223066718,6.82991016086426e-05,0.0117123795404003,0.00256756448795011
DZ,DZA,Algeria,2,2021-01-03,2021-01-02,100,2,41749.8315586269,1,8624.10833729807,70,96,6,1,5136934.23420533,96,3,95,2,13,85,2,5,93,2,20,78,2,18,79,3,13,85,2,17,81,2,6,92,2,2,96,2,8,90,2,5,93,2,21,77,2,18,82,0,9,9,82,26,74,0,6,20,74,1,5,0,94,46,50,4,66,32,2,41,55,4,46,50,4,24,72,4,33,64,3,57,43,0,28,18,4,7,43,27,71,2,36,36,6,10,8,4,0,31,20,24,25,0,4,10,27,30,28,1,3,13,24,28,32,0,33,34,15,17,1,11,11,16,61,1,70,28,0,2,0,0,100,0,0,0,0,0,0,51,26,17,6,18.8979289940828,32.9974692752564,35.7142857142857,43.8529009653515,4.85185185185185,3.95020328320427,0.02,0.0274394957835608,0.00812738292046393,7.7642480118199e-05,0.01,0.0195013954179879,0.00167884343931691,3.5402695076905e-05,0.0102699530516432,0.00239345852828626
DZ,DZA,Algeria,3,2021-01-03,2021-01-02,100,3,88879.193369765,2,48575.2183457831,119,96,12,2,4611031.92012184,98,3,92,5,13,85,2,1,95,4,26,70,4,25,71,4,15,81,4,20,77,3,5,91,4,11,85,4,4,92,4,6,90,4,24,73,3,33,67,0,16,17,67,34,66,0,12,22,66,2,9,1,88,59,41,0,71,29,0,46,51,3,50,50,0,19,80,1,23,76,1,54,46,0,28,16,5,5,46,21,78,1,40,30,16,7,4,3,0,34,21,22,22,1,2,9,26,28,35,0,5,8,21,30,36,0,42,26,13,18,1,16,9,17,57,1,69,26,0,3,2,0,0,100,0,0,0,0,0,54,26,16,4,18.9313415685148,34.060326623851,14.1498216409037,13.9870850785491,4.35802469135802,4.32815330386028,0.03,0.0334344809563718,0.0192753368246942,0.000125494173631083,0.02,0.0274394957835608,0.0105345656215929,9.31874991295723e-05,0.0174589201877934,0.00310933380479569
DZ,DZA,Algeria,4,2021-01-03,2021-01-01,100,2,80033.68803231,1,8071.81151544898,72,92,7,4,4270430.85687676,93,4,93,3,7,91,2,2,94,4,21,75,4,10,88,2,11,85,4,9,88,3,6,91,3,4,93,3,5,91,4,10,88,2,20,77,3,30,69,1,12,18,70,34,66,0,7,26,67,4,2,1,93,56,40,4,75,21,4,34,61,5,46,49,5,24,71,5,24,72,4,53,46,1,21,15,5,11,48,14,86,0,48,36,8,4,2,1,1,34,25,16,24,1,3,4,23,33,35,2,4,2,28,25,39,2,42,33,10,11,4,7,14,20,57,2,78,17,1,3,1,0,0,0,100,0,0,0,0,57,25,12,6,28.4023668639053,46.9137643147976,13.421550094518,18.4887458501367,4.8270686857761,3.24247796235219,0.02,0.0274394957835608,0.0187413614023115,0.000128618831018561,0.01,0.0195013954179879,0.0018901632612669,4.11956225603199e-05,0.0110226576852419,0.00253198619886511
DZ,DZA,Algeria,1,2021-01-04,2021-01-01,100,5,385945.850103501,3,214152.92351998,81,98,6,0,6340232.03369537,93,7,89,4,20,76,4,11,85,4,39,57,4,31,66,3,24,71,5,12,84,4,9,88,3,11,84,5,11,85,4,14,82,4,33,65,2,22,77,1,12,10,78,16,82,2,6,10,84,0,6,0,94,42,56,2,61,38,1,42,57,1,67,31,2,26,72,2,44,54,2,63,36,1,40,11,5,6,38,12,84,4,40,29,11,7,5,7,1,36,17,26,20,1,9,14,20,21,34,2,13,15,25,23,23,1,40,31,13,13,3,13,14,25,47,1,52,43,0,5,0,100,0,0,0,0,0,0,0,53,26,15,6,14.3535427319211,25.3385007468042,18.3673469387755,15.6699022773779,4.59593572778828,3.75878200194158,0.05,0.042716424707947,0.0608725119289608,0.000186109440257526,0.03,0.0334344809563718,0.0337768274696979,0.000140618890549774,0.0116412762288014,0.00252036520905089
DZ,DZA,Algeria,2,2021-01-04,2021-01-03,100,2,57028.6819993268,1,23902.958777998,57,95,6,0,5513309.2756745,96,6,89,5,9,87,4,4,93,3,26,71,3,28,68,4,20,76,4,15,81,4,6,91,3,5,91,4,11,86,3,8,89,3,23,74,3,24,75,1,15,9,76,23,74,3,6,17,77,0,6,0,94,63,35,2,72,24,4,57,40,3,65,32,3,27,70,3,41,56,3,60,40,0,23,22,3,12,40,24,75,1,31,33,12,15,5,4,0,26,24,20,30,0,3,14,26,29,27,1,9,13,25,22,31,0,39,30,11,20,0,13,13,23,49,2,72,27,0,1,0,0,100,0,0,0,0,0,0,46,26,20,8,11.5266272189349,15.1377381123149,14,18.6801329872422,4.09688581314879,3.3845712599197,0.02,0.0274394957835608,0.0103438205890145,8.44548457933556e-05,0.01,0.0195013954179879,0.00433550116324169,5.48426053275418e-05,0.00845070422535211,0.00218454361561295
DZ,DZA,Algeria,3,2021-01-04,2021-01-03,100,3,73234.3754077555,2,32930.4003837736,105,95,8,3,4385800.82041305,96,3,94,3,11,88,1,2,96,2,27,70,3,20,76,4,16,82,2,14,84,2,3,95,2,9,88,3,4,93,3,10,87,3,20,79,1,30,70,0,14,15,71,25,74,1,8,17,75,3,5,0,92,65,34,1,76,22,2,42,54,4,51,47,2,16,81,3,22,75,3,55,45,0,22,16,6,11,45,25,73,2,38,38,12,6,4,2,0,38,15,24,23,0,5,6,23,24,42,0,4,8,19,29,40,0,46,19,17,14,4,22,12,14,49,3,73,23,0,2,2,0,0,100,0,0,0,0,0,55,20,18,7,20.9533607681756,38.1740633618377,16.8,17.7012240631357,4.53254132231405,4.18323739526469,0.03,0.0334344809563718,0.0166980623166691,0.00011992234852623,0.02,0.0274394957835608,0.00750841219931923,8.07906513168823e-05,0.0155670867309118,0.0029542949304525
DZ,DZA,Algeria,4,2021-01-04,2021-01-02,100,2,75309.561270769,1,3347.68475390802,69,92,8,3,4521390.66893649,93,4,94,2,9,90,1,3,94,3,25,72,3,17,82,1,9,88,3,10,88,2,4,94,2,3,95,2,3,94,3,10,89,1,17,81,2,31,68,1,14,17,69,30,69,1,8,21,71,3,4,1,92,60,38,2,79,18,3,28,69,3,46,51,3,13,84,3,22,75,3,48,51,1,16,19,3,9,53,13,87,0,43,40,12,1,1,2,1,36,23,20,20,1,2,6,23,34,35,0,2,4,24,29,39,2,41,38,13,7,1,8,16,21,53,2,70,25,1,4,0,0,0,0,100,0,0,0,0,62,19,10,9,28.9697542533081,50.984951813772,11.8055555555556,11.1035602362253,5.10726643598616,5.61449804292992,0.02,0.0274394957835608,0.0166562827203081,0.000117965167793791,0.01,0.0195013954179879,0.000740410417730051,2.50719144314141e-05,0.0105633802816901,0.00247925073269662
DZ,DZA,Algeria,5,2021-01-04,2021-01-01,100,0,0,0,0,122,99,7,2,3748318.51498235,96,0,98,2,11,87,2,6,92,2,13,85,2,22,76,2,16,82,2,9,89,2,9,89,2,5,93,2,6,92,2,6,92,2,14,84,2,25,74,1,12,13,75,23,75,2,7,15,78,2,4,1,93,46,49,5,85,15,0,40,56,4,41,56,3,20,76,4,18,77,5,50,50,0,25,14,6,5,50,15,83,2,46,32,10,4,5,3,0,45,27,14,14,0,2,3,24,36,34,1,3,1,19,32,45,0,42,34,16,8,0,10,11,24,54,1,80,13,0,3,4,0,0,0,0,100,0,0,0,54,30,11,5,20.5761316872428,29.7705129550376,19.52,38.458982479173,5.49385633270321,9.82084174241812,0,0,0,0,0,0,0,0,0.0173566652439892,0.00305303947315036
