ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BH,BHR,Bahrain,2,2021-04-29,2021-01-03,100,2,88003.8123327522,1,82047.4313402028,35,96,33,1,7485883.05965937,99,6,92,2,12,86,2,6,92,2,25,73,2,14,84,2,21,78,1,12,86,2,9,89,2,7,91,2,6,92,2,11,87,2,20,79,1,14,86,0,4,10,86,65,34,1,33,31,36,1,30,2,67,46,42,12,50,41,9,28,62,10,24,64,12,16,71,13,22,67,11,33,67,0,14,8,3,8,67,23,76,1,64,20,2,2,4,8,0,56,14,15,15,0,2,6,18,23,51,0,6,7,14,16,57,0,36,25,12,25,2,15,22,20,42,1,64,29,0,6,1,0,100,0,0,0,0,0,0,55,18,25,2,15.5768429820908,29.5322349500304,35,30.2765035409749,4.15879017013233,8.17481121307483,0.02,0.0274394957835608,0.0117559694202272,7.72125499792813e-05,0.01,0.0195013954179879,0.0109602876088658,7.45837837550772e-05,0.0051349765258216,0.00169681546110102
BH,BHR,Bahrain,2,2021-04-30,2021-01-03,100,2,88003.8123327522,1,82047.4313402028,35,96,32,1,7592508.71215299,99,6,92,2,11,87,2,5,93,2,25,73,2,14,84,2,21,78,1,11,87,2,9,89,2,7,91,2,6,92,2,11,87,2,20,79,1,14,86,0,4,10,86,64,35,1,32,31,37,1,29,2,68,47,41,12,50,41,9,29,61,10,23,65,12,16,71,13,22,67,11,34,66,0,14,8,3,9,66,23,76,1,64,19,2,2,5,8,0,56,13,15,16,0,2,5,18,23,52,0,5,7,15,16,57,0,36,24,12,26,2,14,22,20,43,1,64,29,0,6,1,0,100,0,0,0,0,0,0,56,18,24,2,15.5351936693045,29.550217996029,35,30.2765035409749,4.19423440453686,8.17317969254733,0.02,0.0274394957835608,0.0115908740666821,7.61345716235537e-05,0.01,0.0195013954179879,0.0108063664397083,7.35420857642571e-05,0.0051349765258216,0.00169681546110102
BH,BHR,Bahrain,2,2021-05-01,2021-01-05,100,2,88003.8123327522,1,82047.4313402028,35,96,32,1,7399403.67555928,99,6,92,2,11,87,2,5,93,2,25,73,2,14,84,2,22,77,1,11,87,2,9,89,2,7,91,2,6,92,2,12,86,2,21,78,1,14,86,0,4,10,86,65,34,1,32,32,36,1,29,2,68,46,42,12,51,40,9,28,62,10,24,64,12,16,71,13,22,67,11,34,66,0,14,8,3,9,66,23,75,2,64,18,3,2,5,8,0,56,13,15,16,0,2,5,18,23,52,0,5,7,15,16,57,0,36,24,12,26,2,13,22,20,44,1,65,29,0,6,0,0,100,0,0,0,0,0,0,56,18,24,2,15.32,28.6701437536881,35,30.2765035409749,4.23861852433281,8.30875726997709,0.02,0.0274394957835608,0.0118933654915239,7.81095293248686e-05,0.01,0.0195013954179879,0.0110883842722638,7.54505836617275e-05,0.0051349765258216,0.00169681546110102
BH,BHR,Bahrain,2,2021-05-02,2021-01-05,100,2,88003.8123327522,1,82047.4313402028,35,96,32,1,7399403.67555928,99,6,92,2,11,87,2,5,93,2,25,73,2,14,84,2,22,77,1,11,87,2,9,89,2,7,91,2,6,92,2,12,86,2,21,78,1,14,86,0,4,10,86,65,34,1,32,32,36,1,29,2,68,46,42,12,51,40,9,28,62,10,24,64,12,16,71,13,22,67,11,34,66,0,14,8,3,9,66,23,75,2,64,18,3,2,5,8,0,56,13,15,16,0,2,5,18,23,52,0,5,7,15,16,57,0,36,24,12,26,2,13,22,20,44,1,65,29,0,6,0,0,100,0,0,0,0,0,0,56,18,24,2,15.32,28.6701437536881,35,30.2765035409749,4.23861852433281,8.30875726997709,0.02,0.0274394957835608,0.0118933654915239,7.81095293248686e-05,0.01,0.0195013954179879,0.0110883842722638,7.54505836617275e-05,0.0051349765258216,0.00169681546110102
BH,BHR,Bahrain,2,2021-05-03,2021-01-08,100,2,88003.8123327522,1,82047.4313402028,35,96,32,1,7392362.46362012,99,6,92,2,11,87,2,5,93,2,25,73,2,14,84,2,22,77,1,11,87,2,9,89,2,7,91,2,6,92,2,12,86,2,21,78,1,14,86,0,4,10,86,65,34,1,32,32,36,1,29,2,68,46,42,12,51,40,9,28,62,10,24,64,12,16,71,13,22,67,11,33,67,0,13,8,3,9,67,22,76,2,64,18,3,2,5,8,0,56,14,14,16,0,2,5,18,22,53,0,5,7,15,15,58,0,35,24,12,27,2,13,22,19,45,1,65,29,0,6,0,0,100,0,0,0,0,0,0,55,18,25,2,15.32,28.6701437536881,35,30.2765035409749,4.23861852433281,8.30875726997709,0.02,0.0274394957835608,0.0119046939007447,7.81834803295178e-05,0.01,0.0195013954179879,0.0110989459383223,7.55220469124446e-05,0.0051349765258216,0.00169681546110102
BH,BHR,Bahrain,2,2021-05-04,2021-01-11,100,2,88003.8123327522,1,82047.4313402028,43,96,32,1,7395776.60183038,99,6,92,2,11,87,2,6,92,2,25,73,2,14,84,2,22,77,1,11,87,2,9,89,2,8,90,2,7,91,2,12,86,2,22,77,1,15,85,0,5,10,85,65,34,1,32,32,36,1,29,2,68,47,40,13,53,38,9,29,60,11,26,62,12,17,69,14,23,66,11,34,66,0,13,8,4,9,66,23,75,2,63,19,3,2,5,8,0,55,14,14,17,0,2,5,19,22,52,0,5,7,16,15,57,0,34,24,12,28,2,13,22,18,46,1,64,30,0,6,0,0,100,0,0,0,0,0,0,55,18,25,2,15.8785082660515,28.4935220707088,35.5371900826446,28.8783557184399,4.25069436058447,8.30332525878957,0.02,0.0274394957835608,0.0118991982952774,7.81476055365852e-05,0.01,0.0195013954179879,0.011093822293104,7.54873789608604e-05,0.00630868544600939,0.00187965647016926
BH,BHR,Bahrain,2,2021-05-05,2021-01-11,100,2,88003.8123327522,1,82047.4313402028,43,96,32,1,7389665.37460712,100,6,92,2,11,87,2,6,92,2,25,73,2,14,84,2,22,77,1,11,87,2,9,89,2,8,90,2,7,91,2,11,87,2,21,78,1,15,85,0,5,10,85,65,34,1,32,32,36,1,29,2,68,46,41,13,53,38,9,29,60,11,26,62,12,17,69,14,23,66,11,33,67,0,13,7,4,9,67,23,75,2,64,18,3,2,5,8,0,56,14,14,16,0,2,5,19,22,52,0,5,6,16,15,58,0,34,24,12,28,2,12,22,18,47,1,63,31,0,6,0,0,100,0,0,0,0,0,0,56,18,24,2,16.44,29.305679605545,35.5371900826446,28.8783557184399,4.22654268808115,8.30609496327688,0.02,0.0274394957835608,0.0119090388903342,7.82118438682576e-05,0.01,0.0195013954179879,0.0111029968450452,7.55494563007206e-05,0.00630868544600939,0.00187965647016926
BH,BHR,Bahrain,2,2021-05-06,2021-01-11,100,2,88003.8123327522,1,82047.4313402028,43,96,32,1,7389665.37460712,100,6,92,2,11,87,2,6,92,2,25,73,2,14,84,2,22,77,1,11,87,2,9,89,2,8,90,2,7,91,2,11,87,2,21,78,1,15,85,0,5,10,85,65,34,1,32,32,36,1,29,2,68,46,41,13,53,38,9,29,60,11,26,62,12,17,69,14,23,66,11,33,67,0,13,7,4,9,67,23,75,2,64,18,3,2,5,8,0,56,14,14,16,0,2,5,19,22,52,0,5,6,16,15,58,0,34,24,12,28,2,12,22,18,47,1,63,31,0,6,0,0,100,0,0,0,0,0,0,56,18,24,2,16.44,29.305679605545,35.5371900826446,28.8783557184399,4.22654268808115,8.30609496327688,0.02,0.0274394957835608,0.0119090388903342,7.82118438682576e-05,0.01,0.0195013954179879,0.0111029968450452,7.55494563007206e-05,0.00630868544600939,0.00187965647016926
BH,BHR,Bahrain,2,2021-05-07,2021-01-12,100,2,88003.8123327522,1,82047.4313402028,42,96,32,1,7379475.76925691,100,5,93,2,11,87,2,6,92,2,25,73,2,14,84,2,22,77,1,11,87,2,9,89,2,8,90,2,7,91,2,11,87,2,22,77,1,14,86,0,5,9,86,66,33,1,32,33,35,1,29,2,68,45,42,13,53,38,9,30,59,11,25,63,12,17,69,14,23,66,11,33,67,0,13,7,4,9,67,23,75,2,64,17,3,2,5,9,0,57,13,14,16,0,2,5,19,22,52,0,5,6,16,16,57,0,33,24,12,29,2,11,22,19,47,1,63,32,0,5,0,0,100,0,0,0,0,0,0,57,18,23,2,16.44,29.305679605545,42,31.9026296373477,4.16616350682285,8.31673907662541,0.02,0.0274394957835608,0.0119254829319148,7.83191873381605e-05,0.01,0.0195013954179879,0.0111183279010163,7.56531888084385e-05,0.00616197183098592,0.00185780856060719
BH,BHR,Bahrain,2,2021-05-08,2021-01-15,100,2,88003.8123327522,1,82047.4313402028,41,96,32,1,7674281.29057978,100,5,93,2,11,87,2,6,92,2,25,73,2,14,84,2,22,77,1,11,87,2,9,89,2,7,91,2,7,91,2,11,87,2,22,77,1,13,87,0,5,8,87,66,33,1,32,33,35,1,29,2,68,46,41,13,55,36,9,30,59,11,25,63,12,16,70,14,22,67,11,34,66,0,13,8,4,9,66,21,77,2,66,17,3,2,5,7,0,57,14,14,15,0,2,5,19,21,53,0,5,6,16,16,57,0,33,23,12,30,2,10,22,19,48,1,64,31,0,5,0,0,100,0,0,0,0,0,0,58,18,22,2,17.076218242399,30.1371692802309,50.6172839506173,35.1851851851852,4.12993599806787,8.31322802585547,0.02,0.0274394957835608,0.011467368604377,7.53280327171721e-05,0.01,0.0195013954179879,0.0106912202242204,7.27626995946672e-05,0.00601525821596244,0.00183569403422146
