Dates,Accepted,Refused,Vaccinated
2021-01-01,0.7331733041128589,0.26682669588714114,0.0
2021-01-02,0.732170246383202,0.2678297536167979,0.0
2021-01-03,0.7379426679001783,0.2620573320998217,0.0
2021-01-04,0.734206988386025,0.26579301161397495,0.0
2021-01-05,0.7354604202762519,0.2645395797237482,0.0
2021-01-06,0.7430252889874309,0.25697471101256913,0.0
2021-01-07,0.7362922566323766,0.2612700520901517,0.0024376912774717137
2021-01-08,0.7283559494807074,0.2611810574303919,0.010462993088900774
2021-01-09,0.7198946923376424,0.26123937061458313,0.018865937047774516
2021-01-10,0.7063779215796621,0.2662095042562321,0.027412574164105936
2021-01-11,0.7047984709619799,0.2583424334146235,0.03685909562339652
2021-01-12,0.6992929145287264,0.25416920480471844,0.046537880666555086
2021-01-13,0.6912146495161676,0.2525066845708406,0.056278665912991785
2021-01-14,0.686736141023125,0.24899291083644398,0.06427094814043105
2021-01-15,0.684343922689089,0.24901474118922354,0.06664133612168752
2021-01-16,0.677285513980152,0.25264540165640775,0.07006908436344034
2021-01-17,0.6780936264439397,0.24756141106580468,0.07434496249025575
2021-01-18,0.6727511131901488,0.24818838853228326,0.07906049827756786
2021-01-19,0.6635645232118792,0.2543006122350604,0.08213486455306032
2021-01-20,0.657632645355765,0.25716736216603703,0.08519999247819796
2021-01-21,0.653670119660163,0.2575181661476554,0.08881171419218162
2021-01-22,0.6477930115740697,0.2566234284283008,0.09558355999762948
2021-01-23,0.6472508941163111,0.25210931592228586,0.10063978996140316
2021-01-24,0.6453359794276431,0.2511738315154923,0.10349018905686459
2021-01-25,0.6433306079691354,0.248964518598747,0.10770487343211753
2021-01-26,0.6436764316111107,0.24487578356049267,0.11144778482839666
2021-01-27,0.6438909833834396,0.2409069174819457,0.11520209913461463
2021-01-28,0.6387016106649965,0.24051693215526473,0.12078145717973873
2021-01-29,0.6317596673092644,0.24369043951732733,0.12454989317340817
2021-01-30,0.630620053858038,0.23979221814392646,0.1295877279980355
2021-01-31,0.6191995176656525,0.23842701158551732,0.14237347074883003
2021-02-01,0.6175373074480985,0.23645721153211102,0.14600548101979038
2021-02-02,0.6055070088407881,0.2370842628608715,0.15740872829834038
2021-02-03,0.5954874066748082,0.23697852882833514,0.16753406449685673
2021-02-04,0.5919602849737781,0.23334276684324876,0.1746969481829732
2021-02-05,0.5920130665804119,0.22696473872992942,0.18102219468965866
2021-02-06,0.5850252625021186,0.22930511177584403,0.18566962572203738
2021-02-07,0.5850203163050939,0.22654583321714306,0.18843385047776307
2021-02-08,0.5702147591382937,0.23052839106618095,0.19925684979552546
2021-02-09,0.5719707946488232,0.22902274535398592,0.19900645999719105
2021-02-10,0.57352158455594,0.22673830173619242,0.19974011370786754
2021-02-11,0.5584417049001705,0.23245898976949048,0.209099305330339
2021-02-12,0.553866497311414,0.23275553041584499,0.21337797227274088
2021-02-13,0.5469964423988471,0.23111435630818267,0.22188920129297027
2021-02-14,0.5329231114047241,0.2390617202571361,0.22801516833813976
2021-02-15,0.5330707811027389,0.23391865188970323,0.23301056700755798
2021-02-16,0.5283304012760872,0.2312901389000731,0.2403794598238396
2021-02-17,0.5169068174822251,0.23629720999826592,0.246795972519509
2021-02-18,0.5180889279690631,0.23312016441808114,0.24879090761285577
2021-02-19,0.5074552521513398,0.23849066870104962,0.2540540791476106
2021-02-20,0.5025698970957715,0.23971695823197528,0.2577131446722531
2021-02-21,0.5088030501647117,0.23331480089375592,0.2578821489415324
2021-02-22,0.5054041589945257,0.23427962846061504,0.2603162125448593
2021-02-23,0.49901916671175955,0.23541094140964827,0.26556989187859215
2021-02-24,0.4960940456427938,0.23362104054684352,0.2702849138103627
2021-02-25,0.4869376719916556,0.23995104087002964,0.2731112871383147
2021-02-26,0.4848657185349803,0.23687290501189734,0.2782613764531223
2021-02-27,0.4719030390354008,0.24274391288120234,0.285353048083397
2021-02-28,0.4664718099208152,0.2441092427723836,0.28941894730680123
2021-03-01,0.4601820804485478,0.24730821263838462,0.29250970691306755
2021-03-02,0.45945233395006696,0.2466295219162779,0.2939181441336552
2021-03-03,0.45468026466227507,0.24707056154764867,0.29824917379007626
2021-03-04,0.455656196459154,0.24221560608768003,0.302128197453166
2021-03-05,0.45113602588793705,0.2438323986625619,0.3050315754495011
2021-03-06,0.45211516720011125,0.24307434780586681,0.3048104849940219
