"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
"5","BR","BRBA",15203934,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
"6","BR","BRCE",8904459,0.269230769230769,0.269230769230769,0,0,52,0.269230769230769,0.269230769230769,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
"7","BR","BRDF",2914830,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
"10","BR","BRGO",6610681,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.138170295066611,0.138170295066611,1166,0.0085860830103999,0.0085860830103999,1166,0.130359184207141,0.130359184207141,0.00819329658262366,0.00819329658262366
