"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"5","BR","BRBA",15203934,0.0266666666666667,0.0266666666666667,0,0,300,0.0266666666666667,0.0266666666666667,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"6","BR","BRCE",8904459,0.269230769230769,0.269230769230769,0,0,52,0.269230769230769,0.269230769230769,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"7","BR","BRDF",2914830,0.05,0.05,0,0,40,0.05,0.05,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"10","BR","BRGO",6610681,0.04,0.04,0,0,300,0.04,0.04,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"12","BR","BRMG",20869101,0.3,0.3,0.133333333333333,0.133333333333333,30,0.3,0.3,0.133333333333333,0.133333333333333,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"13","BR","BRMS",2651235,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"16","BR","BRPB",3972202,0.254545454545455,0.254545454545455,0.0272727272727273,0.0272727272727273,110,0.254545454545455,0.254545454545455,0.0272727272727273,0.0272727272727273,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"17","BR","BRPE",9345173,0.2,0.2,0.01,0.01,100,0.2,0.2,0.01,0.01,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"19","BR","BRPR",11163018,0.04,0.04,0,0,50,0.04,0.04,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"20","BR","BRRJ",16550024,0.166666666666667,0.166666666666667,0,0,6,0.166666666666667,0.166666666666667,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"22","BR","BRRO",1768204,0.04,0.04,0,0,50,0.04,0.04,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"24","BR","BRRS",11247972,0.166666666666667,0.166666666666667,0,0,6,0.166666666666667,0.166666666666667,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"25","BR","BRSC",6819190,0.14,0.14,0.04,0.04,100,0.14,0.14,0.04,0.04,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"27","BR","BRSP",44396484,0.1,0.1,0.01,0.01,100,0.1,0.1,0.01,0.01,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
"28","BR","BRTO",1515126,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.143325361741465,0.143325361741465,1244,0.0231656335916242,0.0231656335916242,1244,0.134907221506724,0.134907221506724,0.0199598757694174,0.0199598757694174
