"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_cases_infected","p_cases_daily","p_cases_active","p_infected","p_daily","p_active"
"2020/04/25","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/04/26","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/04/27","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/04/28","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/04/29","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/04/30","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/01","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/02","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/03","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/04","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/05","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/06","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/07","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/08","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/09","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/10","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/11","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/12","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/13","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/14","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/15","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/16","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/17","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/18","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/19","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/20","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/21","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/22","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/23","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/24","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/25","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/26","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/27","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/28","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/29","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/30","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/05/31","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/01","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/02","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/03","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/04","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/05","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/06","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/07","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/08","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/09","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/10","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/11","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/12","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/13","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/14","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/15","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/16","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/17","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/18","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/19","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/20","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/21","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/22","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/23","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/24","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/25","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/26","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/27","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/28","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/29","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/06/30","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/01","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/02","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/03","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/04","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/05","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/06","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/07","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/08","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/09","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/10","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/11","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/12","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/13","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/14","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/15","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/16","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/17","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/18","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/19","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/20","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/21","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/22","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/23","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/24","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/25","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/26","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/27","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/28","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/29","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/30","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/07/31","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/01","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/02","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/03","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/04","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/05","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/06","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/07","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/08","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/09","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/10","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/11","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/12","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/13","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/14","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/15","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/16","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/17","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/18","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/19","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/20","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/21","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/22","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/23","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/24","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/25","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/26","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/27","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/28","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/29","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/30","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/08/31","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/01","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/02","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/03","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/04","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/05","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/06","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/07","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/08","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/09","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/10","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/11","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/12","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/13","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/14","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/15","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/16","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/17","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/18","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/19","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/20","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/21","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/22","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/23","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/24","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/25","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/26","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/27","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/28","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/29","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/09/30","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/01","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/02","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/03","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/04","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/05","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/06","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/07","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/08","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/09","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/10","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/11","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/12","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/13","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/14","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/15","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/16","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/17","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/18","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/19","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/20","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/21","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/22","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/23","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/24","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/25","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/26","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/27","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/28","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/29","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/30","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/10/31","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/01","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/02","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/03","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/04","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/05","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/06","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/07","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/08","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/09","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/10","FK",3398,0,0,13,0,0,0,0,0.00382577987051207,0,0,0,0,0,0,0
"2020/11/11","FK",3398,1,0,14,0,0,0,0,0.00412007062978222,0,0,0,0,0,0,0
"2020/11/12","FK",3398,0,0,14,0,0,0,0,0.00412007062978222,0,0,0,0,0,0,0
"2020/11/13","FK",3398,1,0,15,0,0,0,0,0.00441436138905238,0,0,0,0,0,0,0
"2020/11/14","FK",3398,0,0,15,0,0,0,0,0.00441436138905238,0,0,0,0,0,0,0
"2020/11/15","FK",3398,0,0,15,0,0,0,0,0.00441436138905238,0,0,0,0,0,0,0
"2020/11/16","FK",3398,0,0,15,0,0,0,0,0.00441436138905238,0,0,0,0,0,0,0
"2020/11/17","FK",3398,0,0,15,0,0,0,0,0.00441436138905238,0,0,0,0,0,0,0
"2020/11/18","FK",3398,1,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/19","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/20","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/21","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/22","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/23","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/24","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/25","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/26","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/27","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/28","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/29","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/11/30","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/12/01","FK",3398,0,0,16,0,0,0,0,0.00470865214832254,0,0,0,0,0,0,0
"2020/12/02","FK",3398,1,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/03","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/04","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/05","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/06","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/07","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/08","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/09","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/10","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/11","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/12","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/13","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/14","FK",3398,0,0,17,0,0,0,0,0.0050029429075927,0,0,0,0,0,0,0
"2020/12/15","FK",3398,6,0,23,0,0,0,0,0.00676868746321365,0,0,0,0,0,0,0
"2020/12/16","FK",3398,0,0,23,0,0,0,0,0.00676868746321365,0,0,0,0,0,0,0
"2020/12/17","FK",3398,0,0,23,0,0,0,0,0.00676868746321365,0,0,0,0,0,0,0
"2020/12/18","FK",3398,0,0,23,0,0,0,0,0.00676868746321365,0,0,0,0,0,0,0
