"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_infected","p_daily","p_active"
"2019/12/23","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/24","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/25","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/26","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/27","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/28","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/29","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/30","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/31","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/01","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/02","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/03","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/04","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/05","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/06","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/07","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/08","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/09","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/10","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/11","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/12","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/14","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/15","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/16","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/17","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/18","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/19","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/21","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/22","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/23","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/24","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/25","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/26","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/28","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/29","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/30","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/31","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/01","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/02","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/04","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/05","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/06","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/07","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/08","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/09","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/10","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/11","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/12","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/13","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/14","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/15","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/16","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/17","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/18","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/19","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/20","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/21","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/22","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/23","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/24","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/25","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/26","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/27","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/28","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/29","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/01","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/02","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/03","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/04","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/05","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/06","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/07","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/08","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/09","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/10","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/11","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/12","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/13","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/14","SR",592000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/15","SR",592000,1,0,1,0,0,0,0,1.68918918918919e-06,0,0,0,0
"2020/03/16","SR",592000,0,0,1,0,0,0,0,1.68918918918919e-06,0,0,0,0
"2020/03/17","SR",592000,0,0,1,0,0,0,0,1.68918918918919e-06,0,0,0,0
"2020/03/18","SR",592000,0,0,1,0,0,0,0,1.68918918918919e-06,0,0,0,0
"2020/03/19","SR",592000,0,0,1,0,0,0,0,1.68918918918919e-06,0,0,0,0
"2020/03/20","SR",592000,0,0,1,0,0,0,0,1.68918918918919e-06,0,0,0,0
"2020/03/21","SR",592000,0,0,1,0,0,0,0,1.68918918918919e-06,0,0,0,0
"2020/03/22","SR",592000,1,0,2,0,0,0,0,3.37837837837838e-06,0,0,0,0
"2020/03/23","SR",592000,0,0,2,0,0,0,0,3.37837837837838e-06,0,0,0,0
"2020/03/24","SR",592000,0,0,2,0,0,0,0,3.37837837837838e-06,0,0,0,0
"2020/03/25","SR",592000,0,0,2,0,0,0,0,3.37837837837838e-06,0,0,0,0
"2020/03/26","SR",592000,0,0,2,0,0,0,0,3.37837837837838e-06,0,0,0,0
"2020/03/27","SR",592000,0,0,2,0,0,0,0,3.37837837837838e-06,0,0,0,0
"2020/03/28","SR",592000,0,0,2,0,0,0,0,3.37837837837838e-06,0,0,0,0
"2020/03/29","SR",592000,6,0,8,0,0,0,0,1.35135135135135e-05,0,0,0,0
"2020/03/30","SR",592000,0,0,8,0,72.463768115942,72.463768115942,72.463768115942,1.35135135135135e-05,0,0.000122405013709362,0.000122405013709362,0.000122405013709362
"2020/03/31","SR",592000,0,0,8,0,72.463768115942,0,72.463768115942,1.35135135135135e-05,0,0.000122405013709362,0,0.000122405013709362
"2020/04/01","SR",592000,0,0,8,0,72.463768115942,0,72.463768115942,1.35135135135135e-05,0,0.000122405013709362,0,0.000122405013709362
"2020/04/02","SR",592000,0,0,8,0,72.463768115942,0,72.463768115942,1.35135135135135e-05,0,0.000122405013709362,0,0.000122405013709362
"2020/04/03","SR",592000,0,0,8,0,72.463768115942,0,72.463768115942,1.35135135135135e-05,0,0.000122405013709362,0,0.000122405013709362
"2020/04/04","SR",592000,0,0,8,0,72.463768115942,0,72.463768115942,1.35135135135135e-05,0,0.000122405013709362,0,0.000122405013709362
"2020/04/05","SR",592000,2,0,10,0,72.463768115942,0,72.463768115942,1.68918918918919e-05,0,0.000122405013709362,0,0.000122405013709362
"2020/04/06","SR",592000,0,0,10,0,72.463768115942,0,72.463768115942,1.68918918918919e-05,0,0.000122405013709362,0,0.000122405013709362
"2020/04/07","SR",592000,0,0,10,0,72.463768115942,0,72.463768115942,1.68918918918919e-05,0,0.000122405013709362,0,0.000122405013709362
"2020/04/08","SR",592000,0,0,10,0,72.463768115942,0,72.463768115942,1.68918918918919e-05,0,0.000122405013709362,0,0.000122405013709362
"2020/04/09","SR",592000,0,0,10,0,72.463768115942,0,0,1.68918918918919e-05,0,0.000122405013709362,0,0
"2020/04/10","SR",592000,0,0,10,0,72.463768115942,0,0,1.68918918918919e-05,0,0.000122405013709362,0,0
"2020/04/11","SR",592000,0,0,10,0,72.463768115942,0,0,1.68918918918919e-05,0,0.000122405013709362,0,0
