"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_infected","p_daily","p_active"
"2019/12/21","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/22","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/23","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/24","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/25","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/26","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/27","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/28","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/29","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/30","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/31","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/01","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/02","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/03","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/04","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/05","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/06","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/07","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/08","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/09","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/10","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/11","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/12","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/14","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/15","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/16","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/17","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/18","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/19","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/21","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/22","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/23","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/24","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/25","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/26","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/28","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/29","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/30","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/31","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/01","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/02","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/04","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/05","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/06","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/07","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/08","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/09","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/10","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/11","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/12","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/13","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/14","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/15","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/16","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/17","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/18","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/19","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/20","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/21","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/22","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/23","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/24","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/25","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/26","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/27","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/28","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/29","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/01","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/02","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/03","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/04","TR",83429607,0,0,0,0,0,0,0,0,0,0,0,0
"2020/03/05","TR",83429607,0,0,0,0,72.463768115942,72.463768115942,72.463768115942,0,0,8.68561781861708e-07,8.68561781861708e-07,8.68561781861708e-07
"2020/03/06","TR",83429607,0,0,0,0,144.927536231884,72.463768115942,144.927536231884,0,0,1.73712356372342e-06,8.68561781861708e-07,1.73712356372342e-06
"2020/03/07","TR",83429607,0,0,0,0,289.855072463768,144.927536231884,289.855072463768,0,0,3.47424712744683e-06,1.73712356372342e-06,3.47424712744683e-06
"2020/03/08","TR",83429607,0,0,0,0,652.173913043478,362.31884057971,652.173913043478,0,0,7.81705603675537e-06,4.34280890930854e-06,7.81705603675537e-06
"2020/03/09","TR",83429607,0,0,0,0,1521.73913043478,869.565217391304,1521.73913043478,0,0,1.82397974190959e-05,1.04227413823405e-05,1.82397974190959e-05
"2020/03/10","TR",83429607,0,0,0,0,2173.91304347826,652.173913043478,2173.91304347826,0,0,2.60568534558512e-05,7.81705603675537e-06,2.60568534558512e-05
"2020/03/11","TR",83429607,0,0,0,0,2681.15942028986,507.246376811594,2681.15942028986,0,0,3.21367859288832e-05,6.07993247303195e-06,3.21367859288832e-05
"2020/03/12","TR",83429607,1,0,1,0,3188.40579710145,507.246376811594,3188.40579710145,1.19861525896916e-08,0,3.82167184019152e-05,6.07993247303196e-06,3.82167184019152e-05
"2020/03/13","TR",83429607,0,0,1,0,4275.36231884058,1086.95652173913,4275.36231884058,1.19861525896916e-08,0,5.12451451298408e-05,1.30284267279256e-05,5.12451451298408e-05
"2020/03/14","TR",83429607,4,0,5,0,5434.78260869565,1159.42028985507,5434.78260869565,5.99307629484579e-08,0,6.51421336396281e-05,1.38969885097873e-05,6.51421336396281e-05
"2020/03/15","TR",83429607,1,0,6,0,6666.66666666667,1231.88405797101,6594.20289855072,7.19169155381494e-08,0,7.99076839312771e-05,1.4765550291649e-05,7.90391221494154e-05
"2020/03/16","TR",83429607,12,0,18,0,7826.08695652174,1159.42028985507,7681.15942028986,2.15750746614448e-07,0,9.38046724410645e-05,1.38969885097873e-05,9.20675488773411e-05
