"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_cases_infected","p_cases_daily","p_cases_active","p_infected","p_daily","p_active"
"2020/01/27","HK",7496981,0,0,8,0,72.463768115942,0,72.463768115942,1.06709620846045e-06,0,9.66572652590983e-06,0,9.66572652590983e-06,9.66572652590983e-06,0,9.66572652590983e-06
"2020/01/28","HK",7496981,0,0,8,0,72.463768115942,0,72.463768115942,1.06709620846045e-06,0,9.66572652590983e-06,0,9.66572652590983e-06,9.66572652590983e-06,0,9.66572652590983e-06
"2020/01/29","HK",7496981,2,0,10,0,72.463768115942,0,72.463768115942,1.33387026057556e-06,0,9.66572652590983e-06,0,9.66572652590983e-06,9.66572652590983e-06,0,9.66572652590983e-06
"2020/01/30","HK",7496981,0,0,10,0,72.463768115942,0,72.463768115942,1.33387026057556e-06,0,9.66572652590983e-06,0,9.66572652590983e-06,9.66572652590983e-06,0,9.66572652590983e-06
"2020/01/31","HK",7496981,2,0,12,0,72.463768115942,0,72.463768115942,1.60064431269067e-06,0,9.66572652590983e-06,0,9.66572652590983e-06,9.66572652590983e-06,0,9.66572652590983e-06
"2020/02/01","HK",7496981,1,0,13,0,72.463768115942,0,0,1.73403133874822e-06,0,9.66572652590983e-06,0,0,9.66572652590983e-06,0,0
"2020/02/02","HK",7496981,2,0,15,0,72.463768115942,0,0,2.00080539086334e-06,0,9.66572652590983e-06,0,0,9.66572652590983e-06,0,0
"2020/02/03","HK",7496981,0,0,15,0,72.463768115942,0,0,2.00080539086334e-06,0,9.66572652590983e-06,0,0,9.66572652590983e-06,0,0
"2020/02/04","HK",7496981,2,1,17,1,72.463768115942,0,0,2.26757944297845e-06,1.33387026057556e-07,9.66572652590983e-06,0,0,9.66572652590983e-06,0,0
"2020/02/05","HK",7496981,4,0,21,1,72.463768115942,0,0,2.80112754720867e-06,1.33387026057556e-07,9.66572652590983e-06,0,0,9.66572652590983e-06,0,0
"2020/02/06","HK",7496981,3,0,24,1,144.927536231884,72.463768115942,72.463768115942,3.20128862538134e-06,1.33387026057556e-07,1.93314530518197e-05,9.66572652590983e-06,9.66572652590983e-06,1.93314530518197e-05,9.66572652590983e-06,9.66572652590983e-06
"2020/02/07","HK",7496981,1,0,25,1,144.927536231884,0,72.463768115942,3.33467565143889e-06,1.33387026057556e-07,1.93314530518197e-05,0,9.66572652590983e-06,1.93314530518197e-05,0,9.66572652590983e-06
"2020/02/08","HK",7496981,1,0,26,1,144.927536231884,0,72.463768115942,3.46806267749645e-06,1.33387026057556e-07,1.93314530518197e-05,0,9.66572652590983e-06,1.93314530518197e-05,0,9.66572652590983e-06
"2020/02/09","HK",7496981,3,0,29,1,144.927536231884,0,72.463768115942,3.86822375566912e-06,1.33387026057556e-07,1.93314530518197e-05,0,9.66572652590983e-06,1.93314530518197e-05,0,9.66572652590983e-06
"2020/02/10","HK",7496981,9,0,38,1,144.927536231884,0,72.463768115942,5.06870699018712e-06,1.33387026057556e-07,1.93314530518197e-05,0,9.66572652590983e-06,1.93314530518197e-05,0,9.66572652590983e-06
"2020/02/11","HK",7496981,11,0,49,1,144.927536231884,0,72.463768115942,6.53596427682023e-06,1.33387026057556e-07,1.93314530518197e-05,0,9.66572652590983e-06,1.93314530518197e-05,0,9.66572652590983e-06
"2020/02/12","HK",7496981,1,0,50,1,144.927536231884,0,72.463768115942,6.66935130287779e-06,1.33387026057556e-07,1.93314530518197e-05,0,9.66572652590983e-06,1.93314530518197e-05,0,9.66572652590983e-06
"2020/02/13","HK",7496981,3,0,53,1,144.927536231884,0,72.463768115942,7.06951238105045e-06,1.33387026057556e-07,1.93314530518197e-05,0,9.66572652590983e-06,1.93314530518197e-05,0,9.66572652590983e-06
"2020/02/14","HK",7496981,3,0,56,1,144.927536231884,0,72.463768115942,7.46967345922312e-06,1.33387026057556e-07,1.93314530518197e-05,0,9.66572652590983e-06,1.93314530518197e-05,0,9.66572652590983e-06
"2020/02/15","HK",7496981,0,0,56,1,144.927536231884,0,72.463768115942,7.46967345922312e-06,1.33387026057556e-07,1.93314530518197e-05,0,9.66572652590983e-06,1.93314530518197e-05,0,9.66572652590983e-06
"2020/02/16","HK",7496981,1,0,57,1,144.927536231884,0,0,7.60306048528068e-06,1.33387026057556e-07,1.93314530518197e-05,0,0,1.93314530518197e-05,0,0
"2020/02/17","HK",7496981,3,0,60,1,144.927536231884,0,0,8.00322156345334e-06,1.33387026057556e-07,1.93314530518197e-05,0,0,1.93314530518197e-05,0,0
"2020/02/18","HK",7496981,2,0,62,1,144.927536231884,0,0,8.26999561556845e-06,1.33387026057556e-07,1.93314530518197e-05,0,0,1.93314530518197e-05,0,0
"2020/02/19","HK",7496981,1,1,63,2,144.927536231884,0,0,8.40338264162601e-06,2.66774052115111e-07,1.93314530518197e-05,0,0,1.93314530518197e-05,0,0
"2020/02/20","HK",7496981,5,0,68,2,144.927536231884,0,0,9.07031777191379e-06,2.66774052115111e-07,1.93314530518197e-05,0,0,1.93314530518197e-05,0,0
"2020/02/21","HK",7496981,0,0,68,2,144.927536231884,0,0,9.07031777191379e-06,2.66774052115111e-07,1.93314530518197e-05,0,0,1.93314530518197e-05,0,0
"2020/02/22","HK",7496981,1,0,69,2,144.927536231884,0,0,9.20370479797134e-06,2.66774052115111e-07,1.93314530518197e-05,0,0,1.93314530518197e-05,0,0
"2020/02/23","HK",7496981,5,0,74,2,144.927536231884,0,0,9.87063992825912e-06,2.66774052115111e-07,1.93314530518197e-05,0,0,1.93314530518197e-05,0,0
"2020/02/24","HK",7496981,5,0,79,2,217.391304347826,72.463768115942,72.463768115942,1.05375750585469e-05,2.66774052115111e-07,2.89971795777295e-05,9.66572652590983e-06,9.66572652590983e-06,2.89971795777295e-05,9.66572652590983e-06,9.66572652590983e-06
"2020/02/25","HK",7496981,5,0,84,2,217.391304347826,0,72.463768115942,1.12045101888347e-05,2.66774052115111e-07,2.89971795777295e-05,0,9.66572652590983e-06,2.89971795777295e-05,0,9.66572652590983e-06
"2020/02/26","HK",7496981,7,0,91,2,217.391304347826,0,72.463768115942,1.21382193712376e-05,2.66774052115111e-07,2.89971795777295e-05,0,9.66572652590983e-06,2.89971795777295e-05,0,9.66572652590983e-06
"2020/02/27","HK",7496981,1,0,92,2,217.391304347826,0,72.463768115942,1.22716063972951e-05,2.66774052115111e-07,2.89971795777295e-05,0,9.66572652590983e-06,2.89971795777295e-05,0,9.66572652590983e-06
"2020/02/28","HK",7496981,2,0,94,2,217.391304347826,0,72.463768115942,1.25383804494102e-05,2.66774052115111e-07,2.89971795777295e-05,0,9.66572652590983e-06,2.89971795777295e-05,0,9.66572652590983e-06
"2020/02/29","HK",7496981,1,0,95,2,289.855072463768,72.463768115942,144.927536231884,1.26717674754678e-05,2.66774052115111e-07,3.86629061036393e-05,9.66572652590983e-06,1.93314530518197e-05,3.86629061036393e-05,9.66572652590983e-06,1.93314530518197e-05
"2020/03/01","HK",7496981,1,0,96,2,289.855072463768,0,144.927536231884,1.28051545015253e-05,2.66774052115111e-07,3.86629061036393e-05,0,1.93314530518197e-05,3.86629061036393e-05,0,1.93314530518197e-05
"2020/03/02","HK",7496981,4,0,100,2,289.855072463768,0,144.927536231884,1.33387026057556e-05,2.66774052115111e-07,3.86629061036393e-05,0,1.93314530518197e-05,3.86629061036393e-05,0,1.93314530518197e-05
"2020/03/03","HK",7496981,0,0,100,2,289.855072463768,0,144.927536231884,1.33387026057556e-05,2.66774052115111e-07,3.86629061036393e-05,0,1.93314530518197e-05,3.86629061036393e-05,0,1.93314530518197e-05
"2020/03/04","HK",7496981,5,0,105,2,289.855072463768,0,144.927536231884,1.40056377360433e-05,2.66774052115111e-07,3.86629061036393e-05,0,1.93314530518197e-05,3.86629061036393e-05,0,1.93314530518197e-05
"2020/03/05","HK",7496981,0,0,105,2,289.855072463768,0,72.463768115942,1.40056377360433e-05,2.66774052115111e-07,3.86629061036393e-05,0,9.66572652590983e-06,3.86629061036393e-05,0,9.66572652590983e-06
"2020/03/06","HK",7496981,2,0,107,2,289.855072463768,0,72.463768115942,1.42724117881585e-05,2.66774052115111e-07,3.86629061036393e-05,0,9.66572652590983e-06,3.86629061036393e-05,0,9.66572652590983e-06
"2020/03/07","HK",7496981,1,0,108,2,289.855072463768,0,72.463768115942,1.4405798814216e-05,2.66774052115111e-07,3.86629061036393e-05,0,9.66572652590983e-06,3.86629061036393e-05,0,9.66572652590983e-06
"2020/03/08","HK",7496981,6,1,114,3,289.855072463768,0,72.463768115942,1.52061209705614e-05,4.00161078172667e-07,3.86629061036393e-05,0,9.66572652590983e-06,3.86629061036393e-05,0,9.66572652590983e-06
"2020/03/09","HK",7496981,1,0,115,3,289.855072463768,0,72.463768115942,1.53395079966189e-05,4.00161078172667e-07,3.86629061036393e-05,0,9.66572652590983e-06,3.86629061036393e-05,0,9.66572652590983e-06
"2020/03/10","HK",7496981,5,0,120,3,289.855072463768,0,0,1.60064431269067e-05,4.00161078172667e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/11","HK",7496981,6,0,126,3,289.855072463768,0,0,1.6806765283252e-05,4.00161078172667e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/12","HK",7496981,3,0,129,3,289.855072463768,0,0,1.72069263614247e-05,4.00161078172667e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/13","HK",7496981,5,1,134,4,289.855072463768,0,0,1.78738614917125e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/14","HK",7496981,6,0,140,4,289.855072463768,0,0,1.86741836480578e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/15","HK",7496981,5,0,145,4,289.855072463768,0,0,1.93411187783456e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/16","HK",7496981,10,0,155,4,289.855072463768,0,0,2.06749890389211e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/17","HK",7496981,7,0,162,4,289.855072463768,0,0,2.1608698221324e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/18","HK",7496981,19,0,181,4,289.855072463768,0,0,2.41430517164176e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/19","HK",7496981,27,0,208,4,289.855072463768,0,0,2.77445014199716e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/20","HK",7496981,48,0,256,4,289.855072463768,0,0,3.41470786707343e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/21","HK",7496981,17,0,273,4,289.855072463768,0,0,3.64146581137127e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/22","HK",7496981,44,0,317,4,289.855072463768,0,0,4.22836872602452e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/23","HK",7496981,34,0,351,4,289.855072463768,0,0,4.68188461462021e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/24","HK",7496981,31,0,382,4,289.855072463768,0,0,5.09538439539863e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/25","HK",7496981,25,0,407,4,289.855072463768,0,0,5.42885196054252e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/26","HK",7496981,45,0,452,4,289.855072463768,0,0,6.02909357780152e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/27","HK",7496981,42,0,494,4,289.855072463768,0,0,6.58931908724325e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/28","HK",7496981,32,0,526,4,289.855072463768,0,0,7.01615757062743e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/29","HK",7496981,51,0,577,4,289.855072463768,0,0,7.69643140352096e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/30","HK",7496981,46,0,623,4,289.855072463768,0,0,8.31001172338572e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/03/31","HK",7496981,57,0,680,4,289.855072463768,0,0,9.07031777191379e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/01","HK",7496981,57,0,737,4,289.855072463768,0,0,9.83062382044186e-05,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/02","HK",7496981,47,0,784,4,289.855072463768,0,0,0.000104575428429124,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/03","HK",7496981,47,0,831,4,289.855072463768,0,0,0.000110844618653829,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/04","HK",7496981,22,0,853,4,289.855072463768,0,0,0.000113779133227095,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/05","HK",7496981,29,0,882,4,289.855072463768,0,0,0.000117647356982764,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/06","HK",7496981,32,0,914,4,289.855072463768,0,0,0.000121915741816606,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/07","HK",7496981,21,0,935,4,289.855072463768,0,0,0.000124716869363815,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/08","HK",7496981,25,0,960,4,289.855072463768,0,0,0.000128051545015253,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/09","HK",7496981,13,0,973,4,289.855072463768,0,0,0.000129785576354002,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/10","HK",7496981,16,0,989,4,289.855072463768,0,0,0.000131919768770923,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/11","HK",7496981,11,0,1000,4,289.855072463768,0,0,0.000133387026057556,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/12","HK",7496981,4,0,1004,4,289.855072463768,0,0,0.000133920574161786,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/13","HK",7496981,5,0,1009,4,289.855072463768,0,0,0.000134587509292074,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/14","HK",7496981,3,0,1012,4,289.855072463768,0,0,0.000134987670370246,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/15","HK",7496981,4,0,1016,4,289.855072463768,0,0,0.000135521218474477,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/16","HK",7496981,1,0,1017,4,289.855072463768,0,0,0.000135654605500534,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/17","HK",7496981,4,0,1021,4,289.855072463768,0,0,0.000136188153604764,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/18","HK",7496981,2,0,1023,4,289.855072463768,0,0,0.000136454927656879,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/19","HK",7496981,2,0,1025,4,289.855072463768,0,0,0.000136721701708995,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/20","HK",7496981,0,0,1025,4,289.855072463768,0,0,0.000136721701708995,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/21","HK",7496981,4,0,1029,4,289.855072463768,0,0,0.000137255249813225,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/22","HK",7496981,4,0,1033,4,289.855072463768,0,0,0.000137788797917455,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/23","HK",7496981,2,0,1035,4,289.855072463768,0,0,0.00013805557196957,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/24","HK",7496981,0,0,1035,4,289.855072463768,0,0,0.00013805557196957,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/25","HK",7496981,2,0,1037,4,289.855072463768,0,0,0.000138322346021685,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/26","HK",7496981,0,0,1037,4,289.855072463768,0,0,0.000138322346021685,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/27","HK",7496981,0,0,1037,4,289.855072463768,0,0,0.000138322346021685,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/28","HK",7496981,0,0,1037,4,289.855072463768,0,0,0.000138322346021685,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/29","HK",7496981,0,0,1037,4,289.855072463768,0,0,0.000138322346021685,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/04/30","HK",7496981,0,0,1037,4,289.855072463768,0,0,0.000138322346021685,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/01","HK",7496981,2,0,1039,4,289.855072463768,0,0,0.0001385891200738,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/02","HK",7496981,0,0,1039,4,289.855072463768,0,0,0.0001385891200738,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/03","HK",7496981,0,0,1039,4,289.855072463768,0,0,0.0001385891200738,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/04","HK",7496981,1,0,1040,4,289.855072463768,0,0,0.000138722507099858,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/05","HK",7496981,0,0,1040,4,289.855072463768,0,0,0.000138722507099858,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/06","HK",7496981,0,0,1040,4,289.855072463768,0,0,0.000138722507099858,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/07","HK",7496981,4,0,1044,4,289.855072463768,0,0,0.000139256055204088,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/08","HK",7496981,0,0,1044,4,289.855072463768,0,0,0.000139256055204088,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/09","HK",7496981,0,0,1044,4,289.855072463768,0,0,0.000139256055204088,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/10","HK",7496981,3,0,1047,4,289.855072463768,0,0,0.000139656216282261,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/11","HK",7496981,0,0,1047,4,289.855072463768,0,0,0.000139656216282261,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/12","HK",7496981,0,0,1047,4,289.855072463768,0,0,0.000139656216282261,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/13","HK",7496981,3,0,1050,4,289.855072463768,0,0,0.000140056377360433,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/14","HK",7496981,1,0,1051,4,289.855072463768,0,0,0.000140189764386491,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/15","HK",7496981,1,0,1052,4,289.855072463768,0,0,0.000140323151412549,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/16","HK",7496981,0,0,1052,4,289.855072463768,0,0,0.000140323151412549,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/17","HK",7496981,3,0,1055,4,289.855072463768,0,0,0.000140723312490721,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/18","HK",7496981,0,0,1055,4,289.855072463768,0,0,0.000140723312490721,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/19","HK",7496981,0,0,1055,4,289.855072463768,0,0,0.000140723312490721,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/20","HK",7496981,0,0,1055,4,289.855072463768,0,0,0.000140723312490721,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/21","HK",7496981,8,0,1063,4,289.855072463768,0,0,0.000141790408699182,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/22","HK",7496981,2,0,1065,4,289.855072463768,0,0,0.000142057182751297,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/23","HK",7496981,0,0,1065,4,289.855072463768,0,0,0.000142057182751297,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/24","HK",7496981,0,0,1065,4,289.855072463768,0,0,0.000142057182751297,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/25","HK",7496981,0,0,1065,4,289.855072463768,0,0,0.000142057182751297,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/26","HK",7496981,0,0,1065,4,289.855072463768,0,0,0.000142057182751297,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/27","HK",7496981,1,0,1066,4,289.855072463768,0,0,0.000142190569777354,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/28","HK",7496981,0,0,1066,4,289.855072463768,0,0,0.000142190569777354,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/29","HK",7496981,13,0,1079,4,289.855072463768,0,0,0.000143924601116103,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/30","HK",7496981,3,0,1082,4,289.855072463768,0,0,0.000144324762194275,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/05/31","HK",7496981,2,0,1084,4,289.855072463768,0,0,0.00014459153624639,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/06/01","HK",7496981,3,0,1087,4,289.855072463768,0,0,0.000144991697324563,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/06/02","HK",7496981,6,0,1093,4,289.855072463768,0,0,0.000145792019480908,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/06/03","HK",7496981,0,0,1093,4,289.855072463768,0,0,0.000145792019480908,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/06/04","HK",7496981,6,0,1099,4,289.855072463768,0,0,0.000146592341637254,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/06/05","HK",7496981,3,0,1102,4,289.855072463768,0,0,0.000146992502715426,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/06/06","HK",7496981,3,0,1105,4,289.855072463768,0,0,0.000147392663793599,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/06/07","HK",7496981,1,0,1106,4,289.855072463768,0,0,0.000147526050819657,5.33548104230223e-07,3.86629061036393e-05,0,0,3.86629061036393e-05,0,0
"2020/06/08","HK",7496981,1,0,1107,4,362.31884057971,72.463768115942,72.463768115942,0.000147659437845714,5.33548104230223e-07,4.83286326295492e-05,9.66572652590983e-06,9.66572652590983e-06,4.83286326295492e-05,9.66572652590983e-06,9.66572652590983e-06
"2020/06/09","HK",7496981,0,0,1107,4,362.31884057971,0,72.463768115942,0.000147659437845714,5.33548104230223e-07,4.83286326295492e-05,0,9.66572652590983e-06,4.83286326295492e-05,0,9.66572652590983e-06
"2020/06/10","HK",7496981,0,0,1107,4,434.782608695652,72.4637681159421,144.927536231884,0.000147659437845714,5.33548104230223e-07,5.7994359155459e-05,9.66572652590984e-06,1.93314530518197e-05,5.7994359155459e-05,9.66572652590984e-06,1.93314530518197e-05
"2020/06/11","HK",7496981,0,0,1107,4,434.782608695652,0,144.927536231884,0.000147659437845714,5.33548104230223e-07,5.7994359155459e-05,0,1.93314530518197e-05,5.7994359155459e-05,0,1.93314530518197e-05
"2020/06/12","HK",7496981,1,0,1108,4,507.246376811594,72.463768115942,217.391304347826,0.000147792824871772,5.33548104230223e-07,6.76600856813688e-05,9.66572652590983e-06,2.89971795777295e-05,6.76600856813688e-05,9.66572652590983e-06,2.89971795777295e-05
