"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_infected","p_daily","p_active"
"2019/12/23","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/24","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/25","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/26","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/27","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/28","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/29","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/30","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/31","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/01","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/02","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/03","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/04","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/05","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/06","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/07","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/08","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/09","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/10","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/11","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/12","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/14","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/15","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/16","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/17","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/18","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/19","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/21","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/22","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/23","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/24","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/25","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/26","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/28","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/29","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/30","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/31","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/01","BB",288000,0,0,0,0,0,0,0,0,0,0,0,0
