"Country","Cookie","Count"
"United Kingdom","wwcx42jj3nd62oo3tq",173
"United Kingdom","oqulese1vd5l2rued7",26
"United Kingdom","sntu285qqgkb83uo7g",25
"United Kingdom","v7zy54zv1zik4v3hiw",23
"United Kingdom","q5rtc9yrteeil4a9wx",14
"United Kingdom","uybr2lgkdrsn3cnv3s",13
"United Kingdom","auik4b523hn1ss2y7s",12
"United Kingdom","tzvf3srfvkmzlquoh2",12
"United Kingdom","ijuqjz5cr2czob99y4",10
"United Kingdom","rpvi3zoztikb75auor",9
"United Kingdom","3wcl13y5c5x8jf3zzn",8
"United Kingdom","9f3e0q5lojkb4wl8bh",7
"United Kingdom","ton6axo7iif2vlxf5q",6
"United Kingdom","pha9pwi5jbdkdnlxuf",5
"United Kingdom","uiv6vpgme3zh9hjo66",5
"United Kingdom","05wgp9g7p3kb87rs3u",4
"United Kingdom","cakwz4kln3kb66kg4k",4
"United Kingdom","eil4vh9kgqkb3fqdkf",4
"United Kingdom","klo2wbjbk7pb10a38r",4
"United Kingdom","tiqrfp1kp8kb6fx062",4
"United Kingdom","y2fb65uortkb6bhuct",4
"United Kingdom","j97afu8mp6pcjekg3j",3
"United Kingdom","xjfy5lixp7kax3lylz",3
"United Kingdom","zvhztprj6osfoknkik",3
"United Kingdom","0vwyrjvpoikb8b62qf",2
"United Kingdom","13lgoy9zy9kax174c1",2
"United Kingdom","1etzbmcprnkb68gq53",2
"United Kingdom","3ulpg7bk4kkb3i5pok",2
"United Kingdom","45nwu502fckb83lem7",2
"United Kingdom","5o539mtczzkb860204",2
"United Kingdom","7j717piijmkb2qjza8",2
"United Kingdom","8e1hytw55hqk8i9h9z",2
"United Kingdom","8hc1dxpvu1kb68vf59",2
"United Kingdom","95d2ubqhz6k9yid0ok",2
"United Kingdom","9ckd63g4be3kika2o2",2
"United Kingdom","9hbl34whmymq4uk7bv",2
"United Kingdom","9xl8wdwh8ikb837l9g",2
"United Kingdom","aknln7xzsakb2rr7tc",2
"United Kingdom","ea6zja5tb7x8cadaq8",2
"United Kingdom","evnotejz1zkb3lw1wc",2
"United Kingdom","g9a0nt98uhkb2p4u85",2
"United Kingdom","h6epnzr9hika64bi52",2
"United Kingdom","keqtkic5k12hkacai3",2
"United Kingdom","l1g72dvw057z4uv9rt",2
"United Kingdom","lzf3wxsas3kb3nbleg",2
"United Kingdom","mbbfy1h4y3kb7nfzt8",2
"United Kingdom","nc1smgby2ggv4vgsj5",2
"United Kingdom","nftkdeskb11bioj87m",2
"United Kingdom","ox3riv5b4kz9r2lpcv",2
"United Kingdom","qlvzh7wwxwkb55xw79",2
"United Kingdom","qy7cfod8a3kb39mm7q",2
"United Kingdom","u5uxf4r2qdkb89dsxt",2
"United Kingdom","u68rt327hdxmt6jwtz",2
"United Kingdom","vriu48wgtnka9dwrjr",2
"United Kingdom","yk4hcf3mdakb6cyh0l",2
"United Kingdom","yqknqhtsdmkb85v5h3",2
"United Kingdom","03pogitt6nn8k0a61r",1
"United Kingdom","03pruv9h43ka84a72u",1
