"Country","Cookie","Count"
"Italy","n3pt84hbu076xto3pv",24
"Italy","98w1sagw10q9r4lvwk",9
"Italy","kbwaqqc8i2kb9jjcwn",5
"Italy","4qonyph99hkb83n0xo",4
"Italy","ll6zqg0ixdkb89y5hx",4
"Italy","j7eufpsvfpkb86mb8w",3
"Italy","n6kj1rx14qlbxlrjtp",3
"Italy","6ogyjr6g2ikb2r7876",2
"Italy","8hc1dxpvu1kb68vf59",2
"Italy","ae0y6i1bxykb66fv2k",2
"Italy","c1q3cyfy2bkb94zgfg",2
"Italy","gkjg6lkbehkaxmypn5",2
"Italy","jm7eo5p1h1kb2rrf3l",2
"Italy","l5uf03e8s6kb2we6dq",2
"Italy","oz6knvur8okb90lf8o",2
"Italy","pdauc4b39hkb3ars11",2
"Italy","ybyexhxpvekb3mbmb6",2
"Italy","0153rag6x7fafjciub",1
"Italy","0a8duhsg2fdy52m8d6",1
"Italy","0h81zvriej6q40v87t",1
"Italy","0m2opc1ae4luzb7m62",1
"Italy","0vh3vzjb1in8w2gn44",1
"Italy","11u7ln4rb1j8klrk88",1
"Italy","15zm0z8kjsqb9xhgyi",1
"Italy","18v1wwllsyv49m797c",1
"Italy","1g2g0aw4u6kb3j04zx",1
"Italy","1gqhrfbvqtu16wpa3v",1
"Italy","238zcn4woteydkcfxj",1
"Italy","24bay1fpbakb38g1ll",1
"Italy","2mhze026f8va2jaqmh",1
"Italy","2nkg6hzvvbylb6ueh4",1
"Italy","2xkjrxdyqstnxqt4sg",1
"Italy","31i5cxrku157f2nckf",1
"Italy","3d6c16ivk7miwi3yal",1
"Italy","3r3sh9496lqfuqoa67",1
"Italy","3zw0t5jc9sdcm4eklr",1
"Italy","46ghj55zjqkyhww4uk",1
"Italy","4h4x1tbze6hux21q08",1
"Italy","4mrzxyq0rh0znycgsb",1
"Italy","50jux044aia8fav67f",1
"Italy","5ffusrdoovjeeliiku",1
"Italy","5svfl0mzivkb65mdyl",1
"Italy","5svx7k3pxch5yue02i",1
"Italy","5ve77mftb1kc8lx310",1
"Italy","61gmj07h62cn9lidk2",1
"Italy","65g9usnkypnubohk1a",1
"Italy","6dzxg1o6hb1kcr5k1r",1
"Italy","6eg88z40eakb83w3dt",1
"Italy","6ek3cozmchlferhv81",1
"Italy","6g38dcn5eg8ee88roe",1
"Italy","6j6w8iw2mskb5fqw9y",1
"Italy","6mp14u9xvzurnqczsb",1
"Italy","74ht7rp3pr5nl92bi2",1
"Italy","76iee05u1yw6krwo4h",1
"Italy","77p4e8rjdokb6ad33j",1
"Italy","7940lcylxu6g3li6ti",1
"Italy","7ajg7qm9slkb71xgos",1
"Italy","7it4j8j6jfkb64gctu",1
"Italy","7lytl8emvhka7xzp9g",1
"Italy","7t7pkjxyal1n7kdrqb",1
"Italy","818tf3s4xqkbgwh5x7",1
"Italy","8a66ytifhc992y2rxk",1
"Italy","8a83522xn1e85dq1e0",1
"Italy","8o0ee5oomsr8r9azaq",1
"Italy","8pqbvraxkn0scrs3q8",1
"Italy","96nia86zml7wnu7q1a",1
"Italy","9qmisdxizcgnpaca3s",1
"Italy","9qufwvjdyk80mfbhya",1
"Italy","9s8p5id3nrdqzu9kox",1
"Italy","a6vvlggeyskb833jhe",1
"Italy","abreitbu9vgbcjlniy",1
"Italy","ahrae9a064r78bejay",1
"Italy","ama7occ12qf2m0krg4",1
"Italy","ao4vka1p9w69pbocl1",1
"Italy","badsizh6aqjhnxjsoz",1
"Italy","bg4c9nk13euvn7a4lx",1
"Italy","bsqvhpynwh01b36hyg",1
"Italy","d0pggkjgx482v46y82",1
"Italy","d2r31gox07dw7zamex",1
"Italy","d8jrxzz1xx2p0fj7n9",1
"Italy","d9imzur8p2amtp9s55",1
"Italy","dg8vemt1yvzjwao8m",1
"Italy","dm9hg3d99idcjorxtq",1
"Italy","dyrvmevht8nmij31ln",1
"Italy","e7m86t3dwe5fnjdjdh",1
"Italy","ekos5ft8s0kb83spfe",1
"Italy","elg3pptvddl7chrq37",1
"Italy","emwhdmwlsgi1mslaes",1
"Italy","epkrp7nyg5mwuxqcnv",1
"Italy","ey03b3pntykb2qsm2l",1
"Italy","ff4f0miu8kn2o0krh9",1
"Italy","g0jwa750ndkb3cslz9",1
"Italy","ga7rrev2k5kb832lgg",1
"Italy","gixbte4oas3m454j9z",1
"Italy","gnbfcsq1o0bhn1kjjy",1
"Italy","h3o1zaikpzkb840dpg",1
"Italy","ha9mewlfzmkb99rhoz",1
"Italy","hujhuypehcka6y75cs",1
"Italy","hv12kpppxhaw3osbpb",1
"Italy","i2cuel4eb2kbdkie6u",1
"Italy","iadgzmkprpd9spzgsb",1
"Italy","ih4lokpjy2ka6pevhg",1
"Italy","ik89iprwxtkcq3x1cb",1
"Italy","iur60lwg06oqz2yvdx",1
"Italy","iwfkfnzq29ka0myib4",1
"Italy","j17b2ymq76ftur04l8",1
"Italy","jif5u27914my70ak2n",1
"Italy","jp071wpvznflm6gczd",1
"Italy","jvj1s52xghkc8ypjxc",1
"Italy","k5fei9cbuio9r3rfs1",1
"Italy","kg8xctg66pkc7yexq9",1
"Italy","kt5pryk4qmd2a8y0x0",1
"Italy","lc4w8zkkcn2op4x1og",1
"Italy","lcrgr36xgrgn8yllsk",1
"Italy","ld5tc7c4cjkgnjwhxu",1
"Italy","ll7sun35hz8yynz81g",1
"Italy","lzssb1aqcfkb90mlsm",1
"Italy","maix5ukwepkaohbx2h",1
"Italy","mr95j1c9f1oqhwrmpe",1
"Italy","mvhfvsu2hpw0sxq07l",1
"Italy","nexiipz0h337gy6obl",1
"Italy","nv2woic0spouupd9ww",1
"Italy","nyblztek1o57krlmnm",1
