"Country","Cookie","Count"
"Japan","tyoxkbh17akb32gdj0",4
"Japan","21r8kqt0zik9upy8rh",1
"Japan","3z41ncfvxxkahsy48u",1
"Japan","43355sfgu8ka0j7i5v",1
"Japan","49eurg5ighka7p0hi5",1
"Japan","50umnc7h8ok9uo4h4l",1
"Japan","5pww04j4jx1ovkntpv",1
"Japan","6qfaux5g9dkahsy9cc",1
"Japan","8uarev6ftgkb5z92ov",1
"Japan","iav5vom61tk9uoqqt8",1
"Japan","jqm3kzm1dtk9uydhj5",1
"Japan","li79jilus5k9uksjeh",1
"Japan","mt53u2kw4ck9uoed3y",1
"Japan","v9b9b7pvtekahtdon3",1
"Japan","vv7iq2a5vtk9w2rowi",1
"Japan","wv5bzqgjm7kbo11zsj",1
"Japan","zz3c85al6akc8ko2bs",1
