"Country","Cookie","Count"
"South Africa","05nh9abrutce1mhqje",1
"South Africa","06kqedwmla72f0plks",1
"South Africa","07tit4ynqw7kmkt25v",1
"South Africa","08wkotv5kfv3shw1uo",1
"South Africa","0gpqgv17dutwmnsb5w",1
"South Africa","0h91wb07filyn9mrc1",1
"South Africa","0hgahsw9l0v8ta7hy3",1
"South Africa","0lzo3wpg3u6rw3bhop",1
"South Africa","0wfjcklw1s7jtq517t",1
"South Africa","13e40o82k81sfqnuyx",1
"South Africa","15648z5c8amjmy8wzc",1
"South Africa","18r9ftsvbquu21x4mz",1
"South Africa","1yns7kdp3q80kia3be",1
"South Africa","1zqoy9yh4dyn5027a6",1
"South Africa","20220702",1
"South Africa","266bzjznan8u1hfccw",1
"South Africa","28q0vmdgdflrfnv1nn",1
"South Africa","2ka0ub9i9q0rv7n68u",1
"South Africa","2lnz2xt8r2gd96lis4",1
"South Africa","2u33jkppi2ibehchen",1
"South Africa","2vsa4zdk6fvx59i3b7",1
"South Africa","2vzjq3j8g44f5bin13",1
"South Africa","2x6vhamd4b9w4ldfaa",1
"South Africa","39y5ry6adiqz57glmi",1
"South Africa","3bje1yleb3dyd2fjrs",1
"South Africa","3eoccl1410ztzyj6pm",1
"South Africa","3ge244gbw6i7nnz8vy",1
"South Africa","3pgrp9i0yh4li15jd7",1
"South Africa","3xngo844mejbz8c1l7",1
"South Africa","41blqkj6134gib4r40",1
"South Africa","44zig745tnm0caupbq",1
"South Africa","4cynnzy8c7nxhg8xfg",1
"South Africa","4dmkr6p4u4vyplresw",1
"South Africa","4ehlfhb1wxfhp9cmpk",1
"South Africa","4f9fgayk1u8c4hq4hl",1
"South Africa","4gunisbpsimfwe9rev",1
"South Africa","4jpm5m0d77kb7torbb",1
"South Africa","4pi03vdes44h4ogcdc",1
"South Africa","4qd0ii6zvgomyge44u",1
"South Africa","4uol84v62zwjhbh2x5",1
"South Africa","4x7a2mbtsvsgezzh48",1
"South Africa","51lb8y81ixtkqj15i7",1
"South Africa","573c3mebbq9t2e66ee",1
"South Africa","57oo8zgnzn24rl3bir",1
"South Africa","5c96aljtnd7bnfhugf",1
"South Africa","5fxhewqb03cl857kce",1
"South Africa","5h8l28bvo4879vabma",1
"South Africa","5iar34hpg8qjdhjn8e",1
"South Africa","5nuzyj00f4of00t93y",1
"South Africa","5qlalftiy9jjgbgkvu",1
"South Africa","5t8wmlt3igz3ry08rg",1
"South Africa","5vg19st0zpgfxt3il8",1
"South Africa","61u22du2oh52evcv9b",1
"South Africa","6676pgth8tb89wtlix",1
"South Africa","6jt59xebycjhdbdn17",1
"South Africa","6lqwt1yeoogosngsya",1
"South Africa","6napsfzfodkb3tiqrb",1
"South Africa","6q85nn9hu2vlizocqd",1
"South Africa","6txechhx0oy19nqzs4",1
"South Africa","6umbwrycoxuruajxeu",1
"South Africa","6xbyqsubet4lza6xed",1
"South Africa","70pc8c833dkb83e82y",1
"South Africa","70riwxcv4p0la7xc52",1
"South Africa","77cbxk3xwq6vv3pd71",1
"South Africa","78xd328pstd1i9av07",1
"South Africa","7a686dcuypkb7r1vdw",1
"South Africa","7czxq3kon1o1jx8yi6",1
"South Africa","7e1hq0b6wscb3n4ath",1
"South Africa","7er0fvwwo6jacatiyi",1
"South Africa","7i01o9gt6jggiltv3h",1
"South Africa","7t5ie8ayb5ahx0cujw",1
"South Africa","8g81hlnt0pkb53sbgj",1
"South Africa","8jnc4asrfvumv58hq0",1
"South Africa","8tyzwv328er7flk2a7",1
"South Africa","8ygpw0zdp533w7mjbl",1
