"Country","Cookie","Count"
"Australia","key9iok0pmdoxj9hdb",3
"Australia","8d6wq0uzw5q53r7wjs",2
"Australia","cua5m6a6buvd2qkvej",2
"Australia","051tr7bwdwhbo8mlj4",1
"Australia","14ujxfjgixkb5qbbof",1
"Australia","2q8zibh9hflnes5875",1
"Australia","3rw3dg5grtmmvg5c23",1
"Australia","49zt479daa7lge6doq",1
"Australia","5yskwypk4oqivjkr61",1
"Australia","61lhpfa1tgsnelbe48",1
"Australia","7qkzd0r495kb49qqkf",1
"Australia","9ec5hfy6d0kb34lz1q",1
"Australia","9phzrnye4mxlaqywig",1
"Australia","bcu2s46wj94z32xyog",1
"Australia","cg5gu86gq741839nmb",1
"Australia","cg7o3v0trqltd8o38r",1
"Australia","cz93pqlzg1kb8hl5qk",1
"Australia","e2qapjrxrnfx86eeke",1
"Australia","fk8krb04irkb8kax3x",1
"Australia","frn784z2wf0xydhkwp",1
"Australia","g2u4qriithka6qwaas",1
"Australia","k545agoxpgj8zee0il",1
"Australia","l02099on9p9483lxwc",1
"Australia","m1b6uoosx5kb4mm8x8",1
"Australia","naj7vsnhmfka7x9uyn",1
"Australia","nfqkx3lc7hkb2p00a0",1
"Australia","nu89usx3a9fyocyl2f",1
"Australia","owg7ntd4zxw4l9c1hz",1
"Australia","ozumrehs4cst5fxd1l",1
"Australia","pubtjmjm576g4co0k7",1
"Australia","ry32pqrf56kb2w1mgz",1
"Australia","ryahipf781k9xp4z4c",1
"Australia","st8afu5g6wclonhg3n",1
"Australia","vubt6op46d3w48ctcg",1
"Australia","wvs2duvcsxyb9t2iei",1
"Australia","x6wrlnglbsudowrsi7",1
"Australia","xr9pd4btfkyarljlxk",1
"Australia","z8gf3w13jka9r9w3l",1
