"Country","Cookie","Count"
"Russia","uozirs82ypkb86698d",40
"Russia","mwy6julbgxkc0iwb5j",11
"Russia","d6z6l5bb737i2kc0jl",10
"Russia","my2tydk26bxg8lidv7",7
"Russia","kcq3ud7vsmol1v9aq1",5
"Russia","mspev38jijaubudjrg",4
"Russia","rx04d16y24kbgnq1l5",4
"Russia","b48e964prdius428q7",3
"Russia","oejqummenl3aykdssh",3
"Russia","013iy4a8ecft3zdwfx",1
"Russia","5ei3qvr4rxkb88nje1",1
"Russia","ctu0msxmz11oxhtpua",1
"Russia","ev1ix73h92kb84q7zk",1
"Russia","hta4b2450xkb86g17m",1
"Russia","nfqkx3lc7hkb2p00a0",1
"Russia","qo6fdosi9pkb3gn01l",1
"Russia","yk91q3x3efk9wid7eo",1
