"Country","Cookie","Count"
"Latvia","b9essadk9h7b1ggyvq",1
"Latvia","c876fbgcvfknjix5ye",1
"Latvia","fvib80jgaq5fabyxiw",1
"Latvia","mel9zygkbes9ueobud",1
