"Country","Cookie","Count"
"Ghana","6fuwrl1mm1kb386f85",1
"Ghana","cbzs2v0k8n0s6fv6c6",1
"Ghana","srlsq5j0g0bbmlfova",1
"Ghana","yamug3y0gydoftxfej",1
