"Country","Cookie","Count"
"Chile","2dvnyvkr2by6ew35tr",19
"Chile","rmzuxjf9wlkaymhwsk",4
"Chile","c7y9ojj9i4kan9byfn",3
"Chile","cd60uxpnzokcdljr72",3
"Chile","cxy00lfbikk9yg9gci",3
"Chile","25n76bozcfkc02dupc",2
"Chile","c3egfhucmykcvdc1ha",2
"Chile","cfyzvpsyczkan6y35j",2
"Chile","j4nseual5ek9yzkzrz",2
"Chile","k53sbuigoakbpsfcvj",2
"Chile","mwyg70tct5k9zmcn7e",2
"Chile","pfxqes9981kba236lk",2
"Chile","yt0r0hsbslk9ylrhmt",2
"Chile","1lq24acyt4k9ytc0zo",1
"Chile","2u3tt1jfonk9yjxzr9",1
"Chile","3ad5x412gxk9yj6s4w",1
"Chile","3btih1a6u6k9ylhgex",1
"Chile","3k8vmleltbkasgl8ge",1
"Chile","3pqs9sn0n6k9zql5e2",1
"Chile","40n6tjs9wcx7c7e38b",1
"Chile","6bsq3ggr1ok9yuz64z",1
"Chile","6d52blou28k9yrwx54",1
"Chile","6vez2c11ojk9vxx9q0",1
"Chile","7cj6a9x5tqk9yq45bw",1
"Chile","7vqtv82wotkcawx5jb",1
"Chile","865dcojac4k9z3zvwf",1
"Chile","8q4zhn5k20k9yvx91u",1
"Chile","8x2iv3n5mek9yqswzi",1
"Chile","9jk01ghjwfk9yn6owr",1
"Chile","9lw1fec60vk1f5b2cw",1
"Chile","9oyrg3wte0k9ylbgr5",1
"Chile","aq5qbd5bzqk9yny28b",1
"Chile","chmleyotxhk9ymzx1y",1
"Chile","crb1rjuzn6k9yzf86r",1
"Chile","crwbz55qo0k9yxzjx3",1
"Chile","d9r6bd4dwdk9yu0kmf",1
"Chile","datz7xe6r24tvnvmzu",1
"Chile","dguyxoyki9ka2pqxq2",1
"Chile","fg487vlyd8k9yhsvhj",1
"Chile","fjbceqo35pk9yyry2t",1
"Chile","ihgc6x8ac1kan9veix",1
"Chile","ihsc6wwlyzk9yxqqtk",1
"Chile","j1kdzbv0lek9vb570i",1
"Chile","j326ttst30kaq9ttgf",1
"Chile","kbr0ow8nxgkapcr03x",1
"Chile","knnbffhl8k9ym065r",1
"Chile","kwn7soqyo1k9z2uuww",1
"Chile","kze922molnm5a4dfda",1
"Chile","luxa90zny8k9ykqh8w",1
"Chile","mh4e60kquskaszgcv8",1
"Chile","mlo3srz0ghk9ykkel9",1
"Chile","mo7ialjm0dk9yuls1f",1
"Chile","n2b2qfhc2gkapbqnb2",1
"Chile","o56hh6zz2zkany78t6",1
"Chile","of2fb3xkz8k9yobjmv",1
"Chile","pfdhm95kf4k9yq5vxg",1
"Chile","pkuqn9izjckamk09y0",1
"Chile","poqrtlt349kamril2g",1
"Chile","pypb587askk9ykiusn",1
"Chile","qgs4e0jk3nkbiz62ms",1
"Chile","r53ecl44c4k9yiv0q8",1
"Chile","r691m7n8wrk9ys9jjf",1
"Chile","s732l75dfxk9zongqe",1
"Chile","sbb7ul0dwqk9yudht0",1
"Chile","sbjf4lz71zkb2q6wjh",1
"Chile","stg2kivmfwk9yug2qd",1
"Chile","tvuc3vjm5yk9vy35ii",1
"Chile","urde7mt5ivk9zknr7n",1
"Chile","vtijx0yexhk9w0dcav",1
"Chile","yyd1ad9fe5k9ymmg4r",1
