"Country","Cookie","Count"
"Mexico","6jwb6b9pu4kay4xz62",2
"Mexico","f9yny5qvx2kb4tdnwa",2
"Mexico","grkpkfc3h2s5gga3hb",2
"Mexico","nupodsretbkb2ofhaj",2
"Mexico","0b07e6j3q8kb84qmwo",1
"Mexico","1rpr6reqbtka7wxwly",1
"Mexico","2y0wj1121f8asjozvw",1
"Mexico","3dn6taf67xqzjq5z9v",1
"Mexico","3uoindkszkl862emf1",1
"Mexico","45uuvl5z9qkbgoqev2",1
"Mexico","53vqgo7ydhkay55f77",1
"Mexico","59qycw35comi9nx2kh",1
"Mexico","7l1h9tj5avkb86scgq",1
"Mexico","9u1m3bkncgkyvg0bnk",1
"Mexico","bnqcvsczlgaleyst06",1
"Mexico","bwmptznw2iz3aq6jyc",1
"Mexico","bx59yqa6ockb85fwjf",1
"Mexico","eamflfxlyrigaqprgr",1
"Mexico","eqnpgwmjydkbpzpipb",1
"Mexico","h67zrkcg49r41g1x44",1
"Mexico","juh69hh266kax8ss3j",1
"Mexico","n13xz5niceo5cc3jhk",1
"Mexico","nagy7u9xnvhawu6zik",1
"Mexico","nv098pv4x9kb2y1ar1",1
"Mexico","q4olpgokhwkb2osa60",1
"Mexico","r1xs5c8bocinjqubcb",1
"Mexico","um3uzd7w4fkc98w0bl",1
"Mexico","vcjxzv3qs5kc7wfg5h",1
"Mexico","x0ult2xv2rkb8mn6dm",1
"Mexico","yosbsuwskx5ozi8rtv",1
