ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BY,BLR,Belarus,2,2020-04-25,2020-04-24,100,3,23652.6113600107,1,7530.70639636553,74,100,0,0,1227419.27536687,100,7,89,4,21,77,2,9,89,2,45,53,2,34,62,4,15,81,4,15,81,4,9,87,4,3,92,5,6,90,4,10,85,5,29,68,3,29,71,0,16,13,71,4,95,1,0,4,96,0,4,0,96,40,58,2,66,32,2,17,77,6,57,41,2,4,91,5,21,74,5,55,44,1,32,16,3,4,45,19,81,0,33,16,24,0,19,8,0,40,20,22,18,0,2,6,30,17,45,0,1,9,30,17,43,0,24,59,12,5,0,2,18,30,50,0,24,76,0,0,0,0,100,0,0,0,0,0,0,65,28,7,0,14.8139897527289,22.3069742726189,8.4423305588585,9.82201928996031,2.27244034844085,1.44703231380075,0.03,0.0334344809563718,0.019270197099472,0.000243203256767962,0.01,0.0195013954179879,0.00613539851255362,0.000138145461343446,0.0104225352112676,0.00236227525403161
BY,BLR,Belarus,3,2020-04-25,2020-04-25,125,8,81609.4723704438,6,56968.6163392302,125,120,0,0,1652148.2804201,125,10,106,9,17,100,8,9,108,8,48,70,7,35,83,7,20,96,9,19,99,7,13,102,10,4,112,9,0,115,10,12,103,10,33,86,6,43,82,0,20,23,82,3,121,1,0,0,125,0,3,0,122,68,54,3,98,25,2,25,93,7,67,53,5,16,104,5,26,94,5,73,51,1,44,15,4,10,52,22,103,0,33,21,29,0,39,3,0,45,17,28,35,0,0,5,37,29,53,1,1,8,23,41,51,1,41,62,13,8,1,4,15,39,66,1,48,76,0,1,0,0,0,125,0,0,0,0,0,84,33,8,0,9.68755864139614,13.2643145192361,10.7340720221607,17.8817005371479,2.86827472785653,1.80824509763869,0.064,0.0429062931696376,0.0493959733140253,0.000330422169313688,0.048,0.037474183355525,0.0344815395896213,0.000278225668710741,0.0146713615023474,0.0025530190511536
BY,BLR,Belarus,2,2020-04-26,2020-04-25,100,3,44932.6253858721,1,17341.7265849003,77,98,1,0,1266812.55035608,100,9,87,4,20,77,3,8,90,2,36,61,3,36,61,3,22,75,3,22,76,2,6,90,4,4,93,3,4,92,4,13,84,3,29,69,2,25,75,0,12,12,76,5,95,0,1,2,97,0,4,1,95,37,62,1,65,32,3,13,82,5,53,44,3,3,93,4,19,78,3,54,45,1,34,12,6,2,46,18,82,0,34,19,18,0,21,8,0,33,25,21,21,0,3,3,26,23,45,0,2,3,20,27,48,0,33,54,7,6,0,1,20,26,53,0,25,75,0,0,0,0,100,0,0,0,0,0,0,60,29,11,0,14.0591715976331,15.002161883353,14.1776937618147,21.1467670296771,2.97065571790847,2.74844665385692,0.03,0.0334344809563718,0.0354690402879592,0.000322088128050076,0.01,0.0195013954179879,0.0136892601672014,0.000202343278366395,0.0110663983903421,0.00245806065838137
BY,BLR,Belarus,3,2020-04-26,2020-04-26,111,1,9361.35174397573,1,9361.35174397573,66,106,1,1,2011452.80864217,111,4,104,3,25,84,2,6,103,2,39,69,3,36,73,2,17,91,3,20,88,3,11,97,3,4,104,3,1,107,3,10,98,3,27,81,3,32,79,0,15,17,79,2,109,0,1,1,109,1,1,0,109,39,69,3,84,27,0,18,87,6,57,52,2,11,96,4,22,86,3,58,53,0,38,7,6,7,53,15,96,0,23,19,27,0,33,9,0,38,22,23,28,0,3,5,30,27,46,0,2,5,25,36,43,0,38,64,6,3,0,1,14,34,62,0,40,69,2,0,0,0,0,111,0,0,0,0,0,71,31,9,0,10.95593654863,13.1813912009599,9.74485596707819,8.84298053076227,2.56798353102637,1.71161558892959,0.00900900900900901,0.0175776157070447,0.00465402504287193,9.40577438727042e-05,0.00900900900900901,0.0175776157070447,0.00465402504287193,9.40577438727042e-05,0.008769598724422,0.00210641118186071
BY,BLR,Belarus,4,2020-04-26,2020-04-25,100,3,111966.749696851,2,89389.0841786295,91,95,2,0,2799654.33544009,100,6,86,8,20,75,5,6,86,8,28,65,7,30,65,5,12,79,9,16,75,9,6,86,8,1,90,9,1,91,8,6,85,9,16,77,7,34,65,1,13,21,66,5,94,1,2,1,97,0,5,0,95,56,43,1,76,24,0,22,72,6,48,50,2,5,89,6,29,67,4,54,46,0,37,7,3,6,47,23,77,0,35,16,23,0,22,4,0,31,19,19,31,0,1,5,26,21,47,0,1,8,17,19,55,0,31,56,7,5,1,2,12,27,59,0,38,62,0,0,0,0,0,0,100,0,0,0,0,59,34,7,0,18.758977305372,28.8528360329031,10.1111111111111,7.13758243483384,2.07248263888889,1.42981827240145,0.03,0.0334344809563718,0.039993062100379,0.000229522570339328,0.02,0.0274394957835608,0.0319286145604036,0.000205939480518828,0.0134914751667902,0.00275319678939582
BY,BLR,Belarus,2,2020-04-27,2020-04-26,100,5,95552.0285794081,2,53200.1201354201,67,99,1,0,1716956.93451978,100,8,89,3,20,77,3,4,93,3,42,56,2,31,67,2,19,79,2,22,77,1,8,89,3,3,95,2,2,95,3,14,84,2,32,67,1,21,79,0,7,13,80,2,97,1,1,1,98,0,1,1,98,29,69,2,74,25,1,21,76,3,58,40,2,2,96,2,18,81,1,58,42,0,43,10,3,2,42,13,87,0,33,20,18,0,25,4,0,26,30,26,18,0,2,5,22,26,44,1,2,6,15,38,38,1,30,57,8,4,1,0,10,34,56,0,33,67,0,0,0,0,100,0,0,0,0,0,0,65,27,7,1,10.1643598615917,12.5935411710008,16.5,21.4660073997055,2.90123456790123,2.79057946205927,0.05,0.042716424707947,0.0556519657880257,0.000342905684762754,0.02,0.0274394957835608,0.0309851220294584,0.000259185211428917,0.0095319391094039,0.00227149710093425
BY,BLR,Belarus,3,2020-04-27,2020-04-26,100,3,89810.7040491861,3,89810.7040491861,80,96,1,0,2183062.10765603,100,7,89,4,17,80,3,6,91,3,40,59,1,34,63,3,11,84,5,17,79,4,11,86,3,2,94,4,4,94,2,8,89,3,23,73,4,32,68,0,14,18,68,4,96,0,1,2,97,1,3,0,96,31,65,4,76,23,1,24,70,6,49,48,3,11,84,5,22,75,3,46,53,1,34,6,3,3,54,11,89,0,25,15,27,1,27,5,0,41,21,23,15,0,1,5,23,19,52,0,1,5,19,26,49,0,36,54,6,4,0,5,15,32,48,0,32,66,1,1,0,0,0,100,0,0,0,0,0,66,29,4,1,9.66911764705882,12.8438447860075,10.2040816326531,8.62386330182531,2.44454504300589,1.65713371981153,0.03,0.0334344809563718,0.0411397842206223,0.000263465467297602,0.03,0.0334344809563718,0.0411397842206223,0.000263465467297602,0.0117370892018779,0.00255681762348369
BY,BLR,Belarus,4,2020-04-27,2020-04-25,100,3,129222.279338153,3,129222.279338153,88,95,2,0,4209091.68313758,100,6,84,10,25,69,6,6,84,10,30,63,7,31,63,6,15,75,10,15,76,9,6,86,8,0,90,10,1,89,10,9,82,9,19,73,8,37,63,0,15,22,63,5,95,0,2,1,97,0,5,0,95,51,48,1,76,24,0,21,73,6,48,50,2,2,92,6,25,70,5,49,51,0,37,6,2,4,51,25,75,0,36,18,25,0,18,3,0,33,17,23,27,0,1,6,26,25,42,0,1,6,16,27,50,0,32,55,6,6,1,0,14,29,57,0,40,60,0,0,0,0,0,0,100,0,0,0,0,56,37,7,0,18.2622268470343,28.0836477419856,8.49609375,6.60457780321115,2.14493960849646,1.56778478579202,0.03,0.0334344809563718,0.0307007518643136,0.000164800051033847,0.03,0.0334344809563718,0.0307007518643136,0.000164800051033847,0.0130467012601927,0.00270804436240697
BY,BLR,Belarus,2,2020-04-28,2020-04-27,100,3,69510.1499713049,2,54749.1403282887,101,100,0,0,1948295.84688403,100,7,91,2,19,79,2,4,94,2,51,47,2,30,68,2,15,83,2,20,78,2,10,88,2,3,95,2,3,95,2,16,82,2,30,68,2,30,70,0,13,16,71,2,96,2,0,2,98,0,1,1,98,28,69,3,71,28,1,22,75,3,54,45,1,6,91,3,17,80,3,56,44,0,45,9,0,2,44,10,90,0,26,15,18,3,32,6,0,23,29,39,9,0,1,10,19,26,44,0,1,12,18,28,41,0,30,55,9,6,0,0,10,34,56,0,37,63,0,0,0,0,100,0,0,0,0,0,0,70,26,4,0,10.3068418522673,19.3991162939566,11.2222222222222,10.1891435475431,2.34271223282212,1.56448246845704,0.03,0.0334344809563718,0.0356774101235572,0.000260452463318711,0.02,0.0274394957835608,0.0281010404122406,0.000232055783629906,0.0142253521126761,0.00275447764212198
BY,BLR,Belarus,3,2020-04-28,2020-04-27,100,3,48574.2093063501,2,30627.7035556668,73,96,1,0,2024148.73621886,100,7,88,5,17,79,4,6,89,5,31,65,4,24,73,3,15,79,6,16,79,5,8,87,5,4,91,5,1,94,5,11,84,5,23,72,5,32,68,0,15,17,68,2,96,2,1,1,98,1,1,0,98,36,59,5,78,21,1,19,76,5,54,42,4,9,86,5,20,76,4,57,43,0,41,12,3,1,43,9,91,0,26,21,15,8,25,5,0,32,26,30,12,0,0,8,18,25,48,1,1,5,19,24,50,1,31,56,7,5,1,3,12,34,51,0,41,58,0,1,0,0,0,100,0,0,0,0,0,70,24,6,0,14.9089490114464,29.2159798966039,9.18367346938776,8.93140544591897,2.74885464389838,1.84994294318987,0.03,0.0334344809563718,0.0239973517939632,0.000210830790581471,0.02,0.0274394957835608,0.015131152670569,0.00016817137961638,0.0107100938967136,0.00244366533590845
