ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MZ,MOZ,Mozambique,2,2020-04-25,2020-04-23,100,1,134446.219865428,1,134446.219865428,28,99,3,0,9564572.48921556,100,3,93,4,11,85,4,1,96,3,12,85,3,10,88,2,13,84,3,7,92,1,6,90,4,6,90,4,1,95,4,12,84,4,30,67,3,13,87,0,6,7,87,8,91,1,3,2,95,0,6,2,92,35,59,6,61,35,4,19,75,6,53,45,2,11,84,5,44,54,2,40,60,0,25,9,2,4,60,17,83,0,44,24,12,0,10,8,2,34,23,26,17,0,1,3,11,20,61,4,1,6,8,21,61,3,67,15,7,8,3,57,15,20,7,1,49,25,14,11,1,0,100,0,0,0,0,0,0,69,17,12,2,12.7572016460905,32.0319503858165,19.4444444444444,17.1642883514812,2.19556360344047,2.14366270957144,0.01,0.0195013954179879,0.0140566888919522,7.46075534102327e-05,0.01,0.0195013954179879,0.0140566888919522,7.46075534102327e-05,0.00398349694124342,0.00147253908374592
MZ,MOZ,Mozambique,2,2020-04-26,2020-04-24,100,0,0,0,0,28,98,1,0,9644852.54069439,100,0,98,2,8,90,2,2,97,1,9,90,1,9,91,0,9,90,1,6,94,0,7,91,2,3,95,2,2,96,2,7,91,2,24,75,1,14,86,0,8,6,86,8,91,1,1,3,96,0,8,0,92,30,64,6,61,37,2,22,71,7,59,38,3,15,81,4,46,52,2,50,50,0,33,10,4,3,50,22,78,0,45,26,16,0,6,7,0,33,20,29,18,0,1,1,13,20,62,3,1,4,6,21,66,2,69,15,6,8,2,55,20,17,7,1,57,16,9,17,1,0,100,0,0,0,0,0,0,65,19,14,2,23.6875,51.040417305484,18.75,22.7871685495379,2.22951561792666,2.00437337894549,0,0,0,0,0,0,0,0,0.00402414486921529,0.0014875346383211
MZ,MOZ,Mozambique,1,2020-04-27,2020-04-23,100,2,263392.771327234,0,0,24,96,1,0,11981594.2474955,100,5,85,10,10,83,7,3,86,11,11,78,11,13,78,9,16,73,11,8,81,11,8,81,11,7,82,11,6,82,12,9,80,11,23,68,9,16,83,1,8,8,84,7,90,3,1,0,99,0,7,0,93,17,74,9,54,40,6,13,76,11,54,40,6,9,81,10,39,57,4,47,52,1,28,8,3,8,53,10,90,0,39,23,18,0,3,16,1,32,27,22,19,0,1,4,5,24,64,2,1,8,16,25,47,3,65,16,11,7,1,56,20,17,7,0,45,28,11,16,0,100,0,0,0,0,0,0,0,72,15,12,1,7.70512286547272,9.97415536195302,14.2011834319527,6.15877514634951,1.68628338614758,1.72604996783458,0.02,0.0274394957835608,0.0219831155926758,8.30249427673055e-05,0,0,0,0,0.00352112676056338,0.00140623589011873
MZ,MOZ,Mozambique,2,2020-04-27,2020-04-25,100,0,0,0,0,29,98,0,0,8270784.05402095,100,1,99,0,10,90,0,3,97,0,9,91,0,14,86,0,8,92,0,3,97,0,4,96,0,2,98,0,2,98,0,8,92,0,25,75,0,15,85,0,9,6,85,6,94,0,0,3,97,0,6,0,94,33,63,4,56,42,2,20,74,6,53,44,3,13,84,3,42,57,1,50,49,1,36,8,4,2,50,22,78,0,45,29,14,0,3,9,0,29,23,36,11,1,1,4,8,32,55,0,1,2,7,30,60,0,77,12,6,5,0,63,16,13,8,0,55,19,6,20,0,0,100,0,0,0,0,0,0,66,21,13,0,9.50520833333333,15.6488072175345,16.5680473372781,19.8232211585834,2.30873698506111,2.15966714969467,0,0,0,0,0,0,0,0,0.00416786432883012,0.00151375549972865
MZ,MOZ,Mozambique,3,2020-04-27,2020-04-23,100,0,0,0,0,17,100,0,0,9232903.809432,100,1,96,3,7,90,3,2,95,3,13,84,3,9,88,3,10,87,3,5,92,3,6,91,3,2,95,3,2,95,3,8,90,2,20,78,2,12,88,0,7,5,88,7,93,0,0,0,100,0,6,1,93,49,48,3,66,33,1,23,74,3,48,49,3,9,88,3,39,59,2,44,54,2,23,14,3,4,56,16,84,0,50,19,20,0,5,6,0,40,16,26,18,0,1,1,13,22,61,2,2,4,8,22,62,2,65,18,7,8,2,35,16,23,24,2,56,22,14,8,0,0,0,100,0,0,0,0,0,65,19,16,0,9.625,14.8340175584053,11.8055555555556,6.60801217582299,2.24610554280884,2.02569128640948,0,0,0,0,0,0,0,0,0.0023943661971831,0.00113682508874931
MZ,MOZ,Mozambique,1,2020-04-28,2020-04-24,100,3,453190.41559936,1,189797.644272126,25,97,1,0,12579386.7391279,100,5,85,10,12,81,7,4,85,11,12,76,12,14,77,9,12,77,11,9,80,11,6,83,11,6,82,12,7,81,12,9,79,12,22,68,10,16,83,1,9,7,84,7,90,3,1,0,99,0,7,0,93,22,68,10,53,39,8,16,71,13,59,35,6,11,80,9,40,57,3,52,47,1,32,9,3,8,48,9,91,0,37,27,16,0,6,14,0,31,24,23,22,0,1,4,8,25,61,1,0,9,14,24,51,2,72,13,8,7,0,61,17,14,8,0,49,25,10,16,0,100,0,0,0,0,0,0,0,72,16,11,1,8.07291666666667,10.2208997773035,12.7551020408163,5.72702661240909,1.61772853185596,1.75609825871458,0.03,0.0334344809563718,0.0360264315739432,0.000102982052425606,0.01,0.0195013954179879,0.0150879886442926,6.73647570123043e-05,0.00363002758820967,0.00142035965490716
MZ,MOZ,Mozambique,2,2020-04-28,2020-04-26,100,1,83028.7512294605,0,0,45,97,2,0,8515070.73577361,100,3,96,1,12,87,1,4,95,1,15,84,1,15,84,1,15,84,1,5,94,1,7,92,1,4,95,1,1,98,1,14,86,0,28,71,1,19,81,0,10,9,81,8,92,0,2,3,95,0,8,0,92,35,62,3,55,42,3,19,77,4,55,43,2,14,83,3,39,59,2,51,48,1,35,8,3,5,49,22,78,0,44,31,12,3,2,8,0,24,24,39,12,1,2,11,9,28,50,0,3,7,8,29,53,0,77,12,5,6,0,64,15,13,8,0,60,20,6,13,1,0,100,0,0,0,0,0,0,62,23,13,2,7.27023319615912,9.80470222441935,17.578125,16.4915935024485,2.22951561792666,2.23950563058415,0.01,0.0195013954179879,0.00975079994117245,6.60003645165613e-05,0,0,0,0,0.00653404965877741,0.00190283336699792
MZ,MOZ,Mozambique,3,2020-04-28,2020-04-24,100,0,0,0,0,17,98,0,0,9699016.569816,100,1,96,3,8,89,3,2,95,3,13,84,3,7,90,3,10,87,3,5,92,3,6,91,3,2,95,3,2,95,3,7,91,2,18,80,2,14,86,0,7,7,86,7,93,0,0,0,100,0,6,1,93,44,53,3,68,31,1,25,72,3,45,52,3,9,88,3,40,58,2,42,57,1,22,12,4,4,58,17,83,0,47,20,19,0,5,9,0,39,18,28,15,0,1,1,9,24,63,2,2,2,8,21,65,2,66,17,7,8,2,36,16,23,23,2,56,23,12,8,1,0,0,100,0,0,0,0,0,65,18,16,1,10.803324099723,15.8815413664534,11.8055555555556,6.60801217582299,2.24610554280884,2.07153844510011,0,0,0,0,0,0,0,0,0.00244323081345214,0.00115999719028953
MZ,MOZ,Mozambique,1,2020-04-29,2020-04-25,100,2,343969.365473253,1,189797.644272126,18,97,1,0,12799489.5343473,100,3,89,8,8,86,6,2,89,9,12,78,10,11,80,9,11,80,9,5,86,9,6,84,10,5,85,10,5,85,10,7,83,10,25,68,7,12,87,1,7,5,88,8,91,1,1,2,97,0,8,0,92,20,71,9,47,44,9,13,74,13,55,37,8,8,81,11,37,59,4,52,47,1,34,7,4,7,48,6,94,0,39,22,15,1,7,16,0,32,24,24,20,0,1,3,8,22,63,3,0,6,11,27,51,5,67,13,12,6,2,61,17,12,10,0,53,27,8,12,0,100,0,0,0,0,0,0,0,68,17,13,2,7.19782707107288,10.2381083148858,18,7.88810637746616,1.76550475328203,1.8886144587489,0.02,0.0274394957835608,0.0268736784033625,8.85931072185743e-05,0.01,0.0195013954179879,0.0148285323225435,6.62150578807494e-05,0.00261361986351096,0.00120582970221729
MZ,MOZ,Mozambique,2,2020-04-29,2020-04-27,100,1,83028.7512294605,0,0,34,99,3,0,10678087.4867973,100,2,96,2,11,87,2,2,96,2,20,78,2,12,86,2,14,85,1,4,94,2,6,92,2,4,94,2,0,98,2,14,86,0,28,70,2,18,82,0,11,7,82,8,91,1,3,1,96,1,7,0,92,41,57,2,61,38,1,22,75,3,57,41,2,12,85,3,39,59,2,49,50,1,28,11,3,7,51,20,80,0,45,33,10,4,2,6,0,30,24,33,13,0,2,8,6,28,55,1,3,8,7,27,54,1,68,13,6,12,1,59,13,18,10,0,62,30,1,6,1,0,100,0,0,0,0,0,0,60,27,10,3,6.57851239669422,8.73716407122228,11.4186851211073,10.7001011045441,2.20688094160253,2.86493517273264,0.01,0.0195013954179879,0.00777562005669273,5.268340257439e-05,0,0,0,0,0.00483710342865272,0.0016219635641611
