ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
QA,QAT,Qatar,2,2020-04-25,2020-04-23,100,1,11352.7373252751,0,0,122,98,0,0,919897.639562834,100,2,97,1,7,92,1,2,97,1,13,86,1,13,87,0,14,85,1,13,87,0,4,95,1,0,99,1,0,99,1,6,93,1,20,80,0,14,86,0,5,9,86,12,87,1,0,3,97,0,11,1,88,49,51,0,64,35,1,16,82,2,27,72,1,3,96,1,7,92,1,25,75,0,17,3,4,1,75,11,89,0,34,30,17,0,8,11,0,57,17,12,14,0,1,1,23,25,49,1,1,10,20,21,47,1,28,39,18,14,1,7,14,30,49,0,74,23,0,3,0,0,100,0,0,0,0,0,0,67,24,9,0,12.9799891833423,19.6234909596914,84.0277777777778,236.222864224638,2.58035310095066,2.03701540020755,0.01,0.0195013954179879,0.0123413049854876,0.000225612068336398,0,0,0,0,0.0175337740730095,0.00308391498157254
QA,QAT,Qatar,2,2020-04-26,2020-04-24,100,0,0,0,0,20,97,1,0,1020561.17894494,100,0,99,1,6,93,1,1,98,1,16,83,1,16,84,0,14,85,1,10,90,0,2,97,1,1,97,2,1,98,1,4,95,1,26,74,0,14,86,0,7,7,86,15,84,1,1,2,97,0,13,2,85,51,49,0,63,36,1,20,78,2,30,70,0,5,94,1,6,93,1,31,69,0,20,4,5,2,69,14,86,0,40,31,10,0,9,10,0,56,14,14,16,0,2,1,24,31,41,1,1,13,21,23,40,2,27,42,18,11,2,6,11,34,48,1,75,20,2,3,0,0,100,0,0,0,0,0,0,72,20,8,0,8.5538752362949,15.154474308241,15.702479338843,13.5396015975355,3.15643426985779,2.37178018503148,0,0,0,0,0,0,0,0,0.00290402207056774,0.00127087105391151
QA,QAT,Qatar,2,2020-04-27,2020-04-25,100,0,0,0,0,47,97,1,0,1113197.60570421,100,1,99,0,9,90,1,1,99,0,17,83,0,18,82,0,16,84,0,9,91,0,4,96,0,2,97,1,1,99,0,3,97,0,24,76,0,13,87,0,10,3,87,10,90,0,1,2,97,0,8,2,90,50,50,0,57,43,0,18,81,1,34,66,0,6,94,0,9,91,0,30,70,0,20,3,3,4,70,13,87,0,49,25,9,0,7,10,0,55,15,16,14,0,1,1,19,32,46,1,1,9,21,23,44,2,26,42,16,14,2,6,12,33,48,1,74,19,2,5,0,0,100,0,0,0,0,0,0,76,16,8,0,8.203125,15.8801929412603,47,53.1350480693613,3.61570247933884,2.87554876694379,0,0,0,0,0,0,0,0,0.00682445186583418,0.00194437463250846
QA,QAT,Qatar,3,2020-04-27,2020-04-24,100,1,8541.90753066034,1,8541.90753066034,15,99,0,0,1057940.97294939,100,2,96,2,7,91,2,2,96,2,14,84,2,11,88,1,11,87,2,3,95,2,6,92,2,0,98,2,1,97,2,5,94,1,18,81,1,10,90,0,4,6,90,4,95,1,0,0,100,0,4,0,96,46,52,2,53,45,2,19,76,5,24,72,4,2,94,4,2,93,5,27,73,0,23,2,1,1,73,14,86,0,43,27,15,0,3,12,0,61,12,13,14,0,0,5,13,23,58,1,2,8,15,25,49,1,34,36,19,10,1,11,8,31,50,0,67,24,5,4,0,0,0,100,0,0,0,0,0,84,11,5,0,9.67901234567901,15.7858533576808,18.5185185185185,9.62250448649376,3.77854671280277,2.98893503820595,0.01,0.0195013954179879,0.00807408707013846,0.00017053114363333,0.01,0.0195013954179879,0.00807408707013846,0.00017053114363333,0.00213401621852326,0.0010787884457632
QA,QAT,Qatar,2,2020-04-28,2020-04-26,100,1,18655.8307293439,0,0,169,99,0,0,1623461.27587529,100,2,97,1,11,88,1,2,97,1,16,83,1,22,78,0,16,83,1,8,92,0,4,95,1,3,95,2,3,96,1,3,96,1,21,78,1,17,83,0,12,5,83,5,95,0,0,1,99,0,4,1,95,55,45,0,52,48,0,20,77,3,28,71,1,4,95,1,10,89,1,30,70,0,22,3,2,3,70,14,86,0,52,26,8,2,5,7,0,56,21,14,9,0,1,1,14,32,51,1,2,5,18,21,52,2,20,39,21,18,2,5,18,23,53,1,79,17,1,3,0,0,100,0,0,0,0,0,0,72,17,10,1,9.34256055363322,15.2012678567029,66.015625,151.553908691209,3.27160493827161,3.1265938584234,0.01,0.0195013954179879,0.0114913924998215,0.000163947078119153,0,0,0,0,0.0240432493953621,0.0035810730992064
QA,QAT,Qatar,3,2020-04-28,2020-04-24,100,1,8541.90753066034,1,8541.90753066034,14,99,1,0,1188975.78382981,100,2,96,2,5,93,2,2,96,2,16,82,2,10,89,1,14,84,2,5,93,2,6,92,2,0,98,2,0,98,2,5,94,1,19,80,1,10,90,0,4,5,91,8,91,1,1,1,98,0,8,0,92,44,54,2,45,53,2,14,82,4,24,72,4,1,95,4,3,92,5,25,75,0,21,2,1,1,75,14,86,0,43,30,13,0,3,11,0,64,13,10,13,0,0,4,15,22,59,0,2,7,16,27,48,0,34,33,21,12,0,10,7,33,50,0,65,29,4,2,0,0,0,100,0,0,0,0,0,80,13,7,0,12.1961805555556,31.3782521393987,17.283950617284,8.07203508063088,3.56718192627824,2.62948716550193,0.01,0.0195013954179879,0.00718425694352329,0.000151805267743087,0.01,0.0195013954179879,0.00718425694352329,0.000151805267743087,0.00199174847062171,0.00104228294537026
QA,QAT,Qatar,2,2020-04-29,2020-04-27,100,1,18655.8307293439,0,0,162,98,2,0,1852471.03737859,100,1,97,2,13,87,0,2,96,2,18,80,2,22,78,0,22,77,1,12,87,1,2,96,2,1,97,2,4,95,1,5,93,2,24,75,1,19,81,0,11,8,81,9,88,3,2,1,97,1,7,1,91,55,45,0,61,39,0,18,79,3,25,73,2,4,94,2,13,85,2,28,72,0,20,8,0,0,72,16,84,0,52,32,4,5,0,7,0,57,15,14,14,0,2,4,16,23,53,2,3,7,18,22,48,2,19,33,27,19,2,8,18,18,55,1,77,23,0,0,0,0,100,0,0,0,0,0,0,69,17,12,2,9.44906124961527,13.1902458849818,56.0553633217993,139.962885080586,2.92520775623269,2.73881807972414,0.01,0.0195013954179879,0.0100707813255442,0.000143782500519658,0,0,0,0,0.0232825524576028,0.00354328141884734
QA,QAT,Qatar,3,2020-04-29,2020-04-25,100,1,8541.90753066034,1,8541.90753066034,14,99,2,0,1251375.71831314,100,2,96,2,6,92,2,2,96,2,19,79,2,10,89,1,13,85,2,4,94,2,5,93,2,0,98,2,1,97,2,6,93,1,21,78,1,10,90,0,5,4,91,9,91,0,2,1,97,0,9,0,91,45,53,2,44,54,2,14,82,4,24,72,4,0,96,4,2,93,5,26,74,0,22,2,1,1,74,15,85,0,45,25,12,0,3,15,0,60,16,16,8,0,1,3,14,22,60,0,3,4,14,29,50,0,28,34,27,11,0,9,6,31,54,0,68,27,2,3,0,0,0,100,0,0,0,0,0,76,16,8,0,15.234375,35.7272992295718,17.283950617284,8.07203508063088,3.54308390022676,2.49973491529737,0.01,0.0195013954179879,0.00682601348712028,0.000144261508158138,0.01,0.0195013954179879,0.00682601348712028,0.000144261508158138,0.00199174847062171,0.00104228294537026
QA,QAT,Qatar,2,2020-04-30,2020-04-28,100,1,2385.5264807871,0,0,44,98,3,0,1424758.27590848,100,2,96,2,13,87,0,2,96,2,18,80,2,20,80,0,18,81,1,15,84,1,3,95,2,3,95,2,4,95,1,7,91,2,25,74,1,15,85,0,9,6,85,12,85,3,3,0,97,2,9,1,88,53,47,0,60,40,0,16,81,3,27,71,2,6,92,2,13,85,2,30,70,0,19,10,0,1,70,18,82,0,54,25,5,4,0,12,0,55,12,15,18,0,3,6,16,17,57,1,1,8,15,31,44,1,24,33,26,16,1,10,18,19,52,1,72,28,0,0,0,0,100,0,0,0,0,0,0,68,18,12,2,11.0650510204082,24.4712632073992,26.0355029585799,40.5264251992766,3.09862411839519,2.60916848681202,0.01,0.0195013954179879,0.00167433769020643,6.713285871333e-05,0,0,0,0,0.0063236562230526,0.00186256947102128
QA,QAT,Qatar,3,2020-04-30,2020-04-26,100,1,8541.90753066034,1,8541.90753066034,15,99,2,0,1277133.05200747,100,1,98,1,7,92,1,2,97,1,16,83,1,7,92,1,12,87,1,6,93,1,5,94,1,0,99,1,1,98,1,3,96,1,21,79,0,12,88,0,4,7,89,7,93,0,2,1,97,0,7,0,93,45,53,2,47,52,1,10,87,3,23,74,3,1,96,3,2,94,4,27,73,0,21,4,1,1,73,17,83,0,49,27,8,1,0,15,0,56,22,12,10,0,1,3,12,22,62,0,2,5,17,27,49,0,32,36,22,10,0,8,6,34,52,0,74,22,2,2,0,0,0,100,0,0,0,0,0,80,13,7,0,18.853305785124,41.1946211980195,12.396694214876,4.58659071917739,3.3802055164954,2.32987228618598,0.01,0.0195013954179879,0.00668834583619433,0.000141361825484083,0.01,0.0195013954179879,0.00668834583619433,0.000141361825484083,0.00213401621852326,0.0010787884457632
