ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MR,MRT,Mauritania,2,2020-05-10,2020-04-24,100,1,9295.2238252235,1,9295.2238252235,10,99,1,0,2670137.13386946,100,2,94,4,8,89,3,0,96,4,20,77,3,10,87,3,9,87,4,4,92,4,4,92,4,4,92,4,1,95,4,6,90,4,15,81,4,8,92,0,5,3,92,1,98,1,1,0,99,0,1,0,99,47,47,6,61,36,3,15,79,6,59,34,7,12,82,6,34,62,4,66,34,0,37,16,9,4,34,19,81,0,10,8,15,13,38,15,1,39,15,24,22,0,0,1,6,17,75,1,0,2,5,16,75,2,16,24,25,34,1,8,19,17,55,1,86,11,0,2,1,0,100,0,0,0,0,0,0,88,7,5,0,20.5678670360111,46.2563276617662,20.4081632653061,11.2399398924206,5.69979471078372,5.93115310391733,0.01,0.0195013954179879,0.00348117844110621,7.06459392051896e-05,0.01,0.0195013954179879,0.00348117844110621,7.06459392051896e-05,0.00142267747901551,0.00088114097477148
MR,MRT,Mauritania,2,2020-05-11,2020-04-28,100,1,9295.2238252235,1,9295.2238252235,5,99,1,0,2446210.71619987,100,2,94,4,8,89,3,0,96,4,23,74,3,6,91,3,8,88,4,4,92,4,4,92,4,4,92,4,1,95,4,5,91,4,12,84,4,6,94,0,3,3,94,1,99,0,1,0,99,0,1,0,99,46,47,7,62,36,2,13,80,7,57,36,7,9,84,7,31,64,5,66,34,0,38,14,10,4,34,17,83,0,10,9,14,15,36,15,1,43,16,22,19,0,0,1,4,17,77,1,0,0,6,15,77,2,18,23,24,34,1,10,17,17,55,1,88,10,0,2,0,0,100,0,0,0,0,0,0,87,6,7,0,20.4293628808864,46.250577274538,20,0,5.63563327032136,5.82326179760552,0.01,0.0195013954179879,0.00379984592646353,7.71005462271881e-05,0.01,0.0195013954179879,0.00379984592646353,7.71005462271881e-05,0.000711338739507754,0.000623282638282056
MR,MRT,Mauritania,2,2020-05-12,2020-04-29,100,1,9295.2238252235,1,9295.2238252235,4,98,1,0,2547279.98784006,100,1,93,6,7,88,5,0,94,6,22,74,4,6,89,5,8,87,5,5,89,6,5,90,5,4,90,6,0,94,6,5,89,6,14,80,6,6,94,0,4,2,94,1,99,0,1,0,99,0,1,0,99,42,49,9,64,34,2,13,78,9,62,32,6,13,78,9,32,62,6,66,34,0,36,17,8,5,34,18,82,0,10,8,14,15,38,14,1,41,17,22,20,0,0,1,4,19,75,1,0,0,7,20,71,2,18,25,25,31,1,10,15,17,57,1,89,9,0,2,0,0,100,0,0,0,0,0,0,88,6,6,0,17.5,41.552407440515,25,0,5.51748582230624,5.57332655357176,0.01,0.0195013954179879,0.00364907818127417,7.40470049272629e-05,0.01,0.0195013954179879,0.00364907818127417,7.40470049272629e-05,0.000574877838459327,0.000563207971721789
MR,MRT,Mauritania,2,2020-05-13,2020-04-30,100,1,9295.2238252235,1,9295.2238252235,4,98,1,0,2590078.04165375,100,1,93,6,8,87,5,0,94,6,21,75,4,7,88,5,8,87,5,5,89,6,5,90,5,4,90,6,0,94,6,5,89,6,14,80,6,6,94,0,4,2,94,1,99,0,1,0,99,0,1,0,99,43,48,9,64,34,2,13,78,9,60,34,6,11,80,9,31,63,6,67,33,0,38,16,8,5,33,18,82,0,8,9,12,16,41,13,1,43,15,22,20,0,0,1,3,17,78,1,0,0,7,19,72,2,16,25,28,30,1,8,14,18,59,1,90,8,0,2,0,0,100,0,0,0,0,0,0,89,6,5,0,18.2034503271862,41.009341374919,25,0,5.51748582230624,5.48645690818513,0.01,0.0195013954179879,0.00358878137096154,7.28256670506124e-05,0.01,0.0195013954179879,0.00358878137096154,7.28256670506124e-05,0.000574877838459327,0.000563207971721789
MR,MRT,Mauritania,2,2020-05-14,2020-05-03,100,2,20766.4772980651,2,20766.4772980651,4,98,1,0,2229806.16510208,100,2,92,6,8,87,5,1,93,6,22,74,4,12,84,4,10,85,5,7,87,6,6,89,5,6,88,6,1,93,6,6,88,6,17,77,6,6,94,0,4,2,94,1,99,0,1,0,99,0,1,0,99,41,51,8,60,36,4,16,75,9,59,36,5,9,81,10,32,63,5,66,34,0,38,16,8,4,34,16,84,0,8,10,10,14,43,14,1,39,18,20,23,0,0,1,8,16,74,1,0,2,11,17,69,1,21,29,23,26,1,16,14,17,52,1,88,11,0,1,0,0,100,0,0,0,0,0,0,89,5,6,0,17.3381620642825,34.4334024620044,25,0,5.34178361249434,4.97998721609849,0.02,0.0274394957835608,0.00931313116945949,0.000126075470701114,0.02,0.0274394957835608,0.00931313116945949,0.000126075470701114,0.000574877838459327,0.000563207971721789
MR,MRT,Mauritania,3,2020-05-14,2020-04-24,100,1,24316.8299389178,1,24316.8299389178,20,98,0,0,2522261.10025945,100,4,90,6,3,90,7,0,93,7,22,72,6,8,85,7,11,83,6,1,93,6,5,88,7,4,89,7,1,92,7,3,90,7,16,78,6,11,89,0,4,7,89,0,99,1,0,0,100,0,0,0,100,48,49,3,70,27,3,14,79,7,54,43,3,13,83,4,20,79,1,56,43,1,27,12,10,7,44,13,87,0,11,12,8,10,42,17,0,40,19,20,20,1,1,1,5,19,70,4,1,0,11,9,76,3,14,25,24,35,2,12,9,21,56,2,87,11,0,2,0,0,0,100,0,0,0,0,0,87,9,3,1,17.1712802768166,32.6287076224105,20.9876543209877,27.467401804058,4.53820809862897,4.83699054436433,0.01,0.0195013954179879,0.00964088528995532,0.000120589051512925,0.01,0.0195013954179879,0.00964088528995532,0.000120589051512925,0.00287438919229664,0.00125792167371867
MR,MRT,Mauritania,2,2020-05-15,2020-05-05,100,1,11471.2534728416,1,11471.2534728416,49,99,1,0,2113772.60433702,100,1,88,11,5,85,10,1,88,11,21,71,8,14,79,7,11,81,8,7,82,11,4,86,10,4,85,11,2,87,11,9,81,10,16,73,11,10,90,0,5,5,90,1,99,0,1,0,99,0,1,0,99,39,52,9,59,36,5,16,73,11,59,34,7,10,78,12,30,63,7,67,33,0,36,20,7,4,33,17,83,0,9,10,11,13,41,14,2,40,17,19,24,0,0,0,7,17,75,1,0,3,9,16,71,1,23,30,23,23,1,17,17,19,46,1,90,10,0,0,0,0,100,0,0,0,0,0,0,91,4,5,0,12.9876543209877,23.7360889878463,59.2592592592593,144.55124256953,5.27387958352196,4.82594454365679,0.01,0.0195013954179879,0.00542690990000768,9.90406806727876e-05,0.01,0.0195013954179879,0.00542690990000768,9.90406806727876e-05,0.00697111964717599,0.00194506234976437
MR,MRT,Mauritania,3,2020-05-15,2020-04-27,100,2,34975.1925904277,1,24316.8299389178,19,98,0,0,2512429.89825486,100,5,88,7,4,89,7,1,91,8,24,69,7,8,84,8,13,80,7,1,92,7,5,87,8,5,87,8,1,91,8,3,89,8,16,77,7,10,90,0,3,7,90,0,99,1,0,0,100,0,0,0,100,50,47,3,69,28,3,14,79,7,52,44,4,13,82,5,20,78,2,54,45,1,28,10,9,7,46,14,86,0,11,14,8,10,39,18,0,43,17,20,19,1,1,2,6,20,67,4,1,1,10,8,77,3,13,27,24,34,2,12,8,23,55,2,86,12,0,2,0,0,0,100,0,0,0,0,0,89,7,3,1,15.9626038781163,28.7041558486731,25,32.7326835353989,4.64448931873738,4.86315850870855,0.02,0.0274394957835608,0.0139208630715315,0.000144873876336621,0.01,0.0195013954179879,0.00967861031896186,0.000121058613769603,0.00273066973268181,0.0012261587414427
MR,MRT,Mauritania,2,2020-05-16,2020-05-07,100,1,11471.2534728416,1,11471.2534728416,47,99,1,0,1902982.17462948,100,1,88,11,5,84,11,2,87,11,23,69,8,17,76,7,14,78,8,8,81,11,4,86,10,3,86,11,3,86,11,9,81,10,16,73,11,8,92,0,3,5,92,1,98,1,1,0,99,0,1,0,99,38,54,8,65,29,6,17,73,10,58,37,5,13,77,10,29,63,8,67,33,0,40,17,7,3,33,17,83,0,11,11,10,12,41,14,1,42,17,18,23,0,0,0,8,16,76,0,0,3,11,16,70,0,23,33,19,25,0,18,15,23,44,0,89,10,0,1,0,0,100,0,0,0,0,0,0,92,3,5,0,12.0225694444444,21.5747486938029,93.8775510204082,210.741667770044,4.93144861303008,4.41724508636558,0.01,0.0195013954179879,0.00602804042296145,0.000109978014626954,0.01,0.0195013954179879,0.00602804042296145,0.000109978014626954,0.00668658415137288,0.00190522656019761
MR,MRT,Mauritania,3,2020-05-16,2020-04-27,100,2,34975.1925904277,1,24316.8299389178,19,98,0,0,2482524.22528486,100,5,87,8,4,88,8,1,90,9,24,68,8,9,82,9,13,79,8,2,90,8,5,86,9,5,86,9,2,90,8,3,88,9,16,76,8,10,90,0,3,7,90,0,99,1,0,0,100,0,0,0,100,50,46,4,69,27,4,14,78,8,52,44,4,13,81,6,20,77,3,54,45,1,28,10,9,7,46,14,86,0,11,13,10,10,39,17,0,42,18,20,19,1,1,2,6,20,67,4,1,1,10,8,77,3,12,29,24,33,2,11,8,22,57,2,87,12,0,1,0,0,0,100,0,0,0,0,0,89,7,3,1,14.78125,26.6203837637771,25,32.7326835353989,4.58142440649729,4.81129250565128,0.02,0.0274394957835608,0.0140885604394916,0.000146606628366838,0.01,0.0195013954179879,0.00979520348331246,0.000122509731338297,0.00273066973268181,0.0012261587414427
