ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
MM,MMR,Myanmar,Ayeyarwady,2020-05-08,2020-05-01,101,25,8,0.0099009900990099,0.0193092777830645,0.00447713252855687,5.32406871762674e-05,0,0,0,0,0.0079126444057604,0.00218453845977741,0.00357266247290192,0.00696351903270714,0.00233493752738914,2.41929312269926e-05,1.49571154464291e-06,2.91778562669796e-06,1.74834818845409e-06,1.50260407735534e-08,0.00579175308235765,0.0016945122820064,,,,,
MM,MMR,Myanmar,Ayeyarwady,2020-05-09,2020-05-03,109,16,7,0.0091743119266055,0.0178986477811282,0.00503819565990861,5.98957925276133e-05,0,0,0,0,0.00429948109710897,0.00156145510784705,0.00351579436401453,0.00684783320465327,0.00243883334347384,2.45793309685652e-05,3.04807239956015e-06,5.94594912743582e-06,3.5642929219364e-06,3.06321543201588e-08,0.00600654086975561,0.00172455377131292,,,,,
MM,MMR,Myanmar,Ayeyarwady,2020-05-10,2020-05-06,100,23,5,0,0,0,0,0,0,0,0,0.000782472613458529,0.000685586499237833,0.00350876489229798,0.00682626181877605,0.00259045140422729,2.53731062370109e-05,5.64874693048112e-06,1.10191958325921e-05,6.56874262916817e-06,5.64547263069988e-08,0.0062567549214403,0.0017597302149647,,,,,
MM,MMR,Myanmar,Ayeyarwady,2020-05-11,2020-05-07,111,18,5,0,0,0,0,0,0,0,0,0.00306791242504532,0.00128000744658584,0.00355772235709671,0.00690926871837229,0.00279448474043704,2.66135371754535e-05,1.00243227234726e-05,1.95547032582355e-05,1.15827266447691e-05,9.95497190947592e-08,0.0065432910618328,0.00179996237261676,,,,,
MM,MMR,Myanmar,Ayeyarwady,2020-05-12,2020-05-07,127,16,6,0,0,0,0,0,0,0,0,0.00288912964969303,0.00115420041694425,0.00366789650989223,0.00710433667240563,0.00305469027726675,2.83264755479509e-05,1.69351565531384e-05,3.30357460324342e-05,1.95466097052708e-05,1.67996960973217e-07,0.00686640736587557,0.00184504167051081,,,,,
MM,MMR,Myanmar,Ayeyarwady,2020-05-13,2020-05-08,116,18,6,0,0,0,0,0,0,0,0,0.00643863179074447,0.00181559262665136,0.00384331084749962,0.00741506851861858,0.00337364755582486,3.0521125268335e-05,2.81222908499069e-05,5.48585542962911e-05,3.24210987235656e-05,2.78649757041703e-07,0.0072247807255634,0.00189450650838329,,,,,
MM,MMR,Myanmar,Ayeyarwady,2020-05-14,2020-05-09,107,16,6,0,0,0,0,0,0,0,0,0.00968309859154929,0.00232475704546236,0.00408635553742237,0.00784045861637705,0.00375235340040428,3.31862705130529e-05,4.5826465318299e-05,8.93940954757237e-05,5.27661194841936e-05,4.53510418241297e-07,0.0076151402912097,0.00194764476081277,8.56155107534076e-05,0.000236235978835857,7.38845896227601e-06,8.50296188262324e-06,0.000303897868142008
MM,MMR,Myanmar,Ayeyarwady,2020-05-15,2020-05-10,106,15,6,0,0,0,0,0,0,0,0,0.0102040816326531,0.00236137885624982,0.00439768444337383,0.00837413783621092,0.00419042161833044,3.62889541540147e-05,7.31580912635022e-05,0.000142709770049174,8.41256733362442e-05,7.23039567762008e-07,0.00803143206891576,0.00200340571532465,0.000146981679893217,0.000291931379142766,1.16850031439903e-05,1.3426896735718e-05,0.000337481866526691
MM,MMR,Myanmar,Ayeyarwady,2020-05-16,2020-05-11,102,19,6,0,0,0,0,0,0,0,0,0.0103780578206079,0.00241852073446085,0.00477734397307525,0.00900639627275213,0.00468690665768598,3.97817582676038e-05,0.000114230895689062,0.000222830096801149,0.00013117212397176,1.12739654653639e-06,0.00846402368535211,0.00206033296823181,0.000211429846796212,0.000349409208909781,1.80970247930968e-05,2.07672302237653e-05,0.000367878127318636
MM,MMR,Myanmar,Ayeyarwady,2020-05-17,2020-05-12,100,16,6,0.01,0.0195013954179879,0.00973497573978952,8.3563379963045e-05,0,0,0,0,0.00848099348780857,0.00221182788535185,0.00522484293756175,0.00972444921812199,0.00524061594754793,4.36055448422461e-05,0.00017418615148641,0.000339783965824507,0.000199722335656255,1.71657851953364e-06,0.00889979236156363,0.00211665005045057,0.000277853430077507,0.000407688534518482,2.73603047938229e-05,3.13566015019144e-05,0.000392750216621806
