ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
NP,NPL,Nepal,Bagmati Pradesh,2020-05-01,2020-04-30,120,97,2,0,0,0,0,0,0,0,0,0.000352112676056338,0.000398375525949069,0.00407873011332196,0.00512924330776476,0.0045651882958093,3.20102749261196e-05,0.00134059419963328,0.00262225454504162,0.000863965179045254,1.20300216992536e-05,0.00156230835911098,0.000523410827499951,,,,,
NP,NPL,Nepal,Bagmati Pradesh,2020-05-02,2020-05-01,176,79,2,0,0,0,0,0,0,0,0,0.00040472721385786,0.000354680729465288,0.00422052566080346,0.00530720848431663,0.00488059382402667,3.36136498666729e-05,0.00135390894967194,0.00264829296630456,0.000869118445785483,1.21047726398978e-05,0.00159028984275721,0.000526366402082685,,,,,
NP,NPL,Nepal,Bagmati Pradesh,2020-05-03,2020-05-03,243,243,1,0,0,0,0,0,0,0,0,0.00444158728303431,0.000996352165785643,0.00432801575834424,0.00544759331002138,0.00517116597908821,3.50083792701375e-05,0.00135599368947143,0.00265236815504577,0.000864084565379068,1.20556351145144e-05,0.00161606452423152,0.000529219326429336,,,,,
NP,NPL,Nepal,Bagmati Pradesh,2020-05-04,2020-05-04,287,287,1,0.00348432055749129,0.00681723496020889,0.00191988423503163,2.98048955204698e-05,0.00348432055749129,0.00681723496020889,0.00191988423503163,2.98048955204698e-05,0.000593031875463306,0.000335433699365717,0.00439565871730041,0.00554425324794213,0.00542297971152882,3.61274361998066e-05,0.00134634660331619,0.00263349971514678,0.000848057663087029,1.18751565644667e-05,0.00163927716963541,0.000531932721570738,,,,,
NP,NPL,Nepal,Bagmati Pradesh,2020-05-05,2020-05-05,244,244,1,0.00819672131147541,0.011313214782684,0.00773782997138206,7.0578280221602e-05,0.00409836065573771,0.00801616205476966,0.00103738240077116,2.59293911801175e-05,0.000645539906103286,0.000381359544940226,0.00441953611706721,0.00559282805397981,0.00562085429066945,3.69035311674964e-05,0.00132504258297925,0.00259183538825288,0.000820722994102094,1.15621162767297e-05,0.00165952675141991,0.000534442460181784,,,,,
NP,NPL,Nepal,Bagmati Pradesh,2020-05-06,2020-05-06,224,224,1,0.0178571428571429,0.0173427274743465,0.0113755852133205,8.35088614976782e-05,0.00446428571428571,0.00873028647892629,0.00577684427983418,5.96784164064571e-05,0.000446115607673188,0.000330407269723008,0.00439806892609544,0.00559151687870077,0.00574990494126633,3.72782409285673e-05,0.00129283944322154,0.00252885871900696,0.000782391745323242,1.1122936955293e-05,0.00167637457580559,0.000536649128185845,,,,,
NP,NPL,Nepal,Bagmati Pradesh,2020-05-07,2020-05-07,287,287,1,0.0104529616724739,0.0117664388817975,0.00929919508981748,7.04302582833666e-05,0,0,0,0,0.00587269198228239,0.00105648980933576,0.00433251333900194,0.00554153129346505,0.00579704025345164,3.72085877445343e-05,0.0012512210340403,0.00244747324708708,0.000734090520208711,1.05724638405438e-05,0.0016894277091819,0.000538431459533726,4.22972042799969e-05,0.000205308659607058,-1.48955275988307e-05,-2.16457764727571e-05,2.11865583451532e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-08,2020-05-08,275,275,1,0,0,0,0,0,0,0,0,0.000893420222829514,0.000424507452055709,0.00422761522916604,0.00544810647899061,0.0057528966338711,3.66767884231791e-05,0.00120234641861913,0.00235190292426746,0.000677573950307291,9.93374874429756e-06,0.00169837342764222,0.000539652818524162,1.1815947270964e-06,0.000145383801640738,-2.52604218421354e-05,-3.19240825796987e-05,1.80139308141684e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-09,2020-05-09,261,261,1,0.00383141762452107,0.00749504084628909,0.0279750545540376,0.000114713914073985,0,0,0,0,0.00105356548741267,0.000473482494205485,0.00409110328978561,0.00531961834455005,0.00561362940389062,3.56942351637513e-05,0.00114888495188855,0.00224736932928389,0.000615235773234281,9.23658086636955e-06,0.00170289411470017,0.000540152017791604,-3.94854114264386e-05,7.37439041337343e-05,-3.45181229304788e-05,-4.14747986907979e-05,1.44715984114414e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-10,2020-05-10,294,294,1,0,0,0,0,0,0,0,0,0.000689451393676746,0.000361025570474013,0.00393349870293975,0.0051677756610046,0.0053825254861405,3.43083730096849e-05,0.00109373887440504,0.00213954886840601,0.000549911130073713,8.51473626317972e-06,0.00170275803428593,0.000539771228141429,-7.70266690601113e-05,-6.74237089805371e-06,-4.21012881518591e-05,-4.96910888355527e-05,1.05801441084198e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-11,2020-05-11,254,254,1,0.0078740157480315,0.0108695805260527,0.0181689182562974,0.000103510858520529,0.00393700787401575,0.00770118890861639,0.000607784749609608,1.910054975574e-05,0.00274819649604947,0.000776385952821351,0.00376699966699306,0.00500633990851,0.00507067219204965,3.26017562582635e-05,0.00103968460827055,0.00203387100397025,0.000484588486244202,7.8022390166375e-06,0.00169779224799626,0.000538366108033593,-0.000108756075012359,-9.1697016436634e-05,-4.75596624514496e-05,-5.60224179763154e-05,6.37758276272463e-06
NP,NPL,Nepal,Bagmati Pradesh,2020-05-12,2020-05-12,284,284,1,0,0,0,0,0,0,0,0,0.000915238724767377,0.000422617418846987,0.00360357107971029,0.00484896249910984,0.00469633109155848,3.0683808546946e-05,0.000988992864994909,0.00193477513054497,0.000422076377965593,7.12924760145746e-06,0.00168786341440919,0.000535825470766765,-0.000132416307730859,-0.000175595641617975,-5.06410963711048e-05,-6.00525612262749e-05,1.91480643393247e-06
NP,NPL,Nepal,Bagmati Pradesh,2020-05-13,2020-05-13,261,261,1,0,0,0,0,0,0,0,0,0.00226456779895057,0.000692387450881925,0.00345402413934765,0.00470834939418887,0.00428342026891282,2.86833684947895e-05,0.000943104727218634,0.00184507706352414,0.000364688123731038,6.51837608990435e-06,0.00167297810882409,0.000532105629051628,-0.000146414866609048,-0.000252269997423137,-5.13527178036107e-05,-6.15670660796122e-05,-2.74160005963458e-06
NP,NPL,Nepal,Bagmati Pradesh,2020-05-14,2020-05-14,289,289,1,0.00346020761245675,0.0067701387715026,0.0013896851359331,2.56257747619569e-05,0,0,0,0,0.00187136806855117,0.000594441011311039,0.00332640165834875,0.00459440575878684,0.00385896744347469,2.6734425218334e-05,0.000902541701750376,0.00176579335906725,0.000314357030019449,5.98454043328198e-06,0.00165321960871734,0.000527224499510049,-0.000150202261802882,-0.000315654865066068,-4.99674528114594e-05,-6.05361533813069e-05,-7.52563648748058e-06
NP,NPL,Nepal,Bagmati Pradesh,2020-05-15,2020-05-15,324,324,1,0,0,0,0,0,0,0,0,0.00198684268621131,0.000579927161088543,0.0032248641594209,0.00451262987169112,0.00344873941277442,2.49538698221541e-05,0.000866573390728494,0.00169549149441944,0.000271482765581802,5.52730064219244e-06,0.00162884712525995,0.000521285378708877,-0.000144373188394119,-0.000360814998519366,-4.705192686001e-05,-5.72921679420799e-05,-1.23411649067026e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-16,2020-05-16,324,324,1,0,0,0,0,0,0,0,0,0.00127640845070423,0.000464260160617807,0.0031498358194667,0.00446442653467608,0.00307530648376827,2.34362631737903e-05,0.000833787266315925,0.00163140492715286,0.000236316614851363,5.14089985898387e-06,0.00160019718507078,0.000514446529398244,-0.00013061048057884,-0.00038453650039537,-4.3325268014852e-05,-5.22657525370584e-05,-1.70934748691916e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-17,2020-05-17,350,350,1,0.00857142857142857,0.00965764837747354,0.00166621305525134,2.86267624376458e-05,0.00285714285714286,0.00559189152332931,0.000722173399243709,1.88552785195018e-05,0.00297158674590898,0.000680657824104373,0.00309823608260082,0.00444702657360515,0.0027547997495321,2.22399180777871e-05,0.000802276619919315,0.00156980112109093,0.000208473052791159,4.81311233481763e-06,0.00156778754852838,0.000506924713209189,-0.000111460597398706,-0.000385978740419591,-3.95679980585397e-05,-4.60192389088404e-05,-2.16674499113129e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-18,2020-05-18,334,334,1,0.00598802395209581,0.0082739412056201,0.000655825077052734,1.80228986046123e-05,0.0029940119760479,0.00585936439299106,0.000382398957756522,1.37641179136997e-05,0.000385290466201464,0.000251669982076943,0.00306424543075238,0.00445394573693568,0.00249545225937748,2.13812047375825e-05,0.000769795282172682,0.00150628439823772,0.000187080895674913,4.5265899160122e-06,0.00153221063063935,0.000498955054444519,-8.98876081596511e-05,-0.000366813138696835,-3.65329304703712e-05,-3.91659137151133e-05,-2.59421306283062e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-19,2020-05-19,333,333,1,0.003003003003003,0.0058769335825067,0.000720287811413713,2.01569916071146e-05,0,0,0,0,0.00142573230795818,0.000486092922076471,0.00304034599855359,0.00447621127947383,0.00229767454202392,2.08380592813703e-05,0.000734644872756867,0.00143753191371227,0.000171499095710744,4.26802656113826e-06,0.00149419947409737,0.000490782093657687,-6.89463567990097e-05,-0.000330957621148151,-3.47433090769611e-05,-3.21981713367156e-05,-2.97964391211208e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-20,2020-05-20,351,351,1,0,0,0,0,0,0,0,0,0.00146968769136559,0.000479736236985471,0.00301879675614377,0.00450369064465149,0.00215531224656272,2.05572017465631e-05,0.000695594853247811,0.00136113716199802,0.00016130383789134,4.02733334206424e-06,0.00145426577741654,0.000482584457580832,-5.12674837008291e-05,-0.000283942532818663,-3.44911414170942e-05,-2.55088653546848e-05,-3.31589718834657e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-21,2020-05-21,339,339,1,0,0,0,0,0,0,0,0,0.00157440108931535,0.000506897867652632,0.00299232930244864,0.00452604352251241,0.00205737134098391,2.04632378886128e-05,0.000652372037090476,0.00127656745610933,0.000156628267306125,3.80235265605292e-06,0.0014130629836968,0.000474526396349832,-3.87558094953757e-05,-0.000231894678631752,-3.57002256063364e-05,-1.91424163792794e-05,-3.59640235938596e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-22,2020-05-22,296,296,1,0.00337837837837838,0.00661030551888939,0.000716242745322677,1.91762647519573e-05,0,0,0,0,0.000580804414113547,0.000328519550269319,0.00295523935797938,0.00453398530108357,0.00199103635729918,2.04737708549415e-05,0.000605724941618732,0.00118528960462976,0.000158238963716087,3.59935252906201e-06,0.00137121421193334,0.00046672165383491,-3.243274358122e-05,-0.000180711687744848,-3.80103874495322e-05,-1.30129418558793e-05,-3.81638288562401e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-23,2020-05-23,295,295,1,0.0101694915254237,0.0114489885262514,0.0132637805982853,8.4059604606995e-05,0.00338983050847458,0.00663267522600663,0.000688656137421546,1.92754605346145e-05,0.000919606989013116,0.000413307962141027,0.0029035864752301,0.00452000649713924,0.00194351620645326,2.05096091914793e-05,0.00055733303787762,0.00109059203216504,0.000167624189763583,3.43338153363506e-06,0.00132906640369876,0.000459216104580948,-3.24416012284533e-05,-0.000135213923846473,-4.08239303402824e-05,-6.80814383792946e-06,-3.97868574716028e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-24,2020-05-24,291,291,1,0,0,0,0,0,0,0,0,0.00370644922164566,0.000837277023537827,0.00283593982990089,0.00447931139440217,0.00190481898840933,2.05089032312062e-05,0.00050987538586287,0.000997718887118859,0.000186956210055496,3.32867998342158e-06,0.00128716189453274,0.00045204609739187,-3.80509334752492e-05,-9.84388784946907e-05,-4.3319982718302e-05,-2.07809365694923e-08,-4.08414560177681e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-25,2020-05-25,307,307,1,0.00325732899022801,0.00637384122832297,0.000372734086931254,1.437778562358e-05,0,0,0,0,0.000516431924882629,0.000305107342661982,0.00275327387672753,0.00441047382192375,0.00186869697238006,2.04345349967868e-05,0.00046664385087825,0.000913113015704099,0.000218800216962618,3.31512117097636e-06,0.00124607776461285,0.000445251164469724,-4.78453536376774e-05,-7.14962616073096e-05,-4.46668369797696e-05,7.88352020864564e-06,-4.13536182474196e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-26,2020-05-26,267,267,1,0.00374531835205993,0.0073269295763923,0.00388214897106479,4.54603228332574e-05,0,0,0,0,0.000430061283732932,0.000297947700357604,0.00265894946894408,0.00431575646831265,0.00183323912711776,2.02784037778054e-05,0.000431335453186498,0.000844009605662665,0.000265823033777834,3.42589001099791e-06,0.00120639826444172,0.000438852494991314,-5.9974547866615e-05,-5.36788532408263e-05,-4.40432333435522e-05,1.74198659810822e-05,-4.1311252162471e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-27,2020-05-27,306,306,1,0.00326797385620915,0.00639463662829673,0.00215946034325679,3.38477090649127e-05,0,0,0,0,0.00135697908380516,0.000493545710000863,0.00255845702737555,0.00420121428143729,0.00180045315690758,2.00609094655112e-05,0.000407759050650559,0.000797862277201963,0.000330339509148341,3.69355072623897e-06,0.00116910782937972,0.000432933375725976,-7.23120458455163e-05,-4.28196973460551e-05,-4.07688310733195e-05,2.89518736403693e-05,-4.06591923861785e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-28,2020-05-28,326,326,1,0.00306748466257669,0.00600293127604541,0.000825617552486085,2.16274232827033e-05,0,0,0,0,0.00110380149233962,0.000432443370632833,0.00245876633653814,0.00407601424275132,0.00177520191117671,1.9826186886594e-05,0.000399352712875555,0.000781398872440586,0.000413904552202963,4.14634537999175e-06,0.00113521488630467,0.000427588481687245,-8.27455035735405e-05,-3.59724076870795e-05,-3.4395371457196e-05,4.26109314144794e-05,-3.93332209381115e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-29,2020-05-29,334,334,1,0,0,0,0,0,0,0,0,0.000614277565705761,0.000321673510073276,0.00236796077761341,0.00395208628627234,0.00176387692144354,1.96350950345363e-05,0.00040902801851339,0.000800316827327956,0.000516634110921417,4.80262242851734e-06,0.00110598014385576,0.000422950404929799,-8.92709496027812e-05,-2.99398808349536e-05,-2.47175032273716e-05,5.81683201929723e-05,-3.71810433071672e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-30,2020-05-30,365,365,1,0.00273972602739726,0.00536240345448114,0.000830996428600545,1.99576429755696e-05,0,0,0,0,0.00141237396523991,0.000461041090923598,0.00229463890882868,0.00384276896970944,0.00177270013648565,1.95531671227371e-05,0.00043877042495574,0.000858501360399424,0.000637208740279524,5.66967809229239e-06,0.00108269302178924,0.000419166446463282,-9.02168201787007e-05,-2.20198086539461e-05,-1.18508268178551e-05,7.50420883706713e-05,-3.40781454572498e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-05-31,2020-05-31,314,314,1,0,0,0,0,0,0,0,0,0.000947995666305525,0.000405264762127905,0.00224642522952241,0.0037610138003738,0.00180626671809385,1.96401513419777e-05,0.000489187668972709,0.000957142219053364,0.00077206828074938,6.73581655768804e-06,0.00106705690927065,0.000416450576666548,-8.4474774534187e-05,-1.0405042381035e-05,3.75730301574329e-06,9.22113439644604e-05,-2.98368092236999e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-06-01,2020-06-01,272,272,1,0,0,0,0,0,0,0,0,0.000998528484338869,0.000448760695795955,0.00222920246461413,0.00371751101247009,0.00186587585599579,1.99356653201442e-05,0.000559584519520034,0.00109487964891628,0.000915912429109319,7.97320405665002e-06,0.00106037080393571,0.000414970461219722,-7.16245007216597e-05,5.43945481300513e-06,2.13748443889227e-05,0.000108348232555247,-2.43379100843345e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-06-02,2020-06-02,356,356,1,0.00561797752808989,0.00776407501677575,0.00183229254467168,3.07190336984579e-05,0,0,0,0,0.00125465436295937,0.000441386178374384,0.00224701563537435,0.00372029242860931,0.00195132223181044,2.04632208597315e-05,0.000647852493362862,0.00126758862910186,0.00106194602428083,9.33764859575809e-06,0.00106401186194895,0.000414912648538054,-5.19068986668655e-05,2.51448458171429e-05,4.00155737853839e-05,0.000121934419188748,-1.75159945717953e-05
NP,NPL,Nepal,Bagmati Pradesh,2020-06-03,2020-06-03,284,284,1,0,0,0,0,0,0,0,0,0.000349615423034662,0.000258948692617876,0.00230029730421859,0.00377163436426457,0.00205728547520263,2.12077067430726e-05,0.000750087115570532,0.0014676301331306,0.00120212841909185,1.07665824334916e-05,0.00107865010812562,0.000416379328864677,-2.64115053865917e-05,4.70139273376544e-05,5.8455733782496e-05,0.000131370644481482,-9.42746302984118e-06
NP,NPL,Nepal,Bagmati Pradesh,2020-06-04,2020-06-04,276,276,1,0,0,0,0,0,0,0,0,0.000831557611350761,0.000407286295634002,0.00238640621717871,0.00386893236322305,0.0021769471148395,2.21299565804387e-05,0.00086142722595301,0.00168549279047883,0.00132834682692946,1.21890067714253e-05,0.00110453273788384,0.000419432985692752,3.07423992754879e-06,6.884503223266e-05,7.53998679066032e-05,0.000135285452668008,-2.4123432865298e-07
