ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
AM,ARM,Armenia,Aragatsotn,2020-06-05,2020-05-03,101,3,33,0.0099009900990099,0.0193092777830645,0.0206791925295612,0.000239662669024464,0,0,0,0,0.00441030018494807,0.00154908622489618,0.00987720545647112,0.0192611875283179,0.0217836447812009,0.000252309874881436,0,0,0,0,0.00420041230410172,0.00150670181931005,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-06,2020-05-06,100,4,31,0.01,0.0195013954179879,0.0219069769622873,0.000253732942513667,0,0,0,0,0.00416786432883012,0.00151375549972865,0.00987386702396005,0.0192526927005994,0.0218462995617993,0.000253019209507207,0,0,0,0,0.00424594787615681,0.00151261755263564,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-07,2020-05-06,102,2,32,0.00980392156862745,0.0191209083686488,0.0215115875767877,0.000249203782754383,0,0,0,0,0.00408450704225352,0.00148354247666013,0.00987143161412679,0.0192445598377753,0.0219147344758572,0.000253789088699863,0,0,0,0,0.00431482527041994,0.00152187470773864,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-08,2020-05-09,100,4,30,0.01,0.0195013954179879,0.0218331091684058,0.000252886933118191,0,0,0,0,0.00416786432883012,0.00151375549972865,0.00987081031614847,0.0192376349658216,0.0219888179660888,0.000254614285801225,0,0,0,0,0.00441389610385058,0.00153544724233352,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-09,2020-05-09,102,2,31,0.00980392156862745,0.0191209083686488,0.0215704836706719,0.000249878551663969,0,0,0,0,0.00408450704225352,0.00148354247666013,0.00987341050450495,0.0192332151869351,0.0220682476420251,0.000255485586419092,0,0,0,0,0.00455066630400425,0.0015543943040592,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-10,2020-05-11,102,6,30,0.00980392156862745,0.0191209083686488,0.021625981414201,0.00025051434809369,0,0,0,0,0.00366197183098592,0.00140501114644972,0.00988094556147342,0.0192328906457178,0.0221524720531317,0.000256389626740901,0,0,0,0,0.00473262721381381,0.00157975831701045,,,,,
AM,ARM,Armenia,Aragatsotn,2020-06-12,2020-05-13,101,5,29,0.0099009900990099,0.0193092777830645,0.0219875783360283,0.000254655997610719,0,0,0,0,0.00373670594998563,0.00143363107281851,0.00992460847324192,0.0192565466190654,0.0223355069412474,0.0002582394177403,0,0,0,0,0.00525930042110036,0.00165345120632732,7.90050279513386e-06,9.19770266744208e-05,0,0,0.000176481352833106
AM,ARM,Armenia,Aragatsotn,2020-06-13,2020-05-17,102,9,26,0.00980392156862745,0.0191209083686488,0.0229051133395356,0.000265158247077332,0,0,0,0,0.00373670594998563,0.00143363107281851,0.00996959353819743,0.0192881003701484,0.0224353423742188,0.000259158482182316,0,0,0,0,0.00561192187773353,0.00170279659579893,1.59544190395632e-05,9.81738020699134e-05,0,0,0.000227662333596121
AM,ARM,Armenia,Aragatsotn,2020-06-14,2020-05-18,101,3,26,0.0099009900990099,0.0193092777830645,0.0232981200321913,0.000269653594713055,0,0,0,0,0.00377522869173806,0.00144838277131329,0.0100377587625518,0.0193392295600747,0.0225428624318684,0.000260063813975682,0,0,0,0,0.00602386112775487,0.00176036245749732,2.77211914041746e-05,0.000104687992668532,0,0,0.000284839309555821
AM,ARM,Armenia,Aragatsotn,2020-06-15,2020-05-18,103,2,27,0.00970873786407767,0.018936178546626,0.0228517773740207,0.000264548029836231,0,0,0,0,0.00373670594998563,0.00143363107281851,0.01013696705186,0.0194162846179477,0.0226614102582364,0.000260958503697691,0,0,0,0,0.00649022015038642,0.0018254015769957,4.43594559519185e-05,0.000112098715357933,0,0,0.000346054007755972
