"","date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"430",2021-03-05,"Galicia","ESGA",2699499,162,7,113367,2251,169210.11227794,168746.725974272,169674.771061801,0,1726.96107739635,1726.96107739635,0.0626820429560967,0.0625103865473824,0.0628541707412379,0,0.00063973392003344,0.00063973392003344
"431",2021-03-06,"Galicia","ESGA",2699499,113,3,113480,2254,169135.922015654,168672.925995506,169600.188929239,0,1726.96107739635,1551.71390318868,0.0626545599815573,0.0624830481491218,0.0628265426026232,0,0.00063973392003344,0.000574815513244745
"432",2021-03-07,"Galicia","ESGA",2699499,93,5,113573,2259,169201.944179902,168739.084230541,169666.073777807,0,1726.96107739635,1216.53660043233,0.0626790171731502,0.0625075557466555,0.0628509489271184,0,0.00063973392003344,0.000450652732389354
"433",2021-03-08,"Galicia","ESGA",2699499,161,4,113734,2263,169315.190698127,168852.272336912,169779.378177052,0,1551.71390318868,777.90672910359,0.0627209681122784,0.0625494850477486,0.0628929213076398,0,0.000574815513244745,0.000288167074373278
"434",2021-03-09,"Galicia","ESGA",2699499,144,1,113878,2264,169198.945499604,168736.402332768,169662.75659783,0,1216.53660043233,132.548492895643,0.0626779063446972,0.0625065622668384,0.0628497201139284,0,0.000450652732389354,4.91011453961061e-05
"435",2021-03-10,"Galicia","ESGA",2699499,168,3,114046,2267,169284.837366751,168822.245954576,169748.696329973,0,777.90672910359,-5.6843418860808e-14,0.0627097240512966,0.0625383621014775,0.0628815555515941,0,0.000288167074373278,-2.10570253446317e-20
"436",2021-03-11,"Galicia","ESGA",2699499,206,3,114252,2270,169441.004804241,168978.173139017,169905.104166625,0,132.548492895643,-5.6843418860808e-14,0.0627675745774459,0.0625961236285018,0.0629394951309948,0,4.91011453961061e-05,-2.10570253446317e-20
"437",2021-03-12,"Galicia","ESGA",2699499,143,6,114395,2276,169737.582348212,169274.319470997,170202.113063893,0,0,-5.6843418860808e-14,0.0628774384981111,0.0627058278113818,0.0630495188417898,0,0,-2.10570253446317e-20
"438",2021-03-13,"Galicia","ESGA",2699499,129,6,114524,2282,170020.736594696,169557.07856833,170485.662505406,0,0,-5.6843418860808e-14,0.0629823299044362,0.0628105728390081,0.0631545566438092,0,0,-2.10570253446317e-20
"439",2021-03-14,"Galicia","ESGA",2699499,115,1,114639,2283,169919.160415137,169455.83705432,170383.750587062,265.591109640809,265.591109640809,265.591109640809,0.062944702115147,0.0627730690229263,0.0631168044837437,9.83853335899769e-05,9.83853335899769e-05,9.83853335899769e-05
"440",2021-03-15,"Galicia","ESGA",2699499,173,3,114812,2286,170062.566832174,169599.037663597,170527.362866962,483.458055840252,749.049165481061,749.049165481061,0.0629978254602704,0.0628261161288064,0.0631700040885225,0.000179091770673096,0.000277477104263073,0.000277477104263073
"441",2021-03-16,"Galicia","ESGA",2699499,164,4,114976,2290,170276.606482069,169812.742524425,170741.737539979,214.039649895101,963.088815376163,963.088815376163,0.0630771141171267,0.0629052807666999,0.0632494168510451,7.92886568563653e-05,0.000356765761119438,0.000356765761119438
"442",2021-03-17,"Galicia","ESGA",2699499,162,4,115138,2294,170494.836178918,170030.625915341,170960.313809287,218.229696848459,1181.31851222462,1181.31851222462,0.0631579549312365,0.0629859932955488,0.0633303860491471,8.08408141097511e-05,0.000437606575229189,0.000437606575229189
"443",2021-03-18,"Galicia","ESGA",2699499,161,2,115299,2296,170568.59454061,170104.304614055,171034.151719844,73.7583616916963,1255.07687391632,1255.07687391632,0.0631852779129052,0.0630132867669353,0.0633577384988267,2.73229816687083e-05,0.000464929556897898,0.000464929556897898
"444",2021-03-19,"Galicia","ESGA",2699499,157,3,115456,2299,170715.520744228,170251.015161774,171181.293663831,146.926203618816,1402.00307753513,1402.00307753513,0.0632397051246281,0.0630676340912792,0.0634122456292191,5.44272117229218e-05,0.000519356768620819,0.000519356768620819
"445",2021-03-20,"Galicia","ESGA",2699499,102,1,115558,2300,170637.087338166,170172.853000398,171102.588114833,0,1402.00307753513,1402.00307753513,0.0632106503236958,0.0630386797699861,0.0633830900159003,0,0.000519356768620819,0.000519356768620819
"446",2021-03-21,"Galicia","ESGA",2699499,94,2,115652,2302,170626.686320552,170162.601115678,171092.03722703,0,1402.00307753513,1402.00307753513,0.0632067973800145,0.0630348820709614,0.0633791815544404,0,0.000519356768620819,0.000519356768620819
"447",2021-03-22,"Galicia","ESGA",2699499,150,2,115802,2304,170707.028451452,170242.845547186,171172.476993449,0,1402.00307753513,1402.00307753513,0.0632365592472723,0.0630646077465432,0.0634089795897123,0,0.000519356768620819,0.000519356768620819
"448",2021-03-23,"Galicia","ESGA",2699499,155,6,115957,2310,171099.47846186,170634.600607464,171565.622832066,208.197595116479,1610.20067265161,1610.20067265161,0.0633819380788287,0.0632097291413942,0.0635546161832495,7.71245312987627e-05,0.000596481299919582,0.000596481299919582
