"","date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"337",2020-12-02,"Baleares","ESIB",1149460,342,6,25657,460,37488.6135369796,37261.9537998255,37716.652016556,0,1341.55995765153,1967.65204682342,0.0326141088310855,0.0324169208148396,0.032812496317015,0,0.00116712191607497,0.00171180558420773
"338",2020-12-03,"Baleares","ESIB",1149460,310,1,25967,461,37673.9009822955,37446.4374607644,37902.7462014496,0,1216.02138933705,1936.93323569725,0.0327753040404151,0.0325774167528791,0.0329743933685814,0,0.00105790665994211,0.00168508102560964
"339",2020-12-04,"Baleares","ESIB",1149460,288,1,26255,462,37815.7157774548,37587.711780485,38045.1028280922,0,1088.33625648202,1902.70188036757,0.0328986791862743,0.0327003216993066,0.0330982398935955,0,0.000946823949056096,0.00165530064584028
"340",2020-12-05,"Baleares","ESIB",1149460,254,1,26509,463,37896.2652803636,37668.0903190433,38125.8224145665,450.32919394748,1323.76370236332,2164.07299280095,0.0329687551375112,0.0327702489160504,0.0331684638130657,0.00039177456714238,0.00115163964153892,0.0018826866466001
"341",2020-12-06,"Baleares","ESIB",1149460,218,1,26727,464,37915.9095724264,37687.9293635492,38145.2688694233,213.704143974326,1182.74957951461,2325.91408909334,0.0329858451554873,0.0327875083635352,0.0331853817178704,0.000185916990564549,0.00102896105955371,0.00202348414828993
"342",2020-12-07,"Baleares","ESIB",1149460,276,2,27003,466,38094.0128778665,37865.617372526,38323.7860051891,178.103305440061,1155.75711552299,2424.34418019449,0.0331407903518752,0.0329420922629113,0.033340686935769,0.000154945196387922,0.00100547832505958,0.00210911574147381
"343",2020-12-08,"Baleares","ESIB",1149460,306,0,27309,466,38147.019059596,37918.2753124069,38377.1427140052,53.0061817295282,895.142825091396,2236.70278274293,0.0331869043373375,0.0329879032871147,0.0333871058705872,4.61139854623286e-05,0.00077875073955718,0.00194587265563215
"344",2020-12-09,"Baleares","ESIB",1149460,398,3,27707,469,38568.5070677416,38338.2366810989,38800.1605240181,421.488008145643,1316.63083323704,2532.65222257409,0.0335535878305827,0.033353258644145,0.0337551202512642,0.000366683493245213,0.00114543423280239,0.0022033408927445
"345",2020-12-10,"Baleares","ESIB",1149460,348,4,28055,473,38993.1292557318,38761.6625167873,39225.9782070933,424.622187990142,1741.25302122718,2829.5892777092,0.0339229979779477,0.0337216279964395,0.0341255704479437,0.000369410147364973,0.00151484438016737,0.00246166832922346
"346",2020-12-11,"Baleares","ESIB",1149460,363,2,28418,475,39259.773964775,39027.3736986099,39493.5581284098,266.644709043176,2007.89773027036,2881.3322386862,0.0341549718692038,0.0339527897435404,0.0343583579493064,0.000231973891256047,0.00174681827142341,0.00250668334581995
"347",2020-12-12,"Baleares","ESIB",1149460,332,0,28750,475,39303.235178414,39070.5455358492,39537.3106339745,43.461213639006,2051.35894390936,2570.07518550217,0.0341927819832043,0.0339903481076759,0.0343964214796292,3.78101140004924e-05,0.00178462838542391,0.00223589788727069
"348",2020-12-13,"Baleares","ESIB",1149460,330,1,29080,476,39412.918213282,39179.8862482781,39647.3361929457,109.683034868001,2161.04197877736,2474.66245093849,0.0342882033418144,0.034085471654758,0.0344921408252098,9.54213586101312e-05,0.00188004974403404,0.00215289131499877
"349",2020-12-14,"Baleares","ESIB",1149460,492,2,29572,478,39812.3512906876,39577.6065747833,40048.488336407,399.433077405622,2560.47505618299,2560.47505618299,0.0346356996247695,0.0344314778894292,0.0348411326504681,0.000347496282955146,0.00222754602698918,0.00222754602698918
"350",2020-12-15,"Baleares","ESIB",1149460,543,8,30115,486,40767.4958069538,40529.8207649006,41006.5646233823,955.144516266213,3515.6195724492,3515.6195724492,0.035466650259212,0.0352598792171111,0.0356746338484004,0.000830950634442445,0.00305849666143163,0.00305849666143163
"351",2020-12-16,"Baleares","ESIB",1149460,535,5,30650,491,41440.7260761257,41200.7827236835,41682.0668003792,673.230269171916,4188.84984162112,4188.84984162112,0.0360523429054736,0.0358435984929302,0.0362623029947794,0.00058569264626165,0.00364418930769328,0.00364418930769328
"352",2020-12-17,"Baleares","ESIB",1149460,525,4,31175,495,41987.9949219179,41746.1924550255,42231.1979580493,547.268845792227,4285.78949346586,4736.11868741334,0.0365284524228054,0.0363180906295352,0.0367400326745161,0.000476109517331814,0.00372852425788271,0.00412029882502509
"353",2020-12-18,"Baleares","ESIB",1149460,513,3,31688,498,42403.6278435065,42160.3987915892,42648.2601167735,415.632921588571,4487.71827108011,5151.75160900191,0.0368900421445779,0.0366784392598169,0.037102865795046,0.000361589721772459,0.00390419698909062,0.00448188854679755
"354",2020-12-19,"Baleares","ESIB",1149460,497,4,32185,502,42853.8569122555,42609.3416573371,43099.7753268464,450.229068748966,4759.84403438901,5601.98067775088,0.0372817296054282,0.037069007757849,0.037495672165057,0.000391687460850283,0.00414093925355298,0.00487357600764783
"355",2020-12-20,"Baleares","ESIB",1149460,423,3,32608,505,43095.1677059944,42850.2284859249,43341.5070404541,241.310793738929,4948.14864639841,5843.29147148981,0.0374916636559727,0.037278572969851,0.0377059724048284,0.000209934050544541,0.00430475931863519,0.00508351005819237
"356",2020-12-21,"Baleares","ESIB",1149460,506,4,33114,509,43511.9565703666,43265.9264986134,43759.3856829147,416.788864372153,4943.44950262492,6260.08033586196,0.0378542590175966,0.0376402193191703,0.0380695158447573,0.000362595361623852,0.00430067118701383,0.00544610541981623
"357",2020-12-22,"Baleares","ESIB",1149460,480,3,33594,512,43793.8458939244,43547.1627926639,44041.9263893788,281.889323557836,4800.71663819261,6541.9696594198,0.0380994953229555,0.0378848875060149,0.0383153188361307,0.000245236305358896,0.00417649734500776,0.00569134172517512
"358",2020-12-23,"Baleares","ESIB",1149460,424,3,34018,515,43989.5851975396,43742.73332291,44237.8301229316,195.739303615206,4729.81123276464,6287.37976908752,0.0382697833744015,0.0380550287290641,0.0384857499373024,0.000170288051446076,0.00411481150519778,0.00546985520947882
"359",2020-12-24,"Baleares","ESIB",1149460,414,4,34432,519,44248.3537250958,44001.2989143474,44496.79567852,258.768527556167,4945.11854668181,6332.44415266936,0.0384949051946964,0.0382799740002674,0.0387110431668087,0.000225121820294892,0.00430212321149218,0.00550906003920916
"360",2020-12-25,"Baleares","ESIB",1149460,362,2,34794,521,44265.8177898718,44019.2628854963,44513.7536651424,17.464064776017,4852.89957658982,6171.80491200532,0.0385100984722146,0.0382956021831959,0.0387257961696296,1.51932775181538e-05,0.00422189513040021,0.00536930812033939
"361",2020-12-26,"Baleares","ESIB",1149460,354,7,35148,528,44698.0372478754,44451.2517797953,44946.1928251159,432.219458003608,4885.68595718781,6551.0181882794,0.0388861180448866,0.0386714211715026,0.0391020068772431,0.000376019572672045,0.00425041842011711,0.00569921370754911
"362",2020-12-27,"Baleares","ESIB",1149460,393,4,35541,532,44929.6383739455,44682.7822659115,45177.8582721238,231.60112607012,4162.14256699172,6361.13130620388,0.0390876049396634,0.0388728466113753,0.0393035497295459,0.000201486894776782,0.00362095468045144,0.00553401710908068
"363",2020-12-28,"Baleares","ESIB",1149460,474,5,36015,537,45353.6358363627,45105.9593494895,45602.6723129809,423.997462417232,3912.90976023703,6360.50658063096,0.0394564715921935,0.0392409995558693,0.0396731267838645,0.000368866652530085,0.00340412868671988,0.00553347361424579
"364",2020-12-29,"Baleares","ESIB",1149460,364,1,36379,538,45305.1900523569,45058.0470181681,45553.6886641482,0,3365.6409144448,6093.86187158779,0.0394143250329345,0.0391993170864302,0.0396305122963376,0,0.00292801916938806,0.00530149972298974
"365",2020-12-30,"Baleares","ESIB",1149460,266,0,36645,538,45055.4387582211,44809.6223880558,45302.6036264236,0,2950.00799285623,6050.40065794878,0.0391970479688037,0.0389831941851442,0.0394120749103262,0,0.00256642944761561,0.00526368960898925
"366",2020-12-31,"Baleares","ESIB",1149460,185,5,36830,543,45133.6221275938,44888.8503748187,45379.7285817582,0,2499.77892410727,5940.71762308078,0.0392650654460302,0.0390521204520546,0.0394791715951474,0,0.00217474198676532,0.00516826825037912
"367",2021-01-01,"Baleares","ESIB",1149460,677,3,37507,546,45659.9857773739,45413.2266430687,45908.0857120332,0,2258.46813036834,5541.28454567516,0.0397229879920779,0.0395083140283861,0.0399388284168507,0,0.00196480793622078,0.00482077196742397
"368",2021-01-02,"Baleares","ESIB",1149460,730,3,38237,549,46255.3504248319,46006.2437494949,46505.8059200386,641.407958563912,2483.0872245601,5227.54798797286,0.040240939593228,0.0400242233305159,0.0404588292937889,0.000558008072106826,0.00216022064670376,0.00454782940508835
"369",2021-01-03,"Baleares","ESIB",1149460,689,5,38926,554,46955.3000384007,46703.895693303,47208.0576784173,960.256243474068,3161.45414447633,5514.57396227501,0.0408498773671121,0.0406311621920754,0.0410697698731729,0.000835397702811815,0.00275038204415667,0.00479753446163852
