Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,RecentHospital,RecentCasesNursing,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/08/19,Spain,ES,,ESMRO,en,20,7,,,0,0,,,,,,,,,,,limesurvey-5223,rvnb3qt84kdbx4p6w,
2020/08/19,Spain,ES,,ESMRC,en,32,2,,,0,0,,,,,,,,,,,limesurvey-5203,juzs1q15hnkd8z0thm,
2020/08/19,Spain,ES,,ESMRC,en,100,4,,,0,0,,,,,,,,,,,limesurvey-5241,gycqss22xhkdg1q0bz,
2020/08/19,Spain,ES,,ESMRO,en,20,7,,,0,0,,,,,,,,,,,limesurvey-5224,rvnb3qt84kdbx4p6w,
2020/08/19,Spain,ES,,ESMRC,en,50,3,,,0,0,,,,,,,,,,,limesurvey-5256,9eonl1zdt2kdg04qdo,
2020/08/19,Spain,ES,,ESMRO,en,20,4,,,0,0,,,,,,,,,,,limesurvey-5211,i35erfs771kdxh5uhr,
2020/08/19,Spain,ES,,ESMRE,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5267,zj4ro69mu1kd8wo6sh,
2020/08/19,Spain,ES,,ESMRO,en,14,0,,,0,0,,,,,,,,,,,limesurvey-5259,tsuzy2hcaskd9efy0l,
2020/08/19,Spain,ES,,ESMRC,en,20,2,,,0,0,,,,,,,,,,,limesurvey-5252,cgaguydbfokdef3k01,
2020/08/19,Spain,ES,,ESMRO,en,40,4,,,0,0,,,,,,,,,,,limesurvey-5232,8ob9ii1a9ekdahgw3a,
2020/08/19,Spain,ES,,ESMRO,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5237,i6ngl43neukdc2z6e9,
2020/08/19,Spain,ES,,ESMRE,en,500,5,,,0,0,,,,,,,,,,,limesurvey-5200,jvl9yucoigayigy899,
2020/08/19,Spain,ES,,ESMRE,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5207,zj4ro69mu1kd8wo6sh,
2020/08/19,Spain,ES,,ESMRO,en,20,7,,,0,0,,,,,,,,,,,limesurvey-5228,rvnb3qt84kdbx4p6w,
2020/08/19,Spain,ES,,ESMAR,en,100,5,,,0,1,,,,,,,,,,,limesurvey-5213,pbuxyc6jdskd9dqidc,
2020/08/19,Spain,ES,,ESMRE,en,6,0,,,0,0,,,,,,,,,,,limesurvey-5205,ukozo3eu1ykdvg4boi,
2020/08/19,Spain,ES,,ESMRO,en,40,4,,,0,0,,,,,,,,,,,limesurvey-5236,8ob9ii1a9ekdahgw3a,
2020/08/19,Spain,ES,,ESMRC,en,20,2,,,0,0,,,,,,,,,,,limesurvey-5251,cgaguydbfokdef3k01,
2020/08/19,Spain,ES,,ESMRE,en,10,0,,,0,0,,,,,,,,,,,limesurvey-5243,7rulir6ez5ke1eu5yc,
2020/08/19,Spain,ES,,ESMRO,en,40,4,,,0,0,,,,,,,,,,,limesurvey-5234,8ob9ii1a9ekdahgw3a,
2020/08/19,Spain,ES,,ESMRC,en,35,10,,,6,1,,,,,,,,,,,limesurvey-5262,g50vqygcr4ke0c5xsu,
2020/08/19,Spain,ES,,ESMRO,en,9,0,,,0,0,,,,,,,,,,,limesurvey-5217,gfak4hdb97kdp0j4nj,
2020/08/19,Spain,ES,,ESMRC,en,20,0,,,0,0,,,,,,,,,,,limesurvey-5204,dqzat3fgn7kddkjnnt,
2020/08/19,Spain,ES,,ESMAR,en,5,0,,,,,,,,,,,,,,,limesurvey-5206,cupy9zrjrakd9z4sf3,
2020/08/19,Spain,ES,,ESMRC,en,25,0,,,0,0,,,,,,,,,,,limesurvey-5244,e6fiu4u5plke1euttg,
2020/08/19,Spain,ES,,ESMRO,en,3,0,,,0,0,,,,,,,,,,,limesurvey-5218,yk1uf0ugoekdfucxp6,
2020/08/19,Spain,ES,,ESMAR,en,9,1,,,0,0,,,,,,,,,,,limesurvey-5210,kcbpe13hujke11o7v3,
2020/08/19,Spain,ES,,ESMAR,en,50,8,,,,,,,,,,,,,,,limesurvey-5258,6tn1aupqqqke1ds2fk,
2020/08/19,Spain,ES,,ESMRC,en,20,2,,,0,0,,,,,,,,,,,limesurvey-5250,cgaguydbfokdef3k01,
2020/08/19,Spain,ES,,ESMRE,en,20,6,,,0,0,,,,,,,,,,,limesurvey-5264,dbzikkd5qikda2rajt,
2020/08/19,Spain,ES,,ESMRC,en,24,4,,,0,0,,,,,,,,,,,limesurvey-5215,y2xqg7350qkd9xaszn,
2020/08/19,Spain,ES,,ESMAR,en,50,1,,,0,0,,,,,,,,,,,limesurvey-5208,df32xmvjufkd9z00sr,
2020/08/19,Spain,ES,,ESMRO,en,25,5,,,0,0,,,,,,,,,,,limesurvey-5255,ltk3u17pztke1j8bcx,
2020/08/19,Spain,ES,,ESMAR,en,7,0,,,0,0,,,,,,,,,,,limesurvey-5269,jfkxdyeut5ke1v9v9e,
2020/08/19,Spain,ES,,ESMRO,en,51,7,,,0,0,,,,,,,,,,,limesurvey-5268,nyic6kw2jmkdw1hz8r,
2020/08/19,Spain,ES,,ESMRC,en,20,5,,,0,0,,,,,,,,,,,limesurvey-5202,ovjr1f2bqykd96tnhj,
2020/08/19,Spain,ES,,ESMRE,en,100,10,,,0,0,,,,,,,,,,,limesurvey-5247,gohko7deybke1fpqlz,
2020/08/19,Spain,ES,,ESMRO,en,12,0,,,0,0,,,,,,,,,,,limesurvey-5238,dgdspyy058kdbu96fh,
2020/08/19,Spain,ES,,ESMRO,en,20,2,,,0,0,,,,,,,,,,,limesurvey-5212,7573tj2lelkdar9m9t,
2020/08/19,Spain,ES,,ESMRO,en,20,7,,,0,0,,,,,,,,,,,limesurvey-5222,rvnb3qt84kdbx4p6w,
2020/08/19,Spain,ES,,ESMRO,en,20,7,,,0,0,,,,,,,,,,,limesurvey-5229,rvnb3qt84kdbx4p6w,
2020/08/19,Spain,ES,,ESMRO,en,20,7,,,0,0,,,,,,,,,,,limesurvey-5221,rvnb3qt84kdbx4p6w,
2020/08/19,Spain,ES,,ESMAR,en,10,1,,,0,0,,,,,,,,,,,limesurvey-5261,l78zpuieeukdbp5msh,
2020/08/19,Spain,ES,,ESMAR,en,100,6,,,2,0,,,,,,,,,,,limesurvey-5201,oxsxy7lz3lkdh390no,
2020/08/19,Spain,ES,,ESMAR,en,40,8,,,1,1,,,,,,,,,,,limesurvey-5266,2r5q4l6mc1ke1tfigk,
2020/08/20,Spain,ES,,ESMRO,en,12,3,,,0,0,,,,,,,,,,,limesurvey-5272,y513ycl4cke2m7x3o,
2020/08/20,Spain,ES,,ESMRE,en,500,2,,,0,0,,,,,,,,,,,limesurvey-5282,jvl9yucoigayigy899,
2020/08/20,Spain,ES,,ESMAR,en,43,5,,,5,0,,,,,,,,,,,limesurvey-5299,o77jub0n34kdxg2176,
2020/08/20,Spain,ES,,ESMRO,en,8,2,,,1,0,,,,,,,,,,,limesurvey-5279,grbekj1wlvkdg5h9o9,
2020/08/20,Spain,ES,,ESMRC,en,39,10,,,4,0,,,,,,,,,,,limesurvey-5302,2jubi09he4ke3bve1l,
2020/08/20,Spain,ES,,ESMRE,en,20,6,,,0,0,,,,,,,,,,,limesurvey-5278,dbzikkd5qikda2rajt,
2020/08/20,Spain,ES,,ESMAR,en,15,4,,,2,0,,,,,,,,,,,limesurvey-5300,91e7sk29hhkdhvegk4,
2020/08/20,Spain,ES,,ESMRO,en,14,0,,,0,0,,,,,,,,,,,limesurvey-5285,tsuzy2hcaskd9efy0l,
2020/08/20,Spain,ES,,ESMRE,en,32,3,,,0,0,,,,,,,,,,,limesurvey-5301,5yhmrwk6hfkdbxx1lr,
2020/08/20,Spain,ES,,ESMRO,en,30,3,,,0,0,,,,,,,,,,,limesurvey-5270,iidycrue4kke2lwmtz,
2020/08/20,Spain,ES,,ESMRO,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5280,6z5qbohcxcke2sxg24,
2020/08/20,Spain,ES,,ESMRO,en,30,4,,,0,0,,,,,,,,,,,limesurvey-5292,qgrrpsrmdcke32kjjq,
2020/08/20,Spain,ES,,ESMRE,en,25,1,,,0,0,,,,,,,,,,,limesurvey-5275,nftb1xf21ikdg25yt0,
2020/08/20,Spain,ES,,ESMRO,en,12,0,,,0,0,,,,,,,,,,,limesurvey-5288,da5r4puzrxkdfui85k,
2020/08/20,Spain,ES,,ESMRO,en,3,0,,,0,0,,,,,,,,,,,limesurvey-5274,yk1uf0ugoekdfucxp6,
2020/08/20,Spain,ES,,ESMRC,en,39,10,,,4,0,,,,,,,,,,,limesurvey-5303,2jubi09he4ke3bve1l,
2020/08/20,Spain,ES,,ESMRO,en,40,4,,,0,0,,,,,,,,,,,limesurvey-5294,8ob9ii1a9ekdahgw3a,
2020/08/20,Spain,ES,,ESMAR,en,100,12,,,,,,,,,,,,,,,limesurvey-5289,6tn1aupqqqke1ds2fk,
2020/08/20,Spain,ES,,ESMRC,en,100,4,,,0,0,,,,,,,,,,,limesurvey-5286,gycqss22xhkdg1q0bz,
2020/08/20,Spain,ES,,ESMAR,en,100,5,,,1,0,,,,,,,,,,,limesurvey-5293,,
2020/08/20,Spain,ES,,ESMAR,en,50,5,,,1,0,,,,,,,,,,,limesurvey-5297,psdwq2hxq4kd8yh21a,
2020/08/20,Spain,ES,,ESMRE,en,500,2,,,0,0,,,,,,,,,,,limesurvey-5283,jvl9yucoigayigy899,
2020/08/20,Spain,ES,,ESMRC,en,100,4,,,0,0,,,,,,,,,,,limesurvey-5287,gycqss22xhkdg1q0bz,
2020/08/20,Spain,ES,,ESMRE,en,50,1,,,0,0,,,,,,,,,,,limesurvey-5284,mkzgd1jji1ke0gybac,
2020/08/20,Spain,ES,,ESMRE,en,20,6,,,0,0,,,,,,,,,,,limesurvey-5277,dbzikkd5qikda2rajt,
2020/08/20,Spain,ES,,ESMRE,en,6,0,,,0,0,,,,,,,,,,,limesurvey-5304,ukozo3eu1ykdvg4boi,
2020/08/20,Spain,ES,,ESMAR,en,50,2,,,0,0,,,,,,,,,,,limesurvey-5271,svm21x4y9tkdgc2n6e,
2020/08/20,Spain,ES,,ESMRO,en,40,4,,,0,0,,,,,,,,,,,limesurvey-5295,8ob9ii1a9ekdahgw3a,
2020/08/20,Spain,ES,,ESMAR,en,5,0,,,0,0,,,,,,,,,,,limesurvey-5296,cupy9zrjrakd9z4sf3,
2020/08/20,Spain,ES,,ESMAR,en,50,0,,,0,0,,,,,,,,,,,limesurvey-5291,df32xmvjufkd9z00sr,
2020/08/20,Spain,ES,,ESMRC,en,32,2,,,0,0,,,,,,,,,,,limesurvey-5290,81gaxrwwxzkdio0wgu,
2020/08/21,Spain,ES,,ESMRO,en,11,0,,,0,0,,,,,,,,,,,limesurvey-5328,gfak4hdb97kdp0j4nj,
2020/08/21,Spain,ES,,ESMRO,en,51,7,,,0,0,,,,,,,,,,,limesurvey-5319,nyic6kw2jmkdw1hz8r,
2020/08/21,Spain,ES,,ESMAR,en,35,8,,,1,2,,,,,,,,,,,limesurvey-5333,2r5q4l6mc1ke1tfigk,
2020/08/21,Spain,ES,,ESMRO,en,8,2,,,2,0,,,,,,,,,,,limesurvey-5320,grbekj1wlvkdg5h9o9,
2020/08/21,Spain,ES,,ESMAR,en,100,12,,,,,,,,,,,,,,,limesurvey-5330,6tn1aupqqqke1ds2fk,
2020/08/21,Spain,ES,,ESMRO,en,50,6,,,0,0,,,,,,,,,,,limesurvey-5341,g3ux524sd9ke07xam0,
2020/08/21,Spain,ES,,ESMRO,en,3,0,,,0,0,,,,,,,,,,,limesurvey-5321,yk1uf0ugoekdfucxp6,
2020/08/21,Spain,ES,,ESMRO,en,50,3,,,0,0,,,,,,,,,,,limesurvey-5322,4jbyuhdxmgke4g3kt9,
2020/08/21,Spain,ES,,ESMRO,en,14,0,,,0,0,,,,,,,,,,,limesurvey-5325,tsuzy2hcaskd9efy0l,
2020/08/21,Spain,ES,,ESMRO,en,11,0,,,0,0,,,,,,,,,,,limesurvey-5329,gfak4hdb97kdp0j4nj,
2020/08/21,Spain,ES,,ESMRO,en,10,0,,,0,0,,,,,,,,,,,limesurvey-5317,y4604dfrooke4elxfb,
2020/08/21,Spain,ES,,ESMAR,en,100,5,,,1,0,,,,,,,,,,,limesurvey-5324,oxsxy7lz3lkdh390no,
2020/08/21,Spain,ES,,ESMAR,en,50,2,,,0,0,,,,,,,,,,,limesurvey-5309,svm21x4y9tkdgc2n6e,
2020/08/21,Spain,ES,,ESMRE,en,9,3,,,0,0,,,,,,,,,,,limesurvey-5326,y513ycl4cke2m7x3o,
2020/08/21,Spain,ES,,ESMRE,en,200,28,,,3,0,,,,,,,,,,,limesurvey-5310,5ogx57vx49ke41o2hb,
2020/08/21,Spain,ES,,ESMRE,en,20,6,,,0,0,,,,,,,,,,,limesurvey-5316,dbzikkd5qikda2rajt,
2020/08/21,Spain,ES,,ESMRC,en,20,2,,,0,0,,,,,,,,,,,limesurvey-5337,hlpgw68sddkd9267wh,
2020/08/21,Spain,ES,,ESMAR,en,5,0,,,0,0,,,,,,,,,,,limesurvey-5314,cupy9zrjrakd9z4sf3,
2020/08/21,Spain,ES,,ESMRE,en,500,500,,,0,0,,,,,,,,,,,limesurvey-5332,jvl9yucoigayigy899,
2020/08/21,Spain,ES,,ESMRO,en,14,0,,,0,0,,,,,,,,,,,limesurvey-5334,uqq5a86tdgkdxnsp5d,
2020/08/21,Spain,ES,,ESMRE,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5336,zj4ro69mu1kd8wo6sh,
2020/08/21,Spain,ES,,ESMRC,en,100,4,,,0,0,,,,,,,,,,,limesurvey-5313,gycqss22xhkdg1q0bz,
2020/08/21,Spain,ES,,ESMAR,en,100,5,,,0,1,,,,,,,,,,,limesurvey-5312,n57c9z45uqkdfyl13m,
2020/08/21,Spain,ES,,ESMRO,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5311,i6ngl43neukdc2z6e9,
2020/08/21,Spain,ES,,ESMRC,en,32,2,,,0,0,,,,,,,,,,,limesurvey-5342,juzs1q15hnkd8z0thm,
2020/08/21,Spain,ES,,ESMRE,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5335,zj4ro69mu1kd8wo6sh,
2020/08/21,Spain,ES,,ESMRE,en,500,500,,,0,0,,,,,,,,,,,limesurvey-5331,jvl9yucoigayigy899,
2020/08/21,Spain,ES,,ESMAR,en,9,0,,,0,0,,,,,,,,,,,limesurvey-5318,kcbpe13hujke11o7v3,
2020/08/21,Spain,ES,,ESMRO,en,50,6,,,0,0,,,,,,,,,,,limesurvey-5339,g3ux524sd9ke07xam0,
2020/08/21,Spain,ES,,ESMRC,en,35,9,,,5,1,,,,,,,,,,,limesurvey-5323,g50vqygcr4ke0c5xsu,
2020/08/21,Spain,ES,,ESMRE,en,10,10,,,0,0,,,,,,,,,,,limesurvey-5306,zj4ro69mu1kd8wo6sh,
2020/08/21,Spain,ES,,ESMRO,en,20,4,,,0,0,,,,,,,,,,,limesurvey-5327,i35erfs771kdxh5uhr,
2020/08/21,Spain,ES,,ESMRE,en,6,0,,,0,0,,,,,,,,,,,limesurvey-5307,ukozo3eu1ykdvg4boi,
2020/08/21,Spain,ES,,ESMRO,en,50,6,,,0,0,,,,,,,,,,,limesurvey-5340,g3ux524sd9ke07xam0,
2020/08/21,Spain,ES,,ESMRC,en,24,4,,,0,0,,,,,,,,,,,limesurvey-5338,y2xqg7350qkd9xaszn,
2020/08/22,Spain,ES,,ESMRO,en,8,2,,,0,0,,,,,,,,,,,limesurvey-5370,grbekj1wlvkdg5h9o9,
2020/08/22,Spain,ES,,ESMRO,en,19,1,,,0,0,,,,,,,,,,,limesurvey-5356,lctw8jar33kdkonfrp,
2020/08/22,Spain,ES,,ESMRO,en,30,5,,,0,0,,,,,,,,,,,limesurvey-5353,3ue3vq8bbrkdoi60u8,
2020/08/22,Spain,ES,,ESMRO,en,3,0,,,0,0,,,,,,,,,,,limesurvey-5352,yk1uf0ugoekdfucxp6,
2020/08/22,Spain,ES,,ESMRO,en,16,0,,,0,0,,,,,,,,,,,limesurvey-5355,da5r4puzrxkdfui85k,
2020/08/22,Spain,ES,,ESMRE,en,6,0,,,0,0,,,,,,,,,,,limesurvey-5344,ukozo3eu1ykdvg4boi,
2020/08/22,Spain,ES,,ESMAR,en,46,5,,,0,0,,,,,,,,,,,limesurvey-5347,o77jub0n34kdxg2176,
2020/08/22,Spain,ES,,ESMRO,en,51,7,,,0,0,,,,,,,,,,,limesurvey-5349,nyic6kw2jmkdw1hz8r,
2020/08/22,Spain,ES,,ESMAR,en,100,12,,,1,,,,,,,,,,,,limesurvey-5362,6tn1aupqqqke1ds2fk,
2020/08/22,Spain,ES,,ESMRE,en,50,1,,,0,0,,,,,,,,,,,limesurvey-5368,mkzgd1jji1ke0gybac,
2020/08/22,Spain,ES,,ESMRC,en,10,0,,,0,0,,,,,,,,,,,limesurvey-5357,,
2020/08/22,Spain,ES,,ESMRC,en,100,6,,,0,0,,,,,,,,,,,limesurvey-5345,gycqss22xhkdg1q0bz,
2020/08/22,Spain,ES,,ESMRO,en,52,7,,,0,0,,,,,,,,,,,limesurvey-5373,fwz4aoamzwke66jw2t,
2020/08/22,Spain,ES,,ESMAR,en,50,5,,,1,0,,,,,,,,,,,limesurvey-5354,psdwq2hxq4kd8yh21a,
2020/08/22,Spain,ES,,ESMRC,en,24,4,,,0,0,,,,,,,,,,,limesurvey-5365,y2xqg7350qkd9xaszn,
2020/08/22,Spain,ES,,ESMRE,en,20,6,,,0,0,,,,,,,,,,,limesurvey-5376,dbzikkd5qikda2rajt,
2020/08/22,Spain,ES,,ESMRO,en,52,7,,,0,0,,,,,,,,,,,limesurvey-5372,fwz4aoamzwke66jw2t,
2020/08/22,Spain,ES,,ESMRO,en,14,0,,,0,0,,,,,,,,,,,limesurvey-5351,tsuzy2hcaskd9efy0l,
2020/08/22,Spain,ES,,ESMRC,en,20,0,,,0,0,,,,,,,,,,,limesurvey-5369,dqzat3fgn7kddkjnnt,
2020/08/22,Spain,ES,,ESMAR,en,46,5,,,0,0,,,,,,,,,,,limesurvey-5346,o77jub0n34kdxg2176,
2020/08/22,Spain,ES,,ESMAR,en,5,0,,,0,0,,,,,,,,,,,limesurvey-5361,cupy9zrjrakd9z4sf3,
2020/08/22,Spain,ES,,ESMAR,en,12,5,,,2,0,,,,,,,,,,,limesurvey-5367,94awrrqcngkdn9kak0,
2020/08/22,Spain,ES,,ESMRC,en,10,0,,,0,0,,,,,,,,,,,limesurvey-5358,,
2020/08/22,Spain,ES,,ESMRC,en,24,4,,,0,0,,,,,,,,,,,limesurvey-5366,y2xqg7350qkd9xaszn,
2020/08/22,Spain,ES,,ESMRO,en,40,4,,,0,0,,,,,,,,,,,limesurvey-5371,8ob9ii1a9ekdahgw3a,
2020/08/22,Spain,ES,,ESMAR,en,15,4,,,,,,,,,,,,,,,limesurvey-5363,okunxhkhy4kdka6tz9,
2020/08/22,Spain,ES,,ESMRC,en,8,0,,,0,0,,,,,,,,,,,limesurvey-5364,b4zq4vxg8dkdbrmeae,
2020/08/22,Spain,ES,,ESMRO,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5359,i6ngl43neukdc2z6e9,
2020/08/22,Spain,ES,,ESMRO,en,50,3,,,0,0,,,,,,,,,,,limesurvey-5348,4jbyuhdxmgke4g3kt9,
2020/08/22,Spain,ES,,ESMRE,en,20,6,,,0,0,,,,,,,,,,,limesurvey-5375,dbzikkd5qikda2rajt,
2020/08/22,Spain,ES,,ESMAR,en,100,6,,,2,0,,,,,,,,,,,limesurvey-5360,oxsxy7lz3lkdh390no,
2020/08/22,Spain,ES,,ESMRO,en,13,0,,,0,0,,,,,,,,,,,limesurvey-5350,fjiqzco90ckdgz53z0,
2020/08/23,Spain,ES,,ESMRO,en,50,6,,,0,0,,,,,,,,,,,limesurvey-5398,g3ux524sd9ke07xam0,
2020/08/23,Spain,ES,,ESMRO,en,100,5,,,0,0,,,,,,,,,,,limesurvey-5388,xjz79znl8okdcucuku,
2020/08/23,Spain,ES,,ESMRO,en,5,0,,,0,0,,,,,,,,,,,limesurvey-5382,e7r3fo07xuke6rkiz5,
2020/08/23,Spain,ES,,ESMRO,en,5,0,,,0,0,,,,,,,,,,,limesurvey-5383,e7r3fo07xuke6rkiz5,
2020/08/23,Spain,ES,,ESMAR,en,200,79,,,25,20,,,,,,,,,,,limesurvey-5378,z1ungrxckfke6qqtg2,
2020/08/23,Spain,ES,,ESMRE,en,6,0,,,0,0,,,,,,,,,,,limesurvey-5396,ukozo3eu1ykdvg4boi,
2020/08/23,Spain,ES,,ESMRE,en,50,2,,,0,0,,,,,,,,,,,limesurvey-5394,jvl9yucoigayigy899,
2020/08/23,Spain,ES,,ESMAR,en,100,5,,,0,0,,,,,,,,,,,limesurvey-5397,pbuxyc6jdskd9dqidc,
2020/08/23,Spain,ES,,ESMRE,en,7,0,,,0,0,,,,,,,,,,,limesurvey-5400,pigjn88cmskdg8jo38,
2020/08/23,Spain,ES,,ESMRC,en,100,70,,,10,7,,,,,,,,,,,limesurvey-5377,1n9ginubskke6qp35r,
2020/08/23,Spain,ES,,ESMRO,en,30,0,,,0,0,,,,,,,,,,,limesurvey-5379,z1ungrxckfke6qqtg2,
2020/08/23,Spain,ES,,ESMAR,en,60,20,,,5,10,,,,,,,,,,,limesurvey-5380,z1ungrxckfke6qqtg2,
2020/08/23,Spain,ES,,ESMRE,en,50,2,,,0,0,,,,,,,,,,,limesurvey-5392,jvl9yucoigayigy899,
2020/08/23,Spain,ES,,ESMRE,en,50,2,,,0,0,,,,,,,,,,,limesurvey-5391,jvl9yucoigayigy899,
2020/08/23,Spain,ES,,ESMRO,en,3,0,,,0,0,,,,,,,,,,,limesurvey-5386,yk1uf0ugoekdfucxp6,
2020/08/23,Spain,ES,,ESMRE,en,130,0,,,0,0,,,,,,,,,,,limesurvey-5381,z1ungrxckfke6qqtg2,
2020/08/23,Spain,ES,,ESMRO,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5390,i6ngl43neukdc2z6e9,
2020/08/23,Spain,ES,,ESMRO,en,20,3,,,0,0,,,,,,,,,,,limesurvey-5384,snvg5jedwxke6rt9c8,
2020/08/23,Spain,ES,,ESMRO,en,100,5,,,0,0,,,,,,,,,,,limesurvey-5387,xjz79znl8okdcucuku,
2020/08/23,Spain,ES,,ESMAR,en,50,2,,,0,0,,,,,,,,,,,limesurvey-5395,svm21x4y9tkdgc2n6e,
2020/08/24,Spain,ES,,ESMAR,en,50,0,,,0,0,,,,,,,,,,,limesurvey-5426,df32xmvjufkd9z00sr,
2020/08/24,Spain,ES,,ESMAR,en,100,12,,,3,,,,,,,,,,,,limesurvey-5429,6tn1aupqqqke1ds2fk,
2020/08/24,Spain,ES,,ESMRC,en,20,0,,,0,,,,,,,,,,,,limesurvey-5420,dqzat3fgn7kddkjnnt,
2020/08/24,Spain,ES,,ESMRO,en,50,6,,,0,0,,,,,,,,,,,limesurvey-5439,g3ux524sd9ke07xam0,
2020/08/24,Spain,ES,,ESMRC,en,8,0,,,0,0,,,,,,,,,,,limesurvey-5427,j5jvqp64sekd8zoznl,
2020/08/24,Spain,ES,,ESMRO,en,13,0,,,0,0,,,,,,,,,,,limesurvey-5436,fjiqzco90ckdgz53z0,
2020/08/24,Spain,ES,,ESMRC,en,4,3,,,0,0,,,,,,,,,,,limesurvey-5425,gksc3jcsn2kdg54sgx,
2020/08/24,Spain,ES,,ESMAR,en,15,7,,,0,0,,,,,,,,,,,limesurvey-5432,g4fqfq2o0gkd8jprr1,
2020/08/24,Spain,ES,,ESMRO,en,10,2,,,0,0,,,,,,,,,,,limesurvey-5417,vap6x7tfwbke8najc5,
2020/08/24,Spain,ES,,ESMRO,en,3,0,,,0,0,,,,,,,,,,,limesurvey-5428,yk1uf0ugoekdfucxp6,
