"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",5342367.69255098,2070,59359.6410283442,23,7
"Albania","",208590.133969924,2070,2317.66815522138,23,7
"Algeria","",5773846.3254854,2070,64153.8480609489,23,7
"Andorra","",886.158114425943,2070,9.84620127139937,23,7
"Angola","",4431048.97777781,2070,49233.8775308646,23,7
"Argentina","",2272666.62268949,2070,25251.8513632165,23,7
"Aruba","",2417.55860225453,2070,26.8617622472726,23,7
"Australia","",2479702.26531903,2070,27552.2473924337,23,7
"Austria","",450067.398182223,2070,5000.74886869136,23,7
"Azerbaijan","",953883.11667789,2070,10598.701296421,23,7
"Bahamas","",35747.5759329994,2070,397.195288144437,23,7
"Bahrain","",57538.6687054765,2070,639.318541171961,23,7
"Bangladesh","",20703456.7162562,2070,230038.407958402,23,7
"Barbados","",9786.77592770616,2070,108.741954752291,23,7
"Belarus","",740305.994466861,2070,8225.62216074291,23,7
"Belgium","",400285.771048159,2070,4447.61967831288,23,7
"Belize","",29895.6709415445,2070,332.174121572716,23,7
"Benin","",1581890.17908193,2070,17576.5575453548,23,7
"Bermuda","",7015.3749657463,2070,77.9486107305145,23,7
"Bhutan","",103127.338878618,2070,1145.85932087353,23,7
"Bolivia","",956414.132178885,2070,10626.8236908765,23,7
"Bosnia and Herzegovina","",225102.652768553,2070,2501.14058631726,23,7
"Botswana","",215217.676782927,2070,2391.3075198103,23,7
"Brazil","",10867764.3160014,2070,120752.93684446,23,7
"Brunei","",50696.9909565721,2070,563.299899517468,23,7
"Bulgaria","",534250.404021697,2070,5936.11560024108,23,7
"Burkina Faso","",2986952.97396925,2070,33188.3663774362,23,7
"Burundi","",1710614.11613424,2070,19006.8235126027,23,7
"Cambodia","",1875290.71272243,2070,20836.5634746937,23,7
"Cameroon","",0,2070,0,23,7
"Canada","",2914702.15857249,2070,32385.5795396943,23,7
"Cape Verde","",38474.1172719218,2070,427.490191910243,23,7
"Central African Republic","",523407.002308476,2070,5815.63335898307,23,7
"Chad","",2323951.04869291,2070,25821.6783188101,23,7
"Chile","",1185079.87305932,2070,13167.5541451036,23,7
"China","",59095555.706365,2070,656617.285626278,23,7
"Colombia","",2651289.4109723,2070,29458.7712330255,23,7
"Comoros","",77116.2776279722,2070,856.847529199692,23,7
"Congo","",490561.799340546,2070,5450.6866593394,23,7
"Costa Rica","",303845.44581022,2070,3376.06050900245,23,7
"Cote d'Ivoire","",3709032.75305989,2070,41211.4750339988,23,7
"Croatia","",158181.157659854,2070,1757.56841844282,23,7
"Cuba","",1461177.34126228,2070,16235.3037918031,23,7
"Cyprus","",70955.8159439565,2070,788.397954932851,23,7
"Czech Republic","",133811.784135812,2070,1486.79760150902,23,7
"Democratic Republic of Congo","",12107900.1697734,2070,134532.224108593,23,7
"Denmark","",361377.199392044,2070,4015.30221546716,23,7
"Djibouti","",126378.520721706,2070,1404.20578579673,23,7
"Dominica","",9290.63960079515,2070,103.229328897724,23,7
"Dominican Republic","",977541.119591929,2070,10861.5679954659,23,7
"Ecuador","",1896576.88043413,2070,21073.0764492681,23,7
"Egypt","",13910803.3656057,2070,154564.481840064,23,7
"El Salvador","",736619.078977601,2070,8184.65643308445,23,7
"Eritrea","",746959.740916469,2070,8299.55267684966,23,7
"Estonia","",69846.1788658251,2070,776.068654064724,23,7
"Eswatini","",101860.024547576,2070,1131.77805052862,23,7
"Ethiopia","",14905716.7860419,2070,165619.075400466,23,7
"Faeroe Islands","",5710.76099081165,2070,63.4528998979072,23,7
"Fiji","",113273.376031174,2070,1258.59306701305,23,7
"Finland","",662563.044456536,2070,7361.81160507262,23,7
"France","",3089058.70202277,2070,34322.8744669197,23,7
"Gabon","",282441.850921829,2070,3138.24278802032,23,7
"Gambia","",327174.414067255,2070,3635.27126741394,23,7
"Georgia","",86898.3561793003,2070,965.537290881114,23,7
"Germany","",5877032.97350712,2070,65300.3663723013,23,7
"Ghana","",4195677.80564222,2070,46618.6422849136,23,7
"Greece","",1104122.82899949,2070,12268.0314333277,23,7
"Greenland","",7285.53119563488,2070,80.9503466181654,23,7
"Guam","",9169.93546045381,2070,101.88817178282,23,7
"Guatemala","",2088276.18460381,2070,23203.0687178201,23,7
"Guinea","",1668597.0019515,2070,18539.96668835,23,7
"Guyana","",83040.8299455487,2070,922.675888283875,23,7
"Haiti","",1538115.09719392,2070,17090.1677465991,23,7
"Honduras","",996337.118749756,2070,11070.4124305528,23,7
"Hong Kong","",995008.978533902,2070,11055.6553170434,23,7
"Hungary","",583854.67794357,2070,6487.274199373,23,7
"Iceland","",33124.8085919734,2070,368.053428799704,23,7
"India","",170391071.676557,2070,1893234.12973952,23,7
"Indonesia","",34849994.571612,2070,387222.1619068,23,7
"Iran","",8593694.40864219,2070,95485.4934293577,23,7
"Iraq","",4462060.83198506,2070,49578.4536887228,23,7
"Ireland","",56465.1008918334,2070,627.39000990926,23,7
"Israel","",177117.273339428,2070,1967.96970377142,23,7
"Italy","",3145889.62066834,2070,34954.3291185371,23,7
"Jamaica","",344294.373211396,2070,3825.49303568218,23,7
"Japan","",14660501.4821873,2070,162894.460913192,23,7
"Jordan","",787264.527169392,2070,8747.38363521546,23,7
"Kazakhstan","",2138889.10616908,2070,23765.4345129898,23,7
"Kenya","",7342789.18328774,2070,81586.5464809749,23,7
"Kosovo","",135070.119102727,2070,1500.77910114141,23,7
"Kuwait","",278201.294408557,2070,3091.12549342842,23,7
"Kyrgyz Republic","",732938.689756374,2070,8143.76321951527,23,7
"Laos","",0,2070,0,23,7
"Latvia","",93147.3781168308,2070,1034.97086796479,23,7
"Lebanon","",227454.758692462,2070,2527.27509658291,23,7
"Lesotho","",34851.9813857407,2070,387.244237619342,23,7
"Liberia","",0,2070,0,23,7
"Libya","",714849.411451699,2070,7942.77123835221,23,7
"Lithuania","",72534.4164733299,2070,805.937960814777,23,7
"Luxembourg","",10329.6689779932,2070,114.77409975548,23,7
"Macao","",0,2070,0,23,7
"Madagascar","",3308295.65540442,2070,36758.8406156047,23,7
"Malawi","",2393423.41902743,2070,26593.5935447492,23,7
"Malaysia","",3698824.27519378,2070,41098.0475021531,23,7
"Mali","",2666700.86030646,2070,29630.0095589607,23,7
"Mauritania","",619306.560948398,2070,6881.18401053776,23,7
"Mauritius","",183534.961834796,2070,2039.27735371995,23,7
"Mexico","",12974170.343021,2070,144157.448255788,23,7
"Moldova","",88289.9304404424,2070,980.999227116027,23,7
"Monaco","",1582.13687704413,2070,17.5792986338237,23,7
"Mongolia","",450867.689556022,2070,5009.64099506691,23,7
"Morocco","",4220290.82073821,2070,46892.1202304246,23,7
"Mozambique","",4139440.81583922,2070,45993.786842658,23,7
"Myanmar","",7179101.34736204,2070,79767.7927484671,23,7
"Namibia","",224467.260760509,2070,2494.08067511676,23,7
"Nepal","",3389865.29514632,2070,37665.1699460703,23,7
"Netherlands","",584856.963818257,2070,6498.41070909175,23,7
"New Zealand","",674876.233485248,2070,7498.62481650276,23,7
"Nicaragua","",924213.998494685,2070,10269.0444277187,23,7
"Niger","",3388795.10207366,2070,37653.2789119296,23,7
"Nigeria","",28644881.0261545,2070,318276.455846161,23,7
"Norway","",514942.46180083,2070,5721.58290889811,23,7
"Oman","",465740.668990381,2070,5174.89632211534,23,7
"Pakistan","",29751335.4683194,2070,330570.394092438,23,7
"Palestine","",316608.597650831,2070,3517.87330723146,23,7
"Panama","",76620.3101515088,2070,851.336779461209,23,7
"Papua New Guinea","",594963.670279292,2070,6610.70744754769,23,7
"Paraguay","",617781.500964992,2070,6864.23889961103,23,7
"Peru","",2448670.39408176,2070,27207.4488231307,23,7
"Philippines","",14352923.1503114,2070,159476.923892349,23,7
"Poland","",2137015.8586346,2070,23744.6206514955,23,7
"Portugal","",231197.479743207,2070,2568.86088603563,23,7
"Puerto Rico","",185563.865330183,2070,2061.82072589092,23,7
"Qatar","",118103.617209743,2070,1312.26241344159,23,7
"Romania","",1137030.11457523,2070,12633.6679397248,23,7
"Russia","",12256071.971028,2070,136178.577455867,23,7
"Rwanda","",1769738.36864974,2070,19663.7596516638,23,7
"San Marino","",735.586842141649,2070,8.17318713490721,23,7
"Saudi Arabia","",3682424.38624995,2070,40915.8265138884,23,7
"Senegal","",2154310.88350893,2070,23936.7875945437,23,7
"Serbia","",472876.497531059,2070,5254.18330590065,23,7
"Seychelles","",12032.9339737796,2070,133.699266375329,23,7
"Sierra Leone","",1111122.24219663,2070,12345.8026910737,23,7
"Singapore","",695490.037596324,2070,7727.6670844036,23,7
"Slovak Republic","",222317.019435008,2070,2470.18910483343,23,7
"Slovenia","",39718.5610487557,2070,441.317344986174,23,7
"Solomon Islands","",0,2070,0,23,7
"Somalia","",1128296.58147115,2070,12536.6286830128,23,7
"South Africa","",3668406.40420455,2070,40760.0711578283,23,7
"South Korea","",6982620.70681237,2070,77584.6745201374,23,7
"South Sudan","",1586937.6149639,2070,17632.6401662655,23,7
"Spain","",1898933.30340935,2070,21099.2589267705,23,7
"Sri Lanka","",2816952.95751843,2070,31299.4773057603,23,7
"Sudan","",0,2070,0,23,7
"Suriname","",50530.6384652241,2070,561.45153850249,23,7
"Sweden","",410718.861220322,2070,4563.54290244802,23,7
"Switzerland","",282065.099476547,2070,3134.05666085052,23,7
"Syria","",2430980.6798746,2070,27010.8964430511,23,7
"Taiwan","",1638569.52537175,2070,18206.3280596861,23,7
"Tajikistan","",542899.005553676,2070,6032.21117281862,23,7
"Tanzania","",0,2070,0,23,7
"Thailand","",9707483.59523996,2070,107860.928836,23,7
"Timor-Leste","",131641.632999022,2070,1462.68481110025,23,7
"Togo","",1223458.18976258,2070,13593.9798862509,23,7
"Trinidad and Tobago","",181608.5909179,2070,2017.87323242111,23,7
"Tunisia","",956328.445284539,2070,10625.8716142727,23,7
"Turkey","",6617959.75319457,2070,73532.8861466064,23,7
"Uganda","",6222934.69281343,2070,69143.7188090382,23,7
"Ukraine","",3547696.60178171,2070,39418.8511309079,23,7
"United Arab Emirates","",582927.284608854,2070,6476.96982898727,23,7
"United Kingdom","",1682736.94838445,2070,18697.0772042716,23,7
"United Kingdom","England",1781552.6176716,2070,19795.02908524,23,7
"United Kingdom","Northern Ireland",54217.769451889,2070,602.419660576545,23,7
"United Kingdom","Scotland",322792.721754629,2070,3586.58579727365,23,7
"United Kingdom","Wales",90346.9894559944,2070,1003.85543839994,23,7
"United States","",5467190.18418289,2070,60746.5576020321,23,7
"United States","Alabama",62262.0644247002,2070,691.800715830002,23,7
"United States","Alaska",14646.5772735996,2070,162.73974748444,23,7
"United States","Arizona",82672.8205318307,2070,918.586894798119,23,7
"United States","Arkansas",32076.2504426043,2070,356.402782695603,23,7
"United States","California",581473.817125648,2070,6460.82019028497,23,7
"United States","Colorado",130827.324988211,2070,1453.63694431345,23,7
"United States","Connecticut",97069.7523679698,2070,1078.55280408855,23,7
"United States","Delaware",17335.0375825975,2070,192.611528695528,23,7
"United States","Florida",374584.198526872,2070,4162.04665029858,23,7
"United States","Georgia",173825.826027822,2070,1931.3980669758,23,7
"United States","Hawaii",123106.372900468,2070,1367.84858778298,23,7
"United States","Idaho",23304.4978331046,2070,258.938864812274,23,7
"United States","Illinois",152354.058580324,2070,1692.82287311471,23,7
"United States","Indiana",80705.3434962322,2070,896.726038847024,23,7
"United States","Iowa",29805.2848262299,2070,331.169831402555,23,7
"United States","Kansas",64796.8740078036,2070,719.965266753373,23,7
"United States","Kentucky",77000.0408374658,2070,855.556009305175,23,7
"United States","Louisiana",81718.4129995076,2070,907.982366661196,23,7
"United States","Maine",78950.0436534186,2070,877.222707260207,23,7
"United States","Maryland",198014.621436367,2070,2200.16246040408,23,7
"United States","Massachusetts",119497.426668832,2070,1327.74918520924,23,7
"United States","Michigan",309382.648215301,2070,3437.58498017001,23,7
"United States","Minnesota",83424.8668266715,2070,926.942964740795,23,7
"United States","Mississippi",54801.6838954557,2070,608.907598838397,23,7
"United States","Missouri",122060.082123935,2070,1356.22313471039,23,7
"United States","Montana",16014.6893520028,2070,177.940992800031,23,7
"United States","Nebraska",20074.9375880592,2070,223.054862089547,23,7
"United States","Nevada",39454.9332980979,2070,438.388147756643,23,7
"United States","New Hampshire",57666.401841014,2070,640.737798233489,23,7
"United States","New Jersey",184202.03323728,2070,2046.689258192,23,7
"United States","New Mexico",29481.8686336548,2070,327.57631815172,23,7
"United States","New York",392939.935500742,2070,4365.99928334157,23,7
"United States","North Carolina",221632.416990168,2070,2462.58241100186,23,7
"United States","North Dakota",1947.42613494559,2070,21.6380681660621,23,7
"United States","Ohio",225149.667518627,2070,2501.66297242919,23,7
"United States","Oklahoma",57149.4802940397,2070,634.99422548933,23,7
"United States","Oregon",263506.455829766,2070,2927.84950921962,23,7
"United States","Pennsylvania",334547.020297739,2070,3717.18911441933,23,7
"United States","Rhode Island",29171.6877256989,2070,324.129863618876,23,7
"United States","South Carolina",84995.5500697196,2070,944.395000774662,23,7
"United States","South Dakota",3351.48178376353,2070,37.2386864862614,23,7
"United States","Tennessee",52656.4303397444,2070,585.071448219382,23,7
"United States","Texas",524943.867823175,2070,5832.70964247972,23,7
"United States","Utah",30446.1912272356,2070,338.291013635951,23,7
"United States","Vermont",40599.3526764956,2070,451.103918627729,23,7
"United States","Virginia",274839.288795479,2070,3053.76987550532,23,7
"United States","Washington",392323.855818025,2070,4359.15395353362,23,7
"United States","Washington DC",29001.2683218299,2070,322.236314686999,23,7
"United States","West Virginia",43452.7290587162,2070,482.808100652403,23,7
"United States","Wisconsin",49181.878365606,2070,546.4653151734,23,7
"United States","Wyoming",8594.55637667301,2070,95.4950708519223,23,7
"Uruguay","",274821.641278136,2070,3053.57379197929,23,7
"Uzbekistan","",4144390.3540104,2070,46048.7817112267,23,7
"Vanuatu","",0,2070,0,23,7
"Venezuela","",3693431.60012887,2070,41038.1288903208,23,7
"Vietnam","",923989.536946354,2070,10266.550410515,23,7
"Yemen","",618431.167369505,2070,6871.45741521672,23,7
"Zambia","",1863932.77083222,2070,20710.364120358,23,7
"Zimbabwe","",1399631.05542032,2070,15551.4561713369,23,7
