"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",5664242.38608877,1530,62936.0265120974,17,5
"Albania","",237452.12128009,1530,2638.35690311211,17,5
"Algeria","",5962164.86735505,1530,66246.276303945,17,5
"Andorra","",923.750706013339,1530,10.2638967334815,17,5
"Angola","",4553419.80505935,1530,50593.5533895484,17,5
"Argentina","",2619662.0067813,1530,29107.3556309034,17,5
"Aruba","",3044.5348078016,1530,33.8281645311289,17,5
"Australia","",2462944.74978674,1530,27366.0527754082,17,5
"Austria","",509242.526766162,1530,5658.2502974018,17,5
"Azerbaijan","",1009578.73138525,1530,11217.5414598361,17,5
"Bahamas","",37514.7973535846,1530,416.831081706495,17,5
"Bahrain","",65253.7742665389,1530,725.041936294876,17,5
"Bangladesh","",21425464.1738845,1530,238060.713043161,17,5
"Barbados","",13790.3487300792,1530,153.22609700088,17,5
"Belarus","",831870.315153548,1530,9243.00350170609,17,5
"Belgium","",449873.48346007,1530,4998.59426066745,17,5
"Belize","",32853.5687866145,1530,365.039653184605,17,5
"Benin","",1610708.20740389,1530,17896.7578600432,17,5
"Bermuda","",7506.75499662524,1530,83.4083888513916,17,5
"Bhutan","",106470.247743676,1530,1183.00275270751,17,5
"Bolivia","",1097087.25500666,1530,12189.8583889629,17,5
"Bosnia and Herzegovina","",246196.083655505,1530,2735.51204061673,17,5
"Botswana","",248519.93500944,1530,2761.33261121599,17,5
"Brazil","",12494676.9387951,1530,138829.74376439,17,5
"Brunei","",50844.5292218684,1530,564.939213576316,17,5
"Bulgaria","",581713.186425057,1530,6463.47984916731,17,5
"Burkina Faso","",3101282.73135678,1530,34458.6970150753,17,5
"Burundi","",1805675.64377567,1530,20063.0627086185,17,5
"Cambodia","",1886164.98211569,1530,20957.3886901743,17,5
"Cameroon","",0,1530,0,17,5
"Canada","",3296301.640403,1530,36625.5737822556,17,5
"Cape Verde","",44361.8930255281,1530,492.909922505868,17,5
"Central African Republic","",514518.234324309,1530,5716.8692702701,17,5
"Chad","",2394430.03949253,1530,26604.7782165837,17,5
"Chile","",1331111.88529279,1530,14790.1320588087,17,5
"China","",56749523.1264107,1530,630550.256960119,17,5
"Colombia","",3053520.80011863,1530,33928.008890207,17,5
"Comoros","",94642.7178635171,1530,1051.58575403908,17,5
"Congo","",480006.784037039,1530,5333.40871152265,17,5
"Costa Rica","",345932.952618664,1530,3843.69947354072,17,5
"Cote d'Ivoire","",3897883.27090063,1530,43309.8141211181,17,5
"Croatia","",176280.188500999,1530,1958.66876112221,17,5
"Cuba","",1555334.0965437,1530,17281.4899615966,17,5
"Cyprus","",82199.225287046,1530,913.324725411622,17,5
"Czech Republic","",163519.407544442,1530,1816.88230604936,17,5
"Democratic Republic of Congo","",12458317.6325759,1530,138425.751473066,17,5
"Denmark","",404937.713298129,1530,4499.30792553476,17,5
"Djibouti","",130515.998954665,1530,1450.17776616295,17,5
"Dominica","",9912.20270417705,1530,110.135585601967,17,5
"Dominican Republic","",1080728.19455608,1530,12008.0910506231,17,5
"Ecuador","",2039913.13159481,1530,22665.7014621646,17,5
"Egypt","",14470667.2336987,1530,160785.191485541,17,5
"El Salvador","",798307.402752613,1530,8870.08225280681,17,5
"Eritrea","",765140.414113534,1530,8501.56015681704,17,5
"Estonia","",82757.0187214581,1530,919.522430238423,17,5
"Eswatini","",115305.350688893,1530,1281.17056320993,17,5
"Ethiopia","",15357366.9211075,1530,170637.410234528,17,5
"Faeroe Islands","",6140.57438783601,1530,68.228604309289,17,5
"Fiji","",114433.083142795,1530,1271.47870158661,17,5
"Finland","",706428.105748983,1530,7849.20117498871,17,5
"France","",3520607.47566668,1530,39117.8608407409,17,5
"Gabon","",295248.663282449,1530,3280.54070313832,17,5
"Gambia","",350745.403312273,1530,3897.17114791415,17,5
"Georgia","",100064.603343878,1530,1111.82892604309,17,5
"Germany","",6689922.39120737,1530,74332.4710134152,17,5
"Ghana","",4302931.68646264,1530,47810.3520718071,17,5
"Greece","",1181295.02787913,1530,13125.5003097681,17,5
"Greenland","",7963.79949685526,1530,88.4866610761696,17,5
"Guam","",9900.86131614248,1530,110.009570179361,17,5
"Guatemala","",2247379.16954137,1530,24970.8796615708,17,5
"Guinea","",1716078.56965108,1530,19067.5396627898,17,5
"Guyana","",92300.1876342633,1530,1025.5576403807,17,5
"Haiti","",1577402.19541148,1530,17526.6910601276,17,5
"Honduras","",1089616.01374622,1530,12106.8445971803,17,5
"Hong Kong","",1027183.0502659,1530,11413.1450029544,17,5
"Hungary","",656112.837966906,1530,7290.14264407674,17,5
"Iceland","",36268.1239585987,1530,402.979155095541,17,5
"India","",176658612.617464,1530,1962873.47352738,17,5
"Indonesia","",37073256.9863731,1530,411925.077626368,17,5
"Iran","",9227751.78215276,1530,102530.575357253,17,5
"Iraq","",4679583.26436087,1530,51995.3696040097,17,5
"Ireland","",80518.1239097254,1530,894.645821219171,17,5
"Israel","",216901.125831036,1530,2410.01250923373,17,5
"Italy","",3597242.32901062,1530,39969.3592112291,17,5
"Jamaica","",364424.827898203,1530,4049.16475442448,17,5
"Japan","",16157616.9477834,1530,179529.077197594,17,5
"Jordan","",850735.296779344,1530,9452.61440865937,17,5
"Kazakhstan","",2274731.74057655,1530,25274.7971175172,17,5
"Kenya","",7595154.46339511,1530,84390.6051488346,17,5
"Kosovo","",148541.586663943,1530,1650.46207404381,17,5
"Kuwait","",308528.660126065,1530,3428.09622362295,17,5
"Kyrgyz Republic","",766009.667971123,1530,8511.21853301248,17,5
"Laos","",0,1530,0,17,5
"Latvia","",110823.586422329,1530,1231.37318247032,17,5
"Lebanon","",282547.11223999,1530,3139.41235822211,17,5
"Lesotho","",54200.7269985042,1530,602.23029998338,17,5
"Liberia","",0,1530,0,17,5
"Libya","",765083.421207611,1530,8500.92690230679,17,5
"Lithuania","",83947.629174912,1530,932.7514352768,17,5
"Luxembourg","",11704.9694411955,1530,130.055216013284,17,5
"Macao","",0,1530,0,17,5
"Madagascar","",3316261.20188578,1530,36847.3466876198,17,5
"Malawi","",2610307.80883041,1530,29003.4200981157,17,5
"Malaysia","",4014438.74840519,1530,44604.8749822799,17,5
"Mali","",2728282.23302954,1530,30314.2470336616,17,5
"Mauritania","",646770.400594112,1530,7186.33778437902,17,5
"Mauritius","",189771.306523257,1530,2108.57007248063,17,5
"Mexico","",14184781.9301165,1530,157608.688112405,17,5
"Moldova","",97703.0310771053,1530,1085.58923419006,17,5
"Monaco","",1950.39492727315,1530,21.6710547474794,17,5
"Mongolia","",469049.808716037,1530,5211.6645412893,17,5
"Morocco","",4451728.8566645,1530,49463.6539629389,17,5
"Mozambique","",4421905.39337367,1530,49132.2821485963,17,5
"Myanmar","",7469855.99279626,1530,82998.3999199585,17,5
"Namibia","",253871.423800308,1530,2820.79359778119,17,5
"Nepal","",3534023.35821742,1530,39266.9262024158,17,5
"Netherlands","",673455.032935583,1530,7482.83369928425,17,5
"New Zealand","",691170.555607438,1530,7679.67284008265,17,5
"Nicaragua","",945210.034150028,1530,10502.3337127781,17,5
"Niger","",3491391.63617269,1530,38793.2404019188,17,5
"Nigeria","",29836434.2597481,1530,331515.936219424,17,5
