"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",5923534.48855475,1019.7,65817.0498728306,11.33,6
"Albania","",214559.002745474,975.6,2383.98891939415,10.84,6
"Algeria","",5841100.82681722,1008.9,64901.1202979691,11.21,6
"Andorra","",962.13602722014,1154.7,10.690400302446,12.83,6
"Angola","",4856904.04187813,1115.1,53965.6004653126,12.39,6
"Argentina","",3014681.01202702,1059.3,33496.4556891891,11.77,6
"Aruba","",2413.94404979937,1178.1,26.8216005533263,13.09,6
"Australia","",2935411.05069342,794.7,32615.678341038,8.83,6
"Austria","",454822.880887651,623.7,5053.58756541834,6.93,6
"Azerbaijan","",1128469.62832323,1034.1,12538.5514258137,11.49,6
"Bahamas","",36596.6589310365,841.5,406.629543678183,9.35,6
"Bahrain","",70935.4011198361,1140.3,788.171123553735,12.67,6
"Bangladesh","",22780495.1683785,1586.7,253116.612981983,17.63,6
"Barbados","",10400.8382477058,851.4,115.564869418954,9.46,6
"Belarus","",829348.140998157,1233.9,9214.97934442396,13.71,6
"Belgium","",466531.313965735,1074.6,5183.68126628594,11.94,6
"Belize","",36440.4056086332,1017,404.89339565148,11.3,6
"Benin","",1594669.21652678,1349.1,17718.5468502975,14.99,6
"Bermuda","",7992.71423674777,1143.9,88.8079359638641,12.71,6
"Bhutan","",118734.56117687,1039.5,1319.27290196522,11.55,6
"Bolivia","",1056070.19026027,764.1,11734.1132251141,8.49,6
"Bosnia and Herzegovina","",227746.921887817,1416.6,2530.52135430908,15.74,6
"Botswana","",220276.282221789,1433.7,2447.51424690877,15.93,6
"Brazil","",13498709.2981363,1197,149985.658868181,13.3,6
"Brunei","",67417.698001192,1083.6,749.085533346578,12.04,6
"Bulgaria","",640088.009021442,628.2,7112.08898912713,6.98,6
"Burkina Faso","",3342584.98490451,1250.1,37139.8331656056,13.89,6
"Burundi","",1876737.73501165,1490.4,20852.6415001295,16.56,6
"Cambodia","",1883120.73902419,1250.1,20923.5637669355,13.89,6
"Cameroon","",0,684,0,7.6,6
"Canada","",3002085.33944173,1228.5,33356.5037715748,13.65,6
"Cape Verde","",39107.8784358507,1127.7,434.531982620564,12.53,6
