"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",7061051.87035892,46.8,78456.1318928769,0.52,0
"Albania","",330601.056061681,18,3673.34506735201,0.2,0
"Algeria","",7965812.55427308,16.2,88509.0283808121,0.18,0
"Andorra","",1180.4582415302,79.2,13.1162026836689,0.88,0
"Angola","",6534394.05451566,61.2,72604.3783835073,0.68,0
"Argentina","",4005540.78084926,28.8,44506.0086761029,0.32,0
"Aruba","",3667.8085643825,14.4,40.7534284931389,0.16,0
"Australia","",4748400.81262671,10.8,52760.0090291856,0.12,0
"Austria","",735519.863087564,29.7,8172.44292319515,0.33,0
"Azerbaijan","",1533546.52738333,28.8,17039.4058598148,0.32,0
"Bahamas","",61898.5782382067,19.8,687.761980424518,0.22,0
"Bahrain","",140727.405306276,18,1563.6378367364,0.2,0
"Bangladesh","",32295653.5275749,84.6,358840.594750833,0.94,0
"Barbados","",13518.7978416749,9,150.208864907499,0.1,0
"Belarus","",997642.88249411,78.3,11084.9209166012,0.87,0
"Belgium","",939363.412362159,13.5,10437.3712484684,0.15,0
"Belize","",49905.2331892056,19.8,554.502590991174,0.22,0
"Benin","",2353056.69218126,25.2,26145.0743575696,0.28,0
"Bermuda","",10062.5403961349,19.8,111.806004401499,0.22,0
"Bhutan","",151080.832712181,23.4,1678.67591902424,0.26,0
"Bolivia","",1350320.99956024,12.6,15003.5666617804,0.14,0
"Bosnia and Herzegovina","",394665.38822024,97.2,4385.17098022489,1.08,0
"Botswana","",303789.735741797,7.2,3375.44150824219,0.08,0
"Brazil","",20624418.5043611,57.6,229160.205604012,0.64,0
"Brunei","",83652.4007819953,24.3,929.471119799948,0.27,0
"Bulgaria","",863911.885246587,3.6,9599.0209471843,0.04,0
"Burkina Faso","",4156623.92300622,7.2,46184.7102556247,0.08,0
"Burundi","",2302983.20858426,21.6,25588.7023176028,0.24,0
"Cambodia","",2738650.56143397,97.2,30429.4506825997,1.08,0
"Cameroon","",0,25.2,0,0.28,0
"Canada","",4016840.91747374,8.1,44631.5657497082,0.09,0
"Cape Verde","",57382.3854264274,21.6,637.582060293638,0.24,0
"Central African Republic","",813054.726699541,83.7,9033.94140777268,0.93,0
"Chad","",3278661.30420283,1.8,36429.5700466981,0.02,0
"Chile","",2159617.89679059,12.6,23995.7544087844,0.14,0
"China","",229435829.63475,21.6,2549286.99594166,0.24,0
"Colombia","",4619520.04223945,104.4,51328.0004693272,1.16,0
"Comoros","",98003.3491281881,30.6,1088.92610142431,0.34,0
"Congo","",1020548.74955819,129.6,11339.4305506466,1.44,0
"Costa Rica","",525427.622475342,79.2,5838.08469417046,0.88,0
"Cote d'Ivoire","",4592571.30638789,99.9,51028.5700709766,1.11,0
"Croatia","",354706.884538545,3.6,3941.18760598384,0.04,0
"Cuba","",1907730.03796414,10.8,21197.0004218238,0.12,0
"Cyprus","",117610.882723553,36,1306.78758581726,0.4,0
"Czech Republic","",222149.477991348,10.8,2468.3275332372,0.12,0
"Democratic Republic of Congo","",18182717.0633758,25.2,202030.189593065,0.28,0
"Denmark","",564616.596713287,24.3,6273.51774125875,0.27,0
"Djibouti","",169918.236538734,32.4,1887.98040598593,0.36,0
"Dominica","",12750.4523443991,0,141.671692715546,0,0
"Dominican Republic","",1452388.89053285,36,16137.6543392539,0.4,0
"Ecuador","",2824501.16348394,62.1,31383.3462609327,0.69,0
"Egypt","",18542358.1466032,135,206026.201628924,1.5,0
"El Salvador","",967965.290720019,81,10755.1698968891,0.9,0
"Eritrea","",1222040.92452727,27,13578.2324947475,0.3,0
"Estonia","",104376.425284379,115.2,1159.73805871532,1.28,0
"Eswatini","",151759.163850201,18,1686.2129316689,0.2,0
"Ethiopia","",21934542.4761967,30.6,243717.138624407,0.34,0
"Faeroe Islands","",8157.47908239771,10.8,90.6386564710856,0.12,0
"Fiji","",187241.886180108,21.6,2080.4654020012,0.24,0
"Finland","",940782.190366619,12.6,10453.135448518,0.14,0
"France","",4891412.80520156,13.5,54349.0311689062,0.15,0
