"","date","sample_size","p_cases","p_cases_low","p_cases_high","p_m","p_m_low","p_m_high","p_cases_recent","p_cases_recent_low","p_cases_recent_high","p_m_recent","p_m_recent_low","p_m_recent_high","p_cases_recovered","p_cases_recovered_low","p_cases_recovered_high","p_m_recovered","p_m_recovered_low","p_m_recovered_high","p_cases_fatalities","p_cases_fatalities_low","p_cases_fatalities_high","p_m_fatalities","p_m_fatalities_high","p_cases_stillsick","p_cases_stillsick_low","p_cases_stillsick_high","p_m_stillsick","p_m_stillsick_high","p_cases_active_cases","p_cases_active_cases_low","p_cases_active_cases_high","p_m_active_cases","p_m_active_cases_high","population"
"1","2020/03/26",37,0.0196340919232485,0.0138899300118219,0.0253782538346752,0.0310722260722261,0.0238883464028015,0.0382561057416507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426595269968764,0.406118294208529,0.447072245728999,1.05430353430353,NA,83019213
"2","2020/04/11",31,0.013458162668227,0.00799520669994115,0.0189211186365129,0.02084229390681,0.0140693708688299,0.0276152169447901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558221181977765,0.534677051271352,0.581765312684178,0.978476702508961,0.985356991951572,83019213
"3","2020/04/18",31,0.0132127955493741,0.00731108697678855,0.0191145041219597,0.01,0.00485735855763026,0.0151426414423697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662726008344923,0.638290179105345,0.687161837584502,1.1297311827957,NA,83019213
"4","2020/04/29",30,0.0121703853955375,0.00658237519081432,0.0177583956002607,0.0135277777777778,0.00764043036194624,0.0194151251936093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466531440162272,0.441106562200992,0.491956318123552,0.686694444444444,0.710333483538716,83019213
"5","2020/06/01",30,0.0361145703611457,0.0232099791267611,0.0490191615955303,0.0464480519480519,0.0318919110968093,0.0610041927992946,NA,NA,NA,NA,NA,NA,0.0561555075593952,0.0351852387781279,0.0771257763406626,0.0561850649350649,0.0352096064842618,0.0771605233858681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631382316313823,0.598014744156781,0.664749888470866,1.57436435786436,NA,83019213
"6","2020/06/08",39,0.019672131147541,0.0106740703346558,0.0286701919604261,0.0162430323299889,0.00805244568272586,0.0244336189772519,NA,NA,NA,NA,NA,NA,0.0216346153846154,0.0117488213804733,0.0315204093887575,0.0186317135549872,0.00944354746948044,0.027819879640494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581420765027322,0.549455989933862,0.613385540120783,1.03483369689891,NA,83019213
"7","2020/06/11",32,0.0421263791374122,0.0296573774260928,0.0545953808487316,0.0359744623655914,0.0244148854954424,0.0475340392357404,NA,NA,NA,NA,NA,NA,0.0412060301507538,0.0288556710435271,0.0535563892579805,0.0344467568505029,0.0231149585987332,0.0457785551022727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63991975927783,NA,NA,3.92788611925709,NA,83019213
"8","2020/07/04",32,0.0276243093922652,0.0138391771266421,0.0414094416578883,0.0236458333333333,0.0108658825801668,0.0364257840864999,NA,NA,NA,NA,NA,NA,0.0248565965583174,0.011513632323469,0.0381995607931658,0.0217204301075269,0.00922753915890834,0.0342133210561454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28913443830571,NA,NA,3.26802083333333,NA,83019213
"9","2020/07/31",31,0.0302267002518892,0.0183178914998148,0.0421355090039636,0.0245852534562212,0.0138139107632814,0.035356596149161,0,0,0,0,0,0,0.0277372262773723,0.0154394624366749,0.0400349901180697,0.0254857142857143,0.0136839940511167,0.0372874345203118,0,0,0,0,0,0,0,0,0,0,0.42191435768262,0.387562827794879,0.45626588757036,0.898256528417819,0.91928420588571,83019213
"10","2020/10/15",30,0.0620300751879699,0.0415331892033301,0.0825269611726097,0.066,0.044902175238498,0.087097824761502,0.0037593984962406,-0.00144096349238465,0.00895976048486585,0.00444444444444444,-0.00120796698555021,0.0100968558744391,NA,NA,NA,NA,NA,NA,0.001953125,-0.00187118949553506,0.00577743949553506,0.00229885057471264,0.00644713683763677,0.018796992481203,0.00725672449428432,0.0303372604681217,0.0166666666666667,0.0275451169259801,0.490601503759398,0.448121402657893,0.533081604860904,0.741464646464646,0.778669317488959,83019213
"11","2021/01/12",31,0.0847176079734219,0.0624735385615536,0.10696167738529,0.124432297284047,0.0980652637448601,0.150799330823235,0.0332225913621262,0.0189063225538432,0.0475388601704093,0.0989400921658986,0.0750887493872602,0.122791434944537,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0299003322259136,0.0162954110396568,0.0435052534121704,0.0980184331797235,0.121770562795407,0.614617940199336,0.575740451069609,0.653495429329063,1.65491965938431,NA,83019213
