"","date","sample_size","p_cases","p_cases_low","p_cases_high","p_m","p_m_low","p_m_high","p_cases_recent","p_cases_recent_low","p_cases_recent_high","p_m_recent","p_m_recent_low","p_m_recent_high","p_cases_recovered","p_cases_recovered_low","p_cases_recovered_high","p_m_recovered","p_m_recovered_low","p_m_recovered_high","p_cases_fatalities","p_cases_fatalities_low","p_cases_fatalities_high","p_m_fatalities","p_m_fatalities_high","p_cases_stillsick","p_cases_stillsick_low","p_cases_stillsick_high","p_m_stillsick","p_m_stillsick_high","p_cases_active_cases","p_cases_active_cases_low","p_cases_active_cases_high","p_m_active_cases","p_m_active_cases_high","population"
"1","2020/03/20",679,0.00770331242434247,0.00590569464929152,0.00950093019939341,0.00662007070869585,0.00495272048703662,0.00828742093035508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23054913612854,NA,NA,12.4446065312539,NA,875899
"2","2020/03/21",95,0.00672268907563025,0.00207987405627185,0.0113655040949887,0.010719445673006,0.00486857484176102,0.0165703165042511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22689075630252,NA,NA,13.4420470427405,NA,875899
"3","2020/03/23",59,0.00460034502587694,0.00141986812709735,0.00778082192465654,0.00270379338175948,0.00026319042029543,0.00514439634322354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91776883266245,NA,NA,6.29794177573839,NA,875899
"4","2020/03/24",56,0.00628053035589672,0.00219023136728515,0.0103708293445083,0.00732142857142857,0.00290748035097279,0.0117353767918844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71249127704117,NA,NA,6.37579096125569,NA,875899
"5","2020/03/27",32,0.0034324942791762,1e-06,0.00730998392637947,0.0059375,0.000844179193230857,0.0110308208067691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5812356979405,NA,NA,5.12750891281122,NA,875899
"6","2020/03/29",47,0.00340136054421769,0.000425066033216098,0.00637765505521928,0.00673758865248227,0.00255568839529928,0.0109194889096653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26258503401361,NA,NA,5.74407216896579,NA,875899
"7","2020/03/31",38,0.00554323725055432,0.0006979502308866,0.010388524270222,0.00921052631578947,0.00297636927566199,0.015444683355917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52771618625277,NA,NA,6.73280602692502,NA,875899
"8","2020/04/03",42,0.0108695652173913,0.00499311082364724,0.0167460196111354,0.0109920634920635,0.00508295445676779,0.0169011725273592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41638795986622,NA,NA,3.63278937332509,NA,875899
"9","2020/04/06",30,0.0125348189415042,0.00439704171129453,0.0206725961717138,0.0169166666666667,0.00748391433814113,0.0263494189951922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61838440111421,NA,NA,2.66985578310578,NA,875899
"10","2020/04/17",30,0.00989010989010989,0.00346072163192871,0.0163194981482911,0.0161111111111111,0.00793092528842835,0.0242912969337939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857142857142857,0.834407332518782,0.879878381766932,1.2702094017094,NA,875899
"11","2020/06/02",31,0.0090293453724605,0.00394372275228804,0.014114967992633,0.0227188940092166,0.0147078531919157,0.0307299348265175,NA,NA,NA,NA,NA,NA,0.0106382978723404,0.00217144214270754,0.0191051536019733,0.115454545454545,0.0890806588566369,0.141828432052454,0.02,-0.018805307081791,0.058805307081791,0.02,0.058805307081791,NA,NA,NA,NA,NA,0.190368698269375,0.16926167369116,0.211475722847591,0.325445468509985,0.350635763134568,875899
