ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JE,JEY,Jersey,2021-01-28,2020-12-01,100,6,249427.377828392,6,249427.377828392,31,84,9,2,2381690.82727023,49,9,84,7,15,76,9,5,88,7,20,73,7,16,75,9,18,74,8,13,80,7,12,80,8,9,83,8,8,80,12,15,78,7,23,73,4,9,78,13,6,3,91,27,55,18,9,17,74,2,7,91,20,51,29,43,28,29,31,37,32,25,44,31,5,63,32,22,47,31,26,48,26,17,3,1,4,75,14,56,30,48,10,3,1,2,5,31,38,10,12,11,29,1,8,5,19,27,40,2,6,9,10,32,41,16,27,4,10,43,6,12,14,27,41,28,23,1,48,4,7,9,9,13,6,5,47,21,12,18,49,16.30859375,15.5893620798108,86.1111111111111,51.0083508050579,6.08,5.11037360349974,0.06,0.046546565661405,0.10472701787002,0.000388877222976727,0.06,0.046546565661405,0.10472701787002,0.000388877222976727,0.00519785378940309,0.00182498651572992
JE,JEY,Jersey,2021-01-30,2020-12-02,100,7,252204.57883901,7,252204.57883901,31,84,9,2,2387573.2239433,51,10,83,7,16,75,9,5,88,7,21,72,7,18,73,9,19,73,8,14,79,7,13,79,8,10,82,8,8,80,12,16,77,7,25,71,4,9,78,13,6,3,91,28,54,18,9,19,72,2,7,91,21,50,29,42,29,29,30,38,32,24,45,31,4,64,32,21,48,31,26,48,26,18,2,1,4,75,14,57,29,49,10,3,1,2,5,30,39,10,12,11,28,1,8,5,19,28,39,2,6,8,10,34,40,16,27,4,11,42,6,12,13,29,40,29,24,1,46,4,8,10,9,13,6,5,45,22,13,18,47,15.6106519742883,14.9248425529472,86.1111111111111,51.0083508050579,5.80621301775148,4.85445410435225,0.07,0.0500078962992033,0.105632185982749,0.000389875509796524,0.07,0.0500078962992033,0.105632185982749,0.000389875509796524,0.00519785378940309,0.00182498651572992
JE,JEY,Jersey,2021-01-31,2020-12-03,100,7,252204.57883901,7,252204.57883901,31,84,9,2,2457286.79575879,52,10,84,6,16,76,8,5,88,7,21,72,7,18,74,8,19,74,7,14,80,6,13,80,7,10,83,7,8,81,11,16,78,6,25,71,4,9,78,13,6,3,91,28,54,18,9,19,72,2,7,91,21,50,29,42,29,29,30,38,32,25,44,31,4,64,32,21,48,31,25,49,26,17,2,1,4,76,14,57,29,48,11,3,1,2,5,30,39,10,12,11,28,1,8,5,19,29,38,2,6,8,10,35,39,16,28,4,11,41,6,12,14,29,39,30,24,1,45,4,9,10,9,13,6,5,44,22,13,19,46,15.6106519742883,14.9248425529472,86.1111111111111,51.0083508050579,5.76717693129228,4.74469499136213,0.07,0.0500078962992033,0.102635386017745,0.000379448812048015,0.07,0.0500078962992033,0.102635386017745,0.000379448812048015,0.00519785378940309,0.00182498651572992
JE,JEY,Jersey,2021-02-03,2020-12-04,100,7,252204.57883901,7,252204.57883901,31,82,9,2,2556575.60385905,51,10,83,7,16,75,9,6,87,7,21,71,8,18,73,9,19,73,8,15,79,6,13,79,8,11,81,8,8,80,12,16,77,7,25,70,5,9,76,15,6,3,91,26,54,20,9,17,74,2,7,91,21,49,30,40,29,31,30,37,33,25,43,32,4,63,33,21,47,32,24,48,28,17,1,1,4,77,14,55,31,47,10,3,1,2,5,32,39,9,12,10,30,1,8,5,18,28,40,2,6,7,10,34,41,16,26,4,11,43,6,12,13,28,41,30,23,1,46,4,9,10,9,12,5,5,46,22,12,19,47,15.6106519742883,14.9248425529472,86.1111111111111,51.0083508050579,5.95924644367551,4.92872355957962,0.07,0.0500078962992033,0.0986493724098428,0.00036552140712059,0.07,0.0500078962992033,0.0986493724098428,0.00036552140712059,0.00532463071109584,0.00186937925435858
JE,JEY,Jersey,2021-02-06,2020-12-04,100,7,252204.57883901,7,252204.57883901,31,81,9,2,2566133.3851851,50,10,82,8,16,74,10,6,86,8,21,70,9,18,72,10,18,73,9,16,78,6,13,78,9,11,80,9,8,80,12,15,77,8,25,69,6,9,75,16,6,3,91,26,53,21,9,17,74,2,7,91,21,48,31,40,28,32,30,36,34,25,42,33,4,62,34,21,46,33,24,47,29,17,1,1,4,77,14,54,32,46,10,3,1,2,5,33,38,9,12,10,31,1,8,5,17,28,41,2,6,6,10,34,42,16,25,4,11,44,6,12,12,28,42,30,22,1,47,4,9,9,9,12,5,5,47,22,12,18,48,16.40625,15.5340092554494,86.1111111111111,51.0083508050579,6.12,5.06947648547014,0.07,0.0500078962992033,0.0982819444597256,0.00036423420746,0.07,0.0500078962992033,0.0982819444597256,0.00036423420746,0.00539036689271431,0.00189239547509738
JE,JEY,Jersey,2021-02-07,2020-12-04,100,7,252204.57883901,7,252204.57883901,31,81,10,2,2552640.68531029,52,10,82,8,17,73,10,6,86,8,21,70,9,18,72,10,18,73,9,15,79,6,13,78,9,11,80,9,8,80,12,15,77,8,25,69,6,9,75,16,6,3,91,28,51,21,10,18,72,2,8,90,20,50,30,40,28,32,28,38,34,25,43,32,4,62,34,21,46,33,24,47,29,17,1,1,4,77,13,54,33,46,10,3,1,2,5,33,39,9,12,9,31,1,8,4,18,29,40,2,6,6,10,35,41,17,25,4,11,43,6,12,13,28,41,31,22,1,46,5,9,8,9,13,5,5,46,22,13,18,47,16.015625,15.6300395098875,86.1111111111111,51.0083508050579,6.07458669742407,4.99526730203757,0.07,0.0500078962992033,0.0988014413036564,0.000366053978850164,0.07,0.0500078962992033,0.0988014413036564,0.000366053978850164,0.00539036689271431,0.00189239547509738
JE,JEY,Jersey,2021-02-08,2020-12-04,100,7,252204.57883901,7,252204.57883901,28,81,9,2,2548640.44076349,53,10,82,8,17,73,10,7,85,8,22,69,9,19,71,10,18,73,9,15,79,6,13,78,9,12,79,9,9,79,12,16,76,8,26,68,6,9,75,16,6,3,91,27,52,21,9,18,73,2,7,91,21,49,30,40,28,32,28,38,34,26,42,32,4,62,34,22,45,33,25,46,29,17,2,1,4,76,13,54,33,47,10,3,1,2,4,33,38,10,12,9,31,2,8,4,18,29,39,3,6,6,10,35,40,17,26,4,11,42,6,12,13,29,40,32,22,1,45,5,9,9,9,13,5,5,45,22,13,19,46,15.7943067033976,14.994596052856,77.7777777777778,37.5154289247425,5.91715976331361,4.85976556046355,0.07,0.0500078962992033,0.0989565161115698,0.000366596977223343,0.07,0.0500078962992033,0.0989565161115698,0.000366596977223343,0.00486871848374196,0.00179897002994262
JE,JEY,Jersey,2021-02-09,2020-12-04,100,7,252204.57883901,7,252204.57883901,28,81,9,2,2495756.13312633,53,10,82,8,17,73,10,7,85,8,22,69,9,19,71,10,18,73,9,15,79,6,13,78,9,12,79,9,9,79,12,16,76,8,26,68,6,9,75,16,6,3,91,27,52,21,9,18,73,2,7,91,22,48,30,41,27,32,28,38,34,26,42,32,4,62,34,23,44,33,25,46,29,17,2,1,4,76,14,53,33,47,10,3,1,2,4,33,39,9,12,9,31,2,8,4,17,30,39,3,6,6,10,35,40,16,27,4,11,42,6,13,12,29,40,32,22,1,45,5,9,9,10,12,5,5,45,22,13,19,46,15.8203125,15.4717789882251,77.7777777777778,37.5154289247425,5.95414201183432,4.83603433894779,0.07,0.0500078962992033,0.101053374362776,0.000373929200344597,0.07,0.0500078962992033,0.101053374362776,0.000373929200344597,0.00486871848374196,0.00179897002994262
JE,JEY,Jersey,2021-02-13,2020-12-05,100,7,252204.57883901,7,252204.57883901,35,80,9,2,2484805.0360235,53,10,82,8,17,73,10,7,85,8,22,69,9,19,71,10,18,73,9,15,79,6,13,78,9,12,79,9,9,79,12,16,76,8,26,68,6,11,73,16,6,4,90,26,52,22,9,17,74,2,7,91,23,46,31,40,27,33,28,37,35,27,40,33,4,61,35,21,45,34,25,45,30,16,3,1,4,76,14,53,33,46,10,4,1,2,4,33,39,8,11,10,32,2,8,5,17,29,39,3,6,7,10,34,40,16,28,3,11,42,6,14,12,28,40,32,22,1,45,5,9,9,11,12,5,4,45,21,13,20,46,15.8203125,15.4717789882251,71.4285714285714,31.943828249997,6.17603550295858,4.99936964441559,0.07,0.0500078962992033,0.101498739411209,0.000375484143186329,0.07,0.0500078962992033,0.101498739411209,0.000375484143186329,0.00616197183098592,0.00203512731234152
JE,JEY,Jersey,2021-02-14,2020-12-05,100,8,552508.212308205,8,552508.212308205,35,81,9,2,2611891.82799047,53,11,81,8,18,72,10,7,85,8,23,68,9,20,70,10,18,73,9,15,79,6,13,78,9,13,78,9,9,79,12,16,76,8,27,67,6,11,74,15,6,4,90,26,52,22,9,17,74,2,7,91,24,45,31,41,26,33,29,36,35,28,39,33,5,60,35,22,44,34,26,44,30,17,3,1,4,75,15,52,33,46,10,4,1,2,4,33,39,8,10,11,32,2,8,5,18,28,39,4,6,7,10,33,40,16,29,3,10,42,6,14,13,27,40,31,23,1,45,6,9,9,11,12,5,3,45,21,13,19,47,14.9678604224059,14.9213463183575,71.4285714285714,31.943828249997,6.30526720492119,5.1477773614637,0.08,0.0531724899927667,0.211535641096321,0.00049528286880254,0.08,0.0531724899927667,0.211535641096321,0.00049528286880254,0.00608589810467745,0.0020100792105333
