ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JE,JEY,Jersey,2021-02-15,2020-12-06,100,8,552508.212308205,8,552508.212308205,35,81,9,2,2576692.96530118,53,11,82,7,18,73,9,7,86,7,23,69,8,20,71,9,18,74,8,15,80,5,13,79,8,13,79,8,9,80,11,16,77,7,26,68,6,11,74,15,6,4,90,26,52,22,9,17,74,2,7,91,24,45,31,40,26,34,29,36,35,28,39,33,5,60,35,22,44,34,26,43,31,17,3,1,4,75,15,51,34,45,10,4,1,2,4,34,38,8,10,11,33,2,8,5,17,28,40,4,6,7,9,33,41,16,28,3,10,43,6,14,13,26,41,31,22,1,46,6,9,9,10,12,5,3,46,20,13,19,48,15.8203125,15.4717789882251,71.4285714285714,31.943828249997,6.44,5.30367604514423,0.08,0.0531724899927667,0.214425319488395,0.000501127835698961,0.08,0.0531724899927667,0.214425319488395,0.000501127835698961,0.00608589810467745,0.0020100792105333
JE,JEY,Jersey,2021-02-16,2020-12-09,100,8,552508.212308205,8,552508.212308205,35,82,10,2,2514585.36107514,54,10,83,7,18,74,8,7,87,6,23,70,7,20,72,8,18,74,8,15,80,5,13,80,7,14,79,7,9,81,10,16,78,6,24,70,6,11,75,14,6,4,90,29,50,21,10,19,71,2,8,90,25,44,31,40,26,34,30,35,35,30,37,33,5,60,35,21,45,34,25,45,30,17,3,1,3,76,16,51,33,46,9,5,1,2,4,33,37,10,10,11,32,2,8,6,18,27,39,4,8,7,9,32,40,16,26,4,11,43,6,16,11,26,41,34,20,1,45,7,8,10,11,11,5,3,45,19,14,20,47,17.87109375,19.9898281687646,71.4285714285714,31.943828249997,6.30526720492119,5.25129705864986,0.08,0.0531724899927667,0.219721398549769,0.000511771297907795,0.08,0.0531724899927667,0.219721398549769,0.000511771297907795,0.00601167983510821,0.00198564018185431
JE,JEY,Jersey,2021-02-18,2020-12-09,100,8,552508.212308205,8,552508.212308205,35,82,10,2,2516552.07032661,54,10,83,7,18,75,7,7,88,5,22,71,7,21,72,7,17,75,8,15,81,4,12,81,7,15,79,6,9,82,9,15,79,6,24,70,6,11,75,14,6,4,90,29,50,21,10,19,71,2,8,90,25,45,30,40,26,34,30,36,34,30,37,33,5,61,34,20,46,34,24,46,30,16,3,1,3,77,17,50,33,45,10,5,1,2,4,33,37,10,9,12,32,2,7,7,18,27,39,4,7,7,9,33,40,16,26,4,11,43,6,16,11,26,41,34,20,1,45,7,8,9,11,12,5,3,45,19,15,19,47,17.7734375,20.0402427162198,71.4285714285714,31.943828249997,6.30526720492119,5.25129705864986,0.08,0.0531724899927667,0.21954968419807,0.000511427608935949,0.08,0.0531724899927667,0.21954968419807,0.000511427608935949,0.00601167983510821,0.00198564018185431
JE,JEY,Jersey,2021-02-20,2020-12-10,100,8,552508.212308205,8,552508.212308205,35,82,11,2,2473654.78286037,55,9,84,7,18,75,7,7,88,5,22,71,7,21,72,7,16,76,8,14,82,4,11,82,7,15,79,6,9,82,9,14,80,6,24,70,6,11,75,14,6,4,90,30,49,21,11,19,70,2,9,89,25,46,29,41,27,32,31,37,32,30,39,31,5,63,32,20,48,32,24,47,29,16,3,1,3,77,18,51,31,45,11,5,1,2,5,31,39,10,9,12,30,2,7,8,18,27,38,4,7,8,9,33,39,17,26,4,11,42,6,16,12,26,40,35,20,1,44,7,8,9,11,13,5,3,44,19,16,19,46,19.6666666666667,21.9080278853153,71.4285714285714,31.943828249997,6.10207100591716,5.13368608655886,0.08,0.0531724899927667,0.223357040819302,0.000519025952448419,0.08,0.0531724899927667,0.223357040819302,0.000519025952448419,0.00601167983510821,0.00198564018185431
JE,JEY,Jersey,2021-02-21,2020-12-11,100,8,552508.212308205,8,552508.212308205,35,82,11,2,2496916.04829008,55,9,84,7,18,75,7,7,88,5,22,71,7,21,72,7,16,76,8,14,82,4,11,82,7,15,79,6,9,82,9,14,80,6,24,70,6,11,75,14,6,4,90,29,50,21,11,18,71,2,9,89,25,46,29,41,27,32,30,38,32,30,39,31,5,63,32,20,48,32,24,47,29,16,3,1,3,77,19,50,31,46,10,5,1,2,5,31,40,10,8,12,30,2,8,8,18,26,38,5,7,8,9,32,39,18,26,3,11,42,7,15,12,26,40,35,20,1,44,7,9,8,11,13,5,3,44,19,16,19,46,20.4518430439952,23.0569164982138,71.4285714285714,31.943828249997,5.99112426035503,5.16091350032401,0.08,0.0531724899927667,0.221276247027436,0.000514879060688964,0.08,0.0531724899927667,0.221276247027436,0.000514879060688964,0.00601167983510821,0.00198564018185431
JE,JEY,Jersey,2021-02-27,2020-12-11,100,8,552508.212308205,8,552508.212308205,35,82,11,2,2502341.32407923,54,9,84,7,18,75,7,7,88,5,21,72,7,21,72,7,16,76,8,14,82,4,11,82,7,14,80,6,9,82,9,14,80,6,23,71,6,11,75,14,6,4,90,29,50,21,11,18,71,2,9,89,25,45,30,40,27,33,29,38,33,30,38,32,5,62,33,19,48,33,24,46,30,16,3,1,3,77,18,50,32,46,10,4,1,2,5,32,40,11,7,11,31,2,8,9,16,26,39,5,7,8,9,31,40,18,25,3,11,43,7,15,12,25,41,34,21,1,44,7,8,8,11,14,5,3,44,18,16,19,47,21.8112244897959,24.0727372690401,71.4285714285714,31.943828249997,6.11303344867359,5.31437024991451,0.08,0.0531724899927667,0.220796502456158,0.000513920993076905,0.08,0.0531724899927667,0.220796502456158,0.000513920993076905,0.00601167983510821,0.00198564018185431
JE,JEY,Jersey,2021-02-28,2020-12-12,100,8,552508.212308205,8,552508.212308205,35,81,11,2,2504749.8675182,53,9,84,7,18,75,7,7,88,5,22,71,7,22,71,7,16,76,8,14,82,4,11,82,7,14,80,6,9,82,9,14,80,6,23,71,6,11,74,15,6,4,90,28,50,22,11,17,72,2,9,89,24,45,31,39,27,34,28,38,34,29,38,33,5,61,34,19,47,34,23,46,31,15,3,1,3,78,18,49,33,46,9,4,1,2,5,33,40,11,6,11,32,2,8,9,16,25,40,5,7,8,9,30,41,18,25,3,10,44,7,15,11,25,42,33,21,1,45,7,8,8,11,13,5,3,45,18,16,18,48,21.8112244897959,24.0727372690401,71.4285714285714,31.943828249997,6.2,5.46976849116476,0.08,0.0531724899927667,0.220584186657988,0.000513496755568212,0.08,0.0531724899927667,0.220584186657988,0.000513496755568212,0.00608589810467745,0.0020100792105333
JE,JEY,Jersey,2021-03-02,2020-12-12,100,8,552508.212308205,8,552508.212308205,36,82,11,2,2520761.25544368,53,9,84,7,18,75,7,7,88,5,22,71,7,22,71,7,16,76,8,14,82,4,11,82,7,14,80,6,9,82,9,14,80,6,22,72,6,12,74,14,6,5,89,28,51,21,11,17,72,2,9,89,25,45,30,40,27,33,29,38,33,29,39,32,5,62,33,19,48,33,23,47,30,15,3,1,3,78,18,50,32,47,9,4,1,2,5,32,41,11,6,11,31,2,8,9,17,25,39,5,7,8,10,30,40,18,25,4,10,43,7,15,12,25,41,33,21,1,45,7,8,8,11,13,5,3,45,18,16,18,48,21.8112244897959,24.0727372690401,54.6875,34.0282839288563,6.2,5.46976849116476,0.08,0.0531724899927667,0.219183078570033,0.0005106935268009,0.08,0.0531724899927667,0.219183078570033,0.0005106935268009,0.0061834421161113,0.00201363269613541
JE,JEY,Jersey,2021-03-03,2020-12-13,100,8,552508.212308205,8,552508.212308205,36,81,11,2,2640226.46724289,52,9,84,7,19,74,7,8,87,5,23,70,7,23,70,7,17,75,8,15,81,4,12,81,7,15,79,6,10,81,9,15,79,6,23,71,6,12,73,15,6,5,89,28,50,22,11,17,72,2,9,89,24,45,31,39,27,34,28,38,34,29,38,33,5,61,34,19,47,34,23,46,31,15,3,1,3,78,18,49,33,46,9,4,1,2,5,33,41,10,6,11,32,2,8,9,17,24,40,5,7,8,10,29,41,18,25,4,9,44,7,15,12,24,42,32,21,1,46,7,8,8,11,12,5,3,46,17,16,18,49,21.8112244897959,24.0727372690401,54.6875,34.0282839288563,6.41399416909621,5.60450920179731,0.08,0.0531724899927667,0.209265462324212,0.000490672404205165,0.08,0.0531724899927667,0.209265462324212,0.000490672404205165,0.00625978090766823,0.00203841406541058
JE,JEY,Jersey,2021-03-04,2020-12-13,100,8,552508.212308205,8,552508.212308205,36,81,11,2,2641397.04523006,51,9,84,7,19,74,7,9,86,5,24,69,7,24,69,7,18,74,8,15,81,4,13,80,7,16,78,6,10,81,9,15,79,6,24,70,6,12,73,15,6,5,89,28,50,22,11,17,72,2,9,89,24,45,31,39,27,34,28,38,34,29,38,33,5,61,34,19,47,34,23,45,32,15,3,1,3,78,18,48,34,46,8,4,1,2,5,34,40,10,6,11,33,2,8,9,17,23,41,5,7,8,10,28,42,18,24,4,9,45,7,14,12,24,43,31,21,1,47,7,8,8,11,11,5,3,47,16,16,18,50,20.6896551724138,22.9103762644995,54.6875,34.0282839288563,6.55381944444445,5.78164765793151,0.08,0.0531724899927667,0.209172722936881,0.000490483714830724,0.08,0.0531724899927667,0.209172722936881,0.000490483714830724,0.00625978090766823,0.00203841406541058
JE,JEY,Jersey,2021-03-06,2020-12-14,100,7,539785.603990976,7,539785.603990976,36,81,11,2,2697750.74008405,50,8,84,8,18,75,7,8,88,4,23,70,7,23,70,7,18,75,7,15,81,4,13,80,7,14,80,6,9,83,8,15,79,6,22,72,6,12,73,15,6,5,89,27,50,23,11,16,73,2,9,89,24,44,32,38,27,35,28,37,35,29,37,34,5,60,35,18,47,35,22,46,32,14,3,1,3,79,18,48,34,46,8,4,1,2,5,34,40,10,6,11,33,2,7,9,17,24,41,5,7,7,10,29,42,17,25,4,9,45,6,14,13,24,43,31,20,1,48,7,7,8,11,11,5,3,48,16,15,18,51,20.4081632653061,23.5071502698775,54.6875,34.0282839288563,6.74513354459031,5.95743274968888,0.07,0.0500078962992033,0.200087278624622,0.000477395390531377,0.07,0.0500078962992033,0.200087278624622,0.000477395390531377,0.00625978090766823,0.00203841406541058
JE,JEY,Jersey,2021-03-07,2020-12-14,100,7,539785.603990976,7,539785.603990976,36,82,12,2,2814192.55354961,51,8,84,8,18,75,7,8,88,4,23,70,7,22,71,7,18,75,7,15,81,4,13,80,7,14,80,6,9,83,8,15,79,6,22,72,6,12,74,14,6,5,89,28,50,22,12,16,72,2,10,88,24,45,31,38,28,34,28,38,34,29,38,33,5,61,34,18,48,34,22,47,31,14,3,1,3,79,18,49,33,47,8,4,1,2,5,33,40,10,6,12,32,2,7,9,17,25,40,5,7,7,10,30,41,17,25,4,10,44,6,14,13,25,42,31,20,2,47,7,7,9,11,11,5,3,47,16,15,19,50,20.4081632653061,23.5071502698775,54.6875,34.0282839288563,6.74513354459031,5.95743274968888,0.07,0.0500078962992033,0.191808340658898,0.00046000453416235,0.07,0.0500078962992033,0.191808340658898,0.00046000453416235,0.0061834421161113,0.00201363269613541
JE,JEY,Jersey,2021-03-09,2020-12-15,100,7,539785.603990976,7,539785.603990976,36,82,12,2,2832108.76065288,51,8,84,8,17,76,7,8,88,4,23,70,7,22,71,7,17,76,7,15,81,4,13,80,7,14,80,6,9,83,8,15,79,6,21,73,6,12,74,14,6,5,89,28,50,22,12,16,72,2,10,88,23,46,31,38,28,34,27,39,34,28,39,33,5,61,34,18,48,34,21,48,31,13,3,1,3,80,18,49,33,48,7,4,1,2,5,33,41,9,6,12,32,2,7,9,16,26,40,5,7,7,10,30,41,17,24,4,11,44,6,14,13,25,42,31,20,2,47,7,6,9,11,11,6,3,47,16,16,19,49,21.8106995884774,24.596207928858,54.6875,34.0282839288563,6.51041666666667,5.8077103159055,0.07,0.0500078962992033,0.190594941652785,0.000457437505351022,0.07,0.0500078962992033,0.190594941652785,0.000457437505351022,0.0061834421161113,0.00201363269613541
JE,JEY,Jersey,2021-03-15,2020-12-16,100,7,539785.603990976,7,539785.603990976,36,83,14,2,2778059.96180673,53,8,85,7,16,78,6,8,89,3,23,71,6,21,72,7,16,78,6,15,82,3,12,82,6,14,81,5,9,84,7,14,81,5,20,75,5,12,75,13,6,5,89,29,50,21,14,15,71,2,12,86,23,47,30,38,30,32,27,41,32,29,40,31,5,63,32,18,50,32,22,48,30,14,3,1,3,79,17,51,32,47,7,4,1,4,5,32,41,10,6,12,31,2,8,10,16,26,38,5,8,8,10,30,39,17,26,4,11,42,7,14,13,25,41,33,20,2,45,7,7,9,12,11,6,3,45,18,16,19,47,20.5621301775148,23.5827212770523,54.6875,34.0282839288563,6.32,5.60408014626078,0.07,0.0500078962992033,0.194303078915518,0.000465267777965831,0.07,0.0500078962992033,0.194303078915518,0.000465267777965831,0.00610894281350755,0.00198944662432561
JE,JEY,Jersey,2021-03-16,2020-12-16,100,7,539785.603990976,7,539785.603990976,36,83,14,2,2783725.73374282,52,8,85,7,16,78,6,8,89,3,23,71,6,21,72,7,16,78,6,14,83,3,12,82,6,14,81,5,9,84,7,13,82,5,20,75,5,12,75,13,6,5,89,29,50,21,14,15,71,2,12,86,22,47,31,38,29,33,26,41,33,29,40,31,5,62,33,17,50,33,22,48,30,14,3,1,3,79,17,51,32,46,8,4,1,4,5,32,40,11,6,12,31,2,7,10,16,27,38,5,8,8,10,30,39,18,25,4,11,42,7,15,13,24,41,32,20,2,46,7,7,8,12,11,6,3,46,18,16,18,48,19.2307692307692,23.5087796768248,54.6875,34.0282839288563,6.32,5.60408014626078,0.07,0.0500078962992033,0.193907610023497,0.000464434749083485,0.07,0.0500078962992033,0.193907610023497,0.000464434749083485,0.00610894281350755,0.00198944662432561
JE,JEY,Jersey,2021-03-17,2020-12-16,100,7,539785.603990976,7,539785.603990976,36,82,14,2,2794740.77083396,52,8,86,6,16,78,6,8,90,2,23,72,5,21,73,6,16,79,5,15,83,2,12,83,5,14,81,5,10,84,6,13,83,4,20,76,4,12,74,14,6,5,89,29,49,22,14,15,71,2,12,86,22,47,31,38,29,33,26,41,33,29,40,31,5,62,33,17,50,33,22,48,30,14,3,1,3,79,17,51,32,46,8,4,1,4,5,32,40,11,6,12,31,2,7,10,16,27,38,5,8,8,10,30,39,18,25,4,11,42,7,15,13,24,41,32,20,2,46,7,7,8,12,11,6,3,46,18,16,18,48,19.2307692307692,23.5087796768248,54.6875,34.0282839288563,6.32,5.60408014626078,0.07,0.0500078962992033,0.193143353267037,0.00046282349733798,0.07,0.0500078962992033,0.193143353267037,0.00046282349733798,0.0061834421161113,0.00201363269613541
