ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MV,MDV,Maldives,2021-02-10,2021-01-01,100,2,8554.2638383544,2,8554.2638383544,85,88,42,1,3505064.03089518,59,4,91,5,7,90,3,3,93,4,11,85,4,14,83,3,12,83,5,6,90,4,4,93,3,3,91,6,2,96,2,3,92,5,10,86,4,10,81,9,4,5,91,57,31,12,42,14,44,1,41,0,58,18,55,27,29,44,27,35,39,26,34,40,26,18,56,26,17,56,27,33,42,25,13,7,3,10,67,12,64,24,47,18,3,2,2,4,24,33,10,13,19,25,4,1,1,13,52,29,1,4,2,11,51,31,22,27,15,5,31,2,9,13,46,30,30,29,0,1,40,8,15,11,11,12,2,1,40,23,11,25,41,35.2,80.6804395955633,173.469387755102,241.23105070673,8.72727272727273,25.6662671548934,0.02,0.0274394957835608,0.00244054424197485,5.16550576080691e-05,0.02,0.0274394957835608,0.00244054424197485,5.16550576080691e-05,0.0136043533930858,0.00287238140418293
MV,MDV,Maldives,2021-02-12,2021-01-01,100,3,151200.451328284,3,151200.451328284,88,88,42,1,3710823.53137575,56,5,90,5,7,90,3,3,93,4,12,84,4,13,83,4,11,83,6,7,88,5,3,93,4,4,89,7,2,95,3,3,92,5,10,86,4,11,80,9,5,5,90,57,31,12,42,14,44,1,41,0,58,18,53,29,29,42,29,34,38,28,34,38,28,17,55,28,18,54,28,33,41,26,14,7,3,9,67,12,62,26,46,18,3,2,1,4,26,32,10,13,18,27,4,1,1,13,50,31,1,3,2,11,50,33,21,26,14,5,34,2,9,13,43,33,29,27,0,1,43,8,14,11,10,11,2,1,43,23,11,22,44,37.44,80.9681418830888,137.5,199.553072067128,9.2085798816568,27.9105084401427,0.03,0.0334344809563718,0.0407457940400168,0.000201150533566896,0.03,0.0334344809563718,0.0407457940400168,0.000201150533566896,0.0140845070422535,0.00292191953424258
MV,MDV,Maldives,2021-02-13,2021-01-03,100,4,170027.403672241,4,170027.403672241,85,88,43,1,3565564.49550366,56,6,89,5,8,89,3,4,92,4,13,83,4,14,82,4,12,82,6,7,89,4,4,92,4,4,89,7,2,95,3,4,91,5,11,85,4,10,81,9,5,4,91,58,30,12,43,14,43,1,42,0,57,19,54,27,31,42,27,35,39,26,34,40,26,19,55,26,21,53,26,33,42,25,13,7,3,10,67,12,63,25,46,18,3,3,1,4,25,31,10,13,19,27,3,2,1,13,50,31,1,4,3,10,50,32,21,28,13,5,33,2,9,13,43,33,29,26,0,2,43,7,12,13,10,12,2,1,43,24,10,22,44,35.207100591716,76.3880803900149,173.469387755102,241.23105070673,8.72196511213955,27.1089323972869,0.04,0.0384072934108425,0.0476859705908149,0.000221191965227815,0.04,0.0384072934108425,0.0476859705908149,0.000221191965227815,0.0136043533930858,0.00287238140418293
MV,MDV,Maldives,2021-02-14,2021-01-04,100,4,170027.403672241,4,170027.403672241,85,88,43,1,3584102.26396531,57,6,89,5,8,89,3,4,92,4,13,83,4,14,82,4,12,82,6,7,89,4,4,92,4,4,89,7,2,95,3,4,91,5,11,85,4,10,81,9,5,4,91,59,29,12,43,15,42,1,42,0,57,19,54,27,31,42,27,34,40,26,33,41,26,19,55,26,22,52,26,32,43,25,12,7,3,10,68,12,63,25,47,17,3,3,1,4,25,31,10,12,20,27,3,2,1,13,50,31,1,4,4,10,49,32,22,27,13,5,33,2,9,14,42,33,29,27,0,2,42,7,13,13,10,12,2,1,42,25,10,22,43,35.207100591716,76.3880803900149,173.469387755102,241.23105070673,8.50480109739369,26.3578833101969,0.04,0.0384072934108425,0.0474393282194269,0.000220076405088587,0.04,0.0384072934108425,0.0474393282194269,0.000220076405088587,0.0136043533930858,0.00287238140418293
MV,MDV,Maldives,2021-02-16,2021-01-04,100,5,173985.374401661,4,170027.403672241,88,90,42,1,3578270.85839748,56,7,88,5,7,90,3,5,91,4,13,83,4,14,82,4,12,83,5,8,89,3,4,92,4,4,90,6,3,94,3,5,91,4,12,85,3,10,82,8,6,3,91,59,30,11,42,16,42,1,41,0,58,18,55,27,30,43,27,33,41,26,31,43,26,18,56,26,23,51,26,29,45,26,12,7,2,8,71,13,61,26,47,16,3,3,1,4,26,32,10,13,18,27,3,2,1,12,50,32,1,4,3,11,48,33,22,26,14,5,33,2,9,14,42,33,27,28,0,2,43,7,13,12,10,12,2,1,43,23,10,23,44,33.3333333333333,72.1911687202422,137.5,199.553072067128,8.72196511213955,27.1038810996175,0.05,0.042716424707947,0.0486227514033357,0.000222847430660602,0.04,0.0384072934108425,0.0475166387343823,0.000220426111788844,0.0137715179968701,0.00285744144320861
MV,MDV,Maldives,2021-02-17,2021-01-05,100,5,173985.374401661,4,170027.403672241,88,90,41,1,3581082.40570981,56,7,88,5,7,90,3,5,91,4,13,83,4,14,82,4,12,83,5,8,89,3,4,92,4,4,90,6,3,94,3,5,91,4,12,85,3,10,82,8,6,3,91,59,30,11,41,17,42,1,40,0,59,18,55,27,30,43,27,33,41,26,31,43,26,18,56,26,23,51,26,29,45,26,12,7,2,8,71,13,61,26,47,16,3,3,1,4,26,33,9,13,18,27,3,1,1,12,51,32,1,3,3,11,49,33,22,26,14,5,33,2,9,14,42,33,28,27,0,2,43,8,13,11,10,12,2,1,43,24,10,22,44,35.207100591716,76.3880803900149,137.5,199.553072067128,8.72196511213955,27.1038810996175,0.05,0.042716424707947,0.0485845771446791,0.000222676938034255,0.04,0.0384072934108425,0.0474793328969876,0.000220257366090537,0.0137715179968701,0.00285744144320861
MV,MDV,Maldives,2021-02-19,2021-01-05,100,5,173985.374401661,4,170027.403672241,88,88,42,1,3760973.58903665,56,7,86,7,6,90,4,6,89,5,13,81,6,13,81,6,12,82,6,8,87,5,4,90,6,4,89,7,3,92,5,5,89,6,11,84,5,11,80,9,7,3,90,60,28,12,42,16,42,1,41,0,58,16,55,29,28,43,29,31,41,28,31,41,28,18,54,28,23,49,28,30,42,28,12,7,2,9,70,13,59,28,46,15,3,3,1,4,28,31,8,14,18,29,2,1,1,11,51,34,1,3,3,9,49,35,20,28,13,5,34,2,8,16,40,34,29,26,0,2,43,8,14,10,10,12,2,1,43,24,9,23,44,39.9305555555556,85.9456197671869,137.5,199.553072067128,8.79316482734069,27.1006401487816,0.05,0.042716424707947,0.0462607275171604,0.000212284854985165,0.04,0.0384072934108425,0.0452083482234164,0.000209972092129725,0.0140845070422535,0.00292191953424258
MV,MDV,Maldives,2021-02-22,2021-01-06,100,5,173985.374401661,4,170027.403672241,88,87,43,1,3768235.37048269,56,7,86,7,6,90,4,6,88,6,14,80,6,14,80,6,13,81,6,8,87,5,4,90,6,4,89,7,3,92,5,5,89,6,12,83,5,11,79,10,7,3,90,59,28,13,43,14,43,1,42,0,57,15,56,29,27,44,29,32,40,28,31,41,28,19,53,28,24,48,28,30,41,29,12,7,2,9,70,12,59,29,45,16,3,3,1,3,29,30,8,14,18,30,2,1,1,11,50,35,1,3,3,9,48,36,21,27,12,5,35,2,7,15,41,35,29,26,0,2,43,8,14,11,10,12,2,0,43,25,8,23,44,36.96,81.0619516172662,137.5,199.553072067128,8.82876468494126,27.092631431637,0.05,0.042716424707947,0.0461715782842342,0.000211885662132777,0.04,0.0384072934108425,0.045121227034834,0.000209577014979058,0.0142463979277967,0.0029552621539997
MV,MDV,Maldives,2021-02-23,2021-01-06,100,5,173985.374401661,4,170027.403672241,88,86,43,1,3843465.68559793,55,7,87,6,7,89,4,6,88,6,15,79,6,14,80,6,14,80,6,8,87,5,4,90,6,4,89,7,3,92,5,5,89,6,12,83,5,11,78,11,7,3,90,60,27,13,43,14,43,1,42,0,57,15,54,31,26,43,31,32,38,30,31,39,30,19,51,30,23,47,30,30,39,31,12,7,2,9,70,12,57,31,43,16,3,3,1,3,31,28,8,14,18,32,1,1,1,11,49,37,1,3,3,8,47,38,20,26,12,5,37,2,7,15,39,37,28,26,0,2,44,8,14,11,10,11,2,0,44,24,8,23,45,36.96,81.0619516172662,137.5,199.553072067128,9.09763313609468,27.8735360124107,0.05,0.042716424707947,0.0452678360193541,0.000207836696534986,0.04,0.0384072934108425,0.0442380438855902,0.000205569847793419,0.0144120537176548,0.00298937445372318
MV,MDV,Maldives,2021-02-24,2021-01-07,100,5,173985.374401661,4,170027.403672241,88,85,44,2,4680370.62116824,56,7,86,7,7,89,4,6,87,7,15,79,6,15,79,6,15,79,6,8,86,6,4,90,6,4,88,8,3,91,6,6,88,6,12,82,6,12,77,11,8,4,88,62,26,12,44,15,41,2,42,0,56,16,54,30,27,43,30,32,39,29,32,39,29,19,52,29,23,48,29,31,39,30,13,7,2,9,69,12,58,30,43,16,3,4,1,3,30,29,8,14,18,31,1,1,2,11,49,36,1,3,3,8,48,37,21,27,12,4,36,3,7,14,40,36,28,27,0,2,43,9,13,11,11,11,2,0,43,25,8,23,44,37.12,81.0063372006577,137.5,199.553072067128,9.13461538461538,27.872910634393,0.05,0.042716424707947,0.0371734181935861,0.000171395041431194,0.04,0.0384072934108425,0.0363277649217022,0.000169508695331973,0.0145816072908036,0.0030242833932216
