ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
GP,GLP,Guadeloupe,2021-01-29,2021-01-02,100,2,13948.6710396245,0,0,11,91,29,0,1342368.79380572,61,2,96,2,11,87,2,5,92,3,12,87,1,10,87,3,16,83,1,8,90,2,7,92,1,4,93,3,1,97,2,5,92,3,9,89,2,6,89,5,2,4,94,68,25,7,29,38,33,0,29,71,22,63,15,66,21,13,43,42,15,39,46,15,12,73,15,15,70,15,43,43,14,29,9,2,3,57,7,77,16,42,28,9,2,2,1,16,38,20,11,15,16,0,2,9,15,53,21,0,2,11,13,54,20,26,30,12,11,21,6,18,9,46,21,32,38,0,0,30,4,13,14,14,9,16,0,30,14,23,23,40,17.4744897959184,21.0804905120568,275,318.198051533946,5.82726326742976,10.3394017770924,0.02,0.0274394957835608,0.010391087087237,0.00017154357580072,0,0,0,0,0.00170252282928339,0.00100525138320753
GP,GLP,Guadeloupe,2021-01-31,2021-01-04,100,1,6336.56104449645,0,0,11,92,29,0,1343356.38175265,61,1,97,2,9,89,2,4,92,4,11,87,2,10,86,4,14,85,1,7,90,3,5,93,2,3,93,4,0,98,2,4,92,4,8,90,2,5,90,5,1,4,95,69,25,6,29,39,32,0,29,71,23,63,14,68,20,12,44,42,14,40,46,14,12,74,14,15,71,14,45,42,13,29,8,3,5,55,8,78,14,42,30,9,3,1,1,14,38,21,11,16,14,0,2,9,16,54,19,0,2,11,12,57,18,26,31,13,11,19,6,18,10,47,19,32,38,0,0,30,4,13,14,15,9,16,0,29,14,22,24,40,16.7352537722908,21.9684073516584,275,318.198051533946,5.74921956295526,10.3528647835869,0.01,0.0195013954179879,0.00471696202926381,0.000115866252614482,0,0,0,0,0.0016840171463564,0.000994333953714819
GP,GLP,Guadeloupe,2021-02-02,2021-01-05,100,1,6336.56104449645,0,0,11,92,28,0,1402577.32166136,61,1,97,2,9,89,2,4,92,4,11,87,2,10,86,4,14,85,1,7,90,3,5,93,2,3,93,4,0,98,2,4,92,4,9,89,2,5,90,5,1,4,95,69,25,6,28,40,32,0,28,72,23,63,14,69,19,12,45,41,14,44,42,14,13,73,14,15,71,14,46,40,14,30,8,3,5,54,8,77,15,42,29,9,3,1,1,15,36,22,13,14,15,0,1,9,19,52,19,0,2,9,15,56,18,26,31,13,11,19,4,19,12,46,19,31,39,0,0,30,4,11,16,16,8,16,0,29,12,23,25,40,12.6200274348422,10.7372653410235,275,318.198051533946,5.74921956295526,10.356983291158,0.01,0.0195013954179879,0.00451779801842993,0.000110985141468902,0,0,0,0,0.0016840171463564,0.000994333953714819
GP,GLP,Guadeloupe,2021-02-03,2021-01-05,100,1,6336.56104449645,0,0,11,92,29,0,1384416.01974761,63,1,97,2,9,89,2,4,92,4,11,87,2,10,86,4,14,85,1,7,90,3,5,93,2,3,93,4,0,98,2,4,92,4,9,89,2,5,90,5,1,4,95,69,25,6,29,39,32,0,29,71,24,63,13,69,20,11,46,41,13,45,42,13,14,73,13,15,72,13,47,41,12,30,8,4,5,53,9,77,14,43,30,9,3,1,1,13,37,22,13,15,13,0,1,9,19,54,17,1,2,9,15,57,16,26,30,15,12,17,5,19,13,46,17,30,41,0,0,29,4,13,16,16,8,15,0,28,12,23,27,38,12.6200274348422,10.7372653410235,275,318.198051533946,5.517578125,9.87807283885235,0.01,0.0195013954179879,0.0045770642307734,0.000112437740099203,0,0,0,0,0.0016840171463564,0.000994333953714819
GP,GLP,Guadeloupe,2021-02-05,2021-01-06,100,1,6336.56104449645,0,0,11,92,28,0,1404182.21878687,63,1,97,2,9,89,2,4,92,4,11,87,2,10,86,4,14,85,1,7,90,3,5,93,2,3,93,4,0,98,2,4,92,4,9,89,2,5,90,5,1,4,95,69,25,6,28,40,32,0,28,72,24,63,13,69,20,11,46,41,13,45,42,13,14,73,13,15,72,13,48,40,12,31,8,4,5,52,9,77,14,44,29,9,3,1,1,13,38,21,13,15,13,0,1,9,19,54,17,1,2,9,15,57,16,26,30,15,12,17,5,18,14,46,17,30,41,0,0,29,4,13,16,16,8,15,0,28,11,24,27,38,12.6200274348422,10.7372653410235,275,318.198051533946,5.5419921875,9.87791959231093,0.01,0.0195013954179879,0.00451263444282242,0.000110858579535472,0,0,0,0,0.0016840171463564,0.000994333953714819
GP,GLP,Guadeloupe,2021-02-07,2021-01-07,100,1,6336.56104449645,0,0,11,93,29,0,1390401.93247487,64,1,97,2,9,89,2,4,92,4,10,88,2,10,86,4,13,86,1,7,90,3,5,93,2,3,93,4,0,98,2,3,93,4,9,89,2,5,91,4,1,4,95,71,24,5,29,41,30,0,29,71,24,64,12,70,20,10,46,42,12,45,43,12,14,74,12,15,73,12,48,41,11,31,8,4,5,52,9,78,13,45,29,9,3,1,1,12,39,21,13,15,12,0,1,9,19,55,16,1,2,9,15,58,15,27,30,15,12,16,5,18,14,47,16,30,42,0,0,28,4,13,16,17,8,15,0,27,11,25,27,37,13.4615384615385,11.2133690285487,275,318.198051533946,5.46745562130178,9.65005583433724,0.01,0.0195013954179879,0.00455735920419613,0.000111954784925359,0,0,0,0,0.00166590943510526,0.000983651111508322
GP,GLP,Guadeloupe,2021-02-08,2021-01-07,100,1,6336.56104449645,0,0,1,93,29,0,1420227.93160352,65,1,97,2,9,89,2,4,92,4,11,87,2,11,85,4,13,86,1,7,90,3,5,93,2,3,93,4,1,97,2,3,93,4,9,89,2,4,92,4,1,3,96,71,24,5,29,41,30,0,29,71,24,63,13,69,20,11,45,42,13,43,44,13,14,73,13,14,73,13,46,42,12,29,8,4,5,54,9,77,14,45,28,9,3,1,1,13,41,18,13,15,13,0,1,8,20,54,17,1,2,9,15,57,16,25,32,14,12,17,5,16,14,48,17,30,43,0,0,27,4,14,16,16,8,16,0,26,12,26,26,36,12.8943758573388,10.5943641242893,100,0,5.46372819100092,9.42988381462993,0.01,0.0195013954179879,0.00446165076991697,0.000109608907739408,0,0,0,0,0.000151446312282296,0.000296806839960864
GP,GLP,Guadeloupe,2021-02-09,2021-01-08,100,1,6336.56104449645,0,0,1,94,29,0,1467958.22214638,65,1,98,1,9,90,1,4,93,3,10,88,2,11,86,3,12,87,1,7,91,2,4,94,2,3,94,3,1,98,1,3,94,3,8,90,2,4,93,3,1,3,96,73,22,5,29,43,28,0,29,71,23,64,13,70,19,11,44,43,13,43,44,13,13,74,13,15,72,13,46,42,12,29,8,4,5,54,9,77,14,45,28,9,3,1,1,13,41,18,13,15,13,0,1,7,20,54,18,1,2,8,15,57,17,26,31,14,11,18,5,15,14,48,18,29,43,0,0,28,4,13,16,15,9,16,0,27,12,27,25,36,12.8943758573388,10.5943641242893,100,0,5.39485766758494,9.43082010569535,0.01,0.0195013954179879,0.00431658132288765,0.0001060527279457,0,0,0,0,0.000149835181300569,0.000293649556976306
GP,GLP,Guadeloupe,2021-02-10,2021-01-09,100,1,6336.56104449645,0,0,1,95,29,0,1486414.58367744,66,1,98,1,9,90,1,4,93,3,11,87,2,11,86,3,12,87,1,7,91,2,4,94,2,3,94,3,1,98,1,3,94,3,8,90,2,3,94,3,0,3,97,74,22,4,29,44,27,0,29,71,24,64,12,70,19,11,44,44,12,43,45,12,12,76,12,15,73,12,46,42,12,29,8,4,5,54,10,76,14,47,27,9,3,0,1,13,40,18,14,15,13,0,1,8,20,53,18,1,2,9,15,56,17,26,32,14,10,18,4,14,14,50,18,29,43,0,0,28,4,13,16,14,10,16,0,27,13,26,26,35,15.8163265306122,20.5146503756353,100,0,5.21274225885498,9.20198665931383,0.01,0.0195013954179879,0.00426298363463278,0.000104738722143519,0,0,0,0,0.000148257968865827,0.000290558738178629
GP,GLP,Guadeloupe,2021-02-11,2021-01-09,100,1,6336.56104449645,0,0,1,95,29,0,1488997.20155981,65,1,98,1,9,90,1,4,93,3,11,87,2,11,86,3,12,87,1,7,91,2,4,94,2,3,94,3,1,98,1,3,94,3,8,90,2,3,94,3,0,3,97,72,24,4,29,42,29,0,29,71,24,63,13,71,17,12,43,44,13,44,43,13,12,75,13,16,71,13,45,42,13,28,8,4,5,55,10,74,16,46,27,9,3,0,1,14,38,18,15,15,14,0,1,8,19,53,19,1,2,9,14,56,18,26,30,14,10,20,4,14,14,48,20,28,43,0,0,29,4,13,16,13,10,16,0,28,13,25,26,36,16.0714285714286,20.493256085199,100,0,5.25711662075298,9.40866466372225,0.01,0.0195013954179879,0.0042555896262656,0.000104557444391803,0,0,0,0,0.000148257968865827,0.000290558738178629
