ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
SS,SSD,South Sudan,2021-01-19,2021-01-01,100,6,239739.164272669,3,194158.725188437,55,79,5,1,4586558.33541321,52,15,81,4,13,83,4,4,90,6,39,58,3,26,68,6,24,68,8,14,82,4,13,79,8,10,84,6,11,84,5,13,80,7,29,67,4,16,65,19,7,8,85,18,62,20,5,12,83,1,4,0,95,28,38,34,44,21,35,35,32,33,31,34,35,25,43,32,29,38,33,36,33,31,18,7,3,8,64,14,51,35,22,13,8,8,10,6,33,25,13,15,14,33,2,5,11,14,28,40,5,8,14,7,26,40,20,21,7,12,40,13,5,12,30,40,36,15,1,48,15,21,9,5,2,0,0,48,29,10,11,50,10.8289930555556,14.2999628020296,28.0612244897959,15.4636063638526,8.68055555555556,7.60725774312731,0.06,0.046546565661405,0.0522699476907602,0.000203691538795196,0.03,0.0334344809563718,0.0423321172412265,0.000184266796964776,0.00980566945979676,0.00257872014780167
SS,SSD,South Sudan,2021-01-20,2021-01-02,100,6,239739.164272669,3,194158.725188437,55,78,5,1,4952726.23107774,51,15,79,6,14,81,5,4,88,8,38,58,4,25,67,8,24,66,10,14,80,6,13,77,10,11,81,8,11,83,6,12,80,8,29,65,6,16,64,20,7,8,85,19,60,21,5,13,82,1,4,0,95,29,37,34,43,21,36,34,32,34,30,34,36,25,42,33,28,38,34,34,34,32,17,6,3,8,66,14,50,36,22,12,8,7,11,6,34,25,13,14,14,34,2,5,12,14,26,41,5,8,14,7,25,41,20,22,7,10,41,13,5,12,29,41,34,16,1,49,15,19,10,5,2,0,0,49,29,10,10,51,10.5164514785506,13.8887448627408,28.0612244897959,15.4636063638526,9.05387052965142,7.84225675594182,0.06,0.046546565661405,0.0484054948905383,0.000189016285787475,0.03,0.0334344809563718,0.0392023940209161,0.000170922084498573,0.00993138317081979,0.00261161486321319
SS,SSD,South Sudan,2021-01-21,2021-01-03,100,6,239739.164272669,3,194158.725188437,54,78,4,1,5036313.14603822,50,14,79,7,14,80,6,4,87,9,36,59,5,23,68,9,22,67,11,16,77,7,13,76,11,11,80,9,10,84,6,11,80,9,27,67,6,15,65,20,6,8,86,19,60,21,4,14,82,1,3,0,96,27,37,36,40,22,38,33,31,36,29,34,37,24,41,35,25,39,36,33,34,33,16,6,3,8,67,14,49,37,22,11,7,8,11,6,35,25,11,14,15,35,2,6,12,14,24,42,5,9,13,7,24,42,20,22,7,9,42,14,5,11,28,42,33,16,1,50,14,19,11,4,2,0,0,50,30,10,9,51,9.39670138888889,9.51187896417047,31.9526627218935,15.965369897316,8.91806247170666,7.94412229505451,0.06,0.046546565661405,0.0476021163341,0.000185957658763151,0.03,0.0334344809563718,0.0385517579146503,0.000168142219595294,0.00975081256771398,0.00258799996948565
SS,SSD,South Sudan,2021-01-22,2021-01-04,100,6,239739.164272669,3,194158.725188437,72,79,4,1,5324631.12209145,50,14,79,7,15,79,6,4,87,9,35,60,5,23,68,9,21,68,11,15,78,7,12,77,11,10,81,9,11,83,6,11,80,9,26,68,6,17,64,19,8,8,84,20,60,20,4,15,81,1,3,0,96,28,38,34,41,23,36,33,33,34,30,35,35,26,41,33,26,40,34,35,34,31,16,7,3,9,65,15,50,35,21,12,8,8,11,7,33,26,12,14,15,33,2,6,12,15,23,42,5,9,12,8,24,42,21,21,7,9,42,14,6,11,27,42,33,16,1,50,13,19,11,5,2,0,0,50,29,10,10,51,10.2249062890462,11.8313268271909,32,24.5854518861144,8.96333182435491,7.93541958406697,0.06,0.046546565661405,0.045024558279354,0.000176126279025716,0.03,0.0334344809563718,0.0364642584127355,0.000159210217347573,0.0128365127473703,0.00294593690453696
SS,SSD,South Sudan,2021-01-23,2021-01-04,100,6,239739.164272669,3,194158.725188437,59,79,4,1,5271222.47303144,49,14,79,7,14,80,6,4,87,9,33,62,5,22,69,9,19,70,11,14,79,7,12,77,11,9,82,9,10,84,6,11,80,9,25,69,6,15,66,19,8,6,86,20,60,20,4,15,81,1,3,0,96,28,38,34,44,20,36,35,31,34,29,36,35,27,40,33,27,39,34,36,33,31,16,7,3,10,64,16,49,35,23,11,8,7,11,7,33,25,11,16,15,33,3,6,12,13,23,43,6,9,9,8,25,43,21,20,7,9,43,15,5,10,27,43,33,15,1,51,12,18,12,5,2,0,0,51,29,9,10,52,9.99583506872137,11.8432196782,34.9112426035503,28.0207348936132,9.16824196597354,8.17156204598768,0.06,0.046546565661405,0.0454807524249297,0.000177868312004936,0.03,0.0334344809563718,0.0368337185883899,0.00016079251790632,0.0105188090568729,0.00266988421921399
SS,SSD,South Sudan,2021-01-24,2021-01-04,100,6,239739.164272669,3,194158.725188437,61,79,4,1,5337711.94674204,50,15,78,7,14,80,6,4,87,9,30,65,5,24,67,9,18,71,11,15,78,7,12,77,11,9,82,9,9,85,6,12,79,9,25,69,6,17,65,18,9,7,84,20,61,19,4,15,81,1,3,0,96,28,38,34,45,19,36,35,31,34,30,35,35,27,40,33,27,39,34,37,32,31,17,8,3,9,63,16,49,35,24,11,8,6,11,7,33,25,11,18,13,33,3,6,11,13,24,43,6,8,9,9,25,43,21,21,6,9,43,13,5,12,27,43,35,14,1,50,11,18,13,6,2,0,0,50,28,10,11,51,9.92,11.5702644917116,31.1224489795918,25.4638511371365,8.73698506111363,7.97621351276029,0.06,0.046546565661405,0.0449142191756896,0.000175704806152539,0.03,0.0334344809563718,0.0363748975451822,0.000158827414521819,0.0108753788554109,0.00271427017572699
SS,SSD,South Sudan,2021-01-25,2021-01-05,100,5,189715.181341028,2,144134.742256796,62,79,4,1,5383560.35278025,49,14,79,7,13,81,6,4,87,9,29,66,5,23,68,9,16,73,11,14,79,7,10,79,11,9,81,10,9,84,7,11,80,9,25,69,6,18,64,18,9,8,83,20,60,20,4,15,81,1,3,0,96,27,37,36,44,18,38,33,31,36,29,34,37,26,39,35,27,37,36,36,32,32,17,8,3,8,64,16,48,36,25,11,6,7,11,6,34,27,10,17,12,34,3,6,11,11,25,44,6,7,9,9,25,44,22,21,6,7,44,13,6,12,25,44,33,14,2,51,11,19,12,5,2,0,0,51,28,10,10,52,10.5477591670439,12.7038068269419,27.5555555555556,23.6195596462677,9.02646502835539,8.18510118394253,0.05,0.042716424707947,0.0352397240690453,0.000155754016235091,0.02,0.0274394957835608,0.0267731264835472,0.000136354629949107,0.01105366375468,0.002736181225915
SS,SSD,South Sudan,2021-01-26,2021-01-05,100,6,239024.551241794,2,144134.742256796,55,80,4,1,5571795.72381332,50,16,77,7,13,81,6,5,86,9,28,67,5,25,66,9,17,72,11,15,78,7,11,78,11,9,81,10,10,83,7,10,81,9,25,69,6,16,67,17,8,8,84,19,61,20,4,14,82,1,3,0,96,28,37,35,44,18,38,35,30,35,28,35,37,26,40,34,29,36,35,36,33,31,17,8,3,8,64,16,48,36,25,11,5,7,13,6,33,28,9,17,13,33,4,6,12,11,25,42,8,8,9,9,24,42,23,21,6,8,42,15,6,12,25,42,33,15,2,50,11,21,11,5,2,0,0,50,29,10,10,51,10.4119511090991,12.6904492367719,32.5443786982249,29.3173222879001,8.8727931190584,7.92776386053492,0.06,0.046546565661405,0.0428990155220921,0.000168249213420739,0.02,0.0274394957835608,0.0258686336329198,0.000131809285851046,0.00968309859154929,0.00254664374903759
SS,SSD,South Sudan,2021-01-27,2021-01-06,100,6,239024.551241794,2,144134.742256796,51,81,4,1,5708091.14871859,52,16,77,7,13,82,5,5,86,9,27,69,4,24,68,8,17,73,10,14,80,6,10,80,10,10,80,10,9,85,6,11,81,8,25,70,5,16,68,16,9,7,84,19,61,20,4,14,82,1,3,0,96,30,35,35,45,18,37,36,29,35,30,33,37,26,40,34,29,36,35,39,31,30,17,9,3,10,61,16,49,35,25,10,5,9,13,6,32,26,9,18,15,32,5,6,12,12,25,40,9,8,8,10,25,40,23,21,7,9,40,15,6,12,27,40,36,14,2,48,11,22,11,6,2,0,0,48,31,10,10,49,10.7750472589792,13.0752955072615,30.1775147928994,30.0331077111959,12.8038194444444,29.8365003350081,0.06,0.046546565661405,0.0418746906827955,0.000164319688707516,0.02,0.0274394957835608,0.0252509531648164,0.000128702783329275,0.00886802295253,0.00242301194709019
SS,SSD,South Sudan,2021-01-28,2021-01-07,100,5,205023.923530135,1,110134.114545137,55,79,4,1,5753156.49078255,51,16,76,8,10,84,6,3,88,9,25,70,5,23,69,8,17,72,11,14,79,7,11,79,10,10,80,10,9,84,7,13,80,7,26,68,6,18,65,17,10,7,83,21,57,22,4,16,80,1,3,0,96,30,33,37,44,17,39,34,29,37,30,31,39,25,39,36,27,36,37,38,30,32,17,9,3,9,62,16,47,37,23,12,4,9,12,6,34,23,10,19,14,34,5,6,11,12,25,41,8,6,9,10,25,42,24,21,5,8,42,14,6,12,26,42,34,15,2,49,9,21,13,6,2,0,0,49,31,8,11,50,10.4197530864198,12.8255341399806,28.0612244897959,26.7942163377569,12.7170138888889,29.8867530546746,0.05,0.042716424707947,0.0356367715459531,0.000151483208419497,0.01,0.0195013954179879,0.0191432502699325,0.000111971018448077,0.00980566945979676,0.00257872014780167
