ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
LT,LTU,Lithuania,2021-01-15,2020-12-14,100,2,105939.471334836,2,105939.471334836,34,93,11,0,1422208.67847245,74,5,93,2,9,90,1,2,96,2,14,85,1,21,78,1,9,89,2,8,91,1,5,93,2,1,97,2,3,95,2,8,91,1,13,86,1,16,79,5,6,10,84,48,47,5,11,36,53,0,11,89,25,59,16,49,37,14,19,66,15,28,57,15,13,72,15,17,68,15,33,53,14,22,5,3,3,67,4,79,17,54,14,6,2,4,4,16,42,17,14,11,16,0,5,9,17,50,19,0,5,18,16,43,18,20,41,8,9,22,4,7,21,48,20,42,27,2,3,26,10,26,20,11,9,0,0,24,36,27,11,26,27.875,56.1692440251689,16.8367346938776,11.4172824935714,4.00714144019044,1.92893683389257,0.02,0.0274394957835608,0.0744894001410693,0.000431523414769623,0.02,0.0274394957835608,0.0744894001410693,0.000431523414769623,0.00514917461759806,0.00172633563196476
LT,LTU,Lithuania,2021-01-16,2020-12-15,100,1,88503.1191330191,1,88503.1191330191,30,93,13,0,1409808.60774108,76,4,94,2,7,92,1,1,97,2,13,86,1,20,79,1,8,90,2,7,92,1,4,94,2,1,97,2,3,95,2,8,91,1,12,87,1,16,79,5,6,10,84,48,47,5,13,34,53,0,13,87,25,60,15,50,37,13,19,67,14,29,57,14,13,73,14,18,68,14,34,53,13,22,6,3,3,66,4,81,15,56,14,6,2,4,4,14,42,19,14,11,14,0,5,9,18,51,17,0,5,18,16,45,16,21,41,8,10,20,4,7,21,50,18,43,28,2,3,24,10,27,21,11,9,0,0,22,37,27,12,24,29.7091412742382,60.6727398722517,14.7959183673469,10.2803273875561,3.84687558641396,1.87794977266342,0.01,0.0195013954179879,0.062776690855099,0.000400395107548001,0.01,0.0195013954179879,0.062776690855099,0.000400395107548001,0.00454338936846888,0.00162210360174427
LT,LTU,Lithuania,2021-01-18,2020-12-16,100,1,88503.1191330191,1,88503.1191330191,30,93,13,0,1401144.55381741,75,4,94,2,7,92,1,1,97,2,13,86,1,20,79,1,9,89,2,7,92,1,4,94,2,1,97,2,3,95,2,8,91,1,13,86,1,16,79,5,6,10,84,48,47,5,13,34,53,0,13,87,24,61,15,51,36,13,18,68,14,29,57,14,12,74,14,17,69,14,33,54,13,22,5,3,3,67,3,81,16,56,13,6,2,4,4,15,41,19,14,11,15,0,5,9,16,52,18,0,5,17,15,46,17,22,40,7,10,21,5,7,19,50,19,42,28,2,3,25,10,26,20,12,9,0,0,23,36,27,12,25,29.7783933518006,60.6424924461332,14.7959183673469,10.2803273875561,3.89660493827161,1.88857370001152,0.01,0.0195013954179879,0.0631648739538637,0.000402787532538704,0.01,0.0195013954179879,0.0631648739538637,0.000402787532538704,0.00454338936846888,0.00162210360174427
LT,LTU,Lithuania,2021-01-20,2020-12-16,100,2,93853.0830851574,2,93853.0830851574,31,92,13,0,1401111.61881705,74,5,93,2,9,90,1,1,97,2,14,85,1,22,77,1,9,89,2,7,92,1,4,94,2,1,97,2,4,94,2,9,90,1,14,85,1,17,77,6,7,10,83,49,45,6,13,35,52,0,13,87,24,60,16,51,35,14,19,66,15,30,55,15,13,72,15,18,67,15,34,52,14,22,5,3,4,66,4,79,17,56,14,6,2,4,2,16,40,18,15,11,16,0,5,10,15,51,19,0,5,17,14,46,18,22,38,8,10,22,5,7,18,50,20,40,29,2,3,26,11,25,20,12,8,0,0,24,34,28,12,26,29.0858725761773,60.2145703128364,13.3333333333333,9.42809041582064,4.0468161079151,1.87351289912977,0.02,0.0274394957835608,0.0669847297136804,0.000413946299258262,0.02,0.0274394957835608,0.0669847297136804,0.000413946299258262,0.00474586650336804,0.00166667053211174
LT,LTU,Lithuania,2021-01-21,2020-12-16,100,2,93853.0830851574,2,93853.0830851574,31,93,12,0,1397763.17880047,75,5,93,2,9,90,1,1,97,2,15,84,1,21,78,1,9,89,2,7,92,1,4,94,2,1,97,2,4,94,2,9,90,1,14,85,1,17,78,5,7,10,83,48,47,5,12,35,53,0,12,88,24,61,15,52,35,13,19,67,14,29,57,14,13,73,14,19,67,14,33,54,13,22,5,2,4,67,4,80,16,57,14,6,2,4,2,15,42,18,15,10,15,0,5,10,15,52,18,0,5,17,14,47,17,21,40,8,10,21,5,7,18,51,19,40,30,2,3,25,11,25,20,12,8,1,0,23,34,29,12,25,28.0736357659435,57.9173858602181,13.3333333333333,9.42809041582064,3.95447530864198,1.85988330763105,0.02,0.0274394957835608,0.0671451963455643,0.000414902253206303,0.02,0.0274394957835608,0.0671451963455643,0.000414902253206303,0.00469483568075117,0.00164879161217385
LT,LTU,Lithuania,2021-01-22,2020-12-17,100,3,118839.049804231,3,118839.049804231,31,93,12,0,1400837.09241269,76,6,92,2,11,88,1,1,97,2,16,83,1,23,76,1,10,88,2,8,91,1,4,94,2,1,97,2,4,94,2,9,90,1,15,84,1,17,78,5,7,10,83,48,47,5,12,35,53,0,12,88,24,61,15,53,34,13,19,67,14,28,58,14,12,74,14,19,67,14,32,55,13,22,4,2,4,68,3,81,16,57,14,6,2,4,2,15,42,19,15,9,15,0,6,10,15,51,18,1,5,17,15,46,16,20,41,9,10,20,5,7,18,52,18,40,31,2,3,24,12,25,20,12,8,1,0,22,34,30,12,24,27.3051754907793,54.3038236991717,13.3333333333333,9.42809041582064,3.88440607993995,1.82667947912668,0.03,0.0334344809563718,0.0848343111757217,0.000461413087003052,0.03,0.0334344809563718,0.0848343111757217,0.000461413087003052,0.00469483568075117,0.00164879161217385
LT,LTU,Lithuania,2021-01-23,2020-12-18,100,3,118839.049804231,3,118839.049804231,131,93,11,0,1434244.19352354,78,5,93,2,12,87,1,2,96,2,17,82,1,21,78,1,12,86,2,9,90,1,5,93,2,2,96,2,5,93,2,9,90,1,16,83,1,18,77,5,8,10,82,48,47,5,11,36,53,0,11,89,25,59,16,55,32,13,20,65,15,25,60,15,12,73,15,19,67,14,30,57,13,19,4,3,4,70,4,80,16,56,13,7,3,4,2,15,43,17,16,9,15,0,5,11,13,53,18,1,4,18,15,46,16,21,38,10,11,20,6,5,19,52,18,43,29,2,3,23,12,25,20,13,8,1,0,21,35,30,13,22,27.4836406900654,54.2238085431302,50.78125,153.362910417306,3.96444444444444,1.98460541636333,0.03,0.0334344809563718,0.0828583098616398,0.000451151903149213,0.03,0.0334344809563718,0.0828583098616398,0.000451151903149213,0.0198394669089808,0.00336349701999221
LT,LTU,Lithuania,2021-01-24,2020-12-18,100,3,118839.049804231,3,118839.049804231,131,93,11,0,1399812.73425164,77,5,93,2,12,87,1,2,96,2,17,82,1,21,78,1,12,86,2,9,90,1,5,93,2,2,96,2,5,93,2,9,90,1,16,83,1,18,77,5,8,10,82,48,47,5,11,36,53,0,11,89,25,59,16,56,31,13,20,65,15,25,60,15,12,73,15,19,67,14,30,57,13,19,4,3,4,70,4,80,16,55,14,7,3,4,2,15,43,17,16,9,15,0,5,11,13,53,18,1,4,18,15,46,16,21,38,10,11,20,6,5,18,53,18,43,29,2,3,23,12,25,20,13,8,1,0,21,34,30,13,23,27.4836406900654,54.2238085431302,50.78125,153.362910417306,4.03579254930606,2.01921539652837,0.03,0.0334344809563718,0.0848963914217887,0.000461735079234413,0.03,0.0334344809563718,0.0848963914217887,0.000461735079234413,0.0198394669089808,0.00336349701999221
LT,LTU,Lithuania,2021-01-25,2020-12-19,100,3,118839.049804231,3,118839.049804231,132,94,11,0,1385632.81972159,77,5,93,2,13,86,1,3,95,2,18,81,1,21,78,1,14,84,2,11,88,1,6,92,2,3,95,2,5,93,2,9,90,1,17,82,1,18,77,5,9,9,82,48,47,5,11,36,53,0,11,89,25,59,16,55,32,13,18,67,15,24,61,15,11,74,15,19,67,14,31,56,13,19,5,3,4,69,5,79,16,57,14,6,3,3,2,15,43,17,16,9,15,0,5,12,14,51,18,1,4,19,17,43,16,21,40,10,9,20,6,5,18,53,18,42,31,1,3,23,14,24,19,13,8,1,0,21,33,30,14,23,25.4732287723094,50.6491723664432,45.3287197231834,140.127301025071,4.12710007304602,1.98672626594248,0.03,0.0334344809563718,0.0857651811596877,0.000466238780042454,0.03,0.0334344809563718,0.0857651811596877,0.000466238780042454,0.0197782439316752,0.0033404965152358
LT,LTU,Lithuania,2021-01-26,2020-12-20,100,3,118839.049804231,3,118839.049804231,132,94,10,0,1455379.37759365,76,5,93,2,13,86,1,3,95,2,19,81,0,21,79,0,14,84,2,11,88,1,6,92,2,3,95,2,4,94,2,10,89,1,17,82,1,18,77,5,9,9,82,49,46,5,10,38,52,0,10,90,26,59,15,56,32,12,19,67,14,24,62,14,11,75,14,20,67,13,32,56,12,19,6,3,4,68,6,77,17,57,13,6,3,3,2,16,41,18,16,9,16,0,5,12,15,49,19,1,4,18,17,43,17,20,40,10,9,21,5,5,18,53,19,40,32,1,3,24,15,24,18,12,8,1,0,22,34,29,13,24,27.7376033057851,52.9850345165972,45.3287197231834,140.127301025071,4.10958904109589,2.06743952925512,0.03,0.0334344809563718,0.0816550321062831,0.000444891783346246,0.03,0.0334344809563718,0.0816550321062831,0.000444891783346246,0.0197782439316752,0.0033404965152358
LT,LTU,Lithuania,2021-01-27,2020-12-20,100,3,118839.049804231,3,118839.049804231,132,94,10,0,1505978.16692627,76,5,93,2,13,86,1,3,95,2,20,80,0,22,78,0,15,83,2,11,88,1,6,92,2,2,96,2,4,94,2,11,88,1,17,82,1,18,77,5,9,9,82,49,46,5,10,38,52,0,10,90,27,58,15,57,31,12,19,67,14,25,61,14,11,75,14,21,66,13,33,55,12,20,6,3,4,67,7,76,17,58,12,6,3,3,2,16,40,18,17,9,16,0,5,13,14,49,19,1,5,17,17,43,17,21,39,10,9,21,6,5,17,53,19,40,32,1,3,24,16,23,18,12,8,1,0,22,34,29,13,24,28.3574380165289,52.8940658458188,45.3287197231834,140.127301025071,4.0908237943329,2.07364703472172,0.03,0.0334344809563718,0.0789115356478136,0.00043058576915789,0.03,0.0334344809563718,0.0789115356478136,0.00043058576915789,0.0197782439316752,0.0033404965152358
LT,LTU,Lithuania,2021-01-28,2020-12-20,100,3,118839.049804231,3,118839.049804231,134,95,11,0,1439821.02046383,75,5,93,2,13,86,1,3,95,2,19,81,0,21,79,0,16,82,2,9,90,1,6,92,2,2,96,2,4,94,2,10,89,1,15,84,1,19,77,4,9,10,81,51,45,4,11,39,50,0,11,89,27,59,14,58,31,11,19,68,13,25,62,13,11,76,13,20,68,12,33,56,11,20,6,3,4,67,7,77,16,58,13,6,3,3,2,15,40,19,17,9,15,0,5,11,15,51,18,1,5,16,18,44,16,22,39,10,9,20,6,5,18,53,18,41,31,1,2,25,17,21,18,12,8,1,0,23,33,29,13,25,29.2590589507842,54.7688056817387,41.0493827160494,128.608254445171,4.1087962962963,2.11648762484222,0.03,0.0334344809563718,0.0825373766011197,0.000449483089105535,0.03,0.0334344809563718,0.0825373766011197,0.000449483089105535,0.0198665678280208,0.0033301296178048
LT,LTU,Lithuania,2021-01-29,2020-12-20,100,3,118839.049804231,3,118839.049804231,134,95,11,0,1403363.54218026,76,5,93,2,13,86,1,3,95,2,19,81,0,21,79,0,16,82,2,9,90,1,6,92,2,2,96,2,4,94,2,10,89,1,15,84,1,19,77,4,9,10,81,52,44,4,11,40,49,0,11,89,28,58,14,59,30,11,19,68,13,26,61,13,11,76,13,20,68,12,34,55,11,21,6,3,4,66,7,77,16,58,13,7,2,3,2,15,39,19,17,10,15,0,5,11,15,52,17,1,5,16,18,44,16,22,39,11,8,20,7,5,18,52,18,41,32,1,1,25,17,22,18,12,7,1,0,23,33,29,14,24,29.2590589507842,54.7688056817387,41.0493827160494,128.608254445171,4.03452805404391,2.07863404395631,0.03,0.0334344809563718,0.0846815855139028,0.000460620843546128,0.03,0.0334344809563718,0.0846815855139028,0.000460620843546128,0.0198665678280208,0.0033301296178048
LT,LTU,Lithuania,2021-01-30,2020-12-21,100,3,118839.049804231,3,118839.049804231,134,95,12,0,1378534.56394563,76,5,93,2,12,87,1,3,95,2,19,81,0,20,80,0,15,83,2,9,90,1,6,92,2,2,96,2,4,94,2,10,89,1,16,83,1,19,77,4,9,10,81,53,43,4,12,40,48,0,12,88,28,58,14,59,30,11,19,68,13,25,62,13,11,76,13,19,69,12,33,56,11,20,6,3,4,67,7,77,16,58,13,7,2,3,2,15,39,19,17,10,15,0,5,12,16,50,17,1,6,17,18,42,16,21,40,11,8,20,7,6,19,50,18,43,30,1,1,25,17,22,19,12,6,1,0,23,33,28,15,24,29.9621416982153,54.7922574931288,41.0493827160494,128.608254445171,4.05329330080691,2.07295822984149,0.03,0.0334344809563718,0.0862067973573993,0.000468526304276741,0.03,0.0334344809563718,0.0862067973573993,0.000468526304276741,0.0198665678280208,0.0033301296178048
LT,LTU,Lithuania,2021-01-31,2020-12-22,100,3,118839.049804231,3,118839.049804231,134,93,13,0,1389874.43014933,76,5,93,2,12,87,1,3,95,2,19,81,0,21,79,0,15,83,2,9,90,1,7,91,2,2,96,2,4,94,2,11,88,1,17,82,1,20,75,5,9,11,80,54,41,5,13,40,47,0,13,87,26,59,15,57,31,12,17,69,14,22,64,14,9,77,14,19,68,13,31,57,12,20,5,2,4,69,7,76,17,59,12,5,2,3,3,16,40,20,16,9,15,0,6,12,15,49,18,1,6,17,18,41,17,21,41,11,6,21,7,7,19,48,19,42,31,1,1,25,16,22,18,13,7,1,0,23,32,29,15,24,32.3347107438017,56.3711028701391,41.0493827160494,128.608254445171,4.03452805404391,2.10356147036394,0.03,0.0334344809563718,0.0855034434955847,0.000464882447000243,0.03,0.0334344809563718,0.0855034434955847,0.000464882447000243,0.0202938058458277,0.0034010038210311
LT,LTU,Lithuania,2021-02-02,2020-12-23,100,3,118839.049804231,3,118839.049804231,125,92,12,0,1388494.379456,75,5,93,2,13,86,1,4,94,2,20,80,0,22,78,0,16,82,2,8,91,1,8,90,2,2,96,2,5,93,2,11,88,1,17,82,1,17,77,6,9,8,83,54,40,6,12,41,47,0,12,88,26,58,16,57,30,13,18,67,15,23,62,15,10,75,15,19,67,14,31,56,13,19,6,2,4,69,7,75,18,58,12,5,2,4,2,17,41,18,16,9,16,0,6,11,14,50,19,1,6,16,19,40,18,20,42,9,7,22,7,7,19,47,20,43,30,1,1,25,15,23,17,13,7,1,0,24,31,30,14,25,33.2071389940508,58.4120426034676,55.1111111111111,169.339832396217,3.97376543209877,2.14033337850784,0.03,0.0334344809563718,0.0855884269771344,0.000465322879852005,0.03,0.0334344809563718,0.0855884269771344,0.000465322879852005,0.0191365584813227,0.00332247097327477
