ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2021-04-13,99457830.4491732,5435,29453.63,293,9718,79842,18,6726,2328,0,0,129,6230,50,71,25,507682.122398574,2,19,0,2,18,397524.476254993,301,6440,82778.506751677,21,0,17,0,0,172,2,144,0,2,187,4,154,1,3,201,12,1,11,1,0,3,1,16,1,0,9,2,1,1,2,1,2,1,0,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,5,4,2,6,5,4,4,1,2,8,4,4,0,0,0,0,0,0,1,0,0,1,0,0,2021-04-13,6726,1,0.00267618198037467,0.00123465487648915,0.00371691941718704,0.00145429533110809,0.00510449624836748,1.40053439491979e-05,0.00267618198037467,0.00123465487648915,0.00399691481766379,1.23999915295262e-05,0.00363620958883632,0.000410036689984019
JP,JPN,Japan,2021-04-14,99984213.8557646,5189,29179.1,341,9070,75784,14,6449,2211,0,0,163,5928,52,100,32,561703.778958029,1,25,0,1,20,335430.93894417,347,6163,79218.0026569232,25,0,18,0,0,169,4,145,2,2,172,7,144,3,4,205,13,0,13,0,0,12,0,13,0,0,13,3,6,1,9,6,4,6,0,1,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,10,7,5,7,0,1,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-14,6449,1,0.00217087920607846,0.00113592019065769,0.00496200961389363,0.00171494633499572,0.00561792464326751,1.46503152879637e-05,0.00310125600868352,0.00135705120912614,0.0033548389891634,1.13341379694289e-05,0.00438031745767165,0.000459870633290143
JP,JPN,Japan,2021-04-15,100225272.758918,5154,26344.8,287,9184,75863.52,24,6333,2054,0,0,139,5852,35,103,30,745243.304507788,1,24,0,1,20,382257.236864593,291,6045,77701.2536201689,12,0,11,0,0,169,2,134,0,2,169,5,132,0,5,199,14,2,12,0,1,12,2,21,0,1,22,6,6,2,8,5,4,4,4,0,2,8,3,0,1,0,1,1,0,0,0,0,0,2,0,11,12,4,12,9,9,9,5,0,11,12,7,0,1,0,1,1,0,0,0,0,0,2,0,2021-04-15,6333,1,0.00378967314069162,0.00151328157219648,0.00473709142586452,0.00169109552342841,0.00743568247801527,1.68189629857177e-05,0.00315806095057635,0.00138186860936478,0.00381398050952752,1.20675449044902e-05,0.00374511332111205,0.000429488749705348
JP,JPN,Japan,2021-04-16,100780162.377322,5366,27944.4,316,9750,78332.24,14,6679,2269,0,0,172,6151,57,111,20,497676.025048253,3,13,2,1,9,273419.919162019,326,6382,82032.9860386961,13,0,10,0,0,153,6,123,2,4,153,5,127,1,4,198,7,0,7,0,0,5,0,14,0,0,12,2,4,0,1,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,4,4,3,1,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-16,6679,1,0.00209612217397814,0.00109684439561218,0.0029944602485402,0.00131038958032802,0.00493823400665846,1.3685838687643e-05,0.00134750711184309,0.000879761793687324,0.00271303312787225,1.01554268970328e-05,0.00397401113554761,0.000430530284263012
JP,JPN,Japan,2021-04-17,99784191.6309067,5854,27485.2,349,10483,85603.64,16,7219,2411,0,0,205,6645,65,130,28,394594.174067068,1,23,0,1,23,330394.879223232,356,6929,89064.0175904301,24,1,15,0,1,190,1,161,0,1,201,5,165,0,5,221,10,0,10,0,0,8,0,15,0,0,14,5,5,0,6,5,5,2,3,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,10,8,8,4,4,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-17,7219,1,0.00221637345892783,0.00108479887720319,0.0038786535531237,0.00143385814723833,0.0039544758304666,1.23140603080302e-05,0.00318603684720876,0.00129999602284409,0.00331109441108001,1.12715284992991e-05,0.0039971248729998,0.000414382211850772
JP,JPN,Japan,2021-04-18,101590622.608216,5820,25724.6,289,10559,85716,19,7129,2282,0,0,193,6603,64,118,31,692431.779210435,1,27,0,1,21,414316.189150955,297,6886,88511.3039583925,26,2,22,1,1,174,4,156,3,1,193,6,172,3,3,216,13,0,13,0,0,11,1,18,0,1,17,4,8,2,8,6,7,5,4,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,11,11,11,7,5,3,10,7,7,1,1,1,1,1,1,1,0,0,1,1,1,2021-04-18,7129,1,0.00266517043063543,0.00119678674298628,0.0043484359657736,0.00152740431570271,0.00681590250589166,1.59991843832768e-05,0.00294571468649179,0.00125802283965695,0.00407829166230001,1.23929021372717e-05,0.00335550361047233,0.000380976083828438
JP,JPN,Japan,2021-04-19,99836044.7613969,5561,26410.15,340,9885,81658,13,6878,2297,0,0,213,6286,76,127,32,756424.051040026,1,28,0,0,21,550248.514560098,349,6595,84770.8465880916,19,0,14,0,0,168,3,138,1,1,171,3,144,1,2,166,7,0,7,0,0,5,0,13,0,0,11,4,2,1,4,2,2,1,1,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,7,4,5,4,2,4,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-19,6878,1,0.0018900843268392,0.00102647122831416,0.00465251526606572,0.00160823041158397,0.00757666284604766,1.70095127312727e-05,0.00305321314335563,0.00130386178245488,0.00551152157394821,1.45224550641329e-05,0.00411698141574331,0.0004310408670329
JP,JPN,Japan,2021-04-20,101399527.137943,5518,24597.3,372,10048.1,80608.5,14,6875,2243,0,0,213,6284,97,106,27,526702.922537091,1,25,0,1,21,394086.620800927,380,6588,84680.869950318,11,1,7,1,0,173,4,140,2,2,180,4,147,1,3,209,7,0,6,0,0,4,0,12,0,0,11,1,4,1,2,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,7,8,6,3,2,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-20,6875,1,0.00203636363636364,0.00106560626400735,0.00392727272727273,0.00147843690579914,0.00519433312366999,1.39914959352158e-05,0.00305454545454545,0.00130442986870823,0.00388647395036483,1.21105097985763e-05,0.0044874361850905,0.000450171452657927
JP,JPN,Japan,2021-04-21,99775161.5989207,5425,26086,316,9668,79652.17,11,6729,2273,0,0,200,6152,93,97,26,487282.405338206,2,22,1,1,18,371921.905157279,320,6426,82598.5534761299,19,0,12,0,0,171,6,151,4,2,180,10,154,5,5,192,8,0,7,0,0,7,0,9,0,0,10,2,4,2,5,4,1,2,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,8,6,1,3,3,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21,6729,1,0.00163471541090801,0.000965247400934369,0.00386387278941893,0.00148232550866161,0.00488380472183046,1.36789547678265e-05,0.00267498885421311,0.00123410516668005,0.00372760012809944,1.19575052332017e-05,0.00387415985550493,0.000423650517772419
JP,JPN,Japan,2021-04-22,99078180.3797455,5377,25540.63,390,9554,79158,18,6647,2240,0,0,262,6039,119,129,35,627253.29809388,2,31,0,2,24,448408.93597171,400,6386,82084.401260281,17,1,13,0,1,183,7,161,2,5,193,9,167,2,7,210,13,0,13,0,0,11,1,17,0,1,16,4,5,2,8,6,8,4,3,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,11,8,10,6,6,2,6,7,6,1,1,1,1,0,1,1,1,1,1,1,1,2021-04-22,6647,1,0.0027079885662705,0.00124930890300805,0.00526553332330375,0.00173984282897943,0.00633089238911889,1.56175332738124e-05,0.003610651421694,0.00144192466657035,0.00452580915649696,1.32166746970389e-05,0.00487303304718813,0.000476383487701729
JP,JPN,Japan,2021-04-23,101228823.4016,5329,27818.32,338,9579,78220,19,6660,2209,0,0,269,6022,144,117,30,595046.372297677,2,22,0,2,21,419107.593288867,346,6383,82045.8398440923,17,0,9,0,0,149,5,128,3,2,155,8,128,4,4,226,12,0,12,0,0,8,0,15,0,0,15,5,6,1,4,3,4,2,3,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,10,2,8,7,7,5,3,2,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-23,6660,1,0.00285285285285285,0.00128094442496728,0.00450450450450451,0.001608252143206,0.00587823064915987,1.4891522430797e-05,0.00315315315315315,0.00134647324729173,0.00414020018415272,1.25085153948289e-05,0.00421715471079932,0.000443416546939654
JP,JPN,Japan,2021-04-24,100174805.775072,6058,25533.65,397,10901.1,88597.5,20,7443,2441,0,0,359,6731,185,165,33,599799.375063493,2,23,2,0,24,384636.24984471,404,7174,92213.1999125048,25,2,17,2,0,196,7,162,4,2,199,13,158,5,7,253,12,0,12,0,0,7,0,16,0,0,15,3,6,1,6,3,6,3,3,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,11,8,12,7,6,6,12,10,9,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-24,7443,1,0.00268708853956738,0.0011760635517464,0.00443369609028618,0.00150935756727331,0.0059875272072926,1.5107357392731e-05,0.00322450624748086,0.00128796591207279,0.00383965056751251,1.21109807397958e-05,0.00438115150958138,0.000426277328774025
JP,JPN,Japan,2021-04-25,100277550.30266,5785,25062.6,342,10352,85226,20,7100,2357,0,0,275,6455,150,119,38,591193.868501461,1,32,0,1,25,351516.568648648,347,6805,87470.1457212985,11,0,9,0,0,181,3,153,1,2,193,4,162,1,3,249,18,0,18,0,0,10,0,20,0,0,12,4,7,2,5,6,6,4,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,5,7,7,5,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-25,7100,1,0.0028169014084507,0.00123279877629136,0.00535211267605634,0.00169713434685005,0.00589557549737809,1.49839163208263e-05,0.00352112676056338,0.00137782415551176,0.00350543633732269,1.15679057636116e-05,0.00396706781655112,0.000416571762071134
JP,JPN,Japan,2021-04-26,98324262.0644051,5286,24962.9,330,9630,76693.5,17,6451,2186,0,0,282,5826,155,121,32,601056.873633167,0,27,0,0,19,397840.9934009,334,6184,79487.9325702439,16,0,12,0,0,157,3,132,3,0,153,7,122,4,3,231,10,0,10,0,0,7,0,16,0,0,14,2,5,1,2,2,3,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,6,7,5,7,4,1,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-26,6451,1,0.00263525034878313,0.00125104380636534,0.00496047124476825,0.00171441597639871,0.00611300670875575,1.5406843921021e-05,0.00294527980158115,0.0013223832710987,0.00404621387486542,1.25476314518171e-05,0.00420189567397344,0.000449682276206532
JP,JPN,Japan,2021-04-27,100172421.044727,5228,24127.595,343,9364,76189.28,18,6524,2218,0,0,277,5860,161,108,44,941227.612457348,1,38,1,0,36,780006.752475143,350,6232,80104.9152292626,24,0,23,0,0,187,2,160,1,1,188,5,159,1,4,229,9,0,9,0,0,5,0,18,0,0,14,3,4,2,3,3,2,4,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,7,11,7,9,9,8,7,5,4,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-27,6524,1,0.00275904353157572,0.00127283012197411,0.00674432863274065,0.00198605377608503,0.00939607531335487,1.88928411305081e-05,0.00551808706315144,0.00179756181299368,0.00778664171575599,1.72128045256093e-05,0.00436926996300152,0.000456743204246662
JP,JPN,Japan,2021-04-28,101802392.236729,6031,24492.7,497,10955.1,88741.14,24,7347,2339,0,0,353,6587,184,164,31,664695.055767249,1,26,1,0,24,575216.301127541,511,7036,90439.374767826,25,2,17,2,0,197,6,160,5,1,197,12,157,7,5,240,18,0,17,0,0,11,1,22,1,0,17,6,7,4,6,6,3,7,4,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,10,9,5,9,6,0,8,7,4,1,1,1,1,1,1,1,1,0,1,1,1,2021-04-28,7347,1,0.00326663944467129,0.00130476761627121,0.00421940928270042,0.00148217924171719,0.00652926754630268,1.56451189826669e-05,0.00326663944467129,0.00130476761627121,0.00565032204537932,1.45604658045522e-05,0.00565019385982962,0.000488506769673248
JP,JPN,Japan,2021-04-29,97760124.3154551,5616,24432.55,322,10333,82489,22,6854,2180,0,0,346,6159,191,150,34,546145.074285511,3,25,2,1,23,352632.250709775,334,6578,84552.3318963558,14,1,9,0,1,141,6,108,5,1,150,15,105,8,7,239,17,1,16,0,1,15,1,19,0,1,20,4,8,2,9,4,4,3,3,1,5,5,4,1,1,1,1,0,1,0,1,1,1,1,1,7,11,3,13,8,7,4,5,1,9,8,5,1,1,1,1,0,1,0,1,1,1,1,1,2021-04-29,6854,1,0.00320980449372629,0.00133911295058338,0.00496060694484972,0.00166327318795603,0.00558658326295898,1.47748759765179e-05,0.00335570469798658,0.0013691089249759,0.00360711745385973,1.18840006997036e-05,0.00395021630402124,0.000422801245043817
