ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2021-04-01,100880580.743374,4732,28984.8,238,8276,69764.15,6,6026,2214,0,0,106,5554,65,35,31,734070.413140408,0,25,0,0,24,502358.432843135,243,5741,73793.696779717,14,0,9,0,0,180,1,149,0,1,184,2,152,0,2,161,3,0,3,0,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,2,3,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-01,6026,1,0.000995685363425158,0.000796302851372175,0.00514437437769665,0.00180625823720602,0.00727662755042795,1.65853064639069e-05,0.00398274145370063,0.00159022294830136,0.00497973375194045,1.37360963669941e-05,0.00329296417721671,0.000413347887524369
JP,JPN,Japan,2021-04-02,99295061.4680493,5044,30659.01,340,8937.1,74938.5,13,6301,2408,0,0,135,5801,84,44,27,443157.668833282,0,26,0,0,19,271510.009428759,351,5999,77109.9785719426,14,0,12,0,0,195,2,159,2,0,199,6,158,2,4,180,8,0,8,0,0,7,0,13,0,0,12,3,6,1,4,5,4,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,8,7,7,5,3,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-02,6301,1,0.00206316457705126,0.00112037088486782,0.00428503412156801,0.00161282783779812,0.00446303836546674,1.31107721836822e-05,0.00301539438184415,0.00135381598637147,0.00273437576264681,1.02711433143671e-05,0.00455194005367958,0.00047511678014704
JP,JPN,Japan,2021-04-03,99820910.0583855,5809,33216.2,206,10387,84374,16,7170,2638,0,0,147,6624,86,56,26,467332.143589656,1,19,0,1,19,363233.592702682,213,6854,88099.9821857134,20,1,15,1,0,181,4,150,2,2,193,6,160,3,3,192,8,0,8,0,0,5,0,14,0,0,13,3,3,0,4,3,3,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,8,7,7,6,4,2,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-03,7170,1,0.00223152022315202,0.00109220413586781,0.00362622036262204,0.0013913191233465,0.0046817059002599,1.33912274302748e-05,0.00264993026499303,0.00118995228423498,0.00363885274628559,1.1812123015555e-05,0.0024177076398381,0.000324292151424825
JP,JPN,Japan,2021-04-04,102614602.161287,5587,32379,250,10259.1,81889.06,17,6941,2569,0,0,131,6386,77,47,26,378603.237265972,0,20,0,0,14,196945.034997045,253,6609,84950.7998636387,21,0,18,0,0,181,0,157,0,0,179,2,155,0,2,165,6,0,6,0,0,3,0,15,0,0,14,2,3,1,1,3,2,1,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,8,7,5,4,6,2,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-04,6941,1,0.00244921481054603,0.00116283478485119,0.00374585794554099,0.0014371357422335,0.00368956492830223,1.17308214970266e-05,0.00201700043221438,0.00105548395580883,0.00191926909863657,8.46826186322717e-06,0.00297819444203128,0.000366431843583841
JP,JPN,Japan,2021-04-05,99218753.6993482,4812,28560.8,216,8770.1,70632.2,14,5932,2179,0,0,134,5465,74,57,30,564952.374939475,1,26,0,1,20,388897.881313982,223,5678,72983.907039755,16,1,11,0,1,153,6,125,3,3,162,11,127,3,8,143,6,0,5,0,0,4,0,13,0,0,12,1,2,0,0,1,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,5,7,5,6,3,0,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-05,5932,1,0.00236008091706001,0.00123480356805382,0.00505731625084289,0.00180512220034764,0.00569400797606659,1.48054042911356e-05,0.00337154416722859,0.0014751242005733,0.00391960054741685,1.22947388731982e-05,0.00305546810310566,0.000400413684699375
JP,JPN,Japan,2021-04-06,99962350.284646,4899,27659.75,419,8628,71948.5,13,6190,2217,0,0,133,5666,64,62,25,577626.456539321,3,20,0,3,18,456192.598550223,427,5896,75786.0366161316,16,1,13,0,1,161,6,124,1,4,170,8,131,2,5,157,9,1,8,0,1,7,1,12,0,1,11,1,2,1,4,5,3,3,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,6,6,5,4,1,1,3,5,2,0,0,0,0,1,0,0,0,0,0,0,0,2021-04-06,6190,1,0.00210016155088853,0.00114044040146738,0.00403877221324717,0.00157996935066341,0.00577844013165467,1.48585612581279e-05,0.00290791599353797,0.00134140934866396,0.00456364418454748,1.32127281327553e-05,0.00563428329367352,0.000532900225997919
JP,JPN,Japan,2021-04-07,99411061.9388282,5031,27869,201,8893,74384.62,12,6323,2217,0,0,134,5812,57,66,24,448714.807371684,1,19,0,1,15,308629.990095581,205,6012,77277.0780420935,18,1,14,0,1,150,5,130,2,2,158,10,133,2,7,178,7,0,6,0,0,4,0,10,0,0,9,2,1,0,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,6,6,3,5,2,1,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-07,6323,1,0.00189783330697454,0.00107276113577111,0.00379566661394908,0.00151567030964154,0.00451373115446445,1.31769899763697e-05,0.00237229163371817,0.00119909830797813,0.00310458397764118,1.09359682298236e-05,0.00265279181348361,0.000362658213047591
JP,JPN,Japan,2021-04-08,100517006.158596,4779,27374.35,277,8582,70671.87,18,5969,2136,0,0,145,5478,51,88,25,446316.95510921,1,24,0,1,14,301103.10329981,281,5685,73073.8836775286,18,2,11,1,1,155,1,132,0,1,178,10,142,1,9,156,12,0,11,0,0,10,1,16,0,1,16,1,6,1,4,3,3,1,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,7,6,6,3,7,2,7,7,1,1,1,0,1,1,1,1,1,1,1,1,1,2021-04-08,5969,1,0.00301558049924611,0.00139099942467876,0.00418830624895292,0.00163834412223616,0.00444021337449118,1.29976222786105e-05,0.00234545149941364,0.00122715839695568,0.00299554388662083,1.06835284680507e-05,0.00384542309589072,0.00044874789955258
JP,JPN,Japan,2021-04-09,99798861.8846727,5010,27841.14,244,9023,74194.5,18,6173,2157,0,0,170,5617,75,91,22,388441.450688776,2,18,0,2,20,364427.042104682,250,5900,75837.4518377165,17,0,15,0,0,162,6,138,1,5,176,12,143,1,11,176,11,0,10,0,0,9,0,17,0,0,16,5,5,1,6,4,6,2,4,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,11,8,10,6,8,4,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-09,6173,1,0.00291592418597116,0.00134509809232025,0.0035639073384092,0.00148657860977052,0.00389224329168861,1.22162650585224e-05,0.00323991576219018,0.00141762750526329,0.00365161521106135,1.18340503035708e-05,0.00329652426264231,0.000407959780635492
JP,JPN,Japan,2021-04-10,99379486.9106241,5414,28535.5,200,9571.2,79183.66,17,6650,2370,0,0,169,6109,73,89,26,485823.242912404,3,18,1,2,19,317973.474616195,206,6354,81673.0794876018,16,0,16,0,0,150,4,123,2,2,155,8,124,2,6,174,10,0,10,0,0,7,0,17,0,0,14,3,4,1,4,4,3,5,2,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,7,9,7,8,3,2,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-10,6650,1,0.00255639097744361,0.00121365453323065,0.00390977443609023,0.00149990053122018,0.00488856662491449,1.37128063559337e-05,0.00285714285714286,0.00128286789754917,0.0031995886123075,1.11032697612398e-05,0.002522250921508,0.000343996780908871
JP,JPN,Japan,2021-04-11,104518414.863233,4994,26566.85,214,9122,73666.46,17,6106,2232,0,0,136,5626,52,81,24,519930.264833415,0,17,0,0,19,432069.750670898,220,5821,74822.0012114149,22,1,18,0,1,172,3,140,0,3,179,6,145,0,6,174,9,0,9,0,0,8,0,15,0,0,16,6,5,0,4,3,1,3,2,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,9,8,5,5,6,4,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-11,6106,1,0.00278414674091058,0.00132163137109459,0.00393056010481494,0.00156942916829233,0.00497453262675067,1.34879182123786e-05,0.00311169341631182,0.00139698371168152,0.00413391028974444,1.23007808112407e-05,0.00294031162543186,0.000387963340924556
JP,JPN,Japan,2021-04-12,95261547.0370829,5182,26400.6,323,9333.2,75854.12,20,6219,2207,0,0,127,5783,56,69,22,522482.872175722,1,17,1,0,17,308260.231145639,328,5967,76698.6567992635,22,0,19,0,0,149,3,129,2,1,160,3,142,2,1,178,11,0,11,0,0,10,0,19,0,0,19,2,5,0,6,4,4,3,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,8,11,5,13,10,8,9,4,2,11,9,7,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-12,6219,1,0.00321595111754301,0.00140715867304537,0.00353754622929732,0.00147560237067882,0.0054847195791638,1.48310609647967e-05,0.00273355844991156,0.00129765007878187,0.00323593559766189,1.14047402107219e-05,0.00427647645588429,0.000461813514728993
