ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
KR,KOR,South Korea,2021-04-01,2021-04-01,524,38236016.6820476,382,1481,48,862,4236.1,0,524,245,0,0,12,476,7,4,5,469471.435824937,1,4,1,0,5,469471.435824937,48,499,9845.93282834855,5,0,5,0,0,11,1,10,1,0,12,1,11,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00954198473282443,0.0083237655961984,0.0122782516737775,3.49057797151079e-05,0.00954198473282443,0.0083237655961984,0.0122782516737775,3.49057797151079e-05,0.00487510943217059,0.00137578520792778
KR,KOR,South Korea,2021-04-02,2021-04-02,494,39242655.9109494,344,1040.3,35,953,3701,2,494,217,0,0,15,432,13,2,4,105202.290428535,0,4,0,0,3,69902.6307861566,35,454,8958.02305424898,1,0,1,0,0,19,0,17,0,0,21,0,19,0,0,49,2,0,2,0,0,1,0,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00404858299595142,0.00559957694619624,0.00809716599190283,0.00790288574659084,0.00268081474065524,1.61777970544582e-05,0.00607287449392713,0.00685108003556046,0.00178129204467663,1.31931746437446e-05,0.0039071120701569,0.00129187310529677
KR,KOR,South Korea,2021-04-03,2021-04-03,545,37968847.2000752,400,1069.1,39,1004,4430.9,2,545,262,0,0,12,487,7,5,3,212475.581033374,0,3,0,0,3,212475.581033374,41,512,10102.4400964218,2,0,2,0,0,19,0,18,0,0,18,0,16,0,0,33,2,0,2,0,0,1,0,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0036697247706422,0.00507654511665002,0.0055045871559633,0.00621174484481604,0.00559605035975265,2.37277529926661e-05,0.0055045871559633,0.00621174484481604,0.00559605035975265,2.37277529926661e-05,0.00405842545055249,0.0012397401500099
KR,KOR,South Korea,2021-04-04,2021-04-04,543,36514261.4740748,379,1190,104,897,4143,1,543,262,0,0,22,484,18,3,3,200665.449681321,1,0,1,0,1,100971.835788936,104,512,10102.4400964218,2,0,1,0,0,13,2,10,2,0,17,2,12,2,0,43,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00184162062615101,0.00360618489466906,0.00552486187845304,0.00623456064688549,0.00549553630774632,2.39786782092888e-05,0.00184162062615101,0.00360618489466906,0.00276527120398221,1.70327351428994e-05,0.0102945426062795,0.00196830075592011
KR,KOR,South Korea,2021-04-05,2021-04-05,506,36482573.5784228,367,1305,37,743,3968,0,506,228,0,0,13,460,11,1,2,179274.628330411,0,2,0,0,2,179274.628330411,38,478,9431.57493376875,3,0,2,0,0,19,0,15,0,0,18,0,15,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00395256916996047,0.00546704415873735,0.00491397976475105,2.26909329168858e-05,0.00395256916996047,0.00546704415873735,0.00491397976475105,2.26909329168858e-05,0.0040290195716884,0.00127843606018134
KR,KOR,South Korea,2021-04-06,2021-04-06,458,37150547.6568168,323,732,23,683,3516,3,458,211,0,0,16,401,9,7,3,470186.365087832,0,1,0,0,3,470186.365087832,23,421,8306.8892199093,2,0,2,0,0,14,0,9,0,0,13,0,8,0,0,49,3,0,3,0,0,2,0,3,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00655021834061135,0.00738781819923664,0.00655021834061135,0.00738781819923664,0.0126562431711974,3.59461248453934e-05,0.00655021834061135,0.00738781819923664,0.0126562431711974,3.59461248453934e-05,0.00276878617146782,0.00112998199120709
KR,KOR,South Korea,2021-04-07,2021-04-07,474,37002866.1908621,351,894,108,793,3491,1,474,221,0,0,13,420,12,1,3,259056.8543006,0,3,0,0,3,259056.8543006,108,444,8760.70977111574,4,0,3,0,0,15,0,14,0,0,14,0,14,0,0,33,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00210970464135021,0.00413058105567856,0.00632911392405063,0.00713923469919958,0.00700099427337264,2.6864865861223e-05,0.00632911392405063,0.00713923469919958,0.00700099427337264,2.6864865861223e-05,0.0123277682769584,0.00231061238900035
KR,KOR,South Korea,2021-04-08,2021-04-08,499,37849796.8867833,345,691.5,31,781,3815,2,499,205,0,0,27,432,17,7,1,94034.969188705,0,1,0,0,1,94034.969188705,32,465,9175.06766569554,1,0,1,0,0,11,0,11,0,0,14,0,14,0,0,44,2,1,1,1,0,2,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.00400801603206413,0.00554358185754301,0.00200400801603206,0.0039238459075574,0.00248442467128643,1.58594847550645e-05,0.00200400801603206,0.0039238459075574,0.00248442467128643,1.58594847550645e-05,0.00348771269771057,0.00120629945988564
KR,KOR,South Korea,2021-04-09,2021-04-09,455,37587427.2809998,332,1373,32,924,3538.5,0,455,208,0,0,20,410,18,1,2,71832.5757490678,0,2,0,0,2,71832.5757490678,33,432,8523.93383135586,3,0,3,0,0,12,0,12,0,0,14,1,13,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0043956043956044,0.00607848143873546,0.00191107987285362,1.39621026653635e-05,0.0043956043956044,0.00607848143873546,0.00191107987285362,1.39621026653635e-05,0.00387145192031023,0.00131832559704446
KR,KOR,South Korea,2021-04-10,2021-04-10,481,36903937.6895558,340,1158.5,23,902,3861,5,481,228,0,0,15,428,12,3,3,178297.150466449,0,2,0,0,2,69665.4934235232,23,446,8800.17242774239,3,0,3,0,0,17,1,12,0,1,20,1,14,0,1,44,5,0,5,0,0,4,0,5,0,0,4,1,2,0,4,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0103950103950104,0.00906398034264791,0.00623700623700624,0.00703566337321446,0.00483138552764544,2.23715419803718e-05,0.00415800415800416,0.00575060093997227,0.00188775230463385,1.40047039907249e-05,0.00261358515288779,0.00106672519205616
