ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
GH,GHA,Ghana,2021-04-01,2021-04-01,139,14445460.9364301,78,338,14,321,1089.1,0,139,63,0,0,33,94,30,0,2,146688.279894463,0,1,0,0,1,26296.4597981849,14,131,839.869256656796,2,0,1,0,0,3,0,2,0,0,6,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0143884892086331,0.0197970815489537,0.0101546278474596,5.17008964290888e-05,0.00719424460431655,0.0140496476855479,0.00182039603401424,2.19821250972411e-05,0.0166692611844476,0.0086586509443088
GH,GHA,Ghana,2021-04-02,2021-04-02,155,18280037.8525822,89,444.1,16,336,1113,1,155,76,0,0,46,88,43,0,2,487104.652564905,1,1,1,0,1,433317.574820126,16,142,910.392629353168,7,1,5,1,0,5,2,1,2,0,13,4,6,3,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00645161290322581,0.0126040728356257,0.0129032258064516,0.0177668835974755,0.0266468076539621,7.3827364975912e-05,0.00645161290322581,0.0126040728356257,0.023704413432542,6.97372496371894e-05,0.0175748347296792,0.00853550239774592
GH,GHA,Ghana,2021-04-03,2021-04-03,114,14321591.7875686,59,458,8,215,820,3,114,49,0,0,37,62,33,2,3,203617.55940376,0,2,0,0,2,143066.850939332,8,104,666.766432765701,6,1,2,1,0,7,0,3,0,0,5,1,2,1,0,9,2,0,2,0,0,1,0,2,0,0,2,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0263157894736842,0.0293841363627093,0.0263157894736842,0.0293841363627093,0.0142175229139336,6.13133380856907e-05,0.0175438596491228,0.0240998768411264,0.00998959145473737,5.15046202668786e-05,0.0119982044789156,0.00826415061330136
GH,GHA,Ghana,2021-04-04,2021-04-04,151,15769132.8704932,81,302,11,257,1120.2019,1,151,75,0,0,34,99,32,0,3,523603.750360122,2,1,2,0,3,523603.750360122,11,137,878.336550854817,8,2,6,2,0,7,3,4,3,0,13,4,8,4,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00662251655629139,0.0129368427609194,0.0198675496688742,0.0222573858716028,0.033204346406382,8.84319084029121e-05,0.0198675496688742,0.0222573858716028,0.033204346406382,8.84319084029121e-05,0.0125236732882112,0.00735439283989009
GH,GHA,Ghana,2021-04-05,2021-04-05,150,15355345.615775,85,542,14,248.15,1151,0,150,78,0,0,45,87,43,1,4,365631.50833545,1,3,1,0,3,281171.110693408,14,143,916.803845052838,5,0,4,0,0,6,1,4,1,0,8,1,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0266666666666667,0.0257820606669192,0.0238113499679112,7.62565545724081e-05,0.02,0.0224042544896581,0.0183109594358171,6.70595777707476e-05,0.0152704420640744,0.00793769065687444
GH,GHA,Ghana,2021-04-06,2021-04-06,164,16528856.3661989,97,411,14,343,1177,3,164,93,0,0,41,101,38,1,3,430478.626297148,0,1,0,0,2,320562.897517164,14,148,948.859923551189,8,0,5,0,0,7,2,3,2,0,14,2,8,2,0,5,2,0,1,0,0,2,0,2,0,0,3,0,1,1,1,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,3,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0182926829268293,0.0205095383215433,0.0182926829268293,0.0205095383215433,0.0260440660115763,7.67804646254864e-05,0.0121951219512195,0.0167978935224769,0.0193941365582138,6.64827776008196e-05,0.0147545487510989,0.00767153417578755
GH,GHA,Ghana,2021-04-07,2021-04-07,138,15389281.5011072,82,415.3,29,276,1095,0,138,66,0,0,40,75,38,2,3,375491.208371926,1,1,0,1,1,68414.9650354645,29,121,775.757099660094,3,0,2,0,0,7,3,2,2,1,12,4,6,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0217391304347826,0.024330832729013,0.024399528226507,7.70842470307501e-05,0.0072463768115942,0.014151085175537,0.0044456243802248,3.32382227969901e-05,0.0373828354425717,0.0133489815176546
GH,GHA,Ghana,2021-04-08,2021-04-08,170,15169093.4134513,107,408,12,375,1422,1,170,86,0,0,51,98,45,2,0,0,0,0,0,0,0,0,12,158,1012.97208054789,5,0,3,0,0,2,0,1,0,0,9,3,3,2,0,8,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00588235294117647,0.0114952404835718,0,0,0,0,0,0,0,0,0.0118463284728534,0.00666274946091747
GH,GHA,Ghana,2021-04-09,2021-04-09,153,15605266.998063,84,288,13,245,1111,1,153,61,0,0,48,88,43,2,2,205601.859865179,0,2,0,0,1,105568.410614528,13,143,916.803845052838,5,1,3,1,0,3,0,3,0,0,7,1,5,1,0,9,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0065359477124183,0.0127682900213672,0.0130718954248366,0.0179975925804315,0.013175158098269,5.65731607780415e-05,0.0065359477124183,0.0127682900213672,0.00676492178106479,4.06696002390559e-05,0.0141796962023548,0.00765318515471363
GH,GHA,Ghana,2021-04-10,2021-04-10,124,14231942.7972883,75,385,10,257,789,2,124,62,0,0,39,67,35,0,4,341811.316391262,0,4,0,0,2,161856.056076478,10,111,711.644942663392,5,0,4,0,0,4,0,2,0,0,7,0,4,0,0,8,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0161290322580645,0.0221722862313382,0.032258064516129,0.0310982665709861,0.0240171929623262,7.95423107854531e-05,0.0161290322580645,0.0221722862313382,0.011372730932232,5.50889723640667e-05,0.0140519511915228,0.00864792151701131
