ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
AE,ARE,United Arab Emirates,2021-04-01,2021-04-01,302,7164993.81256146,215,606,87,757,3265,7,302,95,0,0,215,73,63,151,3,60286.6553637853,2,1,0,2,3,60286.6553637853,89,291,7258.64461913441,3,2,1,0,2,5,2,3,0,2,4,1,3,0,1,110,6,5,1,1,4,4,5,2,1,4,5,3,4,1,3,3,2,2,2,3,3,3,2,2,3,1,2,3,1,1,1,2,2,2,1,3,4,1,3,3,2,2,2,3,4,3,2,2,3,1,2,3,1,1,1,2,2,2,1,1,0.0231788079470199,0.0169706198271663,0.00993377483443709,0.0111849461650029,0.00841405546758358,6.68818145920324e-05,0.00993377483443709,0.0111849461650029,0.00841405546758358,6.68818145920324e-05,0.0122612422387216,0.00253167881815719
AE,ARE,United Arab Emirates,2021-04-02,2021-04-02,267,6619211.28351541,191,593,43,718,2574,2,267,94,0,0,188,64,55,132,1,31226.1418196005,1,0,0,1,0,0,44,253,6310.78037333679,1,0,1,0,0,8,4,2,2,2,8,4,2,2,2,92,2,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00749063670411985,0.0103423476885756,0.00374531835205993,0.0073269295763923,0.00471750190198137,5.22004437148531e-05,0,0,0,0,0.00697219636828135,0.00205292019636391
AE,ARE,United Arab Emirates,2021-04-03,2021-04-03,323,7470835.98133266,219,759,77,728,3317.5,5,323,110,0,0,207,96,59,145,1,12071.9312009018,1,0,1,0,0,0,77,309,7707.63294609118,1,1,0,0,1,4,3,1,2,1,5,4,1,2,2,108,5,4,1,0,4,4,4,1,0,4,4,0,2,0,1,4,1,0,0,0,2,1,1,0,1,0,1,3,1,0,0,0,2,1,1,0,2,0,1,4,1,0,0,0,2,1,1,0,1,0,1,3,1,0,0,0,2,1,1,1,0.0154798761609907,0.0134630317403675,0.00309597523219814,0.00605859948180993,0.00161587421154284,2.88015657862604e-05,0,0,0,0,0.00999009689985945,0.00222020051266354
AE,ARE,United Arab Emirates,2021-04-04,2021-04-04,235,7661462.42061183,160,545,86,485,2276,11,235,77,0,0,153,64,34,119,1,18342.1308480371,0,1,0,0,0,0,86,227,5662.24167884368,3,2,1,0,2,8,5,3,1,4,7,5,2,1,4,82,11,6,5,0,6,8,6,5,0,6,8,1,5,2,2,2,2,4,0,1,2,6,2,0,2,1,2,2,1,2,0,0,2,3,1,1,5,2,2,2,2,4,0,1,2,6,2,0,2,1,2,2,1,2,0,0,2,3,1,1,0.0468085106382979,0.0270063971097485,0.00425531914893617,0.00832250809627042,0.00239407698440063,3.46051565618462e-05,0,0,0,0,0.0151883308551327,0.00318555793135668
AE,ARE,United Arab Emirates,2021-04-05,2021-04-05,270,7297662.53494647,190,405,53,629,2672,11,270,83,0,0,173,76,48,123,3,179079.601396836,1,1,1,0,1,130718.535170422,53,255,6360.66796522087,3,0,2,0,0,5,4,1,3,1,10,5,3,2,3,91,9,6,2,3,3,5,7,3,4,3,7,3,3,1,4,2,3,3,0,2,1,3,1,2,3,1,3,2,2,2,0,2,0,2,1,4,5,1,4,2,5,5,1,2,2,5,2,2,4,1,3,2,3,3,0,2,0,3,1,1,0.0407407407407407,0.0235802643442048,0.0111111111111111,0.0125031287358621,0.0245393097501115,0.000112251527722516,0.0037037037037037,0.00724567057281972,0.017912384211307,9.62294532186002e-05,0.00833245820875978,0.00223391348456649
AE,ARE,United Arab Emirates,2021-04-06,2021-04-06,285,8035155.15076652,193,592,100,648,2749,8,285,103,0,0,175,89,52,121,3,75257.9595178773,2,0,1,1,2,50308.9613423216,101,269,6709.88110840947,2,2,0,0,2,8,4,3,1,3,9,5,4,2,3,95,6,3,3,0,3,5,3,4,0,3,7,1,3,1,2,4,3,2,2,0,2,2,2,1,2,1,1,3,2,1,1,0,2,1,1,1,4,1,2,5,4,2,2,1,3,2,2,1,2,1,1,3,2,1,1,0,2,1,1,1,0.0280701754385965,0.0191763381376002,0.0105263157894737,0.01184857119703,0.00936608666612965,6.6601903152694e-05,0.00701754385964912,0.00969145573742625,0.00626110640035648,5.45396872928848e-05,0.0150524276612617,0.00291340264341293
AE,ARE,United Arab Emirates,2021-04-07,2021-04-07,254,7533848.11026618,173,481,54,523,2498,5,254,84,0,0,173,61,45,125,1,31211.2606408142,0,1,0,0,1,31211.2606408142,54,240,5986.51102609023,2,1,1,1,0,7,3,4,0,3,10,6,4,2,4,88,4,3,1,0,3,4,3,2,0,3,5,0,1,1,1,2,1,1,0,0,1,2,0,0,1,0,0,1,0,1,0,0,1,2,0,1,1,1,2,2,2,1,1,1,2,3,0,0,1,0,0,1,0,1,0,0,1,2,0,1,0.0196850393700787,0.0170837100487713,0.00393700787401575,0.00770118890861639,0.00414280460449998,4.58654246573844e-05,0.00393700787401575,0.00770118890861639,0.00414280460449998,4.58654246573844e-05,0.009020279051464,0.00239498924699703
AE,ARE,United Arab Emirates,2021-04-08,2021-04-08,272,7266852.10809175,187,963,40,571,2809,5,272,97,0,0,183,72,46,132,2,56137.0833303524,1,1,0,1,2,56137.0833303524,40,259,6460.44314898904,2,1,1,0,1,4,3,1,0,3,5,4,1,1,3,97,5,1,4,0,1,4,1,4,0,1,4,2,4,1,3,3,2,2,1,2,2,3,0,1,1,0,1,1,1,1,0,1,1,1,0,2,4,1,3,3,2,2,1,2,2,3,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0.0183823529411765,0.0159637665379094,0.00735294117647059,0.0101529352122603,0.0077250895567068,6.36564912809806e-05,0.00735294117647059,0.0101529352122603,0.0077250895567068,6.36564912809806e-05,0.00619152573245062,0.00191278926352248
AE,ARE,United Arab Emirates,2021-04-09,2021-04-09,272,7058721.07274777,194,450,68,629,2801,8,272,80,0,0,184,74,39,141,3,101174.185417275,0,2,0,0,3,101174.185417275,69,262,6535.27453681517,2,1,1,1,0,8,4,3,1,3,11,7,3,2,5,99,7,3,4,1,2,3,3,5,1,2,4,1,2,1,2,1,1,2,1,0,2,2,1,0,1,0,1,1,0,1,0,0,0,1,0,2,3,1,3,1,2,3,1,0,2,3,2,0,1,0,1,1,0,1,0,0,0,1,0,1,0.0294117647058824,0.020078982069532,0.0110294117647059,0.0124117066449272,0.0143332176430497,8.76843301612204e-05,0.0110294117647059,0.0124117066449272,0.0143332176430497,8.76843301612204e-05,0.0105580874393726,0.00247801511774552
AE,ARE,United Arab Emirates,2021-04-10,2021-04-10,298,7651192.58334489,207,574,47,662,3003.5,11,298,81,0,0,196,80,43,152,3,80978.2202385984,1,2,0,1,3,80978.2202385984,48,278,6934.37527188786,2,2,0,0,2,5,3,2,0,3,4,2,2,0,2,108,8,4,4,1,3,6,4,5,1,3,8,2,5,3,4,3,4,2,3,0,2,2,1,1,4,2,2,3,2,1,1,0,2,1,1,3,6,4,5,5,6,3,5,2,2,3,1,1,4,2,2,3,2,1,1,0,2,1,1,1,0.0369127516778524,0.0214072551728939,0.0100671140939597,0.0113343163569772,0.0105837383331419,7.25091131413224e-05,0.0100671140939597,0.0113343163569772,0.0105837383331419,7.25091131413224e-05,0.00692203668217861,0.00195143028732562
