ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
TW,TWN,Taiwan,2021-04-11,2021-04-11,1141,18127233.2636743,892,2190.3,11,2586,13454.66,1,1141,380,16,1062,8,3,5,90342.6261422825,0,5,0,0,3,60657.3833339527,13,1115,24871.1703280886,0,0,0,0,0,23,0,20,0,0,23,0,20,0,0,4,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000876424189307625,0.00171700693807945,0.00438212094653813,0.00383260262086039,0.00498380667519312,3.2417386384462e-05,0.00262927256792288,0.00297133338636835,0.00334620195214821,2.65846267103626e-05,0.000522693537477738,0.000284059955252547
TW,TWN,Taiwan,2021-04-12,2021-04-12,1143,16488009.6500587,913,1769.85,32,2623,13927,0,1143,389,17,1062,12,2,3,47048.4646834748,0,2,0,0,2,40110.6008650817,34,1110,24759.6404163035,6,0,4,0,0,27,0,27,0,0,31,0,28,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0026246719160105,0.00296614104389477,0.00285349570275799,2.57473224215768e-05,0.00174978127734033,0.00242290600034016,0.00243271333025565,2.3778285729714e-05,0.00137320249520312,0.000461258969429711
TW,TWN,Taiwan,2021-04-13,2021-04-13,1219,17504942.5939347,939,2425.3,33,2549,14498,0,1219,428,22,1114,19,1,3,37016.2531369199,0,3,0,0,1,17195.0912938139,34,1182,26365.6711460096,3,0,3,0,0,33,1,27,1,0,36,1,30,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00246103363412633,0.00278144161042768,0.00211461722529417,2.15190928227205e-05,0.000820344544708778,0.00160718613348456,0.000982299210725312,1.46749366368552e-05,0.00128955564270344,0.000433180117217687
TW,TWN,Taiwan,2021-04-14,2021-04-14,1127,17339527.387489,867,2106.6,76,2481,13318,2,1127,381,18,1044,13,2,5,80446.7460504496,0,5,0,0,5,80446.7460504496,78,1084,24179.6848750207,6,0,5,0,0,26,0,24,0,0,25,0,22,0,0,8,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00177462289263532,0.00245727338058952,0.00443655723158829,0.00388010651283418,0.00463950050383117,3.19856570988252e-05,0.00443655723158829,0.00388010651283418,0.00463950050383117,3.19856570988252e-05,0.00322584849236722,0.000714731856263362
TW,TWN,Taiwan,2021-04-15,2021-04-15,1161,17563445.3237718,917,2081.5,47,2567,14033,1,1161,378,14,1083,12,1,3,32117.4903837117,1,1,1,0,1,4004.85698473638,48,1128,25161.14809873,2,0,2,0,0,23,0,22,0,0,25,1,23,1,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000861326442721792,0.00168744161782976,0.00258397932816537,0.00292021393110849,0.00182865547115869,1.9980747349998e-05,0.000861326442721792,0.00168744161782976,0.000228022287820482,7.06126261825265e-06,0.00190770309095803,0.00053916737800853
TW,TWN,Taiwan,2021-04-16,2021-04-16,1124,17156626.1925302,883,1843.9,28,2503,13610.5,2,1124,357,19,1048,10,6,3,60933.9358100568,1,1,0,1,2,49074.4240410757,29,1094,24402.744698591,4,1,1,0,1,31,2,26,1,1,32,4,25,3,1,15,1,1,0,0,1,1,1,0,0,1,2,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,2,2,2,1,1,2,2,0,1,2,2,2,1,1,1,0,0,1,1,0,0,1,1,1,1,0.00177935943060498,0.00246382609403744,0.00266903914590747,0.00301621334993073,0.00355162694146631,2.814966420794e-05,0.00177935943060498,0.00246382609403744,0.00286037729623335,2.52709631572975e-05,0.00118839091086645,0.000432265131101385
TW,TWN,Taiwan,2021-04-17,2021-04-17,1181,17225832.7867569,931,1680.8,33,2555,14115,0,1181,384,17,1091,14,0,3,27125.2895036981,0,3,0,0,3,27125.2895036981,37,1150,25651.8797105847,1,0,1,0,0,37,0,34,0,0,38,1,34,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00254022015241321,0.00287082366235379,0.00157468668362739,1.87246128291674e-05,0.00254022015241321,0.00287082366235379,0.00157468668362739,1.87246128291674e-05,0.00144238942398957,0.00046442578234119
TW,TWN,Taiwan,2021-04-18,2021-04-18,1276,17995697.336277,998,2049,52,2679,15710.5,0,1276,423,20,1184,15,3,4,42698.0989770188,0,4,0,0,3,29084.0897163466,54,1238,27614.8061580033,7,1,6,0,1,38,1,33,0,1,39,0,35,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00313479623824451,0.0030672249676148,0.00237268376874426,2.24785268829197e-05,0.00235109717868339,0.00265733867695512,0.00161616908602462,1.85590575291755e-05,0.00195547271601433,0.000521048236877963
TW,TWN,Taiwan,2021-04-19,2021-04-19,1199,17441440.6806319,919,1909.62,90,2551,14285.5,0,1199,376,22,1100,17,1,1,12242.6476903043,0,1,0,0,1,12242.6476903043,92,1159,25852.633551798,1,0,1,0,0,27,1,23,0,0,27,1,23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000834028356964137,0.0016339837208327,0.000701928694680555,1.2429422086209e-05,0.000834028356964137,0.0016339837208327,0.000701928694680555,1.2429422086209e-05,0.00355863165025993,0.000725877089328538
TW,TWN,Taiwan,2021-04-20,2021-04-20,1158,18162949.8080646,925,1735.8,47,2419,14212.5,2,1158,405,23,1069,18,3,4,55098.9211907431,1,3,0,1,3,35420.3150366586,48,1114,24848.8643457316,6,1,4,0,1,32,1,28,0,1,32,1,28,0,1,5,1,1,0,0,1,1,1,1,0,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0.00172711571675302,0.00239154835752666,0.00345423143350605,0.00337923311167878,0.00303358880429645,2.52914378025655e-05,0.00259067357512953,0.0029277694271307,0.00195014110653609,2.02891585892598e-05,0.00193167781561998,0.000545936712685328
TW,TWN,Taiwan,2021-04-21,2021-04-21,1141,17491406.3011998,883,2517.5,29,2385,13798.5,1,1141,393,23,1034,18,0,4,65683.1933360452,1,3,1,0,3,54778.2828882312,30,1092,24358.1327338769,2,0,2,0,0,24,1,21,1,0,26,1,23,1,0,7,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000876424189307625,0.00171700693807945,0.0035056967572305,0.00342949246027288,0.0037551693788932,2.8663784689363e-05,0.00262927256792288,0.00297133338636835,0.0031317254853587,2.6184630973708e-05,0.0012316215010306,0.000440450510423837
TW,TWN,Taiwan,2021-04-22,2021-04-22,1137,17568064.3651045,893,2221.7,20,2491,13667.1,0,1137,380,37,1043,32,4,4,64958.5338589204,0,2,0,0,3,35725.5777363381,21,1104,24625.8045221613,4,0,4,0,0,33,2,24,1,1,31,2,23,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00351802990325418,0.0034415362199577,0.00369753505616405,2.83816661091882e-05,0.00263852242744063,0.00298177279913366,0.00203355230228436,2.10655002817003e-05,0.000852764017561402,0.00036457094693075
TW,TWN,Taiwan,2021-04-23,2021-04-23,1130,17521745.9121208,875,2030.5,113,2392,13541,2,1130,368,26,1036,17,4,1,36833.0466549605,0,1,0,0,1,36833.0466549605,115,1090,24313.5207691629,3,0,3,0,0,38,1,33,0,0,43,2,37,1,0,13,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00176991150442478,0.00245075542942395,0.000884955752212389,0.00173371376273148,0.00210213336271935,2.1445322490072e-05,0.000884955752212389,0.00173371376273148,0.00210213336271935,2.1445322490072e-05,0.00472987853515053,0.000862421633646552
TW,TWN,Taiwan,2021-04-24,2021-04-24,1242,17630518.8758129,962,2270.6,58,2785,14856,1,1242,411,20,1143,18,2,4,41080.4062211836,0,2,0,0,3,29115.9865465353,62,1203,26834.0967755073,3,0,3,0,0,25,1,21,1,0,25,2,20,2,0,11,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000805152979066023,0.00157743541886636,0.00322061191626409,0.00315105522959874,0.00233007357926041,2.25057661678178e-05,0.00241545893719807,0.00272999579316249,0.00165145375196411,1.89535186510021e-05,0.0023104932697638,0.000574453204372879
TW,TWN,Taiwan,2021-04-25,2021-04-25,1300,17242941.5981674,1008,2224.51,28,2916,15689,0,1300,411,26,1196,21,3,1,20411.9405042303,0,1,0,0,1,20411.9405042303,29,1267,28261.6796463572,1,0,1,0,0,29,0,24,0,0,30,1,23,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000769230769230769,0.00150708462093444,0.00118378528327207,1.62301178261744e-05,0.000769230769230769,0.00150708462093444,0.00118378528327207,1.62301178261744e-05,0.00102612443290284,0.000373272663982482
TW,TWN,Taiwan,2021-04-26,2021-04-26,1245,17736491.1966627,953,2206,31,2538.5,14768,0,1245,428,23,1141,15,4,3,85383.4328067922,0,3,0,0,3,85383.4328067922,32,1205,26878.7087402213,3,0,2,0,0,39,1,34,1,0,39,1,32,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00240963855421687,0.00272342543489173,0.00481399798077638,3.22121207515616e-05,0.00240963855421687,0.00272342543489173,0.00481399798077638,3.22121207515616e-05,0.00119053338124518,0.000412245576129322
TW,TWN,Taiwan,2021-04-27,2021-04-27,1271,17216419.3924635,1005,2350.51,20,2772,15338,0,1271,405,24,1170,20,3,3,48243.3066215419,0,1,0,0,3,48243.3066215419,22,1232,27480.9702638612,4,0,1,0,0,33,0,30,0,0,34,0,30,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002360346184107,0.00266778004264894,0.00280216841387242,2.49697649200777e-05,0.002360346184107,0.00266778004264894,0.00280216841387242,2.49697649200777e-05,0.000800553975669888,0.000334390138777354
TW,TWN,Taiwan,2021-04-28,2021-04-28,1310,17354696.2849886,1023,2381.7,41,2789,15624.56,1,1310,449,28,1211,27,1,4,39237.350618957,1,3,1,0,1,8658.71786073713,42,1285,28663.1873287838,2,0,2,0,0,38,2,33,1,1,37,3,31,2,1,7,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0.000763358778625954,0.00149558455256938,0.00305343511450382,0.00298773951971308,0.00226090678710964,2.23454654559295e-05,0.000763358778625954,0.00149558455256938,0.00049892649911867,1.05062928017879e-05,0.00146529412511718,0.000442822659896331
TW,TWN,Taiwan,2021-04-29,2021-04-29,1211,17198489.438661,904,1993.2,53,2538,14014,0,1211,398,32,1101,28,3,2,30348.5051353919,0,2,0,0,2,30348.5051353919,53,1163,25941.8574812261,4,0,3,0,0,32,0,29,0,0,33,1,28,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00165152766308836,0.00228696766670983,0.00176460294630124,1.98354894731607e-05,0.00165152766308836,0.00228696766670983,0.00176460294630124,1.98354894731607e-05,0.00204303026636993,0.000549466051041251
