ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
GA,GAB,Gabon,2021-05-22,2021-03-10,2,5347597.63398193,60,145,4,209,649,0,100,43,9,67,5,4,2,89523.8690427151,0,0,0,0,2,89523.8690427151,4,82,475.079365079365,4,0,2,0,0,9,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0.02,0.0274394957835608,0.0167409508288031,0.000108740860703028,0.02,0.0274394957835608,0.0167409508288031,0.000108740860703028,0.00841964584029402,0.00821629220443611
GA,GAB,Gabon,2021-05-23,2021-03-11,2,5472894.37573176,59,145,4,209,621,0,100,43,8,68,4,4,2,89523.8690427151,0,0,0,0,2,89523.8690427151,4,82,475.079365079365,4,0,2,0,0,9,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0.02,0.0274394957835608,0.0163576825892506,0.000106272047556147,0.02,0.0274394957835608,0.0163576825892506,0.000106272047556147,0.00841964584029402,0.00821629220443611
GA,GAB,Gabon,2021-05-24,2021-03-11,1,5520864.71030135,60,145,4,210,621,0,101,43,8,69,4,4,2,89523.8690427151,0,0,0,0,2,89523.8690427151,4,83,480.873015873016,4,0,2,0,0,9,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.0198019801980198,0.0271705622473482,0.0162155520448949,0.000105356269424988,0.0198019801980198,0.0271705622473482,0.0162155520448949,0.000105356269424988,0.0083182043241459,0.00811771593305583
GA,GAB,Gabon,2021-05-26,2021-03-13,3,5476077.50312525,60,140,4,209,609,0,100,40,7,72,3,4,1,19990.6468204929,0,0,0,0,1,19990.6468204929,4,84,486.666666666667,4,0,2,0,0,8,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0.01,0.0195013954179879,0.00365054125130334,5.05123731425416e-05,0.01,0.0195013954179879,0.00365054125130334,5.05123731425416e-05,0.00821917808219178,0.00802147692746697
GA,GAB,Gabon,2021-05-28,2021-03-13,1,5488474.34985977,61,140,6,210,609,0,101,40,8,72,3,5,1,19990.6468204929,0,0,0,0,1,19990.6468204929,6,85,492.460317460318,4,0,2,0,0,8,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.0099009900990099,0.0193092777830645,0.00364229575401107,5.03984891120943e-05,0.0099009900990099,0.0193092777830645,0.00364229575401107,5.03984891120943e-05,0.0121837228041902,0.00968925899004746
GA,GAB,Gabon,2021-05-30,2021-03-14,2,5428216.01993667,60,140,6,210,536,0,100,40,7,71,3,4,1,19990.6468204929,0,0,0,0,1,19990.6468204929,6,84,486.666666666667,4,0,2,0,0,8,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.01,0.0195013954179879,0.00368272868048573,5.09569260242563e-05,0.01,0.0195013954179879,0.00368272868048573,5.09569260242563e-05,0.0123287671232877,0.00980388746353202
GA,GAB,Gabon,2021-05-31,2021-03-14,2,5647308.02685601,61,142,6,212,536,0,102,41,7,73,3,4,1,19990.6468204929,0,0,0,0,1,19990.6468204929,6,86,498.253968253968,4,0,2,0,0,8,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0.00980392156862745,0.0191209083686488,0.00353985416156274,4.8983521547278e-05,0.00980392156862745,0.0191209083686488,0.00353985416156274,4.8983521547278e-05,0.0120420516087926,0.009577279893855
GA,GAB,Gabon,2021-06-01,2021-03-14,1,5655516.2622676,62,142,6,215,536,0,103,41,7,74,3,4,1,19990.6468204929,0,0,0,0,1,19990.6468204929,6,87,504.047619047619,4,0,2,0,0,8,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0.00970873786407767,0.018936178546626,0.00353471653045474,4.89125545240369e-05,0.00970873786407767,0.018936178546626,0.00353471653045474,4.89125545240369e-05,0.0119036372224846,0.00946785937786277
GA,GAB,Gabon,2021-06-02,2021-03-16,1,5595979.00066721,60,136,6,210,536,0,100,40,7,72,3,4,1,19990.6468204929,0,0,0,0,1,19990.6468204929,6,85,492.460317460318,4,0,2,0,0,8,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0.01,0.0195013954179879,0.00357232341617247,4.9432016719499e-05,0.01,0.0195013954179879,0.00357232341617247,4.9432016719499e-05,0.0121837228041902,0.00968925899004746
GA,GAB,Gabon,2021-06-03,2021-03-16,1,5677658.61755599,61,136,6,211,536,0,101,40,7,73,3,4,1,19990.6468204929,0,0,0,0,1,19990.6468204929,6,86,498.253968253968,4,0,2,0,0,8,0,4,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0.0099009900990099,0.0193092777830645,0.00352093145556154,4.8722136990496e-05,0.0099009900990099,0.0193092777830645,0.00352093145556154,4.8722136990496e-05,0.0120420516087926,0.009577279893855
