"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","IT","IT21","ITAL",421284,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
"2","IT","IT21","ITVC",170911,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
"3","IT","IT21","ITAT",214638,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
"4","IT","IT21","ITTO",2259523,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
"5","IT","IT21","ITCN",587089,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
"6","IT","IT21","ITVB",158349,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
"7","IT","IT21","ITNO",369018,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
"8","IT","IT21","ITBI",175585,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
"9","IT","IT23","ITAO",125666,NA,NA,0,125666,NA,NA,0,0,0,0,NA,NA,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
"10","IT","IT25","ITBS",1265954,NA,NA,0,10060574,0.0538033395176252,0.0570299145299145,1078,0,0,0,0.0538033395176252,0.0570299145299145,60453010,0.0143351458230351,0.0141971544715447,6069,0.0404649317568808,0.0421623815625666,2634,0.0222434367744024,0.0226609495028847
