ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
RW,RWA,Rwanda,2020-08-25,2020-04-29,100,3,47559.7099820537,2,32828.9017993652,75,94,16,1,3577809.46542892,69,3,94,3,12,83,5,5,90,5,19,76,5,12,83,5,12,84,4,5,90,5,10,84,6,11,85,4,8,87,5,6,89,5,12,82,6,13,86,1,6,5,89,27,66,7,16,6,78,1,16,83,44,44,12,60,29,11,29,57,14,40,45,15,14,73,13,30,57,13,30,58,12,16,5,2,7,70,10,90,0,47,16,6,2,6,6,17,41,19,13,11,16,2,2,15,11,49,21,3,4,13,23,36,21,28,15,14,20,23,10,10,18,40,22,40,27,1,2,30,7,19,16,16,6,5,0,31,33,22,16,29,26.6666666666667,35.7299363628096,117.1875,175.246955852917,7.91015625,20.0424180478643,0.03,0.0334344809563718,0.0132929689078208,0.000118670997422558,0.02,0.0274394957835608,0.00917569873873356,9.88001000979219e-05,0.0112376385975427,0.00252893975393408
RW,RWA,Rwanda,2020-08-27,2020-05-04,100,3,47559.7099820537,2,32828.9017993652,75,94,16,1,3265111.84989253,69,3,94,3,12,83,5,5,90,5,19,76,5,12,83,5,12,84,4,5,90,5,10,84,6,11,85,4,8,87,5,6,89,5,12,82,6,13,86,1,6,5,89,28,65,7,16,6,78,1,16,83,42,45,13,60,29,11,30,56,14,39,46,15,15,71,14,30,57,13,30,59,11,15,5,2,8,70,10,90,0,47,16,6,3,6,5,17,41,18,14,11,16,2,2,15,11,50,20,3,4,13,23,37,20,28,15,14,20,23,10,10,18,40,22,40,26,1,2,31,7,19,16,16,6,5,0,31,33,21,16,30,26.6666666666667,35.7299363628096,117.1875,175.246955852917,7.91015625,20.0424180478643,0.03,0.0334344809563718,0.0145660278019631,0.000129952126886925,0.02,0.0274394957835608,0.0100544493752781,0.000108214101875999,0.0112376385975427,0.00252893975393408
RW,RWA,Rwanda,2020-08-28,2020-05-05,100,3,47559.7099820537,2,32828.9017993652,75,94,17,1,3276989.24393516,69,3,94,3,12,83,5,5,90,5,19,76,5,12,83,5,12,84,4,5,90,5,10,84,6,11,85,4,8,87,5,6,89,5,12,82,6,13,86,1,6,5,89,29,64,7,17,6,77,1,17,82,43,44,13,60,29,11,31,55,14,40,45,15,16,70,14,31,56,13,31,58,11,16,5,2,8,69,10,90,0,47,16,6,3,6,5,17,41,18,14,11,16,2,2,15,11,50,20,3,4,13,24,36,20,28,16,13,20,23,10,11,17,40,22,40,26,1,2,31,7,19,17,15,6,5,0,31,33,21,16,30,26.6666666666667,35.7299363628096,117.1875,175.246955852917,7.91015625,20.0424180478643,0.03,0.0334344809563718,0.0145132334718749,0.000129484585933109,0.02,0.0274394957835608,0.0100180071875801,0.000107823866197809,0.0112376385975427,0.00252893975393408
RW,RWA,Rwanda,2020-08-30,2020-05-08,100,3,47559.7099820537,2,32828.9017993652,75,94,17,1,3228630.612477,68,3,94,3,11,84,5,5,90,5,18,77,5,11,84,5,13,83,4,5,90,5,9,85,6,11,85,4,8,87,5,5,90,5,12,82,6,13,86,1,6,5,89,29,64,7,17,6,77,1,17,82,43,43,14,59,29,12,31,54,15,40,44,16,16,70,14,31,56,13,32,57,11,16,5,2,9,68,10,90,0,47,16,7,3,5,5,17,40,19,14,11,16,2,2,15,12,49,20,3,4,14,24,35,20,28,16,13,20,23,10,11,17,40,22,40,26,1,2,31,8,19,16,15,6,5,0,31,33,21,15,31,24.1111111111111,34.2481739685315,117.1875,175.246955852917,5.64373897707231,7.01094428855883,0.03,0.0334344809563718,0.0147306135914898,0.000131409518517712,0.02,0.0274394957835608,0.0101680575264629,0.000109430564746445,0.0112376385975427,0.00252893975393408
RW,RWA,Rwanda,2020-09-01,2020-05-09,100,3,47559.7099820537,2,32828.9017993652,75,94,17,1,3191941.69162416,67,3,94,3,10,85,5,5,90,5,18,77,5,10,85,5,13,83,4,5,90,5,9,85,6,10,86,4,8,87,5,5,90,5,12,82,6,13,86,1,6,5,89,29,63,8,17,6,77,1,17,82,43,43,14,60,28,12,32,53,15,41,43,16,16,70,14,31,56,13,33,56,11,17,5,2,9,67,11,89,0,48,15,7,3,5,5,17,39,20,14,11,16,2,3,15,12,48,20,3,5,14,24,34,20,29,16,12,20,23,11,11,17,39,22,40,25,1,2,32,8,18,16,15,6,5,0,32,32,21,15,32,25.089179548157,36.0469909198751,117.1875,175.246955852917,5.67117585848075,7.16413119079552,0.03,0.0334344809563718,0.014899930693237,0.000132908548572403,0.02,0.0274394957835608,0.0102849315466852,0.000110681850195045,0.0112376385975427,0.00252893975393408
RW,RWA,Rwanda,2020-09-03,2020-05-10,100,3,47559.7099820537,2,32828.9017993652,75,94,17,1,3177334.92482113,67,3,94,3,10,85,5,5,90,5,18,77,5,10,85,5,12,84,4,5,90,5,9,86,5,9,87,4,8,87,5,5,90,5,11,83,6,13,86,1,6,5,89,29,63,8,17,6,77,1,16,83,43,43,14,59,29,12,33,52,15,42,43,15,16,70,14,32,55,13,34,55,11,17,6,2,9,66,11,89,0,48,15,7,3,5,5,17,39,19,15,11,16,2,3,14,12,49,20,3,5,13,24,35,20,29,17,12,19,23,11,11,17,39,22,40,25,1,2,32,7,19,16,15,6,5,0,32,33,21,14,32,25.3269916765755,35.9452883198094,117.1875,175.246955852917,5.67117585848075,7.16413119079552,0.03,0.0334344809563718,0.0149684282920634,0.000133514910386565,0.02,0.0274394957835608,0.0103322131837308,0.000111188018116982,0.0112376385975427,0.00252893975393408
RW,RWA,Rwanda,2020-09-04,2020-05-10,100,3,47559.7099820537,2,32828.9017993652,75,94,17,1,3166637.5700092,66,3,94,3,10,85,5,5,90,5,18,77,5,10,85,5,12,84,4,5,90,5,9,86,5,9,87,4,8,87,5,5,90,5,10,84,6,13,86,1,6,5,89,29,63,8,17,6,77,1,16,83,42,43,15,58,29,13,33,51,16,41,43,16,16,69,15,32,54,14,34,54,12,17,6,2,9,66,11,89,0,47,15,7,3,5,5,18,39,18,15,11,17,2,3,14,12,48,21,3,5,13,24,34,21,29,17,11,19,24,11,11,17,38,23,40,24,1,2,33,7,19,16,15,5,5,0,33,32,21,14,33,26.9132653061225,37.7274175327396,117.1875,175.246955852917,5.72426766998119,7.33517533334971,0.03,0.0334344809563718,0.0150189937846015,0.000133962504317971,0.02,0.0274394957835608,0.010367116878257,0.000111561659816115,0.0112376385975427,0.00252893975393408
RW,RWA,Rwanda,2020-09-05,2020-05-12,100,3,47559.7099820537,2,32828.9017993652,75,94,17,1,3199901.12006321,66,3,94,3,10,85,5,5,90,5,18,77,5,10,85,5,12,84,4,5,90,5,9,86,5,9,87,4,8,87,5,5,90,5,10,84,6,13,86,1,6,5,89,29,63,8,17,6,77,1,16,83,43,42,15,59,28,13,34,50,16,42,42,16,16,69,15,33,53,14,34,54,12,17,6,2,9,66,11,89,0,47,15,7,3,5,5,18,39,17,15,12,17,2,3,14,12,48,21,3,6,13,23,34,21,30,17,10,19,24,12,11,17,37,23,41,24,1,2,32,7,19,17,14,5,5,0,33,32,22,14,32,26.9132653061225,37.7274175327396,117.1875,175.246955852917,5.67051867777479,7.35317186504675,0.03,0.0334344809563718,0.0148628686317389,0.000132580446024142,0.02,0.0274394957835608,0.0102593488259777,0.000110407967271266,0.0112376385975427,0.00252893975393408
RW,RWA,Rwanda,2020-09-06,2020-05-15,100,3,47559.7099820537,2,32828.9017993652,75,94,17,1,3201291.27776386,66,3,95,2,10,86,4,5,91,4,18,78,4,10,86,4,12,85,3,5,91,4,9,87,4,9,88,3,8,88,4,5,91,4,10,85,5,13,86,1,6,5,89,30,62,8,17,7,76,1,16,83,43,43,14,59,29,12,34,51,15,42,43,15,16,70,14,33,54,13,34,55,11,17,6,2,9,66,11,89,0,47,15,7,3,5,5,18,39,17,15,12,17,2,3,14,12,48,21,3,6,13,23,34,21,30,17,10,19,24,12,11,17,37,23,41,24,1,2,32,7,19,17,14,5,5,0,33,32,22,14,32,26.9132653061225,37.7274175327396,117.1875,175.246955852917,5.67051867777479,7.35317186504675,0.03,0.0334344809563718,0.0148564144451343,0.000132523307206393,0.02,0.0274394957835608,0.0102548937134819,0.00011036027109732,0.0112376385975427,0.00252893975393408
RW,RWA,Rwanda,2020-09-10,2020-05-16,100,3,47559.7099820537,2,32828.9017993652,75,94,18,1,3261433.43181115,67,3,95,2,10,86,4,5,91,4,18,78,4,10,86,4,12,85,3,5,91,4,8,88,4,9,88,3,8,88,4,5,91,4,10,85,5,13,86,1,6,5,89,31,62,7,18,7,75,1,17,82,44,43,13,59,30,11,33,53,14,41,45,14,17,70,13,34,54,12,34,56,10,16,6,2,10,66,10,90,0,48,15,7,3,5,5,17,39,17,15,13,16,2,3,13,13,49,20,3,6,13,23,35,20,30,18,10,19,23,13,11,16,38,22,42,24,1,2,31,7,20,18,13,5,5,0,32,33,21,15,31,24.8285322359396,36.2423987120485,117.1875,175.246955852917,5.61914672216441,7.21159656717347,0.03,0.0334344809563718,0.0145824561428018,0.000130097609353562,0.02,0.0274394957835608,0.0100657893180222,0.000108335530991926,0.0112376385975427,0.00252893975393408
