ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
TC,TCA,Turks and Caicos Islands,2020-07-29,2020-05-18,100,4,84470.2124388389,2,53287.7657883738,8,94,4,0,2770690.11895844,70,9,77,14,6,79,15,8,77,15,21,67,12,9,78,13,17,69,14,8,77,15,8,80,12,10,77,13,6,80,14,13,75,12,21,68,11,12,86,2,5,5,90,14,78,8,4,5,91,0,3,1,96,38,47,15,55,31,14,19,62,19,28,55,17,21,63,16,19,63,18,26,62,12,16,6,1,3,74,19,81,0,46,13,10,4,3,5,19,44,15,14,8,19,4,4,13,21,35,23,4,6,14,22,30,24,18,32,11,17,22,8,9,11,49,23,50,23,2,25,10,12,15,17,11,7,1,27,40,18,15,27,9.4671201814059,13.0143536797998,6.25,6.68153104781061,3.58126721763085,3.64059935548898,0.04,0.0384072934108425,0.030487065969901,0.000202436458953749,0.02,0.0274394957835608,0.0192326689382376,0.000161717450748674,0.00119868145040456,0.000830130624322721
TC,TCA,Turks and Caicos Islands,2020-07-30,2020-05-18,100,4,84470.2124388389,2,53287.7657883738,8,94,4,0,2732016.32994726,69,9,76,15,6,78,16,8,76,16,21,66,13,9,77,14,17,68,15,9,76,15,8,79,13,10,76,14,6,79,15,13,74,13,21,67,12,12,86,2,5,5,90,14,78,8,4,5,91,0,3,1,96,38,46,16,54,31,15,19,61,20,28,54,18,21,62,17,19,62,19,26,61,13,16,6,1,3,74,19,81,0,45,13,10,4,3,5,20,43,15,14,8,20,4,4,13,20,35,24,4,6,14,22,30,24,18,31,11,17,23,8,9,10,49,24,50,22,2,26,10,12,14,17,11,7,1,28,39,18,15,28,9.14007571660357,12.5789924570366,6.25,6.68153104781061,3.57396449704142,3.69018060032229,0.04,0.0384072934108425,0.030918633799114,0.000205256403424667,0.02,0.0274394957835608,0.0195049221354407,0.000163983920389055,0.00119868145040456,0.000830130624322721
TC,TCA,Turks and Caicos Islands,2020-08-01,2020-05-19,100,4,84470.2124388389,2,53287.7657883738,8,94,5,0,2760863.20267361,69,9,76,15,6,78,16,8,76,16,21,66,13,9,77,14,17,68,15,9,76,15,8,79,13,10,76,14,6,79,15,13,74,13,21,67,12,12,86,2,5,5,90,15,77,8,5,5,90,0,4,1,95,37,47,16,55,30,15,19,61,20,28,54,18,21,62,17,19,62,19,26,61,13,16,6,1,3,74,19,81,0,45,12,11,4,3,5,20,44,15,14,7,20,4,4,13,20,35,24,4,6,14,22,30,24,18,32,11,16,23,8,9,10,49,24,50,22,2,26,10,12,14,17,11,7,1,28,38,19,15,28,9.14007571660357,12.5789924570366,6.25,6.68153104781061,3.59763313609467,3.69187620752986,0.04,0.0384072934108425,0.0305955805260609,0.000203145634256036,0.02,0.0274394957835608,0.0193011250020538,0.000162287397970798,0.00119868145040456,0.000830130624322721
TC,TCA,Turks and Caicos Islands,2020-08-04,2020-05-20,100,4,84470.2124388389,2,53287.7657883738,8,94,5,0,2759798.1265927,69,9,76,15,6,78,16,8,76,16,22,65,13,9,77,14,18,67,15,9,76,15,8,79,13,11,75,14,6,79,15,13,74,13,21,67,12,12,86,2,5,5,90,15,77,8,5,5,90,0,4,1,95,36,48,16,55,30,15,19,61,20,28,54,18,21,62,17,19,62,19,26,61,13,16,6,1,3,74,18,82,0,44,13,11,4,3,5,20,44,15,14,7,20,4,4,12,21,35,24,4,6,14,22,30,24,18,32,11,16,23,8,10,10,48,24,49,23,2,26,10,12,15,16,11,7,1,28,38,20,14,28,9.14007571660357,12.5789924570366,6.25,6.68153104781061,3.6865234375,3.76986294057381,0.04,0.0384072934108425,0.0306073881364386,0.000203222795641867,0.02,0.0274394957835608,0.0193085737956363,0.000162349412235687,0.00119868145040456,0.000830130624322721
TC,TCA,Turks and Caicos Islands,2020-08-05,2020-05-21,100,4,84470.2124388389,2,53287.7657883738,8,93,5,0,2770814.66953995,69,10,76,14,6,79,15,8,77,15,23,65,12,9,78,13,19,67,14,9,77,14,8,80,12,11,76,13,6,80,14,14,74,12,22,67,11,13,85,2,5,6,89,15,77,8,5,5,90,0,4,1,95,36,48,16,54,31,15,19,61,20,27,55,18,21,62,17,19,62,19,27,61,12,17,6,1,3,73,19,81,0,45,12,11,4,3,5,20,45,14,14,7,20,5,4,12,21,34,24,5,6,14,22,29,24,19,32,11,15,23,8,10,11,47,24,48,24,2,26,10,12,16,15,11,7,1,28,39,19,14,28,8.78099173553719,12.1907341418271,6.25,6.68153104781061,3.7109375,3.76093808217265,0.04,0.0384072934108425,0.0304856955491952,0.000202427502322002,0.02,0.0274394957835608,0.0192318044126789,0.000161710252677591,0.00121157049825837,0.00083905134623986
TC,TCA,Turks and Caicos Islands,2020-08-06,2020-05-22,100,3,75153.5675220355,2,53287.7657883738,8,92,5,0,2774902.83985629,69,9,77,14,5,80,15,7,78,15,23,65,12,9,78,13,19,67,14,8,78,14,7,81,12,11,76,13,6,80,14,14,74,12,22,67,11,14,84,2,6,6,88,15,76,9,5,5,90,0,4,1,95,35,49,16,53,32,15,19,61,20,26,56,18,21,62,17,18,63,19,27,61,12,18,6,0,3,73,19,81,0,46,11,11,4,3,5,20,45,15,13,7,20,4,4,12,21,35,24,5,5,14,23,29,24,20,31,11,15,23,8,10,11,47,24,48,24,2,26,10,12,16,15,11,7,1,28,39,19,14,28,8.65332612222823,12.4237671962041,6.25,6.68153104781061,3.41796875,2.80994979178299,0.03,0.0334344809563718,0.027083314933624,0.000190991014663362,0.02,0.0274394957835608,0.0192034708469769,0.000161474342820687,0.00122473974280465,0.000848165877886678
TC,TCA,Turks and Caicos Islands,2020-08-07,2020-05-22,100,3,75153.5675220355,2,53287.7657883738,8,92,5,0,2764063.00374996,69,9,77,14,5,80,15,7,78,15,23,65,12,8,79,13,19,67,14,8,78,14,7,81,12,11,76,13,6,80,14,14,74,12,22,67,11,14,84,2,6,6,88,15,76,9,5,5,90,0,4,1,95,35,49,16,52,33,15,19,61,20,26,56,18,22,61,17,19,62,19,26,62,12,17,6,0,3,74,19,81,0,45,12,11,4,3,5,20,46,15,12,7,20,4,4,11,22,35,24,5,5,14,23,29,24,20,32,10,15,23,8,11,11,46,24,49,23,2,26,9,12,17,15,11,7,1,28,38,20,14,28,8.95691609977324,12.857460354508,6.25,6.68153104781061,3.4423828125,2.80034420466852,0.03,0.0334344809563718,0.0271895276699828,0.000191729558474116,0.02,0.0274394957835608,0.0192787811696329,0.000162101373524302,0.00122473974280465,0.000848165877886678
TC,TCA,Turks and Caicos Islands,2020-08-08,2020-05-23,100,3,75153.5675220355,2,53287.7657883738,8,92,5,0,2765799.25873162,68,9,77,14,5,80,15,7,78,15,23,65,12,8,79,13,19,67,14,8,78,14,7,81,12,11,76,13,6,80,14,14,74,12,22,67,11,14,84,2,6,6,88,15,76,9,5,5,90,0,4,1,95,36,48,16,53,32,15,20,60,20,26,56,18,23,60,17,20,61,19,26,61,13,17,6,0,3,74,19,81,0,44,12,11,4,3,5,21,45,15,12,7,21,4,4,11,22,34,25,5,5,14,22,29,25,20,32,10,14,24,8,11,10,46,25,48,23,2,27,9,12,17,15,10,7,1,29,38,19,14,29,8.95691609977324,12.857460354508,6.25,6.68153104781061,3.52733686067019,2.85720607036581,0.03,0.0334344809563718,0.0271724592031674,0.000191610879479874,0.02,0.0274394957835608,0.0192666787439994,0.000162000612512759,0.00122473974280465,0.000848165877886678
TC,TCA,Turks and Caicos Islands,2020-08-09,2020-05-24,100,2,53287.7657883738,2,53287.7657883738,18,92,7,0,2816621.77872537,70,7,79,14,6,79,15,6,79,15,23,65,12,9,78,13,18,68,14,9,77,14,7,81,12,11,76,13,6,80,14,14,74,12,21,68,11,15,83,2,6,7,87,16,76,8,7,4,89,0,6,1,93,36,49,15,54,32,14,19,62,19,27,56,17,22,62,16,20,62,18,27,61,12,17,6,1,3,73,19,81,0,44,12,10,6,3,5,20,45,15,12,8,20,3,4,11,23,35,24,5,5,13,22,31,24,21,32,10,14,23,7,11,11,47,24,49,23,2,26,9,12,18,15,11,7,1,27,38,19,15,28,9.57763236168947,13.3411540061152,17.283950617284,35.6210815956877,3.4792899408284,2.77719105723958,0.02,0.0274394957835608,0.0189190349200838,0.000159105700034991,0.02,0.0274394957835608,0.0189190349200838,0.000159105700034991,0.00275566442131047,0.00127127339016141
TC,TCA,Turks and Caicos Islands,2020-08-10,2020-05-24,100,2,53287.7657883738,2,53287.7657883738,18,91,7,0,2844523.51903459,70,7,79,14,6,79,15,6,79,15,23,65,12,9,78,13,18,68,14,9,77,14,7,81,12,11,76,13,6,80,14,14,74,12,22,68,10,15,82,3,6,7,87,17,75,8,7,5,88,0,6,1,93,35,49,16,53,32,15,19,61,20,27,55,18,22,61,17,20,61,19,27,60,13,17,6,1,3,73,19,81,0,43,13,10,6,3,5,20,44,15,12,9,20,3,3,11,24,35,24,4,5,13,23,31,24,21,32,9,14,24,7,11,11,46,25,48,24,2,26,10,12,17,15,11,7,1,27,39,18,15,28,9.57763236168947,13.3411540061152,17.283950617284,35.6210815956877,3.4912109375,2.82188397442499,0.02,0.0274394957835608,0.0187334593761627,0.000157559942345973,0.02,0.0274394957835608,0.0187334593761627,0.000157559942345973,0.00278594644791828,0.00128522391360686
TC,TCA,Turks and Caicos Islands,2020-08-12,2020-05-26,100,2,53287.7657883738,2,53287.7657883738,17,91,9,0,2743224.47510748,71,7,79,14,8,77,15,6,79,15,23,65,12,11,76,13,18,68,14,10,76,14,8,80,12,11,76,13,6,80,14,13,75,12,22,68,10,14,83,3,6,6,88,19,73,8,9,5,86,0,8,1,91,35,49,16,54,31,15,19,61,20,26,56,18,20,63,17,19,62,19,26,61,13,17,5,1,3,74,18,82,0,44,14,11,6,3,3,19,45,15,12,9,19,3,4,11,24,36,22,4,6,11,24,32,23,20,31,11,15,23,7,11,12,46,24,49,24,2,25,10,12,18,15,12,6,1,26,42,16,15,27,8.97782585181179,12.4574673163816,21.875,42.1254504003052,3.4792899408284,2.75042927091911,0.02,0.0274394957835608,0.0194252297877614,0.000163320558896207,0.02,0.0274394957835608,0.0194252297877614,0.000163320558896207,0.00263117164525615,0.0012491100598805
TC,TCA,Turks and Caicos Islands,2020-08-13,2020-05-27,100,2,53287.7657883738,2,53287.7657883738,18,90,9,0,2701811.56314125,73,7,80,13,8,78,14,6,80,14,24,64,12,12,76,12,17,69,14,9,77,14,8,81,11,9,78,13,5,81,14,14,75,11,22,68,10,16,81,3,6,8,86,20,73,7,9,6,85,0,8,1,91,36,49,15,56,30,14,20,61,19,24,59,17,21,63,16,19,63,18,25,63,12,16,5,1,3,75,19,81,0,46,14,10,6,3,3,18,46,15,12,9,18,4,4,12,24,37,19,5,6,11,25,33,20,20,31,12,15,22,8,12,12,46,22,50,25,2,23,10,12,19,15,12,7,1,24,43,17,15,25,8.92374256354786,12.4817230470732,17.283950617284,35.6210815956877,3.36377812430385,2.62843898936764,0.02,0.0274394957835608,0.0197229764337891,0.000165798731164657,0.02,0.0274394957835608,0.0197229764337891,0.000165798731164657,0.0028169014084507,0.00129948400991636
TC,TCA,Turks and Caicos Islands,2020-08-15,2020-05-28,100,2,53287.7657883738,2,53287.7657883738,18,90,9,0,2671832.21720822,73,7,80,13,9,77,14,6,80,14,23,65,12,12,76,12,16,70,14,9,77,14,8,81,11,9,78,13,5,81,14,13,76,11,21,69,10,16,81,3,6,8,86,20,73,7,9,6,85,0,8,1,91,35,50,15,56,30,14,21,60,19,24,59,17,21,63,16,19,63,18,26,62,12,17,5,1,3,74,18,82,0,48,12,10,6,3,3,18,47,15,12,8,18,4,4,12,24,37,19,5,6,9,26,34,20,20,32,11,15,22,9,12,12,45,22,51,24,2,23,10,12,20,15,11,7,1,24,43,16,16,25,8.97782585181179,12.4677997821042,17.283950617284,35.6210815956877,3.45288482958343,2.66498384864997,0.02,0.0274394957835608,0.019944278478704,0.000167640153115838,0.02,0.0274394957835608,0.019944278478704,0.000167640153115838,0.0028169014084507,0.00129948400991636
TC,TCA,Turks and Caicos Islands,2020-08-16,2020-05-31,100,1,29484.0956907834,1,29484.0956907834,18,90,9,0,2646036.1017073,71,6,80,14,8,77,15,6,79,15,22,65,13,12,75,13,16,69,15,8,77,15,7,81,12,7,79,14,4,81,15,12,76,12,19,70,11,16,81,3,6,8,86,19,74,7,9,5,86,0,8,1,91,35,49,16,56,29,15,21,58,21,22,60,18,20,63,17,19,62,19,23,64,13,16,3,1,3,77,17,83,0,48,12,9,6,2,4,19,45,15,12,8,20,4,4,13,23,36,20,5,6,9,26,33,21,19,31,11,16,23,9,11,14,43,23,52,22,2,24,9,11,21,14,11,7,2,25,42,15,16,27,10.1130279595479,13.5202161586319,17.283950617284,35.6210815956877,3.71597633136095,2.86392977641281,0.01,0.0195013954179879,0.0111427412769461,0.000126477430715447,0.01,0.0195013954179879,0.0111427412769461,0.000126477430715447,0.0028169014084507,0.00129948400991636
TC,TCA,Turks and Caicos Islands,2020-08-18,2020-05-31,100,1,29484.0956907834,1,29484.0956907834,18,90,10,0,2650026.23006931,70,6,81,13,8,78,14,6,80,14,22,66,12,12,76,12,15,70,15,8,78,14,6,82,12,8,79,13,4,82,14,12,77,11,19,71,10,16,81,3,6,8,86,20,73,7,10,5,85,0,9,1,90,35,50,15,56,29,15,21,59,20,21,61,18,19,64,17,19,63,18,22,64,14,15,3,1,3,78,17,83,0,48,12,8,6,2,4,20,44,15,12,8,21,4,4,12,23,36,21,5,6,8,26,33,22,19,30,11,16,24,8,11,14,43,24,51,22,2,25,9,11,20,14,11,7,2,26,41,15,16,28,10.5,14.0077817200993,17.283950617284,35.6210815956877,3.7109375,2.8864828484034,0.01,0.0195013954179879,0.0111259637192392,0.000126288065744668,0.01,0.0195013954179879,0.0111259637192392,0.000126288065744668,0.0028169014084507,0.00129948400991636
TC,TCA,Turks and Caicos Islands,2020-08-19,2020-05-31,100,1,29484.0956907834,1,29484.0956907834,18,90,10,0,2652888.94849484,69,6,82,12,8,79,13,6,81,13,22,67,11,11,77,12,15,71,14,8,79,13,6,83,11,8,80,12,4,83,13,12,78,10,18,72,10,16,81,3,6,8,86,20,73,7,10,5,85,0,9,1,90,36,50,14,56,29,15,22,59,19,22,61,17,20,64,16,18,64,18,22,63,15,15,3,1,3,78,17,83,0,47,12,8,6,2,4,21,44,14,12,8,22,4,4,12,22,36,22,5,6,7,26,33,23,19,29,11,16,25,8,11,14,42,25,51,21,2,26,9,10,20,14,11,7,2,27,41,15,15,29,10.913872452334,14.5252321560977,17.283950617284,35.6210815956877,3.77928949357521,2.95487085142443,0.01,0.0195013954179879,0.0111139577506671,0.000126152554766455,0.01,0.0195013954179879,0.0111139577506671,0.000126152554766455,0.0028169014084507,0.00129948400991636
